ORF,Common Name,Uncharacterized?,Mitochondrial Ribosome?,In Gold Standard?,bioPIXIE Confidence,bioPIXIE Precision,MEFIT Confidence,MEFIT Precision,Spell Rank,Spell Precision,Ensemble Precision,Current Process Annotations
YBR074W,YBR074W,1,0,0,0.829695,0.246753,,,4173,0.028814073,0.137783537, GO:0008150:biological_process; 
YNL243W,SLA2,0,0,0,0.574874,0.28866,0.816358,0.03,326,0.094059406,0.137573135," GO:0000003:reproduction;  GO:0000282:cellular bud site selection;  GO:0000723:telomere maintenance;  GO:0000902:cell morphogenesis;  GO:0000910:cytokinesis;  GO:0006810:transport;  GO:0006887:exocytosis;  GO:0006897:endocytosis;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007010:cytoskeleton organization and biogenesis;  GO:0007015:actin filament organization;  GO:0007047:cell wall organization and biogenesis;  GO:0007105:cytokinesis, site selection;  GO:0007114:cell budding;  GO:0007121:bipolar cellular bud site selection;  GO:0007163:establishment and/or maintenance of cell polarity;  GO:0008150:biological_process;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0010324:membrane invagination;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0019954:asexual reproduction;  GO:0030010:establishment of cell polarity;  GO:0030029:actin filament-based process;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0030467:establishment and/or maintenance of cell polarity (sensu Fungi);  GO:0030468:establishment of cell polarity (sensu Fungi);  GO:0032200:telomere organization and biogenesis;  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0032506:cytokinetic process;  GO:0032940:secretion by cell;  GO:0032989:cellular structure morphogenesis;  GO:0045045:secretory pathway;  GO:0045229:external encapsulating structure organization and biogenesis;  GO:0046903:secretion;  GO:0048856:anatomical structure development;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051276:chromosome organization and biogenesis;  GO:0051301:cell division;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; "
YOR087W,YVC1,0,0,0,0.550005,0.234177,,,2086,0.039855072,0.137016036, GO:0006873:cell ion homeostasis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0019725:cell homeostasis;  GO:0030003:cation homeostasis;  GO:0042592:homeostatic process;  GO:0048878:chemical homeostasis;  GO:0050801:ion homeostasis;  GO:0065007:biological regulation;  GO:0065008:regulation of biological quality; 
YOL067C,RTG1,0,0,0,0.493067,0.245902,,,4300,0.027974087,0.136938044," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006352:transcription initiation;  GO:0006366:transcription from RNA polymerase II promoter;  GO:0006367:transcription initiation from RNA polymerase II promoter;  GO:0007154:cell communication;  GO:0007165:signal transduction;  GO:0007242:intracellular signaling cascade;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0022607:cellular component assembly;  GO:0030154:cell differentiation;  GO:0031930:mitochondrial signaling pathway;  GO:0032502:developmental process;  GO:0032774:RNA biosynthetic process;  GO:0033036:macromolecule localization;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0051179:localization;  GO:0065003:macromolecular complex assembly;  GO:0065004:protein-DNA complex assembly; "
YBR108W,YBR108W,1,0,0,0.467975,0.23913,,,3034,0.034354305,0.136742153, GO:0008150:biological_process; 
YBR262C,YBR262C,1,0,0,0.491987,0.134293,11.5481,0.148648649,239,0.126865672,0.13660244, GO:0008150:biological_process; 
YER149C,PEA2,0,0,0,0.687374,0.333333,2.05558,0.044274809,3445,0.031666067,0.136424625," GO:0000003:reproduction;  GO:0000282:cellular bud site selection;  GO:0000746:conjugation;  GO:0000747:conjugation with cellular fusion;  GO:0000749:response to pheromone during conjugation with cellular fusion;  GO:0000753:cellular morphogenesis during conjugation with cellular fusion;  GO:0000767:cellular morphogenesis during conjugation;  GO:0000902:cell morphogenesis;  GO:0000910:cytokinesis;  GO:0006996:organelle organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0007015:actin filament organization;  GO:0007105:cytokinesis, site selection;  GO:0007114:cell budding;  GO:0007121:bipolar cellular bud site selection;  GO:0007124:pseudohyphal growth;  GO:0007154:cell communication;  GO:0007163:establishment and/or maintenance of cell polarity;  GO:0007165:signal transduction;  GO:0007242:intracellular signaling cascade;  GO:0007264:small GTPase mediated signal transduction;  GO:0007265:Ras protein signal transduction;  GO:0007266:Rho protein signal transduction;  GO:0008150:biological_process;  GO:0008361:regulation of cell size;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016049:cell growth;  GO:0019236:response to pheromone;  GO:0019953:sexual reproduction;  GO:0019954:asexual reproduction;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0030010:establishment of cell polarity;  GO:0030029:actin filament-based process;  GO:0030030:cell projection organization and biogenesis;  GO:0030031:cell projection biogenesis;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0030447:filamentous growth;  GO:0030467:establishment and/or maintenance of cell polarity (sensu Fungi);  GO:0030468:establishment of cell polarity (sensu Fungi);  GO:0031344:regulation of cell projection organization and biogenesis;  GO:0031382:mating projection biogenesis;  GO:0031383:regulation of mating projection biogenesis;  GO:0031384:regulation of initiation of mating projection growth;  GO:0031385:regulation of termination of mating projection growth;  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0032506:cytokinetic process;  GO:0032989:cellular structure morphogenesis;  GO:0032990:cell part morphogenesis;  GO:0040007:growth;  GO:0042221:response to chemical stimulus;  GO:0048610:reproductive cellular process;  GO:0048856:anatomical structure development;  GO:0048858:cell projection morphogenesis;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0050896:response to stimulus;  GO:0051128:regulation of cellular component organization and biogenesis;  GO:0051301:cell division;  GO:0051704:multi-organism process;  GO:0065007:biological regulation;  GO:0065008:regulation of biological quality; "
YML061C,PIF1,0,0,1,0.766833,0.329897,1.95688,0.043065693,2528,0.036199095,0.136387263," GO:0000002:mitochondrial genome maintenance;  GO:0000723:telomere maintenance;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006310:DNA recombination;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007005:mitochondrion organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0032200:telomere organization and biogenesis;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0051276:chromosome organization and biogenesis; "
YAL048C,GEM1,0,0,0,0.484754,0.242424,,,3902,0.029993618,0.136208809, GO:0006810:transport;  GO:0008150:biological_process;  GO:0016192:vesicle-mediated transport;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YBL006C,LDB7,0,0,0,0.579603,0.28866,5.77896,0.07486631,1565,0.045081967,0.136202759," GO:0000032:cell wall mannoprotein biosynthetic process;  GO:0000723:telomere maintenance;  GO:0006056:mannoprotein metabolic process;  GO:0006057:mannoprotein biosynthetic process;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006323:DNA packaging;  GO:0006325:establishment and/or maintenance of chromatin architecture;  GO:0006338:chromatin remodeling;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006354:RNA elongation;  GO:0006366:transcription from RNA polymerase II promoter;  GO:0006368:RNA elongation from RNA polymerase II promoter;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007047:cell wall organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009100:glycoprotein metabolic process;  GO:0009101:glycoprotein biosynthetic process;  GO:0009987:cellular process;  GO:0010382:cell wall metabolic process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016568:chromatin modification;  GO:0019538:protein metabolic process;  GO:0031506:cell wall glycoprotein biosynthetic process;  GO:0032200:telomere organization and biogenesis;  GO:0032774:RNA biosynthetic process;  GO:0043044:ATP-dependent chromatin remodeling;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0045229:external encapsulating structure organization and biogenesis;  GO:0051276:chromosome organization and biogenesis; "
YJL095W,BCK1,0,0,0,0.726914,0.348485,0.77453,0.029236089,3710,0.030375427,0.136032172, GO:0000902:cell morphogenesis;  GO:0001101:response to acid;  GO:0006464:protein modification process;  GO:0006468:protein amino acid phosphorylation;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0006950:response to stress;  GO:0006984:ER-nuclear signaling pathway;  GO:0006986:response to unfolded protein;  GO:0007154:cell communication;  GO:0007163:establishment and/or maintenance of cell polarity;  GO:0007165:signal transduction;  GO:0007242:intracellular signaling cascade;  GO:0007243:protein kinase cascade;  GO:0007584:response to nutrient;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009605:response to external stimulus;  GO:0009607:response to biotic stimulus;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0009991:response to extracellular stimulus;  GO:0016043:cellular component organization and biogenesis;  GO:0016310:phosphorylation;  GO:0019538:protein metabolic process;  GO:0030010:establishment of cell polarity;  GO:0030467:establishment and/or maintenance of cell polarity (sensu Fungi);  GO:0030468:establishment of cell polarity (sensu Fungi);  GO:0030968:unfolded protein response;  GO:0031667:response to nutrient levels;  GO:0032502:developmental process;  GO:0032989:cellular structure morphogenesis;  GO:0042221:response to chemical stimulus;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0048856:anatomical structure development;  GO:0050896:response to stimulus;  GO:0051789:response to protein stimulus; 
YAL046C,YAL046C,1,0,0,0.426207,0.154605,13.3134,0.181818182,639,0.071274298,0.13589916, GO:0008150:biological_process; 
YJR100C,YJR100C,1,0,0,0.252366,0.086885,7.82472,0.097560976,25,0.222222222,0.135556066, GO:0008150:biological_process; 
YPL061W,ALD6,0,0,0,0.744307,0.314286,2.7302,0.055319149,2746,0.035500231,0.135035127, GO:0006082:organic acid metabolic process;  GO:0006083:acetate metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009987:cellular process;  GO:0016053:organic acid biosynthetic process;  GO:0019413:acetate biosynthetic process;  GO:0019752:carboxylic acid metabolic process;  GO:0032787:monocarboxylic acid metabolic process;  GO:0044237:cellular metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0046394:carboxylic acid biosynthetic process; 
YNL213C,YNL213C,0,0,1,0.573739,0.165109,11.4626,0.148648649,366,0.090909091,0.134888913, GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis; 
YGR028W,MSP1,0,0,0,0.81765,0.231707,7.56578,0.096774194,556,0.074592075,0.134357756, GO:0006605:protein targeting;  GO:0006626:protein targeting to mitochondrion;  GO:0006810:transport;  GO:0006839:mitochondrial transport;  GO:0006886:intracellular protein transport;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0033036:macromolecule localization;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YHR011W,DIA4,0,0,0,0.590219,0.1777,11.558,0.148648649,533,0.076115486,0.134154712," GO:0000902:cell morphogenesis;  GO:0001403:invasive growth (sensu Saccharomyces);  GO:0006082:organic acid metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006399:tRNA metabolic process;  GO:0006412:translation;  GO:0006418:tRNA aminoacylation for protein translation;  GO:0006434:seryl-tRNA aminoacylation;  GO:0006519:amino acid and derivative metabolic process;  GO:0006520:amino acid metabolic process;  GO:0006807:nitrogen compound metabolic process;  GO:0007124:pseudohyphal growth;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0008361:regulation of cell size;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009060:aerobic respiration;  GO:0009308:amine metabolic process;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016043:cellular component organization and biogenesis;  GO:0016049:cell growth;  GO:0016070:RNA metabolic process;  GO:0019538:protein metabolic process;  GO:0019752:carboxylic acid metabolic process;  GO:0030447:filamentous growth;  GO:0032502:developmental process;  GO:0032989:cellular structure morphogenesis;  GO:0040007:growth;  GO:0043038:amino acid activation;  GO:0043039:tRNA aminoacylation;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0045333:cellular respiration;  GO:0048856:anatomical structure development;  GO:0065007:biological regulation;  GO:0065008:regulation of biological quality; "
YER125W,RSP5,0,0,0,0.676547,0.286885,2.1237,0.045310016,665,0.069883527,0.134026181," GO:0000209:protein polyubiquitination;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006323:DNA packaging;  GO:0006325:establishment and/or maintenance of chromatin architecture;  GO:0006333:chromatin assembly or disassembly;  GO:0006350:transcription;  GO:0006403:RNA localization;  GO:0006405:RNA export from nucleus;  GO:0006406:mRNA export from nucleus;  GO:0006464:protein modification process;  GO:0006512:ubiquitin cycle;  GO:0006513:protein monoubiquitination;  GO:0006629:lipid metabolic process;  GO:0006720:isoprenoid metabolic process;  GO:0006721:terpenoid metabolic process;  GO:0006810:transport;  GO:0006897:endocytosis;  GO:0006913:nucleocytoplasmic transport;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0008299:isoprenoid biosynthetic process;  GO:0008610:lipid biosynthetic process;  GO:0009058:biosynthetic process;  GO:0009987:cellular process;  GO:0010142:farnesyl diphosphate biosynthetic process, mevalonate pathway;  GO:0010324:membrane invagination;  GO:0015931:nucleobase, nucleoside, nucleotide and nucleic acid transport;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016090:prenol metabolic process;  GO:0016091:prenol biosynthetic process;  GO:0016093:polyprenol metabolic process;  GO:0016094:polyprenol biosynthetic process;  GO:0016114:terpenoid biosynthetic process;  GO:0016192:vesicle-mediated transport;  GO:0016567:protein ubiquitination;  GO:0019538:protein metabolic process;  GO:0019748:secondary metabolic process;  GO:0032446:protein modification by small protein conjugation;  GO:0033036:macromolecule localization;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044255:cellular lipid metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0045337:farnesyl diphosphate biosynthetic process;  GO:0045338:farnesyl diphosphate metabolic process;  GO:0046907:intracellular transport;  GO:0050657:nucleic acid transport;  GO:0050658:RNA transport;  GO:0051028:mRNA transport;  GO:0051168:nuclear export;  GO:0051169:nuclear transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051236:establishment of RNA localization;  GO:0051276:chromosome organization and biogenesis;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; "
YGR166W,KRE11,0,0,0,0.453589,0.232394,,,2610,0.035631652,0.134012826, GO:0006810:transport;  GO:0006888:ER to Golgi vesicle-mediated transport;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0032940:secretion by cell;  GO:0045045:secretory pathway;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048193:Golgi vesicle transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YBR044C,TCM62,0,0,0,0.466574,0.169492,10.2061,0.141304348,339,0.090909091,0.133901813, GO:0006461:protein complex assembly;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0019538:protein metabolic process;  GO:0022607:cellular component assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0043170:macromolecule metabolic process;  GO:0044238:primary metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0065003:macromolecular complex assembly; 
YJR053W,BFA1,0,0,0,0.484074,0.242424,,,4935,0.025348542,0.133886271, GO:0000074:regulation of progression through cell cycle;  GO:0000075:cell cycle checkpoint;  GO:0000087:M phase of mitotic cell cycle;  GO:0000278:mitotic cell cycle;  GO:0000279:M phase;  GO:0007049:cell cycle;  GO:0007067:mitosis;  GO:0007088:regulation of mitosis;  GO:0007096:regulation of exit from mitosis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0031578:spindle orientation checkpoint;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051726:regulation of cell cycle;  GO:0065007:biological regulation; 
YER089C,PTC2,0,0,0,0.542344,0.229412,,,2561,0.035854617,0.132633309," GO:0000074:regulation of progression through cell cycle;  GO:0000075:cell cycle checkpoint;  GO:0000077:DNA damage checkpoint;  GO:0000079:regulation of cyclin-dependent protein kinase activity;  GO:0000082:G1/S transition of mitotic cell cycle;  GO:0000161:MAPKKK cascade during osmolarity sensing;  GO:0000165:MAPKKK cascade;  GO:0000173:inactivation of MAPK activity during osmolarity sensing;  GO:0000188:inactivation of MAPK activity;  GO:0000278:mitotic cell cycle;  GO:0006464:protein modification process;  GO:0006469:negative regulation of protein kinase activity;  GO:0006470:protein amino acid dephosphorylation;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0006950:response to stress;  GO:0006970:response to osmotic stress;  GO:0006974:response to DNA damage stimulus;  GO:0006986:response to unfolded protein;  GO:0007049:cell cycle;  GO:0007154:cell communication;  GO:0007165:signal transduction;  GO:0007166:cell surface receptor linked signal transduction;  GO:0007231:osmosensory signaling pathway;  GO:0007242:intracellular signaling cascade;  GO:0007243:protein kinase cascade;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009607:response to biotic stimulus;  GO:0009628:response to abiotic stimulus;  GO:0009719:response to endogenous stimulus;  GO:0009987:cellular process;  GO:0016311:dephosphorylation;  GO:0019538:protein metabolic process;  GO:0022402:cell cycle process;  GO:0022403:cell cycle phase;  GO:0031570:DNA integrity checkpoint;  GO:0042221:response to chemical stimulus;  GO:0042770:DNA damage response, signal transduction;  GO:0043086:negative regulation of enzyme activity;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043405:regulation of MAPK activity;  GO:0043407:negative regulation of MAPK activity;  GO:0043412:biopolymer modification;  GO:0043549:regulation of kinase activity;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0045859:regulation of protein kinase activity;  GO:0050789:regulation of biological process;  GO:0050790:regulation of catalytic activity;  GO:0050794:regulation of cellular process;  GO:0050896:response to stimulus;  GO:0051325:interphase;  GO:0051329:interphase of mitotic cell cycle;  GO:0051338:regulation of transferase activity;  GO:0051348:negative regulation of transferase activity;  GO:0051726:regulation of cell cycle;  GO:0051789:response to protein stimulus;  GO:0065007:biological regulation;  GO:0065009:regulation of a molecular function; "
YFR011C,YFR011C,1,0,0,0.459221,0.11875,12.5673,0.14893617,229,0.129770992,0.132485721, GO:0008150:biological_process; 
YNL233W,BNI4,0,0,0,0.764631,0.326531,0.951589,0.030808264,2134,0.039285714,0.132208326, GO:0000271:polysaccharide biosynthetic process;  GO:0000910:cytokinesis;  GO:0000917:barrier septum formation;  GO:0005975:carbohydrate metabolic process;  GO:0005976:polysaccharide metabolic process;  GO:0006030:chitin metabolic process;  GO:0006031:chitin biosynthetic process;  GO:0006040:amino sugar metabolic process;  GO:0006041:glucosamine metabolic process;  GO:0006042:glucosamine biosynthetic process;  GO:0006044:N-acetylglucosamine metabolic process;  GO:0006045:N-acetylglucosamine biosynthetic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006807:nitrogen compound metabolic process;  GO:0008104:protein localization;  GO:0008105:asymmetric protein localization;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009308:amine metabolic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016051:carbohydrate biosynthetic process;  GO:0032506:cytokinetic process;  GO:0033036:macromolecule localization;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043284:biopolymer biosynthetic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0044264:cellular polysaccharide metabolic process;  GO:0046349:amino sugar biosynthetic process;  GO:0051179:localization;  GO:0051301:cell division; 
YDR148C,KGD2,0,0,0,0.752199,0.211957,2.46166,0.049586777,166,0.134831461,0.132125079, GO:0005975:carbohydrate metabolic process;  GO:0006082:organic acid metabolic process;  GO:0006084:acetyl-CoA metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006099:tricarboxylic acid cycle;  GO:0006100:tricarboxylic acid cycle intermediate metabolic process;  GO:0006103:2-oxoglutarate metabolic process;  GO:0006732:coenzyme metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009056:catabolic process;  GO:0009060:aerobic respiration;  GO:0009109:coenzyme catabolic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0019752:carboxylic acid metabolic process;  GO:0042180:ketone metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043648:dicarboxylic acid metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044248:cellular catabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0045333:cellular respiration;  GO:0046356:acetyl-CoA catabolic process;  GO:0051186:cofactor metabolic process;  GO:0051187:cofactor catabolic process; 
YML025C,YML6,0,1,0,0.590219,0.1777,10.4038,0.141304348,489,0.076115486,0.131706611, GO:0000027:ribosomal large subunit assembly and maintenance;  GO:0006412:translation;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0019538:protein metabolic process;  GO:0022607:cellular component assembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0022618:protein-RNA complex assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0042254:ribosome biogenesis and assembly;  GO:0042255:ribosome assembly;  GO:0042257:ribosomal subunit assembly;  GO:0042273:ribosomal large subunit biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0065003:macromolecular complex assembly; 
YPR011C,YPR011C,0,0,0,0.573739,0.164087,7.20136,0.095057034,127,0.134831461,0.131325165, GO:0006810:transport;  GO:0008150:biological_process;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YJR144W,MGM101,0,0,1,0.36105,0.161417,7.7871,0.097560976,184,0.134020619,0.130999532," GO:0000002:mitochondrial genome maintenance;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006281:DNA repair;  GO:0006950:response to stress;  GO:0006974:response to DNA damage stimulus;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009719:response to endogenous stimulus;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0050896:response to stimulus; "
YJR133W,XPT1,0,0,0,0.131429,0.035681,14.5679,0.222222222,107,0.134831461,0.130911561," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006144:purine base metabolic process;  GO:0006163:purine nucleotide metabolic process;  GO:0006725:aromatic compound metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009112:nucleobase metabolic process;  GO:0009117:nucleotide metabolic process;  GO:0009987:cellular process;  GO:0032261:purine nucleotide salvage;  GO:0032265:XMP salvage;  GO:0043094:metabolic compound salvage;  GO:0043101:purine salvage;  GO:0043173:nucleotide salvage;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0046100:hypoxanthine metabolic process;  GO:0046483:heterocycle metabolic process; "
