Gene,Rank,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YLL031C,735,0,1,0,119,574,4236,172,0.853754166,0.171717172,0.408934708,0.119334719,0.880665281
YDR264C,736,0,1,0,119,575,4235,172,0.853558126,0.171469741,0.408934708,0.11954262,0.88045738
YNL239W,737,0,1,0,119,576,4234,172,0.853362086,0.171223022,0.408934708,0.11975052,0.88024948
YLR395C,738,0,1,0,119,577,4233,172,0.853166046,0.170977011,0.408934708,0.11995842,0.88004158
YNL070W,739,1,0,0,120,577,4233,171,0.853362086,0.172166428,0.412371134,0.11995842,0.88004158
YPR091C,740,0,1,0,120,578,4232,171,0.853166046,0.171919771,0.412371134,0.12016632,0.87983368
YDL132W,741,0,1,0,120,579,4231,171,0.852970006,0.17167382,0.412371134,0.12037422,0.87962578
YJL143W,742,1,0,0,121,579,4231,170,0.853166046,0.172857143,0.41580756,0.12037422,0.87962578
YCL034W,743,0,1,0,121,580,4230,170,0.852970006,0.172610556,0.41580756,0.120582121,0.879417879
YBR236C,744,0,1,0,121,581,4229,170,0.852773966,0.172364672,0.41580756,0.120790021,0.879209979
YGR277C,745,0,1,0,121,582,4228,170,0.852577926,0.172119488,0.41580756,0.120997921,0.879002079
YPL105C,746,0,0,1,121,582,4228,170,0.852577926,0.172119488,0.41580756,0.120997921,0.879002079
YER154W,747,1,0,0,122,582,4228,169,0.852773966,0.173295455,0.419243986,0.120997921,0.879002079
YOR278W,748,0,1,0,122,583,4227,169,0.852577926,0.173049645,0.419243986,0.121205821,0.878794179
YDL147W,749,0,0,1,122,583,4227,169,0.852577926,0.173049645,0.419243986,0.121205821,0.878794179
YOR155C,750,0,1,0,122,584,4226,169,0.852381886,0.172804533,0.419243986,0.121413721,0.878586279
YIL007C,751,0,0,1,122,584,4226,169,0.852381886,0.172804533,0.419243986,0.121413721,0.878586279
YPL252C,752,0,1,0,122,585,4225,169,0.852185846,0.172560113,0.419243986,0.121621622,0.878378378
YLR079W,753,0,1,0,122,586,4224,169,0.851989806,0.172316384,0.419243986,0.121829522,0.878170478
YBR210W,754,0,1,0,122,587,4223,169,0.851793766,0.172073343,0.419243986,0.122037422,0.877962578
YDL066W,755,0,1,0,122,588,4222,169,0.851597726,0.171830986,0.419243986,0.122245322,0.877754678
YLR351C,756,0,0,1,122,588,4222,169,0.851597726,0.171830986,0.419243986,0.122245322,0.877754678
YBR014C,757,0,1,0,122,589,4221,169,0.851401686,0.171589311,0.419243986,0.122453222,0.877546778
YER044C,758,0,1,0,122,590,4220,169,0.851205646,0.171348315,0.419243986,0.122661123,0.877338877
YNL156C,759,0,1,0,122,591,4219,169,0.851009606,0.171107994,0.419243986,0.122869023,0.877130977
YOL082W,760,0,1,0,122,592,4218,169,0.850813566,0.170868347,0.419243986,0.123076923,0.876923077
YPL007C,761,0,1,0,122,593,4217,169,0.850617526,0.170629371,0.419243986,0.123284823,0.876715177
YPR124W,762,0,1,0,122,594,4216,169,0.850421486,0.170391061,0.419243986,0.123492723,0.876507277
YKL114C,763,0,1,0,122,595,4215,169,0.850225446,0.170153417,0.419243986,0.123700624,0.876299376
YJL029C,764,0,1,0,122,596,4214,169,0.850029406,0.169916435,0.419243986,0.123908524,0.876091476
YPR139C,765,0,1,0,122,597,4213,169,0.849833366,0.169680111,0.419243986,0.124116424,0.875883576
YOR074C,766,0,1,0,122,598,4212,169,0.849637326,0.169444444,0.419243986,0.124324324,0.875675676
YHR181W,767,0,1,0,122,599,4211,169,0.849441286,0.169209431,0.419243986,0.124532225,0.875467775
YDR308C,768,0,1,0,122,600,4210,169,0.849245246,0.168975069,0.419243986,0.124740125,0.875259875
YLR132C,769,0,1,0,122,601,4209,169,0.849049206,0.168741355,0.419243986,0.124948025,0.875051975
YKL140W,770,0,1,0,122,602,4208,169,0.848853166,0.168508287,0.419243986,0.125155925,0.874844075
YDL088C,771,0,1,0,122,603,4207,169,0.848657126,0.168275862,0.419243986,0.125363825,0.874636175
YNL071W,772,0,0,1,122,603,4207,169,0.848657126,0.168275862,0.419243986,0.125363825,0.874636175
YOR238W,773,0,0,1,122,603,4207,169,0.848657126,0.168275862,0.419243986,0.125363825,0.874636175
YLR459W,774,0,1,0,122,604,4206,169,0.848461086,0.168044077,0.419243986,0.125571726,0.874428274
YDR164C,775,0,1,0,122,605,4205,169,0.848265046,0.16781293,0.419243986,0.125779626,0.874220374
YGL020C,776,1,0,0,123,605,4205,168,0.848461086,0.168956044,0.422680412,0.125779626,0.874220374
YBR176W,777,0,0,1,123,605,4205,168,0.848461086,0.168956044,0.422680412,0.125779626,0.874220374
YER174C,778,0,1,0,123,606,4204,168,0.848265046,0.16872428,0.422680412,0.125987526,0.874012474
YGL181W,779,0,1,0,123,607,4203,168,0.848069006,0.168493151,0.422680412,0.126195426,0.873804574
YKL013C,780,0,1,0,123,608,4202,168,0.847872966,0.168262654,0.422680412,0.126403326,0.873596674
YDL142C,781,1,0,0,124,608,4202,167,0.848069006,0.169398907,0.426116838,0.126403326,0.873596674
YHR003C,782,0,1,0,124,609,4201,167,0.847872966,0.169167804,0.426116838,0.126611227,0.873388773
YKR064W,783,0,1,0,124,610,4200,167,0.847676926,0.16893733,0.426116838,0.126819127,0.873180873
YDR405W,784,0,1,0,124,611,4199,167,0.847480886,0.168707483,0.426116838,0.127027027,0.872972973
YMR197C,785,0,1,0,124,612,4198,167,0.847284846,0.168478261,0.426116838,0.127234927,0.872765073
YNL310C,786,1,0,0,125,612,4198,166,0.847480886,0.169606513,0.429553265,0.127234927,0.872765073
YMR166C,787,0,1,0,125,613,4197,166,0.847284846,0.169376694,0.429553265,0.127442827,0.872557173
YAL016W,788,0,1,0,125,614,4196,166,0.847088806,0.169147497,0.429553265,0.127650728,0.872349272
YIL021W,789,0,1,0,125,615,4195,166,0.846892766,0.168918919,0.429553265,0.127858628,0.872141372
YER012W,790,0,1,0,125,616,4194,166,0.846696726,0.168690958,0.429553265,0.128066528,0.871933472
YPR128C,791,0,1,0,125,617,4193,166,0.846500686,0.168463612,0.429553265,0.128274428,0.871725572
YDR099W,792,0,1,0,125,618,4192,166,0.846304646,0.168236878,0.429553265,0.128482328,0.871517672
YKL059C,793,0,1,0,125,619,4191,166,0.846108606,0.168010753,0.429553265,0.128690229,0.871309771
YMR061W,794,0,1,0,125,620,4190,166,0.845912566,0.167785235,0.429553265,0.128898129,0.871101871
YOR316C,795,0,1,0,125,621,4189,166,0.845716526,0.167560322,0.429553265,0.129106029,0.870893971
YGL112C,796,0,1,0,125,622,4188,166,0.845520486,0.167336011,0.429553265,0.129313929,0.870686071
YDR428C,797,0,0,1,125,622,4188,166,0.845520486,0.167336011,0.429553265,0.129313929,0.870686071
YBL037W,798,0,1,0,125,623,4187,166,0.845324446,0.167112299,0.429553265,0.12952183,0.87047817
YNL090W,799,0,1,0,125,624,4186,166,0.845128406,0.166889186,0.429553265,0.12972973,0.87027027
YCL005W,800,0,1,0,125,625,4185,166,0.844932366,0.166666667,0.429553265,0.12993763,0.87006237
YHR083W,801,1,0,0,126,625,4185,165,0.845128406,0.167776298,0.432989691,0.12993763,0.87006237
YKL040C,802,0,1,0,126,626,4184,165,0.844932366,0.167553191,0.432989691,0.13014553,0.86985447
YLR133W,803,0,1,0,126,627,4183,165,0.844736326,0.167330677,0.432989691,0.13035343,0.86964657
YOR023C,804,0,1,0,126,628,4182,165,0.844540286,0.167108753,0.432989691,0.130561331,0.869438669
YGL130W,805,0,1,0,126,629,4181,165,0.844344246,0.166887417,0.432989691,0.130769231,0.869230769
YPL208W,806,0,1,0,126,630,4180,165,0.844148206,0.166666667,0.432989691,0.130977131,0.869022869
YJR077C,807,0,1,0,126,631,4179,165,0.843952166,0.166446499,0.432989691,0.131185031,0.868814969
YKL100C,808,0,1,0,126,632,4178,165,0.843756126,0.166226913,0.432989691,0.131392931,0.868607069
YNL098C,809,0,1,0,126,633,4177,165,0.843560086,0.166007905,0.432989691,0.131600832,0.868399168
YBL030C,810,0,1,0,126,634,4176,165,0.843364046,0.165789474,0.432989691,0.131808732,0.868191268
YOR198C,811,0,1,0,126,635,4175,165,0.843168006,0.165571616,0.432989691,0.132016632,0.867983368
YLR049C,812,0,0,1,126,635,4175,165,0.843168006,0.165571616,0.432989691,0.132016632,0.867983368
YKR028W,813,0,1,0,126,636,4174,165,0.842971966,0.165354331,0.432989691,0.132224532,0.867775468
YMR113W,814,0,1,0,126,637,4173,165,0.842775926,0.165137615,0.432989691,0.132432432,0.867567568
YJR084W,815,0,1,0,126,638,4172,165,0.842579886,0.164921466,0.432989691,0.132640333,0.867359667
YNR020C,816,1,0,0,127,638,4172,164,0.842775926,0.166013072,0.436426117,0.132640333,0.867359667
YFR008W,817,0,1,0,127,639,4171,164,0.842579886,0.165796345,0.436426117,0.132848233,0.867151767
YOR138C,818,0,0,1,127,639,4171,164,0.842579886,0.165796345,0.436426117,0.132848233,0.867151767
YMR043W,819,0,1,0,127,640,4170,164,0.842383846,0.165580183,0.436426117,0.133056133,0.866943867
YLR115W,820,0,1,0,127,641,4169,164,0.842187806,0.165364583,0.436426117,0.133264033,0.866735967
YPL115C,821,0,1,0,127,642,4168,164,0.841991766,0.165149545,0.436426117,0.133471933,0.866528067
YPL034W,822,0,0,1,127,642,4168,164,0.841991766,0.165149545,0.436426117,0.133471933,0.866528067
YPL013C,823,0,1,0,127,643,4167,164,0.841795726,0.164935065,0.436426117,0.133679834,0.866320166
YOL008W,824,0,1,0,127,644,4166,164,0.841599686,0.164721141,0.436426117,0.133887734,0.866112266
YMR003W,825,0,1,0,127,645,4165,164,0.841403646,0.164507772,0.436426117,0.134095634,0.865904366
YNL212W,826,0,0,1,127,645,4165,164,0.841403646,0.164507772,0.436426117,0.134095634,0.865904366
YLR363C,827,0,1,0,127,646,4164,164,0.841207606,0.164294955,0.436426117,0.134303534,0.865696466
YPL235W,828,0,1,0,127,647,4163,164,0.841011566,0.164082687,0.436426117,0.134511435,0.865488565
YJL060W,829,0,0,1,127,647,4163,164,0.841011566,0.164082687,0.436426117,0.134511435,0.865488565
YML105C,830,0,0,1,127,647,4163,164,0.841011566,0.164082687,0.436426117,0.134511435,0.865488565
YOR244W,831,0,1,0,127,648,4162,164,0.840815526,0.163870968,0.436426117,0.134719335,0.865280665
YNL059C,832,0,1,0,127,649,4161,164,0.840619486,0.163659794,0.436426117,0.134927235,0.865072765
YPR019W,833,0,1,0,127,650,4160,164,0.840423446,0.163449163,0.436426117,0.135135135,0.864864865
YPL120W,834,0,1,0,127,651,4159,164,0.840227406,0.163239075,0.436426117,0.135343035,0.864656965
YKR008W,835,0,1,0,127,652,4158,164,0.840031366,0.163029525,0.436426117,0.135550936,0.864449064
YIL050W,836,0,1,0,127,653,4157,164,0.839835326,0.162820513,0.436426117,0.135758836,0.864241164
YDR350C,837,0,1,0,127,654,4156,164,0.839639286,0.162612036,0.436426117,0.135966736,0.864033264
YDL135C,838,0,1,0,127,655,4155,164,0.839443246,0.162404092,0.436426117,0.136174636,0.863825364
YNR032W,839,1,0,0,128,655,4155,163,0.839639286,0.163473819,0.439862543,0.136174636,0.863825364
YNL326C,840,0,1,0,128,656,4154,163,0.839443246,0.163265306,0.439862543,0.136382536,0.863617464
YFR050C,841,0,1,0,128,657,4153,163,0.839247206,0.163057325,0.439862543,0.136590437,0.863409563
YOR176W,842,0,1,0,128,658,4152,163,0.839051166,0.162849873,0.439862543,0.136798337,0.863201663
YML064C,843,0,1,0,128,659,4151,163,0.838855126,0.162642948,0.439862543,0.137006237,0.862993763
YJL140W,844,0,1,0,128,660,4150,163,0.838659086,0.162436548,0.439862543,0.137214137,0.862785863
YBR153W,845,0,1,0,128,661,4149,163,0.838463046,0.162230672,0.439862543,0.137422037,0.862577963
YMR298W,846,0,1,0,128,662,4148,163,0.838267006,0.162025316,0.439862543,0.137629938,0.862370062
YHR190W,847,0,1,0,128,663,4147,163,0.838070966,0.16182048,0.439862543,0.137837838,0.862162162
YKL079W,848,0,1,0,128,664,4146,163,0.837874926,0.161616162,0.439862543,0.138045738,0.861954262
YBR204C,849,0,1,0,128,665,4145,163,0.837678886,0.161412358,0.439862543,0.138253638,0.861746362
YBR024W,850,1,0,0,129,665,4145,162,0.837874926,0.162468514,0.443298969,0.138253638,0.861746362
YPR022C,851,0,1,0,129,666,4144,162,0.837678886,0.162264151,0.443298969,0.138461538,0.861538462
YJL014W,852,0,1,0,129,667,4143,162,0.837482847,0.162060302,0.443298969,0.138669439,0.861330561
YEL038W,853,0,1,0,129,668,4142,162,0.837286807,0.161856964,0.443298969,0.138877339,0.861122661
YKL098W,854,0,0,1,129,668,4142,162,0.837286807,0.161856964,0.443298969,0.138877339,0.861122661
YGL001C,855,0,1,0,129,669,4141,162,0.837090767,0.161654135,0.443298969,0.139085239,0.860914761
YGR026W,856,0,1,0,129,670,4140,162,0.836894727,0.161451815,0.443298969,0.139293139,0.860706861
YPR025C,857,0,1,0,129,671,4139,162,0.836698687,0.16125,0.443298969,0.13950104,0.86049896
YNL041C,858,0,1,0,129,672,4138,162,0.836502647,0.161048689,0.443298969,0.13970894,0.86029106
YNL331C,859,0,1,0,129,673,4137,162,0.836306607,0.16084788,0.443298969,0.13991684,0.86008316
YDL067C,860,0,1,0,129,674,4136,162,0.836110567,0.160647572,0.443298969,0.14012474,0.85987526
YOR370C,861,0,0,1,129,674,4136,162,0.836110567,0.160647572,0.443298969,0.14012474,0.85987526
YLR089C,862,0,0,1,129,674,4136,162,0.836110567,0.160647572,0.443298969,0.14012474,0.85987526
YHR050W,863,0,1,0,129,675,4135,162,0.835914527,0.160447761,0.443298969,0.14033264,0.85966736
YBL007C,864,0,1,0,129,676,4134,162,0.835718487,0.160248447,0.443298969,0.140540541,0.859459459
YGR216C,865,0,1,0,129,677,4133,162,0.835522447,0.160049628,0.443298969,0.140748441,0.859251559
YLR088W,866,0,1,0,129,678,4132,162,0.835326407,0.159851301,0.443298969,0.140956341,0.859043659
YGL191W,867,1,0,0,130,678,4132,161,0.835522447,0.160891089,0.446735395,0.140956341,0.859043659
YMR012W,868,1,0,0,131,678,4132,160,0.835718487,0.161928307,0.450171821,0.140956341,0.859043659
YGL048C,869,0,1,0,131,679,4131,160,0.835522447,0.161728395,0.450171821,0.141164241,0.858835759
YLR100W,870,0,1,0,131,680,4130,160,0.835326407,0.161528977,0.450171821,0.141372141,0.858627859
YGR062C,871,1,0,0,132,680,4130,159,0.835522447,0.162561576,0.453608247,0.141372141,0.858627859
YPL196W,872,0,1,0,132,681,4129,159,0.835326407,0.162361624,0.453608247,0.141580042,0.858419958
YHR016C,873,0,1,0,132,682,4128,159,0.835130367,0.162162162,0.453608247,0.141787942,0.858212058
YDR128W,874,0,1,0,132,683,4127,159,0.834934327,0.16196319,0.453608247,0.141995842,0.858004158
YML001W,875,0,1,0,132,684,4126,159,0.834738287,0.161764706,0.453608247,0.142203742,0.857796258
YML112W,876,0,1,0,132,685,4125,159,0.834542247,0.161566707,0.453608247,0.142411642,0.857588358
YCR004C,877,0,1,0,132,686,4124,159,0.834346207,0.161369193,0.453608247,0.142619543,0.857380457
YDR204W,878,0,1,0,132,687,4123,159,0.834150167,0.161172161,0.453608247,0.142827443,0.857172557
YCR052W,879,0,1,0,132,688,4122,159,0.833954127,0.16097561,0.453608247,0.143035343,0.856964657
YLR289W,880,0,1,0,132,689,4121,159,0.833758087,0.160779537,0.453608247,0.143243243,0.856756757
YOR332W,881,0,1,0,132,690,4120,159,0.833562047,0.160583942,0.453608247,0.143451143,0.856548857
YFR004W,882,1,0,0,133,690,4120,158,0.833758087,0.161603888,0.457044674,0.143451143,0.856548857
YML055W,883,0,1,0,133,691,4119,158,0.833562047,0.161407767,0.457044674,0.143659044,0.856340956
YMR257C,885,1,0,0,134,691,4119,157,0.833758087,0.162424242,0.4604811,0.143659044,0.856340956
YER134C,886,0,1,0,134,692,4118,157,0.833562047,0.162227603,0.4604811,0.143866944,0.856133056
YOL087C,887,0,1,0,134,693,4117,157,0.833366007,0.162031439,0.4604811,0.144074844,0.855925156
YPR185W,888,1,0,0,135,693,4117,156,0.833562047,0.163043478,0.463917526,0.144074844,0.855925156
YJR001W,889,0,1,0,135,694,4116,156,0.833366007,0.162846803,0.463917526,0.144282744,0.855717256
YBL023C,890,0,1,0,135,695,4115,156,0.833169967,0.162650602,0.463917526,0.144490644,0.855509356
YNR023W,891,0,1,0,135,696,4114,156,0.832973927,0.162454874,0.463917526,0.144698545,0.855301455
YGL027C,892,0,1,0,135,697,4113,156,0.832777887,0.162259615,0.463917526,0.144906445,0.855093555
YBR253W,893,0,1,0,135,698,4112,156,0.832581847,0.162064826,0.463917526,0.145114345,0.854885655
YBR026C,894,0,1,0,135,699,4111,156,0.832385807,0.161870504,0.463917526,0.145322245,0.854677755
YKL214C,895,0,1,0,135,700,4110,156,0.832189767,0.161676647,0.463917526,0.145530146,0.854469854
YJR059W,896,0,1,0,135,701,4109,156,0.831993727,0.161483254,0.463917526,0.145738046,0.854261954
YDR373W,897,0,1,0,135,702,4108,156,0.831797687,0.161290323,0.463917526,0.145945946,0.854054054
YKL146W,898,0,1,0,135,703,4107,156,0.831601647,0.161097852,0.463917526,0.146153846,0.853846154
YLR224W,899,0,1,0,135,704,4106,156,0.831405607,0.16090584,0.463917526,0.146361746,0.853638254
YMR216C,900,0,1,0,135,705,4105,156,0.831209567,0.160714286,0.463917526,0.146569647,0.853430353
YJL031C,901,0,1,0,135,706,4104,156,0.831013527,0.160523187,0.463917526,0.146777547,0.853222453
YJL065C,902,0,1,0,135,707,4103,156,0.830817487,0.160332542,0.463917526,0.146985447,0.853014553
YNR055C,903,0,1,0,135,708,4102,156,0.830621447,0.160142349,0.463917526,0.147193347,0.852806653
YKL094W,904,0,1,0,135,709,4101,156,0.830425407,0.159952607,0.463917526,0.147401247,0.852598753
YDR286C,905,0,0,1,135,709,4101,156,0.830425407,0.159952607,0.463917526,0.147401247,0.852598753
YNL219C,906,0,1,0,135,710,4100,156,0.830229367,0.159763314,0.463917526,0.147609148,0.852390852
YER105C,907,0,1,0,135,711,4099,156,0.830033327,0.159574468,0.463917526,0.147817048,0.852182952
YOR353C,908,0,1,0,135,712,4098,156,0.829837287,0.159386068,0.463917526,0.148024948,0.851975052
YNL265C,909,0,1,0,135,713,4097,156,0.829641247,0.159198113,0.463917526,0.148232848,0.851767152
YPR188C,910,0,1,0,135,714,4096,156,0.829445207,0.159010601,0.463917526,0.148440748,0.851559252
YOR171C,911,0,1,0,135,715,4095,156,0.829249167,0.158823529,0.463917526,0.148648649,0.851351351
YNL159C,912,0,1,0,135,716,4094,156,0.829053127,0.158636898,0.463917526,0.148856549,0.851143451
YIL004C,913,0,1,0,135,717,4093,156,0.828857087,0.158450704,0.463917526,0.149064449,0.850935551
YJL072C,914,0,1,0,135,718,4092,156,0.828661047,0.158264947,0.463917526,0.149272349,0.850727651
YDL236W,915,0,1,0,135,719,4091,156,0.828465007,0.158079625,0.463917526,0.149480249,0.850519751
YGR235C,916,1,0,0,136,719,4091,155,0.828661047,0.159064327,0.467353952,0.149480249,0.850519751
YPR148C,917,0,0,1,136,719,4091,155,0.828661047,0.159064327,0.467353952,0.149480249,0.850519751
YJL210W,918,0,1,0,136,720,4090,155,0.828465007,0.158878505,0.467353952,0.14968815,0.85031185
YIL124W,919,0,1,0,136,721,4089,155,0.828268967,0.158693116,0.467353952,0.14989605,0.85010395
YNL294C,920,0,1,0,136,722,4088,155,0.828072927,0.158508159,0.467353952,0.15010395,0.84989605
YNL047C,921,0,1,0,136,723,4087,155,0.827876887,0.158323632,0.467353952,0.15031185,0.84968815
YOL098C,922,0,1,0,136,724,4086,155,0.827680847,0.158139535,0.467353952,0.150519751,0.849480249
YFR007W,923,0,1,0,136,725,4085,155,0.827484807,0.157955865,0.467353952,0.150727651,0.849272349
YMR212C,924,0,1,0,136,726,4084,155,0.827288767,0.157772622,0.467353952,0.150935551,0.849064449
YKL190W,925,0,1,0,136,727,4083,155,0.827092727,0.157589803,0.467353952,0.151143451,0.848856549
YOL031C,926,0,1,0,136,728,4082,155,0.826896687,0.157407407,0.467353952,0.151351351,0.848648649
YFL010C,927,0,0,1,136,728,4082,155,0.826896687,0.157407407,0.467353952,0.151351351,0.848648649
YLR262C,928,0,1,0,136,729,4081,155,0.826700647,0.157225434,0.467353952,0.151559252,0.848440748
YMR281W,929,0,1,0,136,730,4080,155,0.826504607,0.15704388,0.467353952,0.151767152,0.848232848
YER183C,930,0,1,0,136,731,4079,155,0.826308567,0.156862745,0.467353952,0.151975052,0.848024948
YML077W,931,0,1,0,136,732,4078,155,0.826112527,0.156682028,0.467353952,0.152182952,0.847817048
YLL041C,932,0,1,0,136,733,4077,155,0.825916487,0.156501726,0.467353952,0.152390852,0.847609148
YDR229W,933,0,1,0,136,734,4076,155,0.825720447,0.156321839,0.467353952,0.152598753,0.847401247
YOR352W,934,0,0,1,136,734,4076,155,0.825720447,0.156321839,0.467353952,0.152598753,0.847401247
YCR027C,935,0,1,0,136,735,4075,155,0.825524407,0.156142365,0.467353952,0.152806653,0.847193347
YEL066W,936,0,0,1,136,735,4075,155,0.825524407,0.156142365,0.467353952,0.152806653,0.847193347
YNL063W,937,0,1,0,136,736,4074,155,0.825328367,0.155963303,0.467353952,0.153014553,0.846985447
YFR002W,938,0,1,0,136,737,4073,155,0.825132327,0.155784651,0.467353952,0.153222453,0.846777547
YDR513W,939,0,1,0,136,738,4072,155,0.824936287,0.155606407,0.467353952,0.153430353,0.846569647
YJL209W,940,0,1,0,136,739,4071,155,0.824740247,0.155428571,0.467353952,0.153638254,0.846361746
YBR243C,941,0,1,0,136,740,4070,155,0.824544207,0.155251142,0.467353952,0.153846154,0.846153846
YDR260C,942,0,1,0,136,741,4069,155,0.824348167,0.155074116,0.467353952,0.154054054,0.845945946
YBR288C,943,0,1,0,136,742,4068,155,0.824152127,0.154897494,0.467353952,0.154261954,0.845738046
YPL050C,944,0,1,0,136,743,4067,155,0.823956087,0.154721274,0.467353952,0.154469854,0.845530146
YHR110W,945,0,1,0,136,744,4066,155,0.823760047,0.154545455,0.467353952,0.154677755,0.845322245
YNL304W,946,1,0,0,137,744,4066,154,0.823956087,0.155505108,0.470790378,0.154677755,0.845322245
YER021W,947,0,1,0,137,745,4065,154,0.823760047,0.155328798,0.470790378,0.154885655,0.845114345
YOL005C,948,0,1,0,137,746,4064,154,0.823564007,0.155152888,0.470790378,0.155093555,0.844906445
YNL215W,949,0,1,0,137,747,4063,154,0.823367967,0.154977376,0.470790378,0.155301455,0.844698545
YJR074W,950,0,1,0,137,748,4062,154,0.823171927,0.15480226,0.470790378,0.155509356,0.844490644
YLR398C,951,0,1,0,137,749,4061,154,0.822975887,0.15462754,0.470790378,0.155717256,0.844282744
YMR074C,952,0,1,0,137,750,4060,154,0.822779847,0.154453213,0.470790378,0.155925156,0.844074844
YBL021C,953,0,1,0,137,751,4059,154,0.822583807,0.154279279,0.470790378,0.156133056,0.843866944
YPR057W,954,0,1,0,137,752,4058,154,0.822387767,0.154105737,0.470790378,0.156340956,0.843659044
YLR324W,955,0,1,0,137,753,4057,154,0.822191727,0.153932584,0.470790378,0.156548857,0.843451143
YOL042W,956,0,1,0,137,754,4056,154,0.821995687,0.15375982,0.470790378,0.156756757,0.843243243
YKR011C,957,0,0,1,137,754,4056,154,0.821995687,0.15375982,0.470790378,0.156756757,0.843243243
YDL193W,958,0,1,0,137,755,4055,154,0.821799647,0.153587444,0.470790378,0.156964657,0.843035343
YJL055W,959,0,1,0,137,756,4054,154,0.821603607,0.153415454,0.470790378,0.157172557,0.842827443
YLR387C,960,0,1,0,137,757,4053,154,0.821407567,0.153243848,0.470790378,0.157380457,0.842619543
YOR037W,961,1,0,0,138,757,4053,153,0.821603607,0.154189944,0.474226804,0.157380457,0.842619543
YHR074W,962,0,1,0,138,758,4052,153,0.821407567,0.154017857,0.474226804,0.157588358,0.842411642
YBR276C,963,0,1,0,138,759,4051,153,0.821211527,0.153846154,0.474226804,0.157796258,0.842203742
YGR169C,964,0,1,0,138,760,4050,153,0.821015487,0.153674833,0.474226804,0.158004158,0.841995842
YDR307W,965,0,1,0,138,761,4049,153,0.820819447,0.153503893,0.474226804,0.158212058,0.841787942
YBR137W,966,0,0,1,138,761,4049,153,0.820819447,0.153503893,0.474226804,0.158212058,0.841787942
YNR021W,967,0,1,0,138,762,4048,153,0.820623407,0.153333333,0.474226804,0.158419958,0.841580042
YIL036W,968,0,1,0,138,763,4047,153,0.820427367,0.153163152,0.474226804,0.158627859,0.841372141
YNL289W,969,0,1,0,138,764,4046,153,0.820231327,0.152993348,0.474226804,0.158835759,0.841164241
YOR070C,970,0,1,0,138,765,4045,153,0.820035287,0.15282392,0.474226804,0.159043659,0.840956341
YIL034C,971,0,1,0,138,766,4044,153,0.819839247,0.152654867,0.474226804,0.159251559,0.840748441
YGR048W,972,0,1,0,138,767,4043,153,0.819643207,0.152486188,0.474226804,0.159459459,0.840540541
YOR304W,973,0,1,0,138,768,4042,153,0.819447167,0.152317881,0.474226804,0.15966736,0.84033264
YFR042W,974,0,1,0,138,769,4041,153,0.819251127,0.152149945,0.474226804,0.15987526,0.84012474
YFR014C,975,0,1,0,138,770,4040,153,0.819055087,0.151982379,0.474226804,0.16008316,0.83991684
YKL130C,976,0,1,0,138,771,4039,153,0.818859047,0.151815182,0.474226804,0.16029106,0.83970894
YGR218W,977,0,1,0,138,772,4038,153,0.818663007,0.151648352,0.474226804,0.16049896,0.83950104
YJL008C,978,0,1,0,138,773,4037,153,0.818466967,0.151481888,0.474226804,0.160706861,0.839293139
YOL090W,979,0,1,0,138,774,4036,153,0.818270927,0.151315789,0.474226804,0.160914761,0.839085239
YDR174W,980,0,1,0,138,775,4035,153,0.818074887,0.151150055,0.474226804,0.161122661,0.838877339
YIL125W,981,0,1,0,138,776,4034,153,0.817878847,0.150984683,0.474226804,0.161330561,0.838669439
YML031W,982,0,1,0,138,777,4033,153,0.817682807,0.150819672,0.474226804,0.161538462,0.838461538
YKL160W,983,0,1,0,138,778,4032,153,0.817486767,0.150655022,0.474226804,0.161746362,0.838253638
YMR155W,984,0,1,0,138,779,4031,153,0.817290727,0.150490731,0.474226804,0.161954262,0.838045738
YBR035C,985,0,1,0,138,780,4030,153,0.817094687,0.150326797,0.474226804,0.162162162,0.837837838
YNR001C,986,0,1,0,138,781,4029,153,0.816898647,0.150163221,0.474226804,0.162370062,0.837629938
YML114C,987,0,1,0,138,782,4028,153,0.816702607,0.15,0.474226804,0.162577963,0.837422037
YMR055C,988,0,1,0,138,783,4027,153,0.816506567,0.149837134,0.474226804,0.162785863,0.837214137
YBL033C,989,0,1,0,138,784,4026,153,0.816310527,0.14967462,0.474226804,0.162993763,0.837006237
YPL020C,990,0,1,0,138,785,4025,153,0.816114487,0.149512459,0.474226804,0.163201663,0.836798337
YJL100W,991,0,1,0,138,786,4024,153,0.815918447,0.149350649,0.474226804,0.163409563,0.836590437
YNR048W,992,0,1,0,138,787,4023,153,0.815722407,0.149189189,0.474226804,0.163617464,0.836382536
YKL204W,993,0,1,0,138,788,4022,153,0.815526367,0.149028078,0.474226804,0.163825364,0.836174636
YDR430C,994,0,1,0,138,789,4021,153,0.815330327,0.148867314,0.474226804,0.164033264,0.835966736
YKR030W,995,0,1,0,138,790,4020,153,0.815134287,0.148706897,0.474226804,0.164241164,0.835758836
YPL184C,996,0,1,0,138,791,4019,153,0.814938247,0.148546825,0.474226804,0.164449064,0.835550936
YMR284W,997,0,1,0,138,792,4018,153,0.814742207,0.148387097,0.474226804,0.164656965,0.835343035
YBR028C,998,0,1,0,138,793,4017,153,0.814546167,0.148227712,0.474226804,0.164864865,0.835135135
