Gene,Confidence,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YHR133C,3.89232,0,1,0,43,503,2784,54,0.835401891,0.078754579,0.443298969,0.153027076,0.846972924
YML073C,3.86214,0,1,0,43,504,2783,54,0.835106383,0.078610603,0.443298969,0.153331305,0.846668695
YLR209C,3.85675,0,1,0,43,505,2782,54,0.834810875,0.078467153,0.443298969,0.153635534,0.846364466
YDR178W,3.85636,0,1,0,43,506,2781,54,0.834515366,0.078324226,0.443298969,0.153939763,0.846060237
YNR010W,3.85552,0,1,0,43,507,2780,54,0.834219858,0.078181818,0.443298969,0.154243991,0.845756009
YDR179C,3.85036,0,1,0,43,508,2779,54,0.83392435,0.078039927,0.443298969,0.15454822,0.84545178
YLR090W,3.8377,0,1,0,43,509,2778,54,0.833628842,0.077898551,0.443298969,0.154852449,0.845147551
YKL141W,3.8354,0,1,0,43,510,2777,54,0.833333333,0.077757685,0.443298969,0.155156678,0.844843322
YBR189W,3.82881,0,1,0,43,511,2776,54,0.833037825,0.077617329,0.443298969,0.155460907,0.844539093
YPR186C,3.82672,0,1,0,43,512,2775,54,0.832742317,0.077477477,0.443298969,0.155765135,0.844234865
YDR429C,3.82365,0,1,0,43,513,2774,54,0.832446809,0.077338129,0.443298969,0.156069364,0.843930636
YNL290W,3.82208,0,1,0,43,514,2773,54,0.8321513,0.077199282,0.443298969,0.156373593,0.843626407
YFL048C,3.81702,0,1,0,43,515,2772,54,0.831855792,0.077060932,0.443298969,0.156677822,0.843322178
YBR159W,3.81239,0,1,0,43,516,2771,54,0.831560284,0.076923077,0.443298969,0.156982051,0.843017949
YHR183W,3.80979,0,1,0,43,517,2770,54,0.831264775,0.076785714,0.443298969,0.157286279,0.842713721
YOR039W,3.80142,0,1,0,43,518,2769,54,0.830969267,0.076648841,0.443298969,0.157590508,0.842409492
YBR279W,3.79714,0,1,0,43,519,2768,54,0.830673759,0.076512456,0.443298969,0.157894737,0.842105263
YJL081C,3.79614,0,1,0,43,520,2767,54,0.830378251,0.076376554,0.443298969,0.158198966,0.841801034
YNL286W,3.78076,0,1,0,43,521,2766,54,0.830082742,0.076241135,0.443298969,0.158503194,0.841496806
YPL232W,3.77812,0,1,0,43,522,2765,54,0.829787234,0.076106195,0.443298969,0.158807423,0.841192577
YNL156C,3.76566,0,1,0,43,523,2764,54,0.829491726,0.075971731,0.443298969,0.159111652,0.840888348
YMR235C,3.74815,0,1,0,43,524,2763,54,0.829196217,0.075837743,0.443298969,0.159415881,0.840584119
YOR236W,3.74349,0,1,0,43,525,2762,54,0.828900709,0.075704225,0.443298969,0.15972011,0.84027989
YOL040C,3.74197,0,1,0,43,526,2761,54,0.828605201,0.075571178,0.443298969,0.160024338,0.839975662
YOR061W,3.74051,0,1,0,43,527,2760,54,0.828309693,0.075438596,0.443298969,0.160328567,0.839671433
YGR285C,3.73579,0,1,0,43,528,2759,54,0.828014184,0.07530648,0.443298969,0.160632796,0.839367204
YLR370C,3.73431,1,0,0,44,528,2759,53,0.828309693,0.076923077,0.453608247,0.160632796,0.839367204
YNL130C,3.72973,0,1,0,44,529,2758,53,0.828014184,0.076788831,0.453608247,0.160937025,0.839062975
YPR023C,3.72567,0,1,0,44,530,2757,53,0.827718676,0.076655052,0.453608247,0.161241253,0.838758747
YDL084W,3.71876,0,1,0,44,531,2756,53,0.827423168,0.076521739,0.453608247,0.161545482,0.838454518
YOR279C,3.71669,0,1,0,44,532,2755,53,0.82712766,0.076388889,0.453608247,0.161849711,0.838150289
YDR510W,3.71656,0,1,0,44,533,2754,53,0.826832151,0.076256499,0.453608247,0.16215394,0.83784606
YER177W,3.70743,0,1,0,44,534,2753,53,0.826536643,0.076124567,0.453608247,0.162458169,0.837541831
YMR149W,3.70728,0,1,0,44,535,2752,53,0.826241135,0.075993092,0.453608247,0.162762397,0.837237603
YDL007W,3.70358,0,1,0,44,536,2751,53,0.825945626,0.075862069,0.453608247,0.163066626,0.836933374
YBR101C,3.69963,0,1,0,44,537,2750,53,0.825650118,0.075731497,0.453608247,0.163370855,0.836629145
YDR072C,3.69896,0,1,0,44,538,2749,53,0.82535461,0.075601375,0.453608247,0.163675084,0.836324916
YER063W,3.69522,0,1,0,44,539,2748,53,0.825059102,0.075471698,0.453608247,0.163979312,0.836020688
YJR104C,3.69251,0,1,0,44,540,2747,53,0.824763593,0.075342466,0.453608247,0.164283541,0.835716459
YPL081W,3.68191,0,1,0,44,541,2746,53,0.824468085,0.075213675,0.453608247,0.16458777,0.83541223
YOR209C,3.68022,0,1,0,44,542,2745,53,0.824172577,0.075085324,0.453608247,0.164891999,0.835108001
YGL147C,3.67335,0,1,0,44,543,2744,53,0.823877069,0.074957411,0.453608247,0.165196228,0.834803772
YLR200W,3.66467,0,1,0,44,544,2743,53,0.82358156,0.074829932,0.453608247,0.165500456,0.834499544
YOR244W,3.65648,0,1,0,44,545,2742,53,0.823286052,0.074702886,0.453608247,0.165804685,0.834195315
YCL052C,3.6518,0,1,0,44,546,2741,53,0.822990544,0.074576271,0.453608247,0.166108914,0.833891086
YLR145W,3.64597,0,1,0,44,547,2740,53,0.822695035,0.074450085,0.453608247,0.166413143,0.833586857
YHL034C,3.63992,0,1,0,44,548,2739,53,0.822399527,0.074324324,0.453608247,0.166717371,0.833282629
YJR123W,3.6253,0,1,0,44,549,2738,53,0.822104019,0.074198988,0.453608247,0.1670216,0.8329784
YOL142W,3.62188,0,1,0,44,550,2737,53,0.821808511,0.074074074,0.453608247,0.167325829,0.832674171
YML055W,3.62121,0,1,0,44,551,2736,53,0.821513002,0.07394958,0.453608247,0.167630058,0.832369942
YNR052C,3.61499,0,1,0,44,552,2735,53,0.821217494,0.073825503,0.453608247,0.167934287,0.832065713
YBL058W,3.61285,0,1,0,44,553,2734,53,0.820921986,0.073701843,0.453608247,0.168238515,0.831761485
YML036W,3.60862,0,1,0,44,554,2733,53,0.820626478,0.073578595,0.453608247,0.168542744,0.831457256
YNL189W,3.6041,0,1,0,44,555,2732,53,0.820330969,0.07345576,0.453608247,0.168846973,0.831153027
YPL065W,3.60102,0,1,0,44,556,2731,53,0.820035461,0.073333333,0.453608247,0.169151202,0.830848798
YJL191W,3.60021,0,1,0,44,557,2730,53,0.819739953,0.073211314,0.453608247,0.16945543,0.83054457
YIL076W,3.59073,0,1,0,44,558,2729,53,0.819444444,0.073089701,0.453608247,0.169759659,0.830240341
YPR107C,3.57626,0,1,0,44,559,2728,53,0.819148936,0.072968491,0.453608247,0.170063888,0.829936112
YIL008W,3.57237,0,1,0,44,560,2727,53,0.818853428,0.072847682,0.453608247,0.170368117,0.829631883
YDR394W,3.57158,0,1,0,44,561,2726,53,0.81855792,0.072727273,0.453608247,0.170672346,0.829327654
YOR288C,3.5698,0,1,0,44,562,2725,53,0.818262411,0.072607261,0.453608247,0.170976574,0.829023426
YPL243W,3.56803,0,1,0,44,563,2724,53,0.817966903,0.072487644,0.453608247,0.171280803,0.828719197
YGL123W,3.56492,0,1,0,44,564,2723,53,0.817671395,0.072368421,0.453608247,0.171585032,0.828414968
YLR191W,3.56007,0,1,0,44,565,2722,53,0.817375887,0.072249589,0.453608247,0.171889261,0.828110739
YNR048W,3.55986,0,1,0,44,566,2721,53,0.817080378,0.072131148,0.453608247,0.17219349,0.82780651
YOR370C,3.5561,0,1,0,44,567,2720,53,0.81678487,0.072013093,0.453608247,0.172497718,0.827502282
YLR052W,3.55378,0,1,0,44,568,2719,53,0.816489362,0.071895425,0.453608247,0.172801947,0.827198053
YLR029C,3.55042,0,1,0,44,569,2718,53,0.816193853,0.07177814,0.453608247,0.173106176,0.826893824
YML021C,3.54452,0,1,0,44,570,2717,53,0.815898345,0.071661238,0.453608247,0.173410405,0.826589595
YOL122C,3.5434,0,1,0,44,571,2716,53,0.815602837,0.071544715,0.453608247,0.173714633,0.826285367
YHL011C,3.53558,0,1,0,44,572,2715,53,0.815307329,0.071428571,0.453608247,0.174018862,0.825981138
YDR495C,3.52654,0,1,0,44,573,2714,53,0.81501182,0.071312804,0.453608247,0.174323091,0.825676909
YNL169C,3.51827,0,1,0,44,574,2713,53,0.814716312,0.071197411,0.453608247,0.17462732,0.82537268
YLR328W,3.51626,0,1,0,44,575,2712,53,0.814420804,0.071082391,0.453608247,0.174931549,0.825068451
YDL051W,3.51171,0,1,0,44,576,2711,53,0.814125296,0.070967742,0.453608247,0.175235777,0.824764223
YKR083C,3.50713,0,1,0,44,577,2710,53,0.813829787,0.070853462,0.453608247,0.175540006,0.824459994
YCR031C,3.5045,0,1,0,44,578,2709,53,0.813534279,0.07073955,0.453608247,0.175844235,0.824155765
YFL041W,3.50413,0,1,0,44,579,2708,53,0.813238771,0.070626003,0.453608247,0.176148464,0.823851536
YNL096C,3.5034,0,1,0,44,580,2707,53,0.812943262,0.070512821,0.453608247,0.176452692,0.823547308
YDL143W,3.50298,0,1,0,44,581,2706,53,0.812647754,0.0704,0.453608247,0.176756921,0.823243079
YJR022W,3.50204,0,1,0,44,582,2705,53,0.812352246,0.07028754,0.453608247,0.17706115,0.82293885
YAL055W,3.49301,0,1,0,44,583,2704,53,0.812056738,0.070175439,0.453608247,0.177365379,0.822634621
YJR145C,3.48917,0,1,0,44,584,2703,53,0.811761229,0.070063694,0.453608247,0.177669608,0.822330392
YDL137W,3.48416,0,1,0,44,585,2702,53,0.811465721,0.069952305,0.453608247,0.177973836,0.822026164
YPR008W,3.47948,0,1,0,44,586,2701,53,0.811170213,0.06984127,0.453608247,0.178278065,0.821721935
YLR333C,3.47396,0,1,0,44,587,2700,53,0.810874704,0.069730586,0.453608247,0.178582294,0.821417706
YFR040W,3.46966,0,1,0,44,588,2699,53,0.810579196,0.069620253,0.453608247,0.178886523,0.821113477
YEL002C,3.46607,0,1,0,44,589,2698,53,0.810283688,0.069510269,0.453608247,0.179190751,0.820809249
YOR163W,3.44605,0,1,0,44,590,2697,53,0.80998818,0.069400631,0.453608247,0.17949498,0.82050502
YER102W,3.44563,0,1,0,44,591,2696,53,0.809692671,0.069291339,0.453608247,0.179799209,0.820200791
YJR117W,3.44505,0,1,0,44,592,2695,53,0.809397163,0.06918239,0.453608247,0.180103438,0.819896562
YLR195C,3.43461,0,1,0,44,593,2694,53,0.809101655,0.069073783,0.453608247,0.180407667,0.819592333
YMR145C,3.43124,0,1,0,44,594,2693,53,0.808806147,0.068965517,0.453608247,0.180711895,0.819288105
YIL124W,3.41894,0,1,0,44,595,2692,53,0.808510638,0.06885759,0.453608247,0.181016124,0.818983876
YGL064C,3.41524,0,1,0,44,596,2691,53,0.80821513,0.06875,0.453608247,0.181320353,0.818679647
YDL111C,3.41044,0,1,0,44,597,2690,53,0.807919622,0.068642746,0.453608247,0.181624582,0.818375418
YNR046W,3.40986,0,1,0,44,598,2689,53,0.807624113,0.068535826,0.453608247,0.18192881,0.81807119
YER083C,3.40975,0,1,0,44,599,2688,53,0.807328605,0.068429238,0.453608247,0.182233039,0.817766961
YER107C,3.40219,0,1,0,44,600,2687,53,0.807033097,0.068322981,0.453608247,0.182537268,0.817462732
YLR010C,3.40126,0,1,0,44,601,2686,53,0.806737589,0.068217054,0.453608247,0.182841497,0.817158503
YMR012W,3.39871,1,0,0,45,601,2686,52,0.807033097,0.069659443,0.463917526,0.182841497,0.817158503
YEL015W,3.37814,0,1,0,45,602,2685,52,0.806737589,0.069551777,0.463917526,0.183145726,0.816854274
YJR055W,3.37729,0,1,0,45,603,2684,52,0.80644208,0.069444444,0.463917526,0.183449954,0.816550046
YOR332W,3.3765,0,1,0,45,604,2683,52,0.806146572,0.069337442,0.463917526,0.183754183,0.816245817
YDR023W,3.3681,0,1,0,45,605,2682,52,0.805851064,0.069230769,0.463917526,0.184058412,0.815941588
YPL094C,3.36626,0,1,0,45,606,2681,52,0.805555556,0.069124424,0.463917526,0.184362641,0.815637359
YGL210W,3.36596,0,1,0,45,607,2680,52,0.805260047,0.069018405,0.463917526,0.184666869,0.815333131
YLR448W,3.35402,0,1,0,45,608,2679,52,0.804964539,0.068912711,0.463917526,0.184971098,0.815028902
YNL154C,3.34657,0,1,0,45,609,2678,52,0.804669031,0.068807339,0.463917526,0.185275327,0.814724673
YHR110W,3.33242,0,1,0,45,610,2677,52,0.804373522,0.06870229,0.463917526,0.185579556,0.814420444
YBR290W,3.32265,0,1,0,45,611,2676,52,0.804078014,0.068597561,0.463917526,0.185883785,0.814116215
YNL147W,3.31976,0,1,0,45,612,2675,52,0.803782506,0.068493151,0.463917526,0.186188013,0.813811987
YJR070C,3.31298,0,1,0,45,613,2674,52,0.803486998,0.068389058,0.463917526,0.186492242,0.813507758
YJL183W,3.3097,0,1,0,45,614,2673,52,0.803191489,0.068285281,0.463917526,0.186796471,0.813203529
YNR049C,3.29719,0,1,0,45,615,2672,52,0.802895981,0.068181818,0.463917526,0.1871007,0.8128993
YDL049C,3.28908,0,1,0,45,616,2671,52,0.802600473,0.068078669,0.463917526,0.187404929,0.812595071
YKL018W,3.28813,0,1,0,45,617,2670,52,0.802304965,0.067975831,0.463917526,0.187709157,0.812290843
YHR103W,3.28708,0,1,0,45,618,2669,52,0.802009456,0.067873303,0.463917526,0.188013386,0.811986614
YJL186W,3.28703,0,1,0,45,619,2668,52,0.801713948,0.067771084,0.463917526,0.188317615,0.811682385
YEL066W,3.28286,0,1,0,45,620,2667,52,0.80141844,0.067669173,0.463917526,0.188621844,0.811378156
YGR199W,3.28193,0,1,0,45,621,2666,52,0.801122931,0.067567568,0.463917526,0.188926072,0.811073928
YOL077C,3.27927,0,1,0,45,622,2665,52,0.800827423,0.067466267,0.463917526,0.189230301,0.810769699
YOR254C,3.27825,0,1,0,45,623,2664,52,0.800531915,0.067365269,0.463917526,0.18953453,0.81046547
YER001W,3.27752,0,1,0,45,624,2663,52,0.800236407,0.067264574,0.463917526,0.189838759,0.810161241
YER133W,3.26807,0,1,0,45,625,2662,52,0.799940898,0.067164179,0.463917526,0.190142988,0.809857012
YFR001W,3.26647,0,1,0,45,626,2661,52,0.79964539,0.067064083,0.463917526,0.190447216,0.809552784
YNL048W,3.2624,0,1,0,45,627,2660,52,0.799349882,0.066964286,0.463917526,0.190751445,0.809248555
YDR313C,3.26082,0,1,0,45,628,2659,52,0.799054374,0.066864785,0.463917526,0.191055674,0.808944326
YKL144C,3.26078,0,1,0,45,629,2658,52,0.798758865,0.066765579,0.463917526,0.191359903,0.808640097
YJR074W,3.25831,0,1,0,45,630,2657,52,0.798463357,0.066666667,0.463917526,0.191664131,0.808335869
YJL122W,3.25519,0,1,0,45,631,2656,52,0.798167849,0.066568047,0.463917526,0.19196836,0.80803164
YDL002C,3.24675,0,1,0,45,632,2655,52,0.79787234,0.066469719,0.463917526,0.192272589,0.807727411
YJL138C,3.24568,0,1,0,45,633,2654,52,0.797576832,0.066371681,0.463917526,0.192576818,0.807423182
YGL119W,3.2427,0,1,0,45,634,2653,52,0.797281324,0.066273932,0.463917526,0.192881047,0.807118953
YDL100C,3.23886,0,1,0,45,635,2652,52,0.796985816,0.066176471,0.463917526,0.193185275,0.806814725
YDR305C,3.23648,0,1,0,45,636,2651,52,0.796690307,0.066079295,0.463917526,0.193489504,0.806510496
YMR312W,3.22696,0,1,0,45,637,2650,52,0.796394799,0.065982405,0.463917526,0.193793733,0.806206267
YOL111C,3.22032,0,1,0,45,638,2649,52,0.796099291,0.065885798,0.463917526,0.194097962,0.805902038
YKR008W,3.21714,0,1,0,45,639,2648,52,0.795803783,0.065789474,0.463917526,0.19440219,0.80559781
YMR138W,3.21252,0,1,0,45,640,2647,52,0.795508274,0.065693431,0.463917526,0.194706419,0.805293581
YLR264W,3.20906,0,1,0,45,641,2646,52,0.795212766,0.065597668,0.463917526,0.195010648,0.804989352
YOL109W,3.20792,0,1,0,45,642,2645,52,0.794917258,0.065502183,0.463917526,0.195314877,0.804685123
YPL046C,3.20312,0,1,0,45,643,2644,52,0.794621749,0.065406977,0.463917526,0.195619106,0.804380894
YGR257C,3.1979,0,1,0,45,644,2643,52,0.794326241,0.065312046,0.463917526,0.195923334,0.804076666
YNL141W,3.19266,0,1,0,45,645,2642,52,0.794030733,0.065217391,0.463917526,0.196227563,0.803772437
YOL038W,3.18622,0,1,0,45,646,2641,52,0.793735225,0.06512301,0.463917526,0.196531792,0.803468208
YFR004W,3.18555,0,1,0,45,647,2640,52,0.793439716,0.065028902,0.463917526,0.196836021,0.803163979
YHR041C,3.18226,0,1,0,45,648,2639,52,0.793144208,0.064935065,0.463917526,0.197140249,0.802859751
YPL244C,3.17473,0,1,0,45,649,2638,52,0.7928487,0.064841499,0.463917526,0.197444478,0.802555522
YKR078W,3.17373,0,1,0,45,650,2637,52,0.792553191,0.064748201,0.463917526,0.197748707,0.802251293
YKL053C-A,3.17345,1,0,0,46,650,2637,51,0.7928487,0.066091954,0.474226804,0.197748707,0.802251293
YPL038W,3.17225,0,1,0,46,651,2636,51,0.792553191,0.065997131,0.474226804,0.198052936,0.801947064
YJR083C,3.16761,0,1,0,46,652,2635,51,0.792257683,0.065902579,0.474226804,0.198357165,0.801642835
YPL024W,3.16401,0,1,0,46,653,2634,51,0.791962175,0.065808298,0.474226804,0.198661393,0.801338607
YLR285W,3.1625,0,1,0,46,654,2633,51,0.791666667,0.065714286,0.474226804,0.198965622,0.801034378
YGL247W,3.15198,0,1,0,46,655,2632,51,0.791371158,0.065620542,0.474226804,0.199269851,0.800730149
YOR099W,3.14903,0,1,0,46,656,2631,51,0.79107565,0.065527066,0.474226804,0.19957408,0.80042592
YDR372C,3.14674,0,1,0,46,657,2630,51,0.790780142,0.065433855,0.474226804,0.199878308,0.800121692
YGR111W,3.14557,0,1,0,46,658,2629,51,0.790484634,0.065340909,0.474226804,0.200182537,0.799817463
YOL003C,3.13856,0,1,0,46,659,2628,51,0.790189125,0.065248227,0.474226804,0.200486766,0.799513234
YOR284W,3.13837,0,1,0,46,660,2627,51,0.789893617,0.065155807,0.474226804,0.200790995,0.799209005
YDR212W,3.1325,0,1,0,46,661,2626,51,0.789598109,0.065063649,0.474226804,0.201095224,0.798904776
YKL159C,3.12596,0,1,0,46,662,2625,51,0.7893026,0.064971751,0.474226804,0.201399452,0.798600548
YML095C,3.12447,0,1,0,46,663,2624,51,0.789007092,0.064880113,0.474226804,0.201703681,0.798296319
YNR041C,3.11964,0,1,0,46,664,2623,51,0.788711584,0.064788732,0.474226804,0.20200791,0.79799209
YNL288W,3.11524,0,1,0,46,665,2622,51,0.788416076,0.064697609,0.474226804,0.202312139,0.797687861
YLR306W,3.0906,0,1,0,46,666,2621,51,0.788120567,0.064606742,0.474226804,0.202616368,0.797383632
YJR077C,3.08953,0,1,0,46,667,2620,51,0.787825059,0.064516129,0.474226804,0.202920596,0.797079404
YCR002C,3.08589,0,1,0,46,668,2619,51,0.787529551,0.06442577,0.474226804,0.203224825,0.796775175
YOR136W,3.08236,0,1,0,46,669,2618,51,0.787234043,0.064335664,0.474226804,0.203529054,0.796470946
YIR005W,3.0814,0,1,0,46,670,2617,51,0.786938534,0.06424581,0.474226804,0.203833283,0.796166717
YDR214W,3.07926,0,1,0,46,671,2616,51,0.786643026,0.064156206,0.474226804,0.204137511,0.795862489
YKL152C,3.07262,0,1,0,46,672,2615,51,0.786347518,0.064066852,0.474226804,0.20444174,0.79555826
YIL043C,3.0596,0,1,0,46,673,2614,51,0.786052009,0.063977747,0.474226804,0.204745969,0.795254031
YCR086W,3.05858,0,1,0,46,674,2613,51,0.785756501,0.063888889,0.474226804,0.205050198,0.794949802
YNL006W,3.0552,0,1,0,46,675,2612,51,0.785460993,0.063800277,0.474226804,0.205354427,0.794645573
YCL050C,3.05391,0,1,0,46,676,2611,51,0.785165485,0.063711911,0.474226804,0.205658655,0.794341345
YGL019W,3.04909,0,1,0,46,677,2610,51,0.784869976,0.06362379,0.474226804,0.205962884,0.794037116
YDR342C,3.04849,0,1,0,46,678,2609,51,0.784574468,0.063535912,0.474226804,0.206267113,0.793732887
YJL065C,3.04675,0,1,0,46,679,2608,51,0.78427896,0.063448276,0.474226804,0.206571342,0.793428658
YHR005C-A,3.04287,1,0,0,47,679,2608,50,0.784574468,0.064738292,0.484536082,0.206571342,0.793428658
YLR078C,3.02892,0,1,0,47,680,2607,50,0.78427896,0.064649243,0.484536082,0.20687557,0.79312443
YGR020C,3.02583,0,1,0,47,681,2606,50,0.783983452,0.06456044,0.484536082,0.207179799,0.792820201
YKL182W,3.02554,0,1,0,47,682,2605,50,0.783687943,0.064471879,0.484536082,0.207484028,0.792515972
YBL050W,3.01545,0,1,0,47,683,2604,50,0.783392435,0.064383562,0.484536082,0.207788257,0.792211743
YBR048W,3.01052,0,1,0,47,684,2603,50,0.783096927,0.064295486,0.484536082,0.208092486,0.791907514
YPL149W,3.00916,0,1,0,47,685,2602,50,0.782801418,0.06420765,0.484536082,0.208396714,0.791603286
YLR155C,3.00456,0,1,0,47,686,2601,50,0.78250591,0.064120055,0.484536082,0.208700943,0.791299057
YFR036W,3.00188,0,1,0,47,687,2600,50,0.782210402,0.064032698,0.484536082,0.209005172,0.790994828
YER029C,3.00003,0,1,0,47,688,2599,50,0.781914894,0.063945578,0.484536082,0.209309401,0.790690599
YMR236W,2.99977,0,1,0,47,689,2598,50,0.781619385,0.063858696,0.484536082,0.209613629,0.790386371
YOL039W,2.99937,0,1,0,47,690,2597,50,0.781323877,0.063772049,0.484536082,0.209917858,0.790082142
YMR210W,2.99705,0,1,0,47,691,2596,50,0.781028369,0.063685637,0.484536082,0.210222087,0.789777913
YHR073W,2.9895,0,1,0,47,692,2595,50,0.780732861,0.063599459,0.484536082,0.210526316,0.789473684
YKL001C,2.98132,0,1,0,47,693,2594,50,0.780437352,0.063513514,0.484536082,0.210830545,0.789169455
YMR274C,2.97733,0,1,0,47,694,2593,50,0.780141844,0.0634278,0.484536082,0.211134773,0.788865227
YOR065W,2.97355,0,1,0,47,695,2592,50,0.779846336,0.063342318,0.484536082,0.211439002,0.788560998
YNL084C,2.96969,0,1,0,47,696,2591,50,0.779550827,0.063257066,0.484536082,0.211743231,0.788256769
YLR421C,2.96815,0,1,0,47,697,2590,50,0.779255319,0.063172043,0.484536082,0.21204746,0.78795254
YIR011C,2.96782,0,1,0,47,698,2589,50,0.778959811,0.063087248,0.484536082,0.212351688,0.787648312
YOL145C,2.96755,0,1,0,47,699,2588,50,0.778664303,0.063002681,0.484536082,0.212655917,0.787344083
YPR056W,2.96646,0,1,0,47,700,2587,50,0.778368794,0.06291834,0.484536082,0.212960146,0.787039854
YER112W,2.96517,0,1,0,47,701,2586,50,0.778073286,0.062834225,0.484536082,0.213264375,0.786735625
YOL016C,2.9541,0,1,0,47,702,2585,50,0.777777778,0.062750334,0.484536082,0.213568604,0.786431396
YCR020C-A,2.9505,0,1,0,47,703,2584,50,0.77748227,0.062666667,0.484536082,0.213872832,0.786127168
YAL016W,2.94891,0,1,0,47,704,2583,50,0.777186761,0.062583222,0.484536082,0.214177061,0.785822939
YPR046W,2.94426,0,1,0,47,705,2582,50,0.776891253,0.0625,0.484536082,0.21448129,0.78551871
YOR375C,2.93558,0,1,0,47,706,2581,50,0.776595745,0.062416999,0.484536082,0.214785519,0.785214481
YHR052W,2.93289,0,1,0,47,707,2580,50,0.776300236,0.062334218,0.484536082,0.215089747,0.784910253
YGL105W,2.93103,0,1,0,47,708,2579,50,0.776004728,0.062251656,0.484536082,0.215393976,0.784606024
YLL004W,2.92865,0,1,0,47,709,2578,50,0.77570922,0.062169312,0.484536082,0.215698205,0.784301795
YPL053C,2.92651,0,1,0,47,710,2577,50,0.775413712,0.062087186,0.484536082,0.216002434,0.783997566
YOR147W,2.92599,1,0,0,48,710,2577,49,0.77570922,0.063324538,0.494845361,0.216002434,0.783997566
YML091C,2.92173,1,0,0,49,710,2577,48,0.776004728,0.06455863,0.505154639,0.216002434,0.783997566
YPR113W,2.92078,0,1,0,49,711,2576,48,0.77570922,0.064473684,0.505154639,0.216306663,0.783693337
YMR287C,2.91749,0,1,0,49,712,2575,48,0.775413712,0.064388962,0.505154639,0.216610891,0.783389109
YGR214W,2.90859,0,1,0,49,713,2574,48,0.775118203,0.064304462,0.505154639,0.21691512,0.78308488
YOR174W,2.9056,0,1,0,49,714,2573,48,0.774822695,0.064220183,0.505154639,0.217219349,0.782780651
YBR127C,2.89934,0,1,0,49,715,2572,48,0.774527187,0.064136126,0.505154639,0.217523578,0.782476422
YKR088C,2.89528,0,1,0,49,716,2571,48,0.774231678,0.064052288,0.505154639,0.217827807,0.782172193
YDL174C,2.89141,0,1,0,49,717,2570,48,0.77393617,0.063968668,0.505154639,0.218132035,0.781867965
YOL147C,2.87978,0,1,0,49,718,2569,48,0.773640662,0.063885267,0.505154639,0.218436264,0.781563736
YCL031C,2.87657,0,1,0,49,719,2568,48,0.773345154,0.063802083,0.505154639,0.218740493,0.781259507
YBR264C,2.8754,0,1,0,49,720,2567,48,0.773049645,0.063719116,0.505154639,0.219044722,0.780955278
YJR010C-A,2.87494,0,1,0,49,721,2566,48,0.772754137,0.063636364,0.505154639,0.21934895,0.78065105
YBR015C,2.87103,0,1,0,49,722,2565,48,0.772458629,0.063553826,0.505154639,0.219653179,0.780346821
YJR013W,2.86901,0,1,0,49,723,2564,48,0.772163121,0.063471503,0.505154639,0.219957408,0.780042592
YOR358W,2.86599,0,1,0,49,724,2563,48,0.771867612,0.063389392,0.505154639,0.220261637,0.779738363
YKL096W,2.86282,0,1,0,49,725,2562,48,0.771572104,0.063307494,0.505154639,0.220565866,0.779434134
YKL057C,2.85549,0,1,0,49,726,2561,48,0.771276596,0.063225806,0.505154639,0.220870094,0.779129906
YLR051C,2.85344,0,1,0,49,727,2560,48,0.770981087,0.06314433,0.505154639,0.221174323,0.778825677
YLR201C,2.85336,0,1,0,49,728,2559,48,0.770685579,0.063063063,0.505154639,0.221478552,0.778521448
YOL095C,2.8511,1,0,0,50,728,2559,47,0.770981087,0.064267352,0.515463918,0.221478552,0.778521448
YHR167W,2.84662,0,1,0,50,729,2558,47,0.770685579,0.064184852,0.515463918,0.221782781,0.778217219
YOL093W,2.8431,0,1,0,50,730,2557,47,0.770390071,0.064102564,0.515463918,0.222087009,0.777912991
YDL179W,2.84032,0,1,0,50,731,2556,47,0.770094563,0.064020487,0.515463918,0.222391238,0.777608762
YPL196W,2.83579,0,1,0,50,732,2555,47,0.769799054,0.063938619,0.515463918,0.222695467,0.777304533
YEL009C,2.83553,0,1,0,50,733,2554,47,0.769503546,0.06385696,0.515463918,0.222999696,0.777000304
YGR027C,2.83477,0,1,0,50,734,2553,47,0.769208038,0.06377551,0.515463918,0.223303925,0.776696075
YIL105C,2.82576,0,1,0,50,735,2552,47,0.76891253,0.063694268,0.515463918,0.223608153,0.776391847
YEL017W,2.82427,0,1,0,50,736,2551,47,0.768617021,0.063613232,0.515463918,0.223912382,0.776087618
YOR198C,2.82219,0,1,0,50,737,2550,47,0.768321513,0.063532402,0.515463918,0.224216611,0.775783389
YNL222W,2.81764,0,1,0,50,738,2549,47,0.768026005,0.063451777,0.515463918,0.22452084,0.77547916
YER115C,2.81122,0,1,0,50,739,2548,47,0.767730496,0.063371356,0.515463918,0.224825068,0.775174932
YML041C,2.81044,0,1,0,50,740,2547,47,0.767434988,0.063291139,0.515463918,0.225129297,0.774870703
YDR469W,2.80995,0,1,0,50,741,2546,47,0.76713948,0.063211125,0.515463918,0.225433526,0.774566474
YHL003C,2.80803,0,1,0,50,742,2545,47,0.766843972,0.063131313,0.515463918,0.225737755,0.774262245
YER003C,2.80301,0,1,0,50,743,2544,47,0.766548463,0.063051702,0.515463918,0.226041984,0.773958016
