Gene,Confidence,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YGR285C,3.73579,0,1,0,133,700,3132,135,0.796341463,0.159663866,0.496268657,0.182672234,0.817327766
YLR370C,3.73431,0,1,0,133,701,3131,135,0.796097561,0.159472422,0.496268657,0.182933194,0.817066806
YMR124W,3.7307,0,1,0,133,702,3130,135,0.795853659,0.159281437,0.496268657,0.183194154,0.816805846
YNL130C,3.72973,0,1,0,133,703,3129,135,0.795609756,0.159090909,0.496268657,0.183455115,0.816544885
YPR023C,3.72567,0,1,0,133,704,3128,135,0.795365854,0.158900836,0.496268657,0.183716075,0.816283925
YDL084W,3.71876,0,1,0,133,705,3127,135,0.795121951,0.158711217,0.496268657,0.183977035,0.816022965
YOR279C,3.71669,0,1,0,133,706,3126,135,0.794878049,0.15852205,0.496268657,0.184237996,0.815762004
YDR510W,3.71656,0,1,0,133,707,3125,135,0.794634146,0.158333333,0.496268657,0.184498956,0.815501044
YLR418C,3.71395,0,1,0,133,708,3124,135,0.794390244,0.158145065,0.496268657,0.184759916,0.815240084
YJL055W,3.70955,0,1,0,133,709,3123,135,0.794146341,0.157957245,0.496268657,0.185020877,0.814979123
YER177W,3.70743,0,1,0,133,710,3122,135,0.793902439,0.15776987,0.496268657,0.185281837,0.814718163
YMR149W,3.70728,0,1,0,133,711,3121,135,0.793658537,0.157582938,0.496268657,0.185542797,0.814457203
YDL007W,3.70358,0,1,0,133,712,3120,135,0.793414634,0.15739645,0.496268657,0.185803758,0.814196242
YBR101C,3.69963,0,1,0,133,713,3119,135,0.793170732,0.157210402,0.496268657,0.186064718,0.813935282
YDR072C,3.69896,0,1,0,133,714,3118,135,0.792926829,0.157024793,0.496268657,0.186325678,0.813674322
YER063W,3.69522,0,1,0,133,715,3117,135,0.792682927,0.156839623,0.496268657,0.186586639,0.813413361
YJR104C,3.69251,0,1,0,133,716,3116,135,0.792439024,0.156654888,0.496268657,0.186847599,0.813152401
YOL114C,3.68892,0,1,0,133,717,3115,135,0.792195122,0.156470588,0.496268657,0.187108559,0.812891441
YPL081W,3.68191,0,1,0,133,718,3114,135,0.79195122,0.156286722,0.496268657,0.18736952,0.81263048
YOR209C,3.68022,0,1,0,133,719,3113,135,0.791707317,0.156103286,0.496268657,0.18763048,0.81236952
YGL147C,3.67335,0,1,0,133,720,3112,135,0.791463415,0.155920281,0.496268657,0.187891441,0.812108559
YLR200W,3.66467,0,1,0,133,721,3111,135,0.791219512,0.155737705,0.496268657,0.188152401,0.811847599
YOR244W,3.65648,0,1,0,133,722,3110,135,0.79097561,0.155555556,0.496268657,0.188413361,0.811586639
YCL052C,3.6518,0,1,0,133,723,3109,135,0.790731707,0.155373832,0.496268657,0.188674322,0.811325678
YLR145W,3.64597,0,1,0,133,724,3108,135,0.790487805,0.155192532,0.496268657,0.188935282,0.811064718
YHL034C,3.63992,0,1,0,133,725,3107,135,0.790243902,0.155011655,0.496268657,0.189196242,0.810803758
YMR289W,3.63658,0,1,0,133,726,3106,135,0.79,0.154831199,0.496268657,0.189457203,0.810542797
YJR123W,3.6253,0,1,0,133,727,3105,135,0.789756098,0.154651163,0.496268657,0.189718163,0.810281837
YOL142W,3.62188,0,1,0,133,728,3104,135,0.789512195,0.154471545,0.496268657,0.189979123,0.810020877
YDR152W,3.62166,0,1,0,133,729,3103,135,0.789268293,0.154292343,0.496268657,0.190240084,0.809759916
YML055W,3.62121,0,1,0,133,730,3102,135,0.78902439,0.154113557,0.496268657,0.190501044,0.809498956
YNR052C,3.61499,0,1,0,133,731,3101,135,0.788780488,0.153935185,0.496268657,0.190762004,0.809237996
YBL058W,3.61285,0,1,0,133,732,3100,135,0.788536585,0.153757225,0.496268657,0.191022965,0.808977035
YML036W,3.60862,0,1,0,133,733,3099,135,0.788292683,0.153579677,0.496268657,0.191283925,0.808716075
YNL189W,3.6041,0,0,1,133,733,3099,135,0.788292683,0.153579677,0.496268657,0.191283925,0.808716075
YPL065W,3.60102,0,1,0,133,734,3098,135,0.78804878,0.153402537,0.496268657,0.191544885,0.808455115
YJL191W,3.60021,0,1,0,133,735,3097,135,0.787804878,0.153225806,0.496268657,0.191805846,0.808194154
YOL026C,3.59258,1,0,0,134,735,3097,134,0.78804878,0.15420023,0.5,0.191805846,0.808194154
YIL076W,3.59073,0,1,0,134,736,3096,134,0.787804878,0.154022989,0.5,0.192066806,0.807933194
YPR107C,3.57626,0,1,0,134,737,3095,134,0.787560976,0.153846154,0.5,0.192327766,0.807672234
YOR246C,3.5729,0,1,0,134,738,3094,134,0.787317073,0.153669725,0.5,0.192588727,0.807411273
YIL008W,3.57237,0,1,0,134,739,3093,134,0.787073171,0.1534937,0.5,0.192849687,0.807150313
YDR394W,3.57158,0,1,0,134,740,3092,134,0.786829268,0.153318078,0.5,0.193110647,0.806889353
YOR288C,3.5698,0,1,0,134,741,3091,134,0.786585366,0.153142857,0.5,0.193371608,0.806628392
YMR215W,3.56955,0,1,0,134,742,3090,134,0.786341463,0.152968037,0.5,0.193632568,0.806367432
YPL243W,3.56803,0,1,0,134,743,3089,134,0.786097561,0.152793615,0.5,0.193893528,0.806106472
YGL123W,3.56492,0,1,0,134,744,3088,134,0.785853659,0.15261959,0.5,0.194154489,0.805845511
YHR117W,3.56066,1,0,0,135,744,3088,133,0.786097561,0.153583618,0.503731343,0.194154489,0.805845511
YLR191W,3.56007,0,1,0,135,745,3087,133,0.785853659,0.153409091,0.503731343,0.194415449,0.805584551
YNR048W,3.55986,0,1,0,135,746,3086,133,0.785609756,0.15323496,0.503731343,0.194676409,0.805323591
YOR370C,3.5561,0,0,1,135,746,3086,133,0.785609756,0.15323496,0.503731343,0.194676409,0.805323591
YLR052W,3.55378,0,1,0,135,747,3085,133,0.785365854,0.153061224,0.503731343,0.19493737,0.80506263
YLR029C,3.55042,0,1,0,135,748,3084,133,0.785121951,0.152887882,0.503731343,0.19519833,0.80480167
YML021C,3.54452,0,1,0,135,749,3083,133,0.784878049,0.152714932,0.503731343,0.19545929,0.80454071
YOL122C,3.5434,0,1,0,135,750,3082,133,0.784634146,0.152542373,0.503731343,0.195720251,0.804279749
YHL011C,3.53558,0,1,0,135,751,3081,133,0.784390244,0.152370203,0.503731343,0.195981211,0.804018789
YPR155C,3.53129,0,1,0,135,752,3080,133,0.784146341,0.152198422,0.503731343,0.196242171,0.803757829
YDR495C,3.52654,0,1,0,135,753,3079,133,0.783902439,0.152027027,0.503731343,0.196503132,0.803496868
YEL001C,3.5216,0,1,0,135,754,3078,133,0.783658537,0.151856018,0.503731343,0.196764092,0.803235908
YNL169C,3.51827,1,0,0,136,754,3078,132,0.783902439,0.152808989,0.507462687,0.196764092,0.803235908
YLR328W,3.51626,0,1,0,136,755,3077,132,0.783658537,0.152637486,0.507462687,0.197025052,0.802974948
YDL051W,3.51171,0,1,0,136,756,3076,132,0.783414634,0.152466368,0.507462687,0.197286013,0.802713987
YKR083C,3.50713,0,1,0,136,757,3075,132,0.783170732,0.152295633,0.507462687,0.197546973,0.802453027
YCR031C,3.5045,0,1,0,136,758,3074,132,0.782926829,0.15212528,0.507462687,0.197807933,0.802192067
YFL041W,3.50413,0,1,0,136,759,3073,132,0.782682927,0.151955307,0.507462687,0.198068894,0.801931106
YNL096C,3.5034,0,1,0,136,760,3072,132,0.782439024,0.151785714,0.507462687,0.198329854,0.801670146
YDL143W,3.50298,0,1,0,136,761,3071,132,0.782195122,0.151616499,0.507462687,0.198590814,0.801409186
YJR022W,3.50204,0,1,0,136,762,3070,132,0.78195122,0.151447661,0.507462687,0.198851775,0.801148225
YAL055W,3.49301,0,1,0,136,763,3069,132,0.781707317,0.151279199,0.507462687,0.199112735,0.800887265
YJR145C,3.48917,0,1,0,136,764,3068,132,0.781463415,0.151111111,0.507462687,0.199373695,0.800626305
YOL042W,3.48682,0,1,0,136,765,3067,132,0.781219512,0.150943396,0.507462687,0.199634656,0.800365344
YDL137W,3.48416,0,1,0,136,766,3066,132,0.78097561,0.150776053,0.507462687,0.199895616,0.800104384
YPR008W,3.47948,0,1,0,136,767,3065,132,0.780731707,0.150609081,0.507462687,0.200156576,0.799843424
YLR333C,3.47396,0,1,0,136,768,3064,132,0.780487805,0.150442478,0.507462687,0.200417537,0.799582463
YHR009C,3.47253,0,1,0,136,769,3063,132,0.780243902,0.150276243,0.507462687,0.200678497,0.799321503
YFR040W,3.46966,0,1,0,136,770,3062,132,0.78,0.150110375,0.507462687,0.200939457,0.799060543
YEL002C,3.46607,0,1,0,136,771,3061,132,0.779756098,0.149944873,0.507462687,0.201200418,0.798799582
YOR163W,3.44605,0,1,0,136,772,3060,132,0.779512195,0.149779736,0.507462687,0.201461378,0.798538622
YER102W,3.44563,0,1,0,136,773,3059,132,0.779268293,0.149614961,0.507462687,0.201722338,0.798277662
YJR117W,3.44505,0,1,0,136,774,3058,132,0.77902439,0.149450549,0.507462687,0.201983299,0.798016701
YDL053C,3.44211,0,0,1,136,774,3058,132,0.77902439,0.149450549,0.507462687,0.201983299,0.798016701
YLR195C,3.43461,0,0,1,136,774,3058,132,0.77902439,0.149450549,0.507462687,0.201983299,0.798016701
YMR145C,3.43124,0,1,0,136,775,3057,132,0.778780488,0.149286498,0.507462687,0.202244259,0.797755741
YJR134C,3.42295,0,1,0,136,776,3056,132,0.778536585,0.149122807,0.507462687,0.202505219,0.797494781
YIL124W,3.41894,0,1,0,136,777,3055,132,0.778292683,0.148959474,0.507462687,0.20276618,0.79723382
YGL064C,3.41524,0,1,0,136,778,3054,132,0.77804878,0.148796499,0.507462687,0.20302714,0.79697286
YDL111C,3.41044,0,1,0,136,779,3053,132,0.777804878,0.14863388,0.507462687,0.2032881,0.7967119
YNR046W,3.40986,0,1,0,136,780,3052,132,0.777560976,0.148471616,0.507462687,0.203549061,0.796450939
YER083C,3.40975,1,0,0,137,780,3052,131,0.777804878,0.149400218,0.51119403,0.203549061,0.796450939
YER092W,3.40424,0,1,0,137,781,3051,131,0.777560976,0.149237473,0.51119403,0.203810021,0.796189979
YER107C,3.40219,0,1,0,137,782,3050,131,0.777317073,0.149075082,0.51119403,0.204070981,0.795929019
YLR010C,3.40126,0,1,0,137,783,3049,131,0.777073171,0.148913043,0.51119403,0.204331942,0.795668058
YHR100C,3.39948,0,1,0,137,784,3048,131,0.776829268,0.148751357,0.51119403,0.204592902,0.795407098
YMR012W,3.39871,1,0,0,138,784,3048,130,0.777073171,0.14967462,0.514925373,0.204592902,0.795407098
YPL158C,3.39582,0,1,0,138,785,3047,130,0.776829268,0.149512459,0.514925373,0.204853862,0.795146138
YDR248C,3.39255,0,1,0,138,786,3046,130,0.776585366,0.149350649,0.514925373,0.205114823,0.794885177
YHR192W,3.38918,0,1,0,138,787,3045,130,0.776341463,0.149189189,0.514925373,0.205375783,0.794624217
YEL015W,3.37814,0,1,0,138,788,3044,130,0.776097561,0.149028078,0.514925373,0.205636743,0.794363257
YJR055W,3.37729,0,1,0,138,789,3043,130,0.775853659,0.148867314,0.514925373,0.205897704,0.794102296
YOR332W,3.3765,0,1,0,138,790,3042,130,0.775609756,0.148706897,0.514925373,0.206158664,0.793841336
YDR023W,3.3681,0,1,0,138,791,3041,130,0.775365854,0.148546825,0.514925373,0.206419624,0.793580376
YPL094C,3.36626,0,1,0,138,792,3040,130,0.775121951,0.148387097,0.514925373,0.206680585,0.793319415
YGL210W,3.36596,0,1,0,138,793,3039,130,0.774878049,0.148227712,0.514925373,0.206941545,0.793058455
YKR049C,3.35605,0,1,0,138,794,3038,130,0.774634146,0.14806867,0.514925373,0.207202505,0.792797495
YLR448W,3.35402,0,1,0,138,795,3037,130,0.774390244,0.147909968,0.514925373,0.207463466,0.792536534
YNL154C,3.34657,0,1,0,138,796,3036,130,0.774146341,0.147751606,0.514925373,0.207724426,0.792275574
YHR110W,3.33242,0,1,0,138,797,3035,130,0.773902439,0.147593583,0.514925373,0.207985386,0.792014614
YBR290W,3.32265,0,1,0,138,798,3034,130,0.773658537,0.147435897,0.514925373,0.208246347,0.791753653
YNL147W,3.31976,0,1,0,138,799,3033,130,0.773414634,0.147278549,0.514925373,0.208507307,0.791492693
YJR121W,3.31748,0,1,0,138,800,3032,130,0.773170732,0.147121535,0.514925373,0.208768267,0.791231733
YJR070C,3.31298,0,1,0,138,801,3031,130,0.772926829,0.146964856,0.514925373,0.209029228,0.790970772
YJL183W,3.3097,0,1,0,138,802,3030,130,0.772682927,0.146808511,0.514925373,0.209290188,0.790709812
YKL208W,3.30506,0,1,0,138,803,3029,130,0.772439024,0.146652497,0.514925373,0.209551148,0.790448852
YHR049W,3.29823,0,0,1,138,803,3029,130,0.772439024,0.146652497,0.514925373,0.209551148,0.790448852
YNR049C,3.29719,0,1,0,138,804,3028,130,0.772195122,0.146496815,0.514925373,0.209812109,0.790187891
YDL049C,3.28908,0,1,0,138,805,3027,130,0.77195122,0.146341463,0.514925373,0.210073069,0.789926931
YKL018W,3.28813,0,1,0,138,806,3026,130,0.771707317,0.146186441,0.514925373,0.210334029,0.789665971
YHR103W,3.28708,0,1,0,138,807,3025,130,0.771463415,0.146031746,0.514925373,0.21059499,0.78940501
YJL186W,3.28703,0,1,0,138,808,3024,130,0.771219512,0.145877378,0.514925373,0.21085595,0.78914405
YNL168C,3.28353,0,0,1,138,808,3024,130,0.771219512,0.145877378,0.514925373,0.21085595,0.78914405
YEL066W,3.28286,0,0,1,138,808,3024,130,0.771219512,0.145877378,0.514925373,0.21085595,0.78914405
YGR199W,3.28193,0,1,0,138,809,3023,130,0.77097561,0.145723337,0.514925373,0.21111691,0.78888309
YOL048C,3.28023,0,1,0,138,810,3022,130,0.770731707,0.14556962,0.514925373,0.211377871,0.788622129
YOL077C,3.27927,0,1,0,138,811,3021,130,0.770487805,0.145416228,0.514925373,0.211638831,0.788361169
YOR254C,3.27825,0,1,0,138,812,3020,130,0.770243902,0.145263158,0.514925373,0.211899791,0.788100209
YER001W,3.27752,0,1,0,138,813,3019,130,0.77,0.14511041,0.514925373,0.212160752,0.787839248
YER133W,3.26807,0,1,0,138,814,3018,130,0.769756098,0.144957983,0.514925373,0.212421712,0.787578288
YFR001W,3.26647,0,1,0,138,815,3017,130,0.769512195,0.144805876,0.514925373,0.212682672,0.787317328
YNL048W,3.2624,0,1,0,138,816,3016,130,0.769268293,0.144654088,0.514925373,0.212943633,0.787056367
YDR313C,3.26082,0,1,0,138,817,3015,130,0.76902439,0.144502618,0.514925373,0.213204593,0.786795407
YKL144C,3.26078,0,1,0,138,818,3014,130,0.768780488,0.144351464,0.514925373,0.213465553,0.786534447
YJR074W,3.25831,0,1,0,138,819,3013,130,0.768536585,0.144200627,0.514925373,0.213726514,0.786273486
YJL122W,3.25519,0,1,0,138,820,3012,130,0.768292683,0.144050104,0.514925373,0.213987474,0.786012526
YDL002C,3.24675,0,1,0,138,821,3011,130,0.76804878,0.143899896,0.514925373,0.214248434,0.785751566
YJL138C,3.24568,0,1,0,138,822,3010,130,0.767804878,0.14375,0.514925373,0.214509395,0.785490605
YGL119W,3.2427,0,1,0,138,823,3009,130,0.767560976,0.143600416,0.514925373,0.214770355,0.785229645
YDL100C,3.23886,0,1,0,138,824,3008,130,0.767317073,0.143451143,0.514925373,0.215031315,0.784968685
YDR305C,3.23648,0,0,1,138,824,3008,130,0.767317073,0.143451143,0.514925373,0.215031315,0.784968685
YOR352W,3.23236,0,0,1,138,824,3008,130,0.767317073,0.143451143,0.514925373,0.215031315,0.784968685
YMR312W,3.22696,0,1,0,138,825,3007,130,0.767073171,0.143302181,0.514925373,0.215292276,0.784707724
YKL061W,3.22314,0,1,0,138,826,3006,130,0.766829268,0.143153527,0.514925373,0.215553236,0.784446764
YOL111C,3.22032,0,1,0,138,827,3005,130,0.766585366,0.143005181,0.514925373,0.215814196,0.784185804
YKR008W,3.21714,0,1,0,138,828,3004,130,0.766341463,0.142857143,0.514925373,0.216075157,0.783924843
YMR031C,3.21466,0,1,0,138,829,3003,130,0.766097561,0.142709411,0.514925373,0.216336117,0.783663883
YMR138W,3.21252,0,1,0,138,830,3002,130,0.765853659,0.142561983,0.514925373,0.216597077,0.783402923
YLR264W,3.20906,0,1,0,138,831,3001,130,0.765609756,0.142414861,0.514925373,0.216858038,0.783141962
YOL109W,3.20792,0,1,0,138,832,3000,130,0.765365854,0.142268041,0.514925373,0.217118998,0.782881002
YPL046C,3.20312,0,1,0,138,833,2999,130,0.765121951,0.142121524,0.514925373,0.217379958,0.782620042
YGR257C,3.1979,0,1,0,138,834,2998,130,0.764878049,0.141975309,0.514925373,0.217640919,0.782359081
YER057C,3.1974,0,1,0,138,835,2997,130,0.764634146,0.141829394,0.514925373,0.217901879,0.782098121
YNL141W,3.19266,0,0,1,138,835,2997,130,0.764634146,0.141829394,0.514925373,0.217901879,0.782098121
YDR056C,3.19246,0,1,0,138,836,2996,130,0.764390244,0.141683778,0.514925373,0.218162839,0.781837161
YDL110C,3.19129,0,1,0,138,837,2995,130,0.764146341,0.141538462,0.514925373,0.2184238,0.7815762
YOL038W,3.18622,0,1,0,138,838,2994,130,0.763902439,0.141393443,0.514925373,0.21868476,0.78131524
YFR004W,3.18555,1,0,0,139,838,2994,129,0.764146341,0.142272262,0.518656716,0.21868476,0.78131524
YHR041C,3.18226,0,1,0,139,839,2993,129,0.763902439,0.142126789,0.518656716,0.21894572,0.78105428
YPL244C,3.17473,0,1,0,139,840,2992,129,0.763658537,0.141981614,0.518656716,0.219206681,0.780793319
YKR078W,3.17373,0,1,0,139,841,2991,129,0.763414634,0.141836735,0.518656716,0.219467641,0.780532359
YKL053C-A,3.17345,1,0,0,140,841,2991,128,0.763658537,0.142711519,0.52238806,0.219467641,0.780532359
YPL038W,3.17225,0,1,0,140,842,2990,128,0.763414634,0.142566191,0.52238806,0.219728601,0.780271399
YBL099W,3.1678,0,1,0,140,843,2989,128,0.763170732,0.14242116,0.52238806,0.219989562,0.780010438
YJR083C,3.16761,0,0,1,140,843,2989,128,0.763170732,0.14242116,0.52238806,0.219989562,0.780010438
YDR519W,3.16606,0,1,0,140,844,2988,128,0.762926829,0.142276423,0.52238806,0.220250522,0.779749478
YPL024W,3.16401,0,1,0,140,845,2987,128,0.762682927,0.14213198,0.52238806,0.220511482,0.779488518
YLR285W,3.1625,0,1,0,140,846,2986,128,0.762439024,0.14198783,0.52238806,0.220772443,0.779227557
YGL247W,3.15198,0,1,0,140,847,2985,128,0.762195122,0.141843972,0.52238806,0.221033403,0.778966597
YLR312W-A,3.15161,0,1,0,140,848,2984,128,0.76195122,0.141700405,0.52238806,0.221294363,0.778705637
YOR099W,3.14903,0,1,0,140,849,2983,128,0.761707317,0.141557128,0.52238806,0.221555324,0.778444676
YER163C,3.14709,0,1,0,140,850,2982,128,0.761463415,0.141414141,0.52238806,0.221816284,0.778183716
YDR372C,3.14674,0,1,0,140,851,2981,128,0.761219512,0.141271443,0.52238806,0.222077244,0.777922756
YHR057C,3.14649,0,1,0,140,852,2980,128,0.76097561,0.141129032,0.52238806,0.222338205,0.777661795
YGR111W,3.14557,0,0,1,140,852,2980,128,0.76097561,0.141129032,0.52238806,0.222338205,0.777661795
YFR006W,3.14124,0,1,0,140,853,2979,128,0.760731707,0.140986908,0.52238806,0.222599165,0.777400835
YOL003C,3.13856,0,1,0,140,854,2978,128,0.760487805,0.14084507,0.52238806,0.222860125,0.777139875
YOR284W,3.13837,0,0,1,140,854,2978,128,0.760487805,0.14084507,0.52238806,0.222860125,0.777139875
YOR006C,3.13343,0,1,0,140,855,2977,128,0.760243902,0.140703518,0.52238806,0.223121086,0.776878914
YDR212W,3.1325,0,1,0,140,856,2976,128,0.76,0.140562249,0.52238806,0.223382046,0.776617954
YKL159C,3.12596,0,0,1,140,856,2976,128,0.76,0.140562249,0.52238806,0.223382046,0.776617954
YML095C,3.12447,0,1,0,140,857,2975,128,0.759756098,0.140421264,0.52238806,0.223643006,0.776356994
YNR041C,3.11964,0,1,0,140,858,2974,128,0.759512195,0.140280561,0.52238806,0.223903967,0.776096033
YNL288W,3.11524,0,1,0,140,859,2973,128,0.759268293,0.14014014,0.52238806,0.224164927,0.775835073
YPR063C,3.11502,0,1,0,140,860,2972,128,0.75902439,0.14,0.52238806,0.224425887,0.775574113
YMR221C,3.09568,0,1,0,140,861,2971,128,0.758780488,0.13986014,0.52238806,0.224686848,0.775313152
YNL138W,3.09157,1,0,0,141,861,2971,127,0.75902439,0.140718563,0.526119403,0.224686848,0.775313152
YLR306W,3.0906,0,0,1,141,861,2971,127,0.75902439,0.140718563,0.526119403,0.224686848,0.775313152
YJR077C,3.08953,0,1,0,141,862,2970,127,0.758780488,0.140578265,0.526119403,0.224947808,0.775052192
YCR002C,3.08589,0,1,0,141,863,2969,127,0.758536585,0.140438247,0.526119403,0.225208768,0.774791232
YOR136W,3.08236,0,1,0,141,864,2968,127,0.758292683,0.140298507,0.526119403,0.225469729,0.774530271
YIR005W,3.0814,0,1,0,141,865,2967,127,0.75804878,0.140159046,0.526119403,0.225730689,0.774269311
YDR214W,3.07926,0,1,0,141,866,2966,127,0.757804878,0.140019861,0.526119403,0.225991649,0.774008351
YKL152C,3.07262,0,1,0,141,867,2965,127,0.757560976,0.139880952,0.526119403,0.22625261,0.77374739
YDR304C,3.06795,0,1,0,141,868,2964,127,0.757317073,0.139742319,0.526119403,0.22651357,0.77348643
YIL043C,3.0596,0,1,0,141,869,2963,127,0.757073171,0.13960396,0.526119403,0.22677453,0.77322547
YCR086W,3.05858,0,1,0,141,870,2962,127,0.756829268,0.139465875,0.526119403,0.227035491,0.772964509
YNL006W,3.0552,0,1,0,141,871,2961,127,0.756585366,0.139328063,0.526119403,0.227296451,0.772703549
YCL050C,3.05391,0,1,0,141,872,2960,127,0.756341463,0.139190523,0.526119403,0.227557411,0.772442589
YOR264W,3.05364,0,1,0,141,873,2959,127,0.756097561,0.139053254,0.526119403,0.227818372,0.772181628
YCL047C,3.05232,0,1,0,141,874,2958,127,0.755853659,0.138916256,0.526119403,0.228079332,0.771920668
YGL019W,3.04909,0,1,0,141,875,2957,127,0.755609756,0.138779528,0.526119403,0.228340292,0.771659708
YDR342C,3.04849,0,1,0,141,876,2956,127,0.755365854,0.138643068,0.526119403,0.228601253,0.771398747
YJL065C,3.04675,0,1,0,141,877,2955,127,0.755121951,0.138506876,0.526119403,0.228862213,0.771137787
YHR005C-A,3.04287,1,0,0,142,877,2955,126,0.755365854,0.139352306,0.529850746,0.228862213,0.771137787
YLR078C,3.02892,0,1,0,142,878,2954,126,0.755121951,0.139215686,0.529850746,0.229123173,0.770876827
YGR020C,3.02583,0,1,0,142,879,2953,126,0.754878049,0.139079334,0.529850746,0.229384134,0.770615866
YKL182W,3.02554,0,1,0,142,880,2952,126,0.754634146,0.138943249,0.529850746,0.229645094,0.770354906
YPL199C,3.0167,0,1,0,142,881,2951,126,0.754390244,0.138807429,0.529850746,0.229906054,0.770093946
YBL050W,3.01545,0,1,0,142,882,2950,126,0.754146341,0.138671875,0.529850746,0.230167015,0.769832985
YBR048W,3.01052,0,1,0,142,883,2949,126,0.753902439,0.138536585,0.529850746,0.230427975,0.769572025
YPL149W,3.00916,1,0,0,143,883,2949,125,0.754146341,0.139376218,0.53358209,0.230427975,0.769572025
YGR173W,3.00487,0,1,0,143,884,2948,125,0.753902439,0.139240506,0.53358209,0.230688935,0.769311065
YLR155C,3.00456,0,1,0,143,885,2947,125,0.753658537,0.139105058,0.53358209,0.230949896,0.769050104
YFR036W,3.00188,0,1,0,143,886,2946,125,0.753414634,0.138969874,0.53358209,0.231210856,0.768789144
YER029C,3.00003,0,1,0,143,887,2945,125,0.753170732,0.138834951,0.53358209,0.231471816,0.768528184
YMR236W,2.99977,0,1,0,143,888,2944,125,0.752926829,0.138700291,0.53358209,0.231732777,0.768267223
YOL039W,2.99937,0,1,0,143,889,2943,125,0.752682927,0.138565891,0.53358209,0.231993737,0.768006263
YNL260C,2.99734,0,1,0,143,890,2942,125,0.752439024,0.138431752,0.53358209,0.232254697,0.767745303
YMR210W,2.99705,0,1,0,143,891,2941,125,0.752195122,0.138297872,0.53358209,0.232515658,0.767484342
YHR073W,2.9895,0,1,0,143,892,2940,125,0.75195122,0.138164251,0.53358209,0.232776618,0.767223382
YJL151C,2.98604,0,1,0,143,893,2939,125,0.751707317,0.138030888,0.53358209,0.233037578,0.766962422
YKL001C,2.98132,0,1,0,143,894,2938,125,0.751463415,0.137897782,0.53358209,0.233298539,0.766701461
YMR274C,2.97733,0,1,0,143,895,2937,125,0.751219512,0.137764933,0.53358209,0.233559499,0.766440501
YOR065W,2.97355,0,1,0,143,896,2936,125,0.75097561,0.137632339,0.53358209,0.233820459,0.766179541
YNL084C,2.96969,0,1,0,143,897,2935,125,0.750731707,0.1375,0.53358209,0.23408142,0.76591858
YLR421C,2.96815,0,1,0,143,898,2934,125,0.750487805,0.137367915,0.53358209,0.23434238,0.76565762
YIR011C,2.96782,0,1,0,143,899,2933,125,0.750243902,0.137236084,0.53358209,0.23460334,0.76539666
YOL145C,2.96755,1,0,0,144,899,2933,124,0.750487805,0.138063279,0.537313433,0.23460334,0.76539666
YKL077W,2.96752,0,1,0,144,900,2932,124,0.750243902,0.137931034,0.537313433,0.234864301,0.765135699
YPR056W,2.96646,0,1,0,144,901,2931,124,0.75,0.137799043,0.537313433,0.235125261,0.764874739
YER112W,2.96517,0,1,0,144,902,2930,124,0.749756098,0.137667304,0.537313433,0.235386221,0.764613779
YDR322C-A,2.95457,1,0,0,145,902,2930,123,0.75,0.138490926,0.541044776,0.235386221,0.764613779
YOL016C,2.9541,0,1,0,145,903,2929,123,0.749756098,0.138358779,0.541044776,0.235647182,0.764352818
YOR166C,2.95379,0,1,0,145,904,2928,123,0.749512195,0.138226883,0.541044776,0.235908142,0.764091858
YCR020C-A,2.9505,0,1,0,145,905,2927,123,0.749268293,0.138095238,0.541044776,0.236169102,0.763830898
YAL016W,2.94891,0,1,0,145,906,2926,123,0.74902439,0.137963844,0.541044776,0.236430063,0.763569937
YPR046W,2.94426,0,1,0,145,907,2925,123,0.748780488,0.1378327,0.541044776,0.236691023,0.763308977
YKL039W,2.94406,0,1,0,145,908,2924,123,0.748536585,0.137701804,0.541044776,0.236951983,0.763048017
YDR231C,2.94181,1,0,0,146,908,2924,122,0.748780488,0.138519924,0.544776119,0.236951983,0.763048017
YCL005W,2.9402,0,1,0,146,909,2923,122,0.748536585,0.138388626,0.544776119,0.237212944,0.762787056
YOR375C,2.93558,0,1,0,146,910,2922,122,0.748292683,0.138257576,0.544776119,0.237473904,0.762526096
YHR052W,2.93289,0,1,0,146,911,2921,122,0.74804878,0.138126774,0.544776119,0.237734864,0.762265136
YGL105W,2.93103,0,1,0,146,912,2920,122,0.747804878,0.137996219,0.544776119,0.237995825,0.762004175
YLL004W,2.92865,0,1,0,146,913,2919,122,0.747560976,0.137865911,0.544776119,0.238256785,0.761743215
YPL053C,2.92651,0,1,0,146,914,2918,122,0.747317073,0.137735849,0.544776119,0.238517745,0.761482255
YOR147W,2.92599,1,0,0,147,914,2918,121,0.747560976,0.138548539,0.548507463,0.238517745,0.761482255
YML091C,2.92173,1,0,0,148,914,2918,120,0.747804878,0.139359699,0.552238806,0.238517745,0.761482255
YPR113W,2.92078,0,1,0,148,915,2917,120,0.747560976,0.139228598,0.552238806,0.238778706,0.761221294
YMR287C,2.91749,0,1,0,148,916,2916,120,0.747317073,0.139097744,0.552238806,0.239039666,0.760960334
YGR214W,2.90859,0,1,0,148,917,2915,120,0.747073171,0.138967136,0.552238806,0.239300626,0.760699374
YOR174W,2.9056,0,1,0,148,918,2914,120,0.746829268,0.138836773,0.552238806,0.239561587,0.760438413
