Gene,Confidence,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YGR135W,0.281621,0,1,0,194,1007,3803,97,0.783571849,0.161532057,0.666666667,0.209355509,0.790644491
YNL091W,0.281621,0,1,0,194,1008,3802,97,0.783375809,0.161397671,0.666666667,0.20956341,0.79043659
YGL025C,0.281621,0,1,0,194,1009,3801,97,0.783179769,0.161263508,0.666666667,0.20977131,0.79022869
YDR126W,0.280548,0,1,0,194,1010,3800,97,0.782983729,0.161129568,0.666666667,0.20997921,0.79002079
YLL021W,0.280494,0,1,0,194,1011,3799,97,0.782787689,0.160995851,0.666666667,0.21018711,0.78981289
YGR009C,0.280494,0,1,0,194,1012,3798,97,0.782591649,0.160862355,0.666666667,0.21039501,0.78960499
YKR091W,0.280271,0,1,0,194,1013,3797,97,0.782395609,0.16072908,0.666666667,0.210602911,0.789397089
YDL184C,0.280271,0,1,0,194,1014,3796,97,0.782199569,0.160596026,0.666666667,0.210810811,0.789189189
YIR029W,0.280271,0,0,1,194,1014,3796,97,0.782199569,0.160596026,0.666666667,0.210810811,0.789189189
YPR089W,0.280271,0,1,0,194,1015,3795,97,0.782003529,0.160463193,0.666666667,0.211018711,0.788981289
YMR251W-A,0.279779,0,1,0,194,1016,3794,97,0.781807489,0.160330579,0.666666667,0.211226611,0.788773389
YDR369C,0.278135,0,1,0,194,1017,3793,97,0.781611449,0.160198183,0.666666667,0.211434511,0.788565489
YML028W,0.278135,0,1,0,194,1018,3792,97,0.781415409,0.160066007,0.666666667,0.211642412,0.788357588
YOR264W,0.277893,0,1,0,194,1019,3791,97,0.781219369,0.159934048,0.666666667,0.211850312,0.788149688
YOL111C,0.277426,0,1,0,194,1020,3790,97,0.781023329,0.159802306,0.666666667,0.212058212,0.787941788
YFL005W,0.277426,0,1,0,194,1021,3789,97,0.780827289,0.159670782,0.666666667,0.212266112,0.787733888
YER103W,0.277426,0,1,0,194,1022,3788,97,0.780631249,0.159539474,0.666666667,0.212474012,0.787525988
YPR159W,0.277426,0,1,0,194,1023,3787,97,0.780435209,0.159408381,0.666666667,0.212681913,0.787318087
YGR237C,0.277426,0,0,1,194,1023,3787,97,0.780435209,0.159408381,0.666666667,0.212681913,0.787318087
YOR175C,0.276946,0,1,0,194,1024,3786,97,0.780239169,0.159277504,0.666666667,0.212889813,0.787110187
YDR146C,0.276946,0,1,0,194,1025,3785,97,0.780043129,0.159146842,0.666666667,0.213097713,0.786902287
YCR059C,0.276946,0,1,0,194,1026,3784,97,0.779847089,0.159016393,0.666666667,0.213305613,0.786694387
YKR061W,0.276946,0,1,0,194,1027,3783,97,0.779651049,0.158886159,0.666666667,0.213513514,0.786486486
YPR182W,0.276946,0,1,0,194,1028,3782,97,0.779455009,0.158756137,0.666666667,0.213721414,0.786278586
YMR244W,0.276596,0,1,0,194,1029,3781,97,0.779258969,0.158626329,0.666666667,0.213929314,0.786070686
YMR020W,0.276596,0,1,0,194,1030,3780,97,0.779062929,0.158496732,0.666666667,0.214137214,0.785862786
YBL004W,0.276091,0,1,0,194,1031,3779,97,0.778866889,0.158367347,0.666666667,0.214345114,0.785654886
YPR105C,0.274607,0,1,0,194,1032,3778,97,0.778670849,0.158238173,0.666666667,0.214553015,0.785446985
YHL002W,0.274607,0,1,0,194,1033,3777,97,0.778474809,0.158109209,0.666666667,0.214760915,0.785239085
YLR320W,0.274607,0,1,0,194,1034,3776,97,0.778278769,0.157980456,0.666666667,0.214968815,0.785031185
YAL035W,0.274607,0,1,0,194,1035,3775,97,0.778082729,0.157851912,0.666666667,0.215176715,0.784823285
YMR149W,0.274607,0,1,0,194,1036,3774,97,0.777886689,0.157723577,0.666666667,0.215384615,0.784615385
YNR069C,0.273448,0,0,1,194,1036,3774,97,0.777886689,0.157723577,0.666666667,0.215384615,0.784615385
YDL004W,0.273448,0,1,0,194,1037,3773,97,0.777690649,0.157595451,0.666666667,0.215592516,0.784407484
YHR075C,0.273448,0,1,0,194,1038,3772,97,0.777494609,0.157467532,0.666666667,0.215800416,0.784199584
YHR017W,0.273448,0,1,0,194,1039,3771,97,0.777298569,0.157339822,0.666666667,0.216008316,0.783991684
YDL117W,0.272757,0,1,0,194,1040,3770,97,0.777102529,0.157212318,0.666666667,0.216216216,0.783783784
YIL051C,0.272358,0,1,0,194,1041,3769,97,0.776906489,0.15708502,0.666666667,0.216424116,0.783575884
YDR416W,0.272358,0,1,0,194,1042,3768,97,0.776710449,0.156957929,0.666666667,0.216632017,0.783367983
YHR004C,0.272358,0,1,0,194,1043,3767,97,0.776514409,0.156831043,0.666666667,0.216839917,0.783160083
YOL043C,0.272358,0,1,0,194,1044,3766,97,0.776318369,0.156704362,0.666666667,0.217047817,0.782952183
YER124C,0.272358,0,1,0,194,1045,3765,97,0.776122329,0.156577885,0.666666667,0.217255717,0.782744283
YJL052W,0.272358,0,1,0,194,1046,3764,97,0.775926289,0.156451613,0.666666667,0.217463617,0.782536383
YJR031C,0.272358,0,1,0,194,1047,3763,97,0.775730249,0.156325544,0.666666667,0.217671518,0.782328482
YOR070C,0.272358,0,1,0,194,1048,3762,97,0.775534209,0.156199678,0.666666667,0.217879418,0.782120582
YGR254W,0.272358,0,1,0,194,1049,3761,97,0.775338169,0.156074014,0.666666667,0.218087318,0.781912682
YBL075C,0.272358,0,1,0,194,1050,3760,97,0.775142129,0.155948553,0.666666667,0.218295218,0.781704782
YGL115W,0.272358,0,1,0,194,1051,3759,97,0.774946089,0.155823293,0.666666667,0.218503119,0.781496881
YPR188C,0.271815,0,1,0,194,1052,3758,97,0.774750049,0.155698234,0.666666667,0.218711019,0.781288981
YEL060C,0.271815,0,1,0,194,1053,3757,97,0.774554009,0.155573376,0.666666667,0.218918919,0.781081081
YDR378C,0.271815,0,1,0,194,1054,3756,97,0.774357969,0.155448718,0.666666667,0.219126819,0.780873181
YDL077C,0.271815,0,1,0,194,1055,3755,97,0.774161929,0.155324259,0.666666667,0.219334719,0.780665281
YNL119W,0.271815,0,1,0,194,1056,3754,97,0.773965889,0.1552,0.666666667,0.21954262,0.78045738
YBR271W,0.271534,0,1,0,194,1057,3753,97,0.773769849,0.155075939,0.666666667,0.21975052,0.78024948
YOR226C,0.271484,0,1,0,194,1058,3752,97,0.773573809,0.154952077,0.666666667,0.21995842,0.78004158
YMR190C,0.271484,0,1,0,194,1059,3751,97,0.773377769,0.154828412,0.666666667,0.22016632,0.77983368
YBL105C,0.271007,0,1,0,194,1060,3750,97,0.773181729,0.154704944,0.666666667,0.22037422,0.77962578
YER007W,0.271007,0,1,0,194,1061,3749,97,0.772985689,0.154581673,0.666666667,0.220582121,0.779417879
YGL208W,0.270335,0,1,0,194,1062,3748,97,0.772789649,0.154458599,0.666666667,0.220790021,0.779209979
YLR070C,0.270335,0,1,0,194,1063,3747,97,0.772593609,0.15433572,0.666666667,0.220997921,0.779002079
YBR139W,0.270335,0,1,0,194,1064,3746,97,0.772397569,0.154213037,0.666666667,0.221205821,0.778794179
YLR241W,0.270335,0,1,0,194,1065,3745,97,0.772201529,0.154090548,0.666666667,0.221413721,0.778586279
YNL026W,0.270335,1,0,0,195,1065,3745,96,0.772397569,0.154761905,0.670103093,0.221413721,0.778586279
YER066W,0.270335,0,1,0,195,1066,3744,96,0.772201529,0.154639175,0.670103093,0.221621622,0.778378378
YKL094W,0.270335,0,1,0,195,1067,3743,96,0.772005489,0.15451664,0.670103093,0.221829522,0.778170478
YHR168W,0.270335,0,1,0,195,1068,3742,96,0.771809449,0.154394299,0.670103093,0.222037422,0.777962578
YOL053W,0.270335,0,1,0,195,1069,3741,96,0.771613409,0.154272152,0.670103093,0.222245322,0.777754678
YML071C,0.270222,0,1,0,195,1070,3740,96,0.771417369,0.154150198,0.670103093,0.222453222,0.777546778
YER122C,0.270222,0,1,0,195,1071,3739,96,0.771221329,0.154028436,0.670103093,0.222661123,0.777338877
YHR081W,0.270222,0,1,0,195,1072,3738,96,0.771025289,0.153906867,0.670103093,0.222869023,0.777130977
YNL255C,0.26905,0,1,0,195,1073,3737,96,0.770829249,0.153785489,0.670103093,0.223076923,0.776923077
YPL137C,0.26905,0,1,0,195,1074,3736,96,0.770633209,0.153664303,0.670103093,0.223284823,0.776715177
YHR060W,0.26905,0,1,0,195,1075,3735,96,0.770437169,0.153543307,0.670103093,0.223492723,0.776507277
YML014W,0.26905,0,1,0,195,1076,3734,96,0.770241129,0.153422502,0.670103093,0.223700624,0.776299376
YDR233C,0.26905,0,1,0,195,1077,3733,96,0.770045089,0.153301887,0.670103093,0.223908524,0.776091476
YER053C,0.267893,0,1,0,195,1078,3732,96,0.769849049,0.153181461,0.670103093,0.224116424,0.775883576
YJL043W,0.267854,0,0,1,195,1078,3732,96,0.769849049,0.153181461,0.670103093,0.224116424,0.775883576
YDR050C,0.267854,0,1,0,195,1079,3731,96,0.769653009,0.153061224,0.670103093,0.224324324,0.775675676
YGR211W,0.267854,0,1,0,195,1080,3730,96,0.769456969,0.152941176,0.670103093,0.224532225,0.775467775
YPL088W,0.267854,0,1,0,195,1081,3729,96,0.769260929,0.152821317,0.670103093,0.224740125,0.775259875
YCR081W,0.267854,0,1,0,195,1082,3728,96,0.769064889,0.152701644,0.670103093,0.224948025,0.775051975
YOR099W,0.267854,0,1,0,195,1083,3727,96,0.768868849,0.15258216,0.670103093,0.225155925,0.774844075
YDR503C,0.267854,0,1,0,195,1084,3726,96,0.768672809,0.152462862,0.670103093,0.225363825,0.774636175
YEL062W,0.267708,0,1,0,195,1085,3725,96,0.768476769,0.15234375,0.670103093,0.225571726,0.774428274
YDL223C,0.267708,0,1,0,195,1086,3724,96,0.768280729,0.152224824,0.670103093,0.225779626,0.774220374
Q0275,0.267256,0,0,1,195,1086,3724,96,0.768280729,0.152224824,0.670103093,0.225779626,0.774220374
YER093C-A,0.267256,0,0,1,195,1086,3724,96,0.768280729,0.152224824,0.670103093,0.225779626,0.774220374
YPL173W,0.267256,0,1,0,195,1087,3723,96,0.768084689,0.152106084,0.670103093,0.225987526,0.774012474
YMR191W,0.267256,0,0,1,195,1087,3723,96,0.768084689,0.152106084,0.670103093,0.225987526,0.774012474
YOL008W,0.267256,0,1,0,195,1088,3722,96,0.767888649,0.151987529,0.670103093,0.226195426,0.773804574
YHR022C,0.267256,0,0,1,195,1088,3722,96,0.767888649,0.151987529,0.670103093,0.226195426,0.773804574
Q0105,0.267256,0,0,1,195,1088,3722,96,0.767888649,0.151987529,0.670103093,0.226195426,0.773804574
YNL159C,0.267256,0,1,0,195,1089,3721,96,0.767692609,0.151869159,0.670103093,0.226403326,0.773596674
YLR001C,0.267256,0,1,0,195,1090,3720,96,0.767496569,0.151750973,0.670103093,0.226611227,0.773388773
YJR095W,0.267256,0,1,0,195,1091,3719,96,0.767300529,0.15163297,0.670103093,0.226819127,0.773180873
YPR046W,0.266345,0,1,0,195,1092,3718,96,0.767104489,0.151515152,0.670103093,0.227027027,0.772972973
YBR212W,0.266312,1,0,0,196,1092,3718,95,0.767300529,0.152173913,0.673539519,0.227027027,0.772972973
YHR116W,0.266312,1,0,0,197,1092,3718,94,0.767496569,0.152831652,0.676975945,0.227027027,0.772972973
YNL006W,0.266312,0,1,0,197,1093,3717,94,0.767300529,0.152713178,0.676975945,0.227234927,0.772765073
YNL225C,0.266312,0,1,0,197,1094,3716,94,0.767104489,0.152594888,0.676975945,0.227442827,0.772557173
YOR027W,0.265215,1,0,0,198,1094,3716,93,0.767300529,0.153250774,0.680412371,0.227442827,0.772557173
YGL253W,0.265215,0,1,0,198,1095,3715,93,0.767104489,0.153132251,0.680412371,0.227650728,0.772349272
YBL068W,0.264981,0,1,0,198,1096,3714,93,0.766908449,0.15301391,0.680412371,0.227858628,0.772141372
YPL264C,0.264212,0,1,0,198,1097,3713,93,0.766712409,0.152895753,0.680412371,0.228066528,0.771933472
YOR125C,0.264212,0,1,0,198,1098,3712,93,0.766516369,0.152777778,0.680412371,0.228274428,0.771725572
YCR061W,0.264212,0,0,1,198,1098,3712,93,0.766516369,0.152777778,0.680412371,0.228274428,0.771725572
YLR288C,0.263599,0,1,0,198,1099,3711,93,0.766320329,0.152659985,0.680412371,0.228482328,0.771517672
YDL243C,0.263599,0,1,0,198,1100,3710,93,0.766124289,0.152542373,0.680412371,0.228690229,0.771309771
YLR287C-A,0.263599,0,1,0,198,1101,3709,93,0.765928249,0.152424942,0.680412371,0.228898129,0.771101871
YBL101C,0.263599,0,1,0,198,1102,3708,93,0.765732209,0.152307692,0.680412371,0.229106029,0.770893971
YML034W,0.263599,0,1,0,198,1103,3707,93,0.765536169,0.152190623,0.680412371,0.229313929,0.770686071
YOR232W,0.263432,1,0,0,199,1103,3707,92,0.765732209,0.152841782,0.683848797,0.229313929,0.770686071
YHR090C,0.263432,0,1,0,199,1104,3706,92,0.765536169,0.152724482,0.683848797,0.22952183,0.77047817
YMR238W,0.263432,0,1,0,199,1105,3705,92,0.765340129,0.152607362,0.683848797,0.22972973,0.77027027
YOL144W,0.263432,0,1,0,199,1106,3704,92,0.765144089,0.152490421,0.683848797,0.22993763,0.77006237
YGL191W,0.261201,1,0,0,200,1106,3704,91,0.765340129,0.153139357,0.687285223,0.22993763,0.77006237
YHR056C,0.261201,0,1,0,200,1107,3703,91,0.765144089,0.153022188,0.687285223,0.23014553,0.76985447
YML029W,0.261201,0,1,0,200,1108,3702,91,0.764948049,0.152905199,0.687285223,0.23035343,0.76964657
YPR003C,0.261201,0,1,0,200,1109,3701,91,0.764752009,0.152788388,0.687285223,0.230561331,0.769438669
Q0250,0.261201,0,0,1,200,1109,3701,91,0.764752009,0.152788388,0.687285223,0.230561331,0.769438669
YJL023C,0.261201,0,1,0,200,1110,3700,91,0.764555969,0.152671756,0.687285223,0.230769231,0.769230769
YDR306C,0.261201,0,1,0,200,1111,3699,91,0.764359929,0.152555301,0.687285223,0.230977131,0.769022869
YLR077W,0.261201,1,0,0,201,1111,3699,90,0.764555969,0.15320122,0.690721649,0.230977131,0.769022869
YHR171W,0.261201,1,0,0,202,1111,3699,89,0.764752009,0.153846154,0.694158076,0.230977131,0.769022869
YGR169C,0.261201,0,1,0,202,1112,3698,89,0.764555969,0.153729072,0.694158076,0.231185031,0.768814969
YER144C,0.260912,0,1,0,202,1113,3697,89,0.764359929,0.153612167,0.694158076,0.231392931,0.768607069
YGL206C,0.260912,0,1,0,202,1114,3696,89,0.764163889,0.153495441,0.694158076,0.231600832,0.768399168
YMR095C,0.260912,0,1,0,202,1115,3695,89,0.763967849,0.153378891,0.694158076,0.231808732,0.768191268
YLL007C,0.260912,1,0,0,203,1115,3695,88,0.764163889,0.154021244,0.697594502,0.231808732,0.768191268
YLR134W,0.259091,0,1,0,203,1116,3694,88,0.763967849,0.153904473,0.697594502,0.232016632,0.767983368
YGR284C,0.259091,0,1,0,203,1117,3693,88,0.763771809,0.153787879,0.697594502,0.232224532,0.767775468
YDR411C,0.259091,0,1,0,203,1118,3692,88,0.763575769,0.153671461,0.697594502,0.232432432,0.767567568
YOL006C,0.259091,0,1,0,203,1119,3691,88,0.763379729,0.153555219,0.697594502,0.232640333,0.767359667
YDR356W,0.259091,0,1,0,203,1120,3690,88,0.763183689,0.153439153,0.697594502,0.232848233,0.767151767
YLR147C,0.259091,0,1,0,203,1121,3689,88,0.762987649,0.153323263,0.697594502,0.233056133,0.766943867
YKL106W,0.259091,0,0,1,203,1121,3689,88,0.762987649,0.153323263,0.697594502,0.233056133,0.766943867
YBR196C,0.259091,0,1,0,203,1122,3688,88,0.762791609,0.153207547,0.697594502,0.233264033,0.766735967
YPL145C,0.259091,0,1,0,203,1123,3687,88,0.762595569,0.153092006,0.697594502,0.233471933,0.766528067
YMR148W,0.259091,0,1,0,203,1124,3686,88,0.76239953,0.152976639,0.697594502,0.233679834,0.766320166
YCR034W,0.258251,0,1,0,203,1125,3685,88,0.76220349,0.152861446,0.697594502,0.233887734,0.766112266
YOL122C,0.258251,0,1,0,203,1126,3684,88,0.76200745,0.152746426,0.697594502,0.234095634,0.765904366
YIR037W,0.258251,0,1,0,203,1127,3683,88,0.76181141,0.152631579,0.697594502,0.234303534,0.765696466
YBR068C,0.258251,0,1,0,203,1128,3682,88,0.76161537,0.152516905,0.697594502,0.234511435,0.765488565
YDR216W,0.258251,0,1,0,203,1129,3681,88,0.76141933,0.152402402,0.697594502,0.234719335,0.765280665
YDR512C,0.258251,1,0,0,204,1129,3681,87,0.76161537,0.15303826,0.701030928,0.234719335,0.765280665
YLR010C,0.258223,0,1,0,204,1130,3680,87,0.76141933,0.152923538,0.701030928,0.234927235,0.765072765
YKL121W,0.258223,0,0,1,204,1130,3680,87,0.76141933,0.152923538,0.701030928,0.234927235,0.765072765
YJL151C,0.258223,0,1,0,204,1131,3679,87,0.76122329,0.152808989,0.701030928,0.235135135,0.764864865
YNL202W,0.258223,0,1,0,204,1132,3678,87,0.76102725,0.152694611,0.701030928,0.235343035,0.764656965
YER058W,0.258223,1,0,0,205,1132,3678,86,0.76122329,0.153328347,0.704467354,0.235343035,0.764656965
YOL060C,0.258223,1,0,0,206,1132,3678,85,0.76141933,0.153961136,0.70790378,0.235343035,0.764656965
YHR109W,0.258223,0,1,0,206,1133,3677,85,0.76122329,0.153846154,0.70790378,0.235550936,0.764449064
YDL154W,0.258223,0,1,0,206,1134,3676,85,0.76102725,0.153731343,0.70790378,0.235758836,0.764241164
YML050W,0.258223,0,1,0,206,1135,3675,85,0.76083121,0.153616704,0.70790378,0.235966736,0.764033264
YDR284C,0.258223,0,1,0,206,1136,3674,85,0.76063517,0.153502235,0.70790378,0.236174636,0.763825364
YKL197C,0.258223,0,1,0,206,1137,3673,85,0.76043913,0.153387937,0.70790378,0.236382536,0.763617464
YPL099C,0.258223,1,0,0,207,1137,3673,84,0.76063517,0.154017857,0.711340206,0.236382536,0.763617464
Q0045,0.258223,0,0,1,207,1137,3673,84,0.76063517,0.154017857,0.711340206,0.236382536,0.763617464
YMR312W,0.257864,0,1,0,207,1138,3672,84,0.76043913,0.153903346,0.711340206,0.236590437,0.763409563
YMR307W,0.257405,0,1,0,207,1139,3671,84,0.76024309,0.153789004,0.711340206,0.236798337,0.763201663
YIL002C,0.255615,0,1,0,207,1140,3670,84,0.76004705,0.153674833,0.711340206,0.237006237,0.762993763
YDR517W,0.255615,0,1,0,207,1141,3669,84,0.75985101,0.153560831,0.711340206,0.237214137,0.762785863
YNL173C,0.255278,0,1,0,207,1142,3668,84,0.75965497,0.153446998,0.711340206,0.237422037,0.762577963
YGL144C,0.255278,0,1,0,207,1143,3667,84,0.75945893,0.153333333,0.711340206,0.237629938,0.762370062
YMR160W,0.255278,0,1,0,207,1144,3666,84,0.75926289,0.153219837,0.711340206,0.237837838,0.762162162
YPL033C,0.255278,0,0,1,207,1144,3666,84,0.75926289,0.153219837,0.711340206,0.237837838,0.762162162
YGR143W,0.255278,0,1,0,207,1145,3665,84,0.75906685,0.153106509,0.711340206,0.238045738,0.761954262
YPR093C,0.255278,0,1,0,207,1146,3664,84,0.75887081,0.152993348,0.711340206,0.238253638,0.761746362
YNL128W,0.255278,0,1,0,207,1147,3663,84,0.75867477,0.152880355,0.711340206,0.238461538,0.761538462
YJL003W,0.255278,1,0,0,208,1147,3663,83,0.75887081,0.153505535,0.714776632,0.238461538,0.761538462
YJR034W,0.255278,1,0,0,209,1147,3663,82,0.75906685,0.154129794,0.718213058,0.238461538,0.761538462
YAL058W,0.255278,0,1,0,209,1148,3662,82,0.75887081,0.154016212,0.718213058,0.238669439,0.761330561
YAL044C,0.254828,0,1,0,209,1149,3661,82,0.75867477,0.153902798,0.718213058,0.238877339,0.761122661
YDR019C,0.254828,0,1,0,209,1150,3660,82,0.75847873,0.153789551,0.718213058,0.239085239,0.760914761
YKL152C,0.254828,0,1,0,209,1151,3659,82,0.75828269,0.153676471,0.718213058,0.239293139,0.760706861
YPL094C,0.254828,0,1,0,209,1152,3658,82,0.75808665,0.153563556,0.718213058,0.23950104,0.76049896
YJR009C,0.254828,0,1,0,209,1153,3657,82,0.75789061,0.153450808,0.718213058,0.23970894,0.76029106
YLR346C,0.254828,0,0,1,209,1153,3657,82,0.75789061,0.153450808,0.718213058,0.23970894,0.76029106
YDL157C,0.254003,0,0,1,209,1153,3657,82,0.75789061,0.153450808,0.718213058,0.23970894,0.76029106
YHR162W,0.254003,0,1,0,209,1154,3656,82,0.75769457,0.153338225,0.718213058,0.23991684,0.76008316
YBR025C,0.253005,0,1,0,209,1155,3655,82,0.75749853,0.153225806,0.718213058,0.24012474,0.75987526
YDL106C,0.253005,0,1,0,209,1156,3654,82,0.75730249,0.153113553,0.718213058,0.24033264,0.75966736
YPR181C,0.253005,0,1,0,209,1157,3653,82,0.75710645,0.153001464,0.718213058,0.240540541,0.759459459
YKL201C,0.252366,0,1,0,209,1158,3652,82,0.75691041,0.152889539,0.718213058,0.240748441,0.759251559
YNL320W,0.252366,0,1,0,209,1159,3651,82,0.75671437,0.152777778,0.718213058,0.240956341,0.759043659
YJR100C,0.252366,1,0,0,210,1159,3651,81,0.75691041,0.15339664,0.721649485,0.240956341,0.759043659
YLL058W,0.252366,0,0,1,210,1159,3651,81,0.75691041,0.15339664,0.721649485,0.240956341,0.759043659
YBL030C,0.252366,0,1,0,210,1160,3650,81,0.75671437,0.153284672,0.721649485,0.241164241,0.758835759
YOR166C,0.252366,0,1,0,210,1161,3649,81,0.75651833,0.153172867,0.721649485,0.241372141,0.758627859
YDR022C,0.252366,1,0,0,211,1161,3649,80,0.75671437,0.153790087,0.725085911,0.241372141,0.758627859
YJR064W,0.252366,0,1,0,211,1162,3648,80,0.75651833,0.153678077,0.725085911,0.241580042,0.758419958
YMR062C,0.250646,0,0,1,211,1162,3648,80,0.75651833,0.153678077,0.725085911,0.241580042,0.758419958
YDR538W,0.250643,0,1,0,211,1163,3647,80,0.75632229,0.15356623,0.725085911,0.241787942,0.758212058
YFR041C,0.250643,0,1,0,211,1164,3646,80,0.75612625,0.153454545,0.725085911,0.241995842,0.758004158
YCR012W,0.250643,0,1,0,211,1165,3645,80,0.75593021,0.153343023,0.725085911,0.242203742,0.757796258
YBR138C,0.250419,0,0,1,211,1165,3645,80,0.75593021,0.153343023,0.725085911,0.242203742,0.757796258
YER071C,0.249485,0,1,0,211,1166,3644,80,0.75573417,0.153231663,0.725085911,0.242411642,0.757588358
YMR008C,0.249485,0,1,0,211,1167,3643,80,0.75553813,0.153120464,0.725085911,0.242619543,0.757380457
YBR301W,0.249485,0,1,0,211,1168,3642,80,0.75534209,0.153009427,0.725085911,0.242827443,0.757172557
YMR035W,0.249485,1,0,0,212,1168,3642,79,0.75553813,0.153623188,0.728522337,0.242827443,0.757172557
YJR151C,0.249485,0,1,0,212,1169,3641,79,0.75534209,0.153511948,0.728522337,0.243035343,0.756964657
YKL054C,0.247858,0,1,0,212,1170,3640,79,0.75514605,0.153400868,0.728522337,0.243243243,0.756756757
YJR111C,0.247334,0,1,0,212,1171,3639,79,0.75495001,0.153289949,0.728522337,0.243451143,0.756548857
YIL136W,0.247334,0,1,0,212,1172,3638,79,0.75475397,0.153179191,0.728522337,0.243659044,0.756340956
YER069W,0.247334,0,1,0,212,1173,3637,79,0.75455793,0.153068592,0.728522337,0.243866944,0.756133056
YAL005C,0.247334,1,0,0,213,1173,3637,78,0.75475397,0.153679654,0.731958763,0.243866944,0.756133056
YDR104C,0.246637,0,1,0,213,1174,3636,78,0.75455793,0.153568854,0.731958763,0.244074844,0.755925156
YDR387C,0.246637,0,1,0,213,1175,3635,78,0.75436189,0.153458213,0.731958763,0.244282744,0.755717256
YOR324C,0.246637,0,1,0,213,1176,3634,78,0.75416585,0.153347732,0.731958763,0.244490644,0.755509356
YDL069C,0.246637,1,0,0,214,1176,3634,77,0.75436189,0.153956835,0.735395189,0.244490644,0.755509356
YEL030W,0.246637,1,0,0,215,1176,3634,76,0.75455793,0.154565061,0.738831615,0.244490644,0.755509356
YGL006W,0.246637,0,1,0,215,1177,3633,76,0.75436189,0.154454023,0.738831615,0.244698545,0.755301455
YJR142W,0.246637,0,0,1,215,1177,3633,76,0.75436189,0.154454023,0.738831615,0.244698545,0.755301455
YER087W,0.246637,0,1,0,215,1178,3632,76,0.75416585,0.154343144,0.738831615,0.244906445,0.755093555
YGR227W,0.246637,0,1,0,215,1179,3631,76,0.75396981,0.154232425,0.738831615,0.245114345,0.754885655
YHR174W,0.246533,0,1,0,215,1180,3630,76,0.75377377,0.154121864,0.738831615,0.245322245,0.754677755
YLR085C,0.246533,0,1,0,215,1181,3629,76,0.75357773,0.154011461,0.738831615,0.245530146,0.754469854
YKL060C,0.246533,0,1,0,215,1182,3628,76,0.75338169,0.153901217,0.738831615,0.245738046,0.754261954
YLR104W,0.246533,0,1,0,215,1183,3627,76,0.75318565,0.15379113,0.738831615,0.245945946,0.754054054
YJL074C,0.246533,0,1,0,215,1184,3626,76,0.75298961,0.153681201,0.738831615,0.246153846,0.753846154
YGR192C,0.246533,0,1,0,215,1185,3625,76,0.75279357,0.153571429,0.738831615,0.246361746,0.753638254
YBR008C,0.246023,0,1,0,215,1186,3624,76,0.75259753,0.153461813,0.738831615,0.246569647,0.753430353
YCR066W,0.245321,0,1,0,215,1187,3623,76,0.75240149,0.153352354,0.738831615,0.246777547,0.753222453
YGR172C,0.245321,0,1,0,215,1188,3622,76,0.75220545,0.153243051,0.738831615,0.246985447,0.753014553
YOR270C,0.245321,0,1,0,215,1189,3621,76,0.75200941,0.153133903,0.738831615,0.247193347,0.752806653
YOL133W,0.245321,0,1,0,215,1190,3620,76,0.75181337,0.153024911,0.738831615,0.247401247,0.752598753
YOL140W,0.244067,0,0,1,215,1190,3620,76,0.75181337,0.153024911,0.738831615,0.247401247,0.752598753
YDR070C,0.244067,0,0,1,215,1190,3620,76,0.75181337,0.153024911,0.738831615,0.247401247,0.752598753
YFR045W,0.243819,0,1,0,215,1191,3619,76,0.75161733,0.152916074,0.738831615,0.247609148,0.752390852
YOR054C,0.243819,0,1,0,215,1192,3618,76,0.75142129,0.152807392,0.738831615,0.247817048,0.752182952
YKL140W,0.243819,0,1,0,215,1193,3617,76,0.75122525,0.152698864,0.738831615,0.248024948,0.751975052
YDR142C,0.243819,0,1,0,215,1194,3616,76,0.75102921,0.15259049,0.738831615,0.248232848,0.751767152
YDR486C,0.243819,0,1,0,215,1195,3615,76,0.75083317,0.15248227,0.738831615,0.248440748,0.751559252
YPL274W,0.243819,0,1,0,215,1196,3614,76,0.75063713,0.152374203,0.738831615,0.248648649,0.751351351
YPR128C,0.243819,0,1,0,215,1197,3613,76,0.75044109,0.152266289,0.738831615,0.248856549,0.751143451
YMR130W,0.243819,0,0,1,215,1197,3613,76,0.75044109,0.152266289,0.738831615,0.248856549,0.751143451
YPL077C,0.243819,0,0,1,215,1197,3613,76,0.75044109,0.152266289,0.738831615,0.248856549,0.751143451
YBR076W,0.243819,0,0,1,215,1197,3613,76,0.75044109,0.152266289,0.738831615,0.248856549,0.751143451
YOL109W,0.243819,0,1,0,215,1198,3612,76,0.75024505,0.152158528,0.738831615,0.249064449,0.750935551
YHR186C,0.243819,0,1,0,215,1199,3611,76,0.75004901,0.152050919,0.738831615,0.249272349,0.750727651
YIR022W,0.243819,0,1,0,215,1200,3610,76,0.74985297,0.151943463,0.738831615,0.249480249,0.750519751
YPL051W,0.242809,0,1,0,215,1201,3609,76,0.74965693,0.151836158,0.738831615,0.24968815,0.75031185
YMR272C,0.242809,0,1,0,215,1202,3608,76,0.74946089,0.151729005,0.738831615,0.24989605,0.75010395
YPL234C,0.242809,0,1,0,215,1203,3607,76,0.74926485,0.151622003,0.738831615,0.25010395,0.74989605
