Gene,Index
YIL094C,1622
YDR276C,1623
YAR031W,1624
YLR342W-A,1625
YGR276C,1626
YLR231C,1627
YOR113W,1628
YLR315W,1629
YBR162W-A,1630
YHR152W,1631
YGL175C,1632
YPL059W,1633
YIR027C,1634
YGR198W,1635
tS(AGA)D1,1636
YMR284W,1637
YOR011W-A,1638
YHL048W,1639
YDR283C,1640
YDR210W-C,1641
YAR071W,1642
YPR034W,1643
YFR005C,1644
tS(AGA)A,1645
YOL144W,1646
YBR155W,1647
YDL192W,1648
YAR027W,1649
YPR134W,1650
YDR037W,1651
YDL183C,1652
YPR069C,1653
YOL052C,1654
YDL047W,1655
YPR004C,1656
snR30,1657
GRD10,1658
YOR356W,1659
YDR497C,1660
YGL038C,1661
YHL021C,1662
YLR364W,1663
YBR248C,1664
YHR053C,1665
YBR273C,1666
YKL092C,1667
YCR091W,1668
YKL211C,1669
YKL003C,1670
YBR219C,1671
YER121W,1672
YNL062C,1673
YLR194C,1674
YBR221W-A,1675
YFL040W,1676
YGR020C,1677
YDR151C,1678
YBR077C,1679
YJR120W,1680
YNL094W,1681
YER154W,1682
YDR027C,1683
YER083C,1684
YGR038C-B,1685
YLR157W-E,1686
MEL9,1687
snR51,1688
YPL056C,1689
YLL058W,1690
YDL005C,1691
YFL042C,1692
YJR092W,1693
YFL035C-B,1694
YBR050C,1695
YLL027W,1696
YER086W,1697
YPL230W,1698
YJL051W,1699
YIL175W,1700
YEL011W,1701
YLR002C,1702
YFL024C,1703
YBR032W,1704
YER144C,1705
YDL235C,1706
YOR374W,1707
YGR232W,1708
YGL189C,1709
YJL192C,1710
YKL146W,1711
YGR222W,1712
YPL038W,1713
YGR065C,1714
snR48,1715
YHR205W,1716
YDR341C,1717
YOR132W,1718
YGR215W,1719
YCR075W-A,1720
tG(GCC)M,1721
YMR121C,1722
YGL207W,1723
YKL112W,1724
tD(GUC)J3,1725
YML003W,1726
YPL241C,1727
YLR222C,1728
YLR313C,1729
YEL002C,1730
YER145C-A,1731
YKL164C,1732
YMR056C,1733
YDL083C,1734
YDR419W,1735
YNL036W,1736
YJR144W,1737
YLR265C,1738
YDL078C,1739
YJR117W,1740
YCR060W,1741
YGR109W-B,1742
YGL006W-A,1743
tP(UGG)N2,1744
YPR082C,1745
YFL028C,1746
YHR187W,1747
YPL200W,1748
YBR026C,1749
YDR034C-A,1750
YKR010C,1751
YGR207C,1752
tA(AGC)K1,1753
YMR194W,1754
YLL021W,1755
YGL120C,1756
YOR111W,1757
YOR214C,1758
YPL029W,1759
YNL092W,1760
YHL049C,1761
YPL064C,1762
YNL048W,1763
YNL071W,1764
YPL143W,1765
YLL051C,1766
YIR032C,1767
YPL147W,1768
YJR004C,1769
YGR154C,1770
YBL016W,1771
YAR066W,1772
YNR058W,1773
YDL156W,1774
YGL016W,1775
YDL167C,1776
YGL092W,1777
YDR297W,1778
YJR048W,1779
YLR399C,1780
YLR307W,1781
YPL071C,1782
YDR508C,1783
YPL193W,1784
YLR417W,1785
YPL139C,1786
YDL125C,1787
YJL167W,1788
YGR277C,1789
YJL218W,1790
YBR019C,1791
YJR094W-A,1792
YNL030W,1793
YJL098W,1794
OSR10,1795
YJR051W,1796
YDR443C,1797
YGR089W,1798
YLR393W,1799
YHR104W,1800
YGL054C,1801
tK(CUU)C,1802
YNL118C,1803
YDR036C,1804
YOR192C-C,1805
YDL093W,1806
YKL074C,1807
YMR049C,1808
YDR361C,1809
YNR077C,1810
YDL225W,1811
YEL068C,1812
YOR360C,1813
YML054C,1814
YBR136W,1815
YPL086C,1816
YKL035W,1817
YKR084C,1818
YPR062W,1819
YCR044C,1820
YER122C,1821
YOR057W,1822
YPL077C,1823
YJR006W,1824
YFL056C,1825
YJL065C,1826
YGL049C,1827
YMR254C,1828
tK(CUU)E1,1829
YLR368W,1830
SCH1,1831
YDR380W,1832
YGL146C,1833
YLR290C,1834
YJR124C,1835
YIR021W-A,1836
YGL251C,1837
YLR115W,1838
YMR181C,1839
YJL042W,1840
YER170W,1841
YDL028C,1842
YML069W,1843
YML105C,1844
YEL030W,1845
YGL064C,1846
YHR051W,1847
YMR261C,1848
YDR450W,1849
YDL226C,1850
YML104C,1851
YHL003C,1852
YIL046W-A,1853
YJL097W,1854
YDR105C,1855
YNL309W,1856
YLR022C,1857
YEL015W,1858
YOL075C,1859
YHR195W,1860
YGL075C,1861
YGR210C,1862
YER095W,1863
YIL008W,1864
YLR405W,1865
YOR141C,1866
YKL126W,1867
YPL001W,1868
YGR103W,1869
YCR033W,1870
YCL020W,1871
YJL062W,1872
YJR116W,1873
YBL015W,1874
YNL240C,1875
YPR047W,1876
OSR3,1877
YOR363C,1878
YOR046C,1879
YAL033W,1880
tK(CUU)K,1881
YMR017W,1882
YNL248C,1883
YLR242C,1884
YGL060W,1885
YER187W,1886
YNL313C,1887
tT(AGU)I1,1888
YPR018W,1889
YDR005C,1890
YCL002C,1891
YPL170W,1892
YPL160W,1893
YGL231C,1894
YGL219C,1895
YOR168W,1896
YPL037C,1897
GRD17,1898
YNL304W,1899
YEL057C,1900
YOR260W,1901
YPR037C,1902
YBR195C,1903
AWA1,1904
YGR134W,1905
YBL034C,1906
YHR007C,1907
tS(GCU)F,1908
YHR214W-F,1909
YCL001W,1910
YLR391W-A,1911
YGR077C,1912
YHR064C,1913
YNR067C,1914
YGL023C,1915
YBR253W,1916
YOR197W,1917
YGL180W,1918
YPL172C,1919
YNL108C,1920
YNL238W,1921
YLL009C,1922
YBR140C,1923
YOL089C,1924
YBR123C,1925
YMR174C,1926
YML045W-A,1927
YJL186W,1928
YAR033W,1929
YPR027C,1930
YLR157W-C,1931
YLR209C,1932
YMR311C,1933
YPL011C,1934
YNL265C,1935
YLR024C,1936
YGL188C-A,1937
YBL099W,1938
YPR121W,1939
YMR136W,1940
YNL047C,1941
YGL041C-B,1942
YHR171W,1943
MEL10,1944
YGR120C,1945
YDR210W-B,1946
YPL249C-A,1947
YEL075C,1948
tE(UUC)C,1949
YDR012W,1950
YFR048W,1951
YDL088C,1952
YLR188W,1953
YGR012W,1954
YIR018C-A,1955
YPR031W,1956
YBR128C,1957
YPL214C,1958
tY(GUA)M1,1959
YPL101W,1960
YPR023C,1961
YNL097C-B,1962
YFL018C,1963
YLR429W,1964
YGR108W,1965
YMR130W,1966
YOL054W,1967
tE(UUC)E3,1968
YBR030W,1969
YPR187W,1970
YPR162C,1971
YML032C,1972
YGL063W,1973
YAL032C,1974
YKL098W,1975
YHR219W,1976
YFL062W,1977
YER099C,1978
YGR080W,1979
YHR109W,1980
YBR081C,1981
YLR385C,1982
snR7-S,1983
YDR176W,1984
YDL039C,1985
YCL009C,1986
YPL063W,1987
YNL064C,1988
YDR175C,1989
YDR025W,1990
YOR340C,1991
YDR237W,1992
YGR014W,1993
YKL045W,1994
YKL207W,1995
YDR077W,1996
YKL028W,1997
YBR243C,1998
YNL139C,1999
YER186C,2000
YDR328C,2001
YHL031C,2002
YIL042C,2003
YFR013W,2004
tL(UAA)Q,2005
YBR028C,2006
YGL131C,2007
YOR220W,2008
YHR200W,2009
YDL193W,2010
URR3,2011
YDR118W,2012
YDR428C,2013
YNL073W,2014
YER075C,2015
YDR180W,2016
YJL137C,2017
YAL012W,2018
YLL063C,2019
YKL016C,2020
YNL070W,2021
YOR240W,2022
YBL111C,2023
YFL044C,2024
YOR296W,2025
YML125C,2026
YJL008C,2027
YMR107W,2028
YDL229W,2029
YLR047C,2030
YIR018W,2031
YGR144W,2032
YKR034W,2033
YGL166W,2034
YNL041C,2035
YMR089C,2036
MEL2,2037
YMR156C,2038
YGR256W,2039
YOL085C,2040
YHL047C,2041
YPR180W,2042
YBR111C,2043
YOR284W,2044
YOR027W,2045
YMR045C,2046
YNL173C,2047
YPR109W,2048
YKL067W,2049
YOR120W,2050
YLL039C,2051
YOR372C,2052
YLR367W,2053
YPR036W,2054
YHR019C,2055
YER102W,2056
tQ(UUG)D2,2057
YMR154C,2058
YDL082W,2059
YNL148C,2060
YLR210W,2061
YGR110W,2062
YIR031C,2063
YBR137W,2064
YMR044W,2065
YPL135W,2066
YFL011W-A,2067
YPR201W,2068
YNR036C,2069
YER008C,2070
tY(GUA)J1,2071
YPR118W,2072
YNR047W,2073
YNL322C,2074
YER109C,2075
YJL223C,2076
YLR104W,2077
YBR119W,2078
YCL001W-A,2079
GRD18,2080
YKL023C-A,2081
YER106W,2082
YKL019W,2083
tR(UCU)D,2084
YLR420W,2085
YNL067W-B,2086
tG(CCC)O,2087
YBL044W,2088
YDR091C,2089
YMR123W,2090
YKR088C,2091
YOL060C,2092
YKR091W,2093
YFR009W,2094
YDL009C,2095
YNL066W,2096
YLR154C,2097
YOR065W,2098
YER181C,2099
YJR122W,2100
YAR070W-A,2101
YGR169C-C,2102
YDR461C-A,2103
YDR261W-B,2104
YLR244C,2105
snR79,2106
YJR099W,2107
YGR195W,2108
YLR379W-A,2109
YNL035C,2110
YNL299W,2111
YKL192C,2112
YDR007W,2113
YMR188C,2114
YPL098C,2115
YGL080W,2116
YBR274W,2117
YGR027C,2118
YCL058W-A,2119
YDR028C,2120
YPL065W,2121
YHR117W,2122
YNL122C,2123
YHR103W,2124
YNL104C,2125
YNL284C-B,2126
YNL003C,2127
YBL081W,2128
YPR156C,2129
YHR127W,2130
YGR180C,2131
YBR065C,2132
YOR195W,2133
YMR058W,2134
YOR216C,2135
YJL157C,2136
YPR141C,2137
YJR100C,2138
tH(GUG)M,2139
snR10,2140
YML071C,2141
YMR313C,2142
YDR392W,2143
YER063W,2144
YER019C-A,2145
YPL273W,2146
YKR106W,2147
YDL003W,2148
YKL078W,2149
YPL089C,2150
YMR002W,2151
YOL146W,2152
YHR018C,2153
YHR169W,2154
YOR217W,2155
YGL095C,2156
YAR019C,2157
YIL074C,2158
YCR024C-B,2159
YMR282C,2160
YEL056W,2161
YLR023C,2162
YOL113W,2163
YAL026C,2164
YKL012W,2165
YAL040C,2166
YDL173W,2167
YAL016W,2168
YDR038C,2169
YMR152W,2170
tP(AGG)N,2171
YKL209C,2172
YNL039W,2173
YPR203W,2174
YMR064W,2175
YEL017C-A,2176
YCR084C,2177
YIL087C,2178
YMR102C,2179
YOR232W,2180
YMR143W,2181
YHR017W,2182
YHR043C,2183
YDR130C,2184
YBR279W,2185
YOR034C-A,2186
YPR108W-A,2187
YPL016W,2188
YDR242W,2189
YEL029C,2190
YDL043C,2191
YML111W,2192
YKR007W,2193
YLL033W,2194
YER171W,2195
YDL206W,2196
YDR255C,2197
YOR015W,2198
YLR088W,2199
YCL030C,2200
YGR240C,2201
YJL094C,2202
YBL019W,2203
YJL125C,2204
YBR295W,2205
YGR216C,2206
YOR389W,2207
YKL184W,2208
YPR139C,2209
YOL161C,2210
YOR116C,2211
YHR007C-A,2212
YDL147W,2213
YCL067C,2214
YGR109W-A,2215
YDR121W,2216
YLL018C-A,2217
YBL059W,2218
snR67,2219
YIL017C,2220
YCR061W,2221
R0030W,2222
YPL103C,2223
YDR386W,2224
YML101C,2225
YDR427W,2226
YOR247W,2227
YLR397C,2228
YNR064C,2229
YDR049W,2230
tM(CAU)D,2231
YOL107W,2232
YLR332W,2233
YHR194W,2234
YIL103W,2235
YMR084W,2236
YLR449W,2237
YLR084C,2238
YMR125W,2239
YLR146C,2240
YGL174W,2241
YPR178W,2242
snR77,2243
YNL243W,2244
YPL215W,2245
YAR007C,2246
YGR271W,2247
YBR009C,2248
YGR100W,2249
tE(UUC)G3,2250
YHR001W,2251
YDL079C,2252
YBR108W,2253
Q0050,2254
YDR127W,2255
YPL115C,2256
YAL002W,2257
YDR357C,2258
YAL001C,2259
YKL166C,2260
YOL080C,2261
YCL038C,2262
YOR194C,2263
YIL050W,2264
YGR188C,2265
tV(CAC)D,2266
YDR217C,2267
tQ(UUG)H,2268
YCR094W,2269
YDL104C,2270
YPL235W,2271
YBR228W,2272
YLL062C,2273
RDN58,2274
YBL091C-A,2275
YGR153W,2276
YOR188W,2277
YDR356W,2278
YER055C,2279
tE(UUC)I,2280
YLL031C,2281
YHR210C,2282
YCL074W,2283
YKL070W,2284
YPL183C,2285
YHR066W,2286
YPL256C,2287
YMR257C,2288
tM(CAU)M,2289
YFL002C,2290
YDR145W,2291
YBR227C,2292
YER058W,2293
YKL120W,2294
YGL085W,2295
YDR137W,2296
YML031W,2297
YDL128W,2298
YGR243W,2299
YBL040C,2300
YHR075C,2301
YDR308C,2302
YMR101C,2303
YMR162C,2304
YNL327W,2305
YCR108C,2306
YJR009C,2307
YER105C,2308
YJR111C,2309
YOR144C,2310
YDR437W,2311
YEL028W,2312
YIL083C,2313
YCR073C,2314
YNL297C,2315
YIL111W,2316
YLR403W,2317
YDR474C,2318
YGR128C,2319
YJL133W,2320
YPR078C,2321
YBR090C,2322
YGL163C,2323
MEL1,2324
YBR062C,2325
YGR070W,2326
YOR339C,2327
YJR002W,2328
YJR046W,2329
YPR048W,2330
YBL071W-A,2331
YAL056W,2332
YNL137C,2333
YKL061W,2334
YGL001C,2335
YKL189W,2336
BST3,2337
YCR095W-A,2338
tV(AAC)E1,2339
YIL026C,2340
YNL241C,2341
YHR122W,2342
tG(UCC)O,2343
YLR419W,2344
YFL027C,2345
YCR002C,2346
YPR127W,2347
YGL019W,2348
YLR055C,2349
YBL080C,2350
YDR278C,2351
YKL040C,2352
YOR091W,2353
YDR231C,2354
YOL126C,2355
YDR061W,2356
YDL064W,2357
YHR002W,2358
YOR238W,2359
YPR122W,2360
snR18,2361
tH(GUG)H,2362
YOR157C,2363
YMR304W,2364
YKR045C,2365
tP(UGG)F,2366
YJR039W,2367
YNL336W,2368
YNL231C,2369
YLR359W,2370
YPL210C,2371
YER048C,2372
YKR013W,2373
YLR306W,2374
YNL156C,2375
tA(UGC)E,2376
YBR185C,2377
YMR183C,2378
YAL039C,2379
YNR033W,2380
YPL138C,2381
YDR381C-A,2382
YKL161C,2383
YNL256W,2384
YOR367W,2385
YDR312W,2386
YAR069W-A,2387
YLR233C,2388
YBL072C,2389
YOL019W-A,2390
YPL167C,2391
YDR066C,2392
YJR010W,2393
YPL191C,2394
YDL195W,2395
tI(AAU)N1,2396
YER168C,2397
YAL059W,2398
YCR106W,2399
YFL007W,2400
YPR055W,2401
YOL086W-A,2402
YKL103C,2403
YHR027C,2404
YHR110W,2405
YAL021C,2406
YCL031C,2407
YBR018C,2408
tR(UCU)G2,2409
YPL047W,2410
YGR043C,2411
YHR030C,2412
YPR065W,2413
YBR053C,2414
YGR234W,2415
YHR057C,2416
YDR144C,2417
YDL036C,2418
YMR133W,2419
YDL159W,2420
YFL029C,2421
YLR275W,2422
YAL055W,2423
snR61,2424
YGL205W,2425
YDR524C-B,2426
tK(UUU)O,2427
YML043C,2428
YGR071C,2429
YDL057W,2430
YNL078W,2431
GRD14,2432
YKL194C,2433
YDR334W,2434
YLR442C,2435
YDL134C,2436
YOL038C-A,2437
YKR083C,2438
YDL161W,2439
YOR008C-A,2440
YML080W,2441
YDR534C,2442
YGR003W,2443
YHR111W,2444
YPR070W,2445
YPL126W,2446
YBR187W,2447
YOR032W-A,2448
YER161C,2449
YOR009W,2450
YPR025C,2451
YBR281C,2452
YMR289W,2453
YOL056W,2454
YOL159C-A,2455
AUT6,2456
YLR253W,2457
YNL207W,2458
YMR182W-A,2459
YGR174C,2460
YOR276W,2461
YDR403W,2462
tA(UGC)A,2463
YJR027W,2464
YLR376C,2465
YML072C,2466
snR75,2467
YDR272W,2468
YPR137C-A,2469
YBL092W,2470
YNL289W,2471
YLR246W,2472
YGR113W,2473
YLR461W,2474
YKR059W,2475
YLR105C,2476
YLR106C,2477
YLR321C,2478
YHR144C,2479
YIL009C-A,2480
YGL200C,2481
YNR023W,2482
YIL156W-B,2483
YJR062C,2484
YKL058W,2485
YMR281W,2486
YLR060W,2487
YCR073W-A,2488
YPL224C,2489
YGL210W,2490
YDL197C,2491
YNL254C,2492
YDR205W,2493
YML098W,2494
YHL042W,2495
YGL073W,2496
YER137C-A,2497
YGR161W-C,2498
OSR2,2499
YMR134W,2500
YMR063W,2501
tC(GCA)P1,2502
YMR018W,2503
YBR056W-A,2504
YKL096W,2505
YDR092W,2506
YPL027W,2507
YBR142W,2508
YOR344C,2509
YDR304C,2510
YIL056W,2511
tT(UGU)G1,2512
YHR176W,2513
YOR390W,2514
YNR026C,2515
YGR067C,2516
YGR208W,2517
Q0110,2518
YKR037C,2519
YOR349W,2520
YGL236C,2521
YOR147W,2522
YIL118W,2523
YKL198C,2524
YEL066W,2525
YLL012W,2526
YGR068C,2527
YFR042W,2528
YPL217C,2529
YDL046W,2530
YDR388W,2531
YIR009W,2532
YBR302C,2533
YOR212W,2534
YPL234C,2535
YKL135C,2536
YOL034W,2537
YOR077W,2538
YLR185W,2539
YNL029C,2540
YNL334C,2541
YML087C,2542
snR82,2543
tS(GCU)L,2544
YML037C,2545
YPL231W,2546
YDR140W,2547
YJR123W,2548
YKL049C,2549
YIL139C,2550
YOR071C,2551
YPL264C,2552
YER032W,2553
YER139C,2554
YCR037C,2555
YKR067W,2556
YDL181W,2557
YLR234W,2558
YMR295C,2559
YOR034C,2560
YDR246W-A,2561
YHR181W,2562
YLR404W,2563
YDR288W,2564
YLR075W,2565
YML095C,2566
YER012W,2567
tL(GAG)G,2568
YKL034W,2569
YNL130C,2570
YJL199C,2571
YPL094C,2572
YLR183C,2573
YGR133W,2574
YOR012W,2575
YMR014W,2576
YJL070C,2577
YGL156W,2578
YLR448W,2579
YGR252W,2580
YBR230C,2581
YLR418C,2582
YHR025W,2583
YPL014W,2584
YLR388W,2585
YOR204W,2586
YHR193C,2587
YPL091W,2588
YGL196W,2589
YGR161C,2590
YMR247W-A,2591
YNL052W,2592
YLR192C,2593
YMR001C-A,2594
YMR169C,2595
YGR024C,2596
YIL130W,2597
YLR098C,2598
YBR262C,2599
YPL207W,2600
YJR017C,2601
YPL100W,2602
YAR009C,2603
YHR080C,2604
YER064C,2605
YJL106W,2606
YOR355W,2607
YGL112C,2608
YNR066C,2609
tN(GUU)P,2610
YPL080C,2611
YNL264C,2612
tI(UAU)L,2613
YFR040W,2614
YOR044W,2615
YCL051W,2616
YLR460C,2617
YDL089W,2618
YBL045C,2619
YOL047C,2620
YHR082C,2621
YDR233C,2622
tL(UAG)L2,2623
YML099C,2624
YDL236W,2625
YEL041W,2626
YJL210W,2627
YKL033W-A,2628
YAL044W-A,2629
YGL135W,2630
YNL259C,2631
YER120W,2632
YOL015W,2633
YDR115W,2634
YHR022C,2635
YMR081C,2636
YCR009C,2637
YIL169C,2638
YOR253W,2639
YDL031W,2640
YPL222W,2641
tF(GAA)F,2642
YAR028W,2643
YDR204W,2644
YKR095W-A,2645
YDR398W,2646
YGL062W,2647
YPR133W-A,2648
YIL054W,2649
YER190C-B,2650
YGL168W,2651
YDR512C,2652
YJL050W,2653
YGR173W,2654
YPL257W,2655
YNL098C,2656
YBR197C,2657
YFR012W-A,2658
YBL095W,2659
YLL048C,2660
YBR265W,2661
YOR142W,2662
YOL065C,2663
YEL018W,2664
YDR331W,2665
snR34,2666
YPR155C,2667
YFR017C,2668
YDL234C,2669
YDR349C,2670
snR84,2671
YPL120W,2672
YLR025W,2673
tR(ACG)L,2674
YDR194C,2675
YHR119W,2676
YBR244W,2677
MAL23,2678
YPR151C,2679
YOR032C,2680
YJL085W,2681
YLR260W,2682
YDL070W,2683
YOR279C,2684
YLR257W,2685
YLR071C,2686
YHL027W,2687
YMR023C,2688
YMR315W,2689
YDR344C,2690
YNL115C,2691
YPR040W,2692
tA(AGC)L,2693
YAL022C,2694
YKL196C,2695
YCR066W,2696
YJL029C,2697
YEL038W,2698
YLR353W,2699
YKL158W,2700
YMR161W,2701
YGR168C,2702
YNL252C,2703
YER059W,2704
YKL081W,2705
YGR177C,2706
YPL008W,2707
YLR082C,2708
SME3,2709
snR50,2710
YNL063W,2711
YLR447C,2712
YLR212C,2713
YDR424C,2714
YPL137C,2715
YCL027C-A,2716
YER053C,2717
YML097C,2718
YML025C,2719
YMR310C,2720
YER087W,2721
YKL096C-B,2722
YLR351C,2723
YDR240C,2724
YLR256W,2725
YER166W,2726
YPR073C,2727
YLL026W,2728
YER180C,2729
YKR078W,2730
YOR180C,2731
YMR191W,2732
YPL146C,2733
YDR211W,2734
YJR106W,2735
YKL143W,2736
YDR213W,2737
YFR053C,2738
YDR263C,2739
YNL215W,2740
tT(AGU)N1,2741
YGL232W,2742
YKL188C,2743
YPR080W,2744
YKR008W,2745
YPL105C,2746
YER045C,2747
tV(AAC)M3,2748
YDR249C,2749
YDL242W,2750
YCR053W,2751
YOL164W-A,2752
YIL172C,2753
tR(CCU)J,2754
YBR023C,2755
YER135C,2756
YCL018W,2757
YKR055W,2758
YDR346C,2759
YIL027C,2760
YER163C,2761
YNL166C,2762
YLR316C,2763
YOL088C,2764
YLR303W,2765
YOR295W,2766
YLR102C,2767
YDR365W-A,2768
YBL100W-C,2769
YLR208W,2770
YNL032W,2771
YPL275W,2772
YJL077W-B,2773
YLR090W,2774
YLR050C,2775
YDR068W,2776
YLR437C,2777
YKL013C,2778
YGL116W,2779
YDR006C,2780
YNR039C,2781
YCL064C,2782
YHR131C,2783
YML109W,2784
YPR125W,2785
YLR160C,2786
YCL068C,2787
YKL099C,2788
YGR178C,2789
YLR276C,2790
YKL208W,2791
YPR094W,2792
YPL165C,2793
YBR264C,2794
YMR144W,2795
YLR318W,2796
YPL023C,2797
YBR092C,2798
YGL002W,2799
YOR387C,2800
YML040W,2801
YNL031C,2802
YEL036C,2803
YAL061W,2804
YNL220W,2805
YDR098C,2806
YJL037W,2807
YFR010W,2808
YIL157C,2809
YNL323W,2810
YPR041W,2811
YER013W,2812
YPR110C,2813
YLR371W,2814
tI(AAU)E2,2815
YHL007C,2816
YJL123C,2817
YGR142W,2818
YHR004C,2819
YMR190C,2820
YML100W,2821
YJL208C,2822
YLR007W,2823
YLR031W,2824
YPL149W,2825
YJL025W,2826
YCL061C,2827
YLR296W,2828
YGR223C,2829
YFL014W,2830
YJL126W,2831
YOR254C,2832
YBR171W,2833
YIL022W,2834
YKL073W,2835
YKL050C,2836
YAL020C,2837
YHR177W,2838
YDL246C,2839
YNR075C-A,2840
YJL205C-A,2841
YIL041W,2842
YMR236W,2843
YLR036C,2844
YER026C,2845
YOR270C,2846
YGR248W,2847
YPL045W,2848
YJL207C,2849
YFR030W,2850
YLR245C,2851
YOR056C,2852
YDR179C,2853
YBR070C,2854
YOL077W-A,2855
YHR050W-A,2856
YLR151C,2857
YOR098C,2858
YOL154W,2859
YGL190C,2860
YNL016W,2861
YHL006C,2862
YDR266C,2863
YCR105W,2864
YMR115W,2865
YDL075W,2866
YPL220W,2867
YJL114W,2868
YLR077W,2869
YLR095C,2870
YHR011W,2871
YDR292C,2872
YCL069W,2873
YDL065C,2874
YAL028W,2875
YBR235W,2876
YGR229C,2877
YLR297W,2878
YJR014W,2879
YJL038C,2880
YOR101W,2881
YNL143C,2882
YLR145W,2883
YOR208W,2884
YDR414C,2885
YGL198W,2886
YML049C,2887
YJL007C,2888
YHL017W,2889
YGL240W,2890
YGL229C,2891
YKR082W,2892
YLR096W,2893
YKL206C,2894
YNR017W,2895
YKL138C,2896
YLR309C,2897
YOR289W,2898
YGL256W,2899
YBL011W,2900
YBR115C,2901
YIL101C,2902
YPL281C,2903
YJL189W,2904
YKL122C,2905
YMR037C,2906
YDR179W-A,2907
YJL107C,2908
YPL229W,2909
YML128C,2910
YEL047C,2911
YPL173W,2912
YJL077C,2913
YBR013C,2914
YER021W,2915
YHR151C,2916
YDL045C,2917
YGL153W,2918
YDL201W,2919
YFR014C,2920
YJL108C,2921
YLR142W,2922
YER119C,2923
YDL037C,2924
YEL044W,2925
YJL076W,2926
tK(UUU)G2,2927
YHL001W,2928
YDR383C,2929
YML038C,2930
YPR154W,2931
YHR163W,2932
YJL172W,2933
YGR296W,2934
YPR157W,2935
YLR382C,2936
YJL176C,2937
YER153C,2938
YPL123C,2939
YOR052C,2940
YPL199C,2941
YDR284C,2942
YPL270W,2943
YBR156C,2944
snR5,2945
YML114C,2946
YIL135C,2947
YDR044W,2948
YNL146W,2949
YBR215W,2950
YGL050W,2951
YGR191W,2952
YNR053C,2953
YKL108W,2954
YOR028C,2955
YMR288W,2956
YFL002W-B,2957
YKL148C,2958
YNL272C,2959
YPL175W,2960
YLR413W,2961
YNL339C,2962
YBL046W,2963
YLR450W,2964
YHR050W,2965
YPR173C,2966
YPL208W,2967
YKL027W,2968
YJL181W,2969
YDL185W,2970
YCR008W,2971
YOL125W,2972
OSR8,2973
YJL112W,2974
YNL335W,2975
YBR007C,2976
tD(GUC)J4,2977
YMR105C,2978
YDR507C,2979
YGL014W,2980
YOL121C,2981
YML068W,2982
OSR9,2983
YBR291C,2984
YMR013C,2985
YER114C,2986
YBR165W,2987
YHR158C,2988
YPR186C,2989
YLR006C,2990
YIL109C,2991
YAL053W,2992
YOR008C,2993
YBL054W,2994
YPL176C,2995
YGR147C,2996
YDR457W,2997
YEL063C,2998
YMR265C,2999
YNR073C,3000
YHR088W,3001
YER115C,3002
YMR025W,3003
YGR292W,3004
YEL051W,3005
YFR018C,3006
YGL140C,3007
YNL002C,3008
YHR107C,3009
YJR032W,3010
YMR148W,3011
YDR481C,3012
YCL011C-A,3013
YPL179W,3014
YGR262C,3015
YDL049C,3016
YKL046C,3017
YBR222C,3018
YDR119W,3019
YBR006W,3020
YMR247C,3021
YLL046C,3022
YOR163W,3023
YBR094W,3024
YJL005W,3025
YGL243W,3026
YKL132C,3027
YMR006C,3028
YGL036W,3029
YGR091W,3030
YGL003C,3031
YHR132C,3032
YFL061W,3033
YDR390C,3034
YPL187W,3035
YMR173W,3036
YJL016W,3037
YLR064W,3038
YEL008W,3039
YKL093W,3040
YBR286W,3041
YDR132C,3042
YKL179C,3043
YOR209C,3044
YNL283C,3045
YCR079W,3046
YDL060W,3047
YHR115C,3048
YNL079C,3049
YMR132C,3050
tI(AAU)I2,3051
YNL211C,3052
YIR003W,3053
YHR133C,3054
YBR097W,3055
YHR148W,3056
YDL207W,3057
YJL036W,3058
YPL099C,3059
YMR297W,3060
YDR096W,3061
YPR009W,3062
YFL051C,3063
MEL8,3064
tY(GUA)O,3065
YMR325W,3066
YIL148W,3067
YPR135W,3068
YER074W-A,3069
YAL037C-A,3070
YOR266W,3071
tA(AGC)K2,3072
YJL225C,3073
YBL041W,3074
YGL136C,3075
YPR019W,3076
YBL108C-A,3077
YOL147C,3078
YPL245W,3079
YLR425W,3080
YJR043C,3081
tH(GUG)G1,3082
RRP2,3083
YPL119C-A,3084
YBR111W-A,3085
YCR020W-B,3086
YDR010C,3087
YEL012W,3088
Q0070,3089
YLR401C,3090
YIR039C,3091
YDL040C,3092
TSF1,3093
YLR155C,3094
YML052W,3095
YJR028W,3096
YER057C,3097
YIL014C-A,3098
YFL041W,3099
YNL165W,3100
YLR251W,3101
YMR051C,3102
YBL107C,3103
YNR043W,3104
YPR021C,3105
YIL018W,3106
YLR389C,3107
YPR181C,3108
YIL126W,3109
YJL061W,3110
YGL006W,3111
YPR158C-D,3112
tK(UUU)G1,3113
YGR109C,3114
YNL189W,3115
YCL025C,3116
YNL224C,3117
YHR146W,3118
YGL025C,3119
YOR233W,3120
YOR103C,3121
YNL152W,3122
YHR180W,3123
YBR205W,3124
YDR372C,3125
YJL158C,3126
YPL248C,3127
YGL070C,3128
YDR439W,3129
YDL106C,3130
tP(UGG)N1,3131
YDR279W,3132
YJR016C,3133
YNL202W,3134
YIL057C,3135
YDR243C,3136
YOR094W,3137
YAR015W,3138
YGR088W,3139
YBL005W-A,3140
YDR156W,3141
YMR141C,3142
YOR215C,3143
YGL255W,3144
tE(CUC)I,3145
YKR096W,3146
YLR030W,3147
