Dataset,Index
Thibault_2012_PMID_23000174\GSE39419_final.pcl,383
Thorsen_2007_PMID_17327492\GSE6068_setA_family.pcl,384
Thorsen_2007_PMID_17327492\GSE6129_set0_family.pcl,385
Thorsen_2007_PMID_17327492\GSE6129_set1_family.pcl,386
Thorsen_2007_PMID_17327492\GSE6129_set2_family.pcl,387
Thorsen_2007_PMID_17327492\GSE6129_set3_family.pcl,388
Tirosh_2008_PMID_18197176\GSE7525_set0_family.pcl,389
Tompa_2007_PMID_17179083\GSE4934_setA_family.pcl,390
Torres_2007_PMID_17702937\GSE7812_set0_family.pcl,391
Torres_2007_PMID_17702937\GSE7812_set1_family.pcl,392
Travers_2000_PMID_10847680\2010.unfolded_protein_response.pcl,393
Travesa_2012_PMID_22333915\GSE33695_final.pcl,394
Tu_2005_PMID_16254148\GSE3431_setA_family.pcl,395
Tyo_2012_PMID_22380681\GSE27062_final.pcl,396
Urban_2007_PMID_17560372\GSE7660_set0_family.pcl,397
Urban_2007_PMID_17560372\GSE7660_set1_family.pcl,398
Urban_2007_PMID_17560372\GSE7660_set2_family.pcl,399
van_Attikum_2004_PMID_15607975\2010.Ino80Arp8.pcl,400
van_Attikum_2004_PMID_15607975\2010.MMSresponse.pcl,401
van_den_Brink_2008_PMID_18304306\GSE8187_setA_family.pcl,402
Vemuri_2007_PMID_17287356\GSE6277_setA_family.pcl,403
Venkatasubrahmanyam_2007_PMID_17925448\GSE4826_setA_family.pcl,404
Verzijlbergen_2011_PMID_21998594\GSE30168_final.pcl,405
Vizoso-Vazquez_2012_PMID_22189861\GSE30046_final.pcl,406
Wang_2002_PMID_11972065\GSE2986_setA_family.pcl,407
Wenger_2011_PMID_21829391\GSE25081_final.pcl,408
Williams_2002_PMID_12370439\2010.Williams02.filter.flt.knn.avg.div.log.pcl,409
Willis_2008_PMID_18604275\GSE11397_setA_family.pcl,410
Wu_2008_PMID_18673560\GSE11983_setA_family.pcl,411
Wyrick_1999_PMID_10586882\2010.histone.pcl,412
Yamamoto_2005_PMID_15647283\2010.Yamamoto05.filter.flt.knn.avg.div.log.pcl,413
Yarragudi_2007_PMID_17158163\GSE6073_setA_family.pcl,414
Yeang_2005_PMID_15998451\2010.Yeang05.flt.knn.avg.pcl,415
Yiu_2008_PMID_18245757\GSE10018_set0_family.pcl,416
Yiu_2008_PMID_18245757\GSE10018_set1_family.pcl,417
Yiu_2008_PMID_18245757\GSE10018_set2_family.pcl,418
Yiu_2008_PMID_18245757\GSE10018_set3_family.pcl,419
Yona_2012_PMID_23197825\GSE40817_final.pcl,420
Yoshimoto_2002_PMID_12058033\2010.Yoshimoto02_Ca.flt.knn.avg.pcl,421
Yoshimoto_2002_PMID_12058033\2010.Yoshimoto02_Na.flt.knn.avg.pcl,422
Yun_2000_PMID_10744769\2010.Yun00.flt.knn.avg.pcl,423
Yu_2006_PMID_16461773\GSE4135_setA_family.pcl,424
Zhang_2011_PMID_22068328\GSE24421_final.pcl,425
Zhou_2011_PMID_21700227\GSE23580_final.pcl,426
Zhu_2000_PMID_10894548\GSE3182_setA_family.pcl,427
Zhu_2008_PMID_18552845\GSE11111_setA_family.pcl,428
Zhu_2009_PMID_19158363\GSE13684_setA_family.pcl,429
