GO Term ID,GO Term Name,Num GO Term Annos,NN Nes,NN q-value,MEFIT NES,MEFIT q-value,NES Difference
GO:0071852,fungal-type cell wall organization or biogenesis,232,-1.410927869,0.324267513,-2.194519023,0.01499356,0.783591154
GO:0034219,carbohydrate transmembrane transport,38,-1.207895644,0.571840612,-1.994039424,0.043411304,0.78614378
GO:0006891,intra-Golgi vesicle-mediated transport,32,1.751000149,0.032018286,0.962578425,0.964053068,0.788421724
GO:0090114,COPII-coated vesicle budding,15,1.7832662,0.026289772,0.993008516,0.928760905,0.790257684
GO:0009260,ribonucleotide biosynthetic process,73,2.243867689,0.0002004,1.436752939,0.328853172,0.80711475
GO:0009272,fungal-type cell wall biogenesis,85,-1.130873779,0.676902282,-1.945665861,0.045660916,0.814792082
GO:0045333,cellular respiration,107,3.06178129,0,2.244954941,0.000306576,0.816826349
GO:0006694,steroid biosynthetic process,40,1.70978332,0.04068013,0.89066857,1,0.81911475
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,103,2.430025604,3.94E-05,1.606138791,0.154094366,0.823886812
GO:0015980,energy derivation by oxidation of organic compounds,158,2.61100966,0,1.785614166,0.048638585,0.825395494
GO:0007035,vacuolar acidification,29,2.291686696,0.000168125,1.466284565,0.300444779,0.825402131
GO:0032273,positive regulation of protein polymerization,13,1.677703343,0.049202245,0.846071707,1,0.831631636
GO:0031112,positive regulation of microtubule polymerization or depolymerization,13,1.677703343,0.049202245,0.845520173,1,0.83218317
GO:0008053,mitochondrial fusion,8,1.761773804,0.0298419,0.929471613,1,0.832302191
GO:0071629,cytoplasm protein quality control by the ubiquitin-proteasome system,9,1.679384366,0.048901261,0.838027982,1,0.841356383
GO:0048311,mitochondrion distribution,26,2.287987834,0.000168125,1.445275923,0.319739092,0.842711911
GO:0009152,purine ribonucleotide biosynthetic process,58,2.452225911,3.94E-05,1.608057383,0.153445288,0.844168528
GO:0032889,"regulation of vacuole fusion, non-autophagic",9,1.998680467,0.004819113,1.153925984,0.717848394,0.844754483
GO:0016560,"protein import into peroxisome matrix, docking",6,1.74459483,0.033239828,0.891841438,1,0.852753392
GO:1901663,quinone biosynthetic process,16,2.162169006,0.001019042,1.306946885,0.497504597,0.85522212
GO:0071554,cell wall organization or biogenesis,300,-1.251958493,0.515542552,-2.125717214,0.023207423,0.873758721
GO:0051651,maintenance of location in cell,42,1.845890535,0.017405066,0.970527942,0.953870151,0.875362592
GO:0032507,maintenance of protein location in cell,37,1.934900879,0.009040094,1.056218233,0.856524371,0.878682646
GO:0009141,nucleoside triphosphate metabolic process,67,2.213607605,0.000495613,1.330510008,0.465739148,0.883097597
GO:0051258,protein polymerization,48,1.720948025,0.038748945,0.837761742,1,0.883186283
GO:0016126,sterol biosynthetic process,39,1.759905448,0.030197074,0.876701434,1,0.883204015
GO:0006633,fatty acid biosynthetic process,28,1.877477733,0.013932002,0.980686333,0.945097832,0.896791401
GO:0006743,ubiquinone metabolic process,16,2.207172507,0.000581075,1.304969891,0.497504597,0.902202616
GO:1901661,quinone metabolic process,16,2.207172507,0.000581075,1.304969891,0.497504597,0.902202616
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,11,1.745093798,0.03321684,0.835849103,1,0.909244695
GO:0016226,iron-sulfur cluster assembly,25,1.817127332,0.021445602,0.906049551,1,0.911077781
GO:1901137,carbohydrate derivative biosynthetic process,236,1.930455366,0.009365596,1.01853355,0.894482883,0.911921816
GO:0006744,ubiquinone biosynthetic process,16,2.225811692,0.000309414,1.311900906,0.491056521,0.913910786
GO:0042181,ketone biosynthetic process,16,2.225811692,0.000309414,1.311900906,0.491056521,0.913910786
GO:1902600,proton transmembrane transport,80,2.63494623,0,1.72070765,0.074351174,0.91423858
GO:0034599,cellular response to oxidative stress,113,1.858751583,0.015907834,0.92974581,1,0.929005774
GO:0061025,membrane fusion,60,2.010901248,0.004458101,1.080450254,0.829013841,0.930450994
GO:0006996,organelle organization,1509,2.116335394,0.001662189,1.180160754,0.677493549,0.93617464
GO:0031163,metallo-sulfur cluster assembly,25,1.840657834,0.018060102,0.901139846,1,0.939517987
GO:0009067,aspartate family amino acid biosynthetic process,51,-1.005427467,0.834513003,-1.945798766,0.045660916,0.940371298
GO:0090407,organophosphate biosynthetic process,266,1.938214712,0.008847372,0.99726977,0.928760905,0.940944942
GO:0003333,amino acid transmembrane transport,48,-1.039271185,0.804938358,-1.981748791,0.045464342,0.942477606
GO:0043254,regulation of protein-containing complex assembly,82,2.105750306,0.001783837,1.160972865,0.709887008,0.944777441
GO:0006487,protein N-linked glycosylation,52,1.929544914,0.009365596,0.977561771,0.945097832,0.951983144
GO:0006898,receptor-mediated endocytosis,26,1.802327124,0.023326795,0.849258731,1,0.953068393
GO:0010821,regulation of mitochondrion organization,18,2.115081122,0.001674856,1.161793356,0.709887008,0.953287766
GO:0006986,response to unfolded protein,50,1.820222192,0.020991986,0.866637042,1,0.953585149
GO:0007346,regulation of mitotic cell cycle,149,-0.988491924,0.858323737,-1.942570915,0.045660916,0.954078991
GO:0045005,DNA-templated DNA replication maintenance of fidelity,29,-0.979336983,0.873548064,-1.936771101,0.047296983,0.957434118
GO:0090158,endoplasmic reticulum membrane organization,9,1.692174841,0.045407621,0.715617741,1,0.976557101
GO:0033365,protein localization to organelle,470,2.452951714,3.94E-05,1.464085852,0.302436499,0.988865861
GO:0008154,actin polymerization or depolymerization,21,2.370227928,5.33E-05,1.374302979,0.411215694,0.99592495
GO:0035967,cellular response to topologically incorrect protein,61,1.795183776,0.024499771,0.799185394,1,0.995998383
GO:0035966,response to topologically incorrect protein,69,1.926185649,0.00964752,0.926589311,1,0.999596338
GO:1901679,nucleotide transmembrane transport,15,1.791476809,0.024845017,0.791496745,1,0.999980064
GO:0030042,actin filament depolymerization,10,1.735445489,0.035596539,0.726594543,1,1.008850947
GO:0051646,mitochondrion localization,31,2.286065202,0.000168125,1.276156383,0.52734884,1.009908819
GO:0046907,intracellular transport,751,2.397626781,3.94E-05,1.386397358,0.398151523,1.011229423
GO:0045185,maintenance of protein location,43,2.012883962,0.004393875,1.00135396,0.926815884,1.011530002
GO:0006979,response to oxidative stress,130,1.776541965,0.027495359,0.76214271,1,1.014399256
GO:0051649,establishment of localization in cell,786,2.313738739,0.000106695,1.293319407,0.511765452,1.020419333
GO:0030041,actin filament polymerization,19,2.283817236,0.000168125,1.255464567,0.559151928,1.028352669
GO:0007039,protein catabolic process in the vacuole,13,-0.918793091,0.94982096,-1.94903423,0.045660916,1.030241139
GO:0010243,response to organonitrogen compound,82,1.717277249,0.039380359,0.678919314,1,1.038357935
GO:0006915,apoptotic process,40,1.838218652,0.018401749,0.794133721,1,1.044084931
GO:0016485,protein processing,50,2.446295926,3.94E-05,1.401467949,0.375290515,1.044827977
GO:0046580,negative regulation of Ras protein signal transduction,16,-0.932432625,0.939683908,-1.981101668,0.045464342,1.048669043
GO:1903146,regulation of autophagy of mitochondrion,8,1.700922571,0.04270554,0.646831355,1,1.054091216
GO:0009199,ribonucleoside triphosphate metabolic process,59,2.341952055,9.48E-05,1.285165302,0.519479778,1.056786754
GO:0051503,adenine nucleotide transport,31,1.770167478,0.028626345,0.704977987,1,1.065189492
GO:0031032,actomyosin structure organization,28,1.988168455,0.005351141,0.921336486,1,1.066831969
GO:1902532,negative regulation of intracellular signal transduction,45,-1.195626627,0.585967042,-2.266594937,0.01499356,1.070968311
GO:0015868,purine ribonucleotide transport,31,1.776656418,0.027495359,0.704977987,1,1.071678431
GO:0030433,ubiquitin-dependent ERAD pathway,52,1.911819885,0.010682193,0.833950204,1,1.077869681
GO:0098876,vesicle-mediated transport to the plasma membrane,40,1.870548396,0.014603678,0.791623746,1,1.07892465
GO:0006734,NADH metabolic process,14,1.850027097,0.016853553,0.770321457,1,1.07970564
GO:0048585,negative regulation of response to stimulus,64,-0.920607809,0.94982096,-2.008275164,0.042774269,1.087667355
GO:0051235,maintenance of location,59,2.034329568,0.003487387,0.945669751,0.990129376,1.088659817
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,164,2.045294953,0.003117336,0.955359741,0.973722195,1.089935211
GO:0009144,purine nucleoside triphosphate metabolic process,55,2.495638971,0,1.402687037,0.375059907,1.092951934
GO:0006862,nucleotide transport,39,1.923473378,0.009768111,0.828919637,1,1.094553741
GO:0000912,assembly of actomyosin apparatus involved in cytokinesis,22,1.874390706,0.014216127,0.779761791,1,1.094628915
GO:0007030,Golgi organization,37,2.555049423,0,1.455783518,0.310742792,1.099265905
GO:0071705,nitrogen compound transport,856,2.210005311,0.000558876,1.110122335,0.79103587,1.099882977
GO:0015865,purine nucleotide transport,32,1.82113842,0.020884468,0.720384561,1,1.100753859
GO:0008219,cell death,44,1.842512623,0.017813528,0.740322157,1,1.102190466
GO:0009205,purine ribonucleoside triphosphate metabolic process,53,2.539075797,0,1.43182023,0.332353021,1.107255567
GO:0010648,negative regulation of cell communication,58,-0.83616368,0.982847721,-1.943873975,0.045660916,1.107710295
GO:0070676,intralumenal vesicle formation,7,1.715545497,0.039490795,0.597172487,1,1.11837301
GO:0019941,modification-dependent protein catabolic process,245,2.169211073,0.000982174,1.044591154,0.873528975,1.124619919
GO:0000915,actomyosin contractile ring assembly,22,1.908336233,0.010911085,0.783077351,1,1.125258882
GO:0060261,positive regulation of transcription initiation by RNA polymerase II,15,1.930566696,0.009365596,0.800402295,1,1.130164401
GO:0045184,establishment of protein localization,655,2.506934363,0,1.370007089,0.414026116,1.136927274
GO:0006091,generation of precursor metabolites and energy,211,2.595906496,0,1.454497754,0.310747915,1.141408742
GO:0012501,programmed cell death,43,1.890325244,0.012702023,0.744653806,1,1.145671439
GO:0006886,intracellular protein transport,442,2.74991929,0,1.59619025,0.162158554,1.15372904
GO:0015031,protein transport,634,2.527802225,0,1.373493908,0.411215694,1.154308317
GO:0034976,response to endoplasmic reticulum stress,92,2.051300686,0.002981077,0.885846974,1,1.165453712
GO:0000196,cell wall integrity MAPK cascade,13,-0.777637454,0.982847721,-1.947116537,0.045660916,1.169479083
GO:0010498,proteasomal protein catabolic process,173,2.065819756,0.00269998,0.895209646,1,1.170610111
GO:0000280,nuclear division,264,-0.83000988,0.982847721,-2.001392563,0.042774269,1.171382683
GO:0051453,regulation of intracellular pH,33,2.323548439,0.000106695,1.150468298,0.720226073,1.173080141
GO:0044837,actomyosin contractile ring organization,28,2.048732079,0.003043932,0.869765504,1,1.178966575
GO:0051058,negative regulation of small GTPase mediated signal transduction,18,-0.921199063,0.94982096,-2.101477816,0.026510352,1.180278754
GO:0006753,nucleoside phosphate metabolic process,188,1.93739278,0.008889477,0.753743606,1,1.183649174
GO:0030641,regulation of cellular pH,33,2.337040763,9.48E-05,1.152134578,0.717907529,1.184906185
GO:2000144,positive regulation of DNA-templated transcription initiation,16,1.915751613,0.010353799,0.72998371,1,1.185767903
GO:0015846,polyamine transport,14,-0.828471734,0.982847721,-2.016638761,0.042774269,1.188167027
GO:0023057,negative regulation of signaling,57,-0.770641764,0.982847721,-1.959099313,0.045660916,1.188457549
GO:0009968,negative regulation of signal transduction,57,-0.77663547,0.982847721,-1.965368899,0.045660916,1.188733428
GO:1903825,organic acid transmembrane transport,69,-0.804851164,0.982847721,-2.000826265,0.042774269,1.195975101
GO:0090174,organelle membrane fusion,54,2.143257461,0.001255869,0.943397726,0.9941484,1.199859735
GO:0006511,ubiquitin-dependent protein catabolic process,239,2.155402469,0.001101088,0.940088144,0.994944198,1.215314325
GO:1905039,carboxylic acid transmembrane transport,68,-0.703029916,0.984804592,-1.919778059,0.049124861,1.216748143
GO:0006865,amino acid transport,58,-0.813650044,0.982847721,-2.031822053,0.04192707,1.21817201
GO:0016050,vesicle organization,101,2.337154176,9.48E-05,1.117219111,0.77814294,1.219935065
GO:0048284,organelle fusion,113,2.077362461,0.002391312,0.855009935,1,1.222352526
GO:0045454,cell redox homeostasis,24,2.020441591,0.004028942,0.784867502,1,1.235574089
GO:0009060,aerobic respiration,89,3.304683857,0,2.063601861,0.003485459,1.241081996
GO:0048193,Golgi vesicle transport,210,2.45313733,3.94E-05,1.211974623,0.620524174,1.241162707
GO:0006885,regulation of pH,34,2.288257429,0.000168125,1.046795937,0.873528975,1.241461492
GO:1902410,mitotic cytokinetic process,29,1.944895633,0.008280196,0.703243647,1,1.241651986
GO:0051603,proteolysis involved in protein catabolic process,270,2.24174334,0.0002004,0.982014551,0.945097832,1.259728789
GO:0033036,macromolecule localization,984,2.325781634,0.000106695,1.059863627,0.850035989,1.265918008
GO:0046034,ATP metabolic process,48,2.482655965,0,1.216473432,0.615208414,1.266182532
GO:0051641,cellular localization,1099,2.164643413,0.000982174,0.895472268,1,1.269171144
GO:0006900,vesicle budding from membrane,30,2.148764983,0.001189472,0.87190316,1,1.276861823
GO:0006490,oligosaccharide-lipid intermediate biosynthetic process,16,2.005828233,0.00460014,0.715949353,1,1.28987888
GO:0009117,nucleotide metabolic process,180,2.007389915,0.004595486,0.716475735,1,1.290914181
GO:0098869,cellular oxidant detoxification,32,2.008616668,0.004552938,0.709464134,1,1.299152533
GO:0060260,regulation of transcription initiation by RNA polymerase II,22,2.173654022,0.000951106,0.87324544,1,1.300408582
GO:0019216,regulation of lipid metabolic process,47,1.913389906,0.010622925,0.601289179,1,1.312100727
GO:0045017,glycerolipid biosynthetic process,98,1.794177423,0.024539132,0.479887593,1,1.314289829
GO:1990748,cellular detoxification,36,2.024824527,0.003787656,0.696219932,1,1.328604595
GO:1901616,organic hydroxy compound catabolic process,26,2.085474626,0.002218333,0.754554832,1,1.330919794
GO:0048308,organelle inheritance,57,2.225240734,0.000309414,0.890021597,1,1.335219137
GO:2000142,regulation of DNA-templated transcription initiation,23,2.104613923,0.001783837,0.769176857,1,1.335437066
GO:0046474,glycerophospholipid biosynthetic process,93,1.828662664,0.019831136,0.484993757,1,1.343668907
GO:0042144,"vacuole fusion, non-autophagic",44,2.04568172,0.003117336,0.69870763,1,1.346974089
GO:0036503,ERAD pathway,56,2.090797235,0.002122294,0.743628707,1,1.347168528
GO:0006906,vesicle fusion,50,2.23863525,0.0002004,0.889575049,1,1.349060201
GO:0008654,phospholipid biosynthetic process,125,2.007047752,0.004597823,0.65250626,1,1.354541492
GO:0008104,protein localization,834,2.439383133,3.94E-05,1.0807386,0.829013841,1.358644533
GO:0000165,MAPK cascade,39,-0.697410055,0.984804592,-2.07264775,0.02684269,1.375237695
GO:0097237,cellular response to toxic substance,38,1.965935297,0.006619488,0.585903378,1,1.380031919
GO:0070727,cellular macromolecule localization,854,2.424225584,3.94E-05,1.041767296,0.876437807,1.382458289
GO:0097576,vacuole fusion,45,2.099537101,0.001878293,0.691568242,1,1.407968859
GO:0006163,purine nucleotide metabolic process,115,2.286287736,0.000168125,0.875587214,1,1.410700521
GO:0008610,lipid biosynthetic process,224,2.155369244,0.001101088,0.710505959,1,1.444863284
GO:0019693,ribose phosphate metabolic process,129,2.207442332,0.000580152,0.753144665,1,1.454297667
GO:0016197,endosomal transport,114,2.125668574,0.001544161,0.633487293,1,1.492181281
GO:0009987,cellular process,5168,2.499257361,0,1,0.927549841,1.499257361
GO:0072521,purine-containing compound metabolic process,131,2.251005197,0.0002004,0.69851026,1,1.552494937
GO:0009259,ribonucleotide metabolic process,122,2.361782396,5.33E-05,0.795988751,1,1.565793645
GO:0005984,disaccharide metabolic process,28,-0.622891418,0.995520925,-2.210525373,0.01499356,1.587633954
GO:0007031,peroxisome organization,53,2.303510951,0.000142259,0.6664304,1,1.637080551
GO:0009150,purine ribonucleotide metabolic process,106,2.542036748,0,0.897985303,1,1.644051445
GO:0016192,vesicle-mediated transport,460,2.482562644,0,0.772387282,1,1.710175362
GO:0055067,monovalent inorganic cation homeostasis,44,2.278997158,0.000168125,0.514980646,1,1.764016512
GO:0030004,cellular monovalent inorganic cation homeostasis,42,2.336371342,9.48E-05,0.564294433,1,1.772076909
GO:1901564,organonitrogen compound metabolic process,2116,2.000361606,0.004766613,0.208878201,1,1.791483406
GO:0051654,establishment of mitochondrion localization,6,1.714364628,0.039742439,-0.505835843,0.999527981,2.220200471
GO:0006099,tricarboxylic acid cycle,30,2.922308272,0,0.671728622,1,2.25057965
GO:0019674,NAD metabolic process,17,1.781585276,0.026481584,-0.521462277,0.998871865,2.303047553
GO:0072671,mitochondria-associated ubiquitin-dependent protein catabolic process,13,1.855680868,0.016285854,-0.527581323,0.998871865,2.383262191
GO:0000011,vacuole inheritance,20,1.73214608,0.03607925,-0.712120302,0.969835732,2.444266381
GO:0006650,glycerophospholipid metabolic process,124,1.868945913,0.014695635,-0.589512932,0.998871865,2.458458845
GO:0009261,ribonucleotide catabolic process,7,1.708503765,0.04090125,-0.751817846,0.960313561,2.460321611
GO:0009132,nucleoside diphosphate metabolic process,38,1.769343752,0.028626345,-0.700271757,0.9738055,2.469615509
GO:0098754,detoxification,47,1.757904127,0.03065429,-0.717143416,0.969282411,2.475047543
GO:0051403,stress-activated MAPK cascade,23,0.405224732,0.99962915,-2.076113795,0.02684269,2.481338527
GO:0046486,glycerolipid metabolic process,140,1.92519846,0.009664781,-0.569007583,0.998871865,2.494206042
GO:0006109,regulation of carbohydrate metabolic process,43,1.715632312,0.039490795,-0.804430712,0.926899094,2.520063024
GO:0044107,cellular alcohol metabolic process,36,1.802802888,0.023229998,-0.722200835,0.967353347,2.525003723
GO:0016128,phytosteroid metabolic process,36,1.802802888,0.023229998,-0.722200835,0.967353347,2.525003723
GO:0034620,cellular response to unfolded protein,42,1.679767372,0.048901261,-0.846401269,0.895800911,2.526168641
GO:1902903,regulation of supramolecular fiber organization,62,1.803686164,0.023229998,-0.723627676,0.967353347,2.527313839
GO:1901524,regulation of mitophagy,7,1.726486096,0.037296836,-0.808145832,0.924713736,2.534631927
GO:0006644,phospholipid metabolic process,159,2.004896741,0.004613716,-0.533073808,0.998871865,2.53797055
GO:1990778,protein localization to cell periphery,35,1.718262892,0.039202473,-0.822014141,0.9136571,2.540277033
GO:0031098,stress-activated protein kinase signaling cascade,23,0.407556806,0.99962915,-2.137129898,0.023207423,2.544686704
GO:1903475,mitotic actomyosin contractile ring assembly,20,1.826087201,0.020221282,-0.71897287,0.968879572,2.545060071
GO:0008204,ergosterol metabolic process,36,1.832847212,0.019221223,-0.718110035,0.968879572,2.550957247
GO:0098771,inorganic ion homeostasis,159,1.786994713,0.025642653,-0.772620387,0.951212174,2.5596151
GO:0035493,SNARE complex assembly,12,1.689247279,0.046030654,-0.872734983,0.875416835,2.561982262
GO:1902407,assembly of actomyosin apparatus involved in mitotic cytokinesis,20,1.86562105,0.015074208,-0.713052271,0.969450892,2.578673321
GO:0046488,phosphatidylinositol metabolic process,76,1.749489008,0.032195968,-0.836572456,0.905906374,2.586061464
GO:0048280,vesicle fusion with Golgi apparatus,10,1.823906422,0.020501207,-0.798947267,0.933042657,2.622853689
GO:0015867,ATP transport,27,1.791837527,0.024842853,-0.831667263,0.908072629,2.62350479
GO:0009636,response to toxic substance,54,1.818638259,0.021197953,-0.805655039,0.92582374,2.624293298
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,16,0.695922625,0.98121022,-1.933744373,0.047495127,2.629666998
GO:0055080,cation homeostasis,167,1.772142587,0.028286296,-0.870701356,0.878538434,2.642843943
GO:1902749,regulation of cell cycle G2/M phase transition,21,0.715449549,0.978576102,-1.942104357,0.045660916,2.657553907
GO:0015849,organic acid transport,90,0.741629037,0.966955949,-1.918615981,0.049124861,2.660245018
GO:0034314,Arp2/3 complex-mediated actin nucleation,22,2.031263921,0.003629627,-0.638169434,0.99362424,2.669433355
GO:0061709,reticulophagy,25,1.773473282,0.028051601,-0.898040813,0.848080229,2.671514096
GO:0006893,Golgi to plasma membrane transport,33,1.829393687,0.019740502,-0.851711115,0.891963991,2.681104802
GO:0016043,cellular component organization,2090,1.755393522,0.031246178,-0.929275616,0.810938086,2.684669138
GO:0030968,endoplasmic reticulum unfolded protein response,30,1.679580126,0.048901261,-1.005355276,0.689752588,2.684935402
GO:0019637,organophosphate metabolic process,386,2.001887274,0.004741151,-0.686076261,0.976777988,2.687963535
GO:0055082,cellular chemical homeostasis,194,1.876208664,0.014021656,-0.813737459,0.920051939,2.689946123
GO:0050801,ion homeostasis,182,1.805026468,0.023118205,-0.885012037,0.859678158,2.690038505
GO:0010675,regulation of cellular carbohydrate metabolic process,40,1.812001381,0.022227382,-0.878834483,0.869637286,2.690835864
GO:1902653,secondary alcohol biosynthetic process,34,1.95798563,0.007186733,-0.7445619,0.962812926,2.702547529
GO:0070085,glycosylation,86,1.917802907,0.010179629,-0.802574564,0.928010947,2.720377471
GO:0055086,nucleobase-containing small molecule metabolic process,219,1.908797164,0.010911085,-0.811736526,0.922235736,2.72053369
GO:0001676,long-chain fatty acid metabolic process,9,1.887023308,0.012857827,-0.852820018,0.891612454,2.739843326
GO:0006892,post-Golgi vesicle-mediated transport,82,1.835483396,0.01880669,-0.904993574,0.842086993,2.74047697
GO:0043413,macromolecule glycosylation,81,1.888095335,0.012835239,-0.860882394,0.885871439,2.748977729
GO:0051493,regulation of cytoskeleton organization,91,1.908235763,0.010911085,-0.84131995,0.901185981,2.749555713
GO:0032535,regulation of cellular component size,50,1.707225629,0.041175075,-1.042336177,0.63105295,2.749561806
GO:0042592,homeostatic process,270,1.831563656,0.019402923,-0.926538984,0.814221772,2.758102639
GO:0009101,glycoprotein biosynthetic process,84,1.918441882,0.010164487,-0.843060705,0.899194599,2.761502587
GO:0006486,protein glycosylation,81,1.908352535,0.010911085,-0.863185571,0.884485971,2.771538106
GO:0090066,regulation of anatomical structure size,50,1.733736492,0.035820485,-1.041950604,0.631447015,2.775687097
GO:0030003,cellular cation homeostasis,154,1.929829966,0.009365596,-0.846170147,0.895800911,2.776000113
GO:0071985,multivesicular body sorting pathway,60,2.223372522,0.00032802,-0.553648634,0.998871865,2.777021156
GO:1901135,carbohydrate derivative metabolic process,337,2.10535899,0.001783837,-0.671754467,0.983246478,2.777113456
GO:0009185,ribonucleoside diphosphate metabolic process,34,1.762593256,0.029810115,-1.031363167,0.647674406,2.793956423
GO:0044087,regulation of cellular component biogenesis,184,1.718766952,0.039148328,-1.078597582,0.57807244,2.797364535
GO:1902652,secondary alcohol metabolic process,43,1.928064196,0.009489538,-0.876437648,0.871637564,2.804501844
GO:0009311,oligosaccharide metabolic process,31,0.632610008,0.987070939,-2.183763578,0.01499356,2.816373586
GO:0046174,polyol catabolic process,18,1.796946874,0.024341242,-1.024655465,0.658183175,2.821602339
GO:0045324,late endosome to vacuole transport,64,1.933546635,0.009153359,-0.896006324,0.848775879,2.829552959
GO:0032509,endosome transport via multivesicular body sorting pathway,59,2.261853048,0.000196975,-0.574417225,0.998871865,2.836270273
GO:0006873,cellular ion homeostasis,167,1.965861747,0.006619488,-0.871897389,0.876557218,2.837759136
GO:0007154,cell communication,561,0.887501958,0.840539559,-1.96665512,0.045660916,2.854157077
GO:0072329,monocarboxylic acid catabolic process,36,1.79452081,0.024539132,-1.062004888,0.60229669,2.856525697
GO:0032527,protein exit from endoplasmic reticulum,16,2.133099158,0.001415525,-0.729787456,0.967353347,2.862886614
GO:0009179,purine ribonucleoside diphosphate metabolic process,32,1.738061029,0.034978477,-1.127059387,0.510665638,2.865120416
GO:0006468,protein phosphorylation,218,0.950695971,0.743768972,-1.917303694,0.049124861,2.867999666
GO:0006811,ion transport,340,1.734742057,0.035642963,-1.137420706,0.498997226,2.872162763
GO:0016049,cell growth,92,0.916284192,0.799606205,-1.956889681,0.045660916,2.873173874
GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,52,2.021683352,0.003988507,-0.861676018,0.885871439,2.88335937
GO:0000086,G2/M transition of mitotic cell cycle,45,0.800836403,0.927394189,-2.085544032,0.026510352,2.886380435
GO:0044839,cell cycle G2/M phase transition,45,0.800836403,0.927394189,-2.085544032,0.026510352,2.886380435
GO:0033043,regulation of organelle organization,261,1.768331675,0.028780138,-1.120266156,0.517918984,2.888597831
GO:0110053,regulation of actin filament organization,44,1.912810618,0.010645477,-0.978428652,0.737475602,2.89123927
GO:0015828,tyrosine transport,7,1.755025544,0.031263439,-1.138828234,0.497081644,2.893853778
GO:0098660,inorganic ion transmembrane transport,172,1.860752565,0.015699134,-1.034558813,0.64276131,2.895311378
GO:0044108,cellular alcohol biosynthetic process,32,2.151092373,0.001130685,-0.746817637,0.962419914,2.89791001
GO:0006696,ergosterol biosynthetic process,32,2.134213691,0.001392364,-0.764745382,0.953983251,2.898959074
GO:0016129,phytosteroid biosynthetic process,32,2.13486337,0.001392364,-0.767556122,0.953763649,2.902419492
GO:0009135,purine nucleoside diphosphate metabolic process,32,1.783682377,0.026270167,-1.125087516,0.513464365,2.908769893
GO:0097384,cellular lipid biosynthetic process,32,2.146438079,0.001214676,-0.769786825,0.952043226,2.916224903
GO:0015917,aminophospholipid transport,7,1.733085827,0.035897377,-1.184746297,0.450514783,2.917832124
GO:0032956,regulation of actin cytoskeleton organization,67,2.111343079,0.001736546,-0.809869993,0.922860254,2.921213072
GO:0032970,regulation of actin filament-based process,67,2.119889442,0.001590948,-0.806672025,0.92582374,2.926561467
GO:0006796,phosphate-containing compound metabolic process,702,1.751107895,0.032018286,-1.185479028,0.450514783,2.936586924
GO:0006897,endocytosis,140,1.975054702,0.006195517,-0.966695659,0.755320727,2.941750361
GO:0010506,regulation of autophagy,67,1.691622917,0.045471004,-1.251628418,0.390592019,2.943251334
GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,39,1.896194528,0.012068423,-1.047957321,0.622000786,2.944151849
GO:0140014,mitotic nuclear division,171,0.978941322,0.694655558,-1.9666052,0.045660916,2.945546522
GO:1902115,regulation of organelle assembly,33,1.016532463,0.631388956,-1.933028216,0.047495127,2.949560679
GO:0006085,acetyl-CoA biosynthetic process,6,2.092546378,0.00207792,-0.857867642,0.888594802,2.950414021
GO:0071702,organic substance transport,956,2.053164428,0.002968048,-0.897413921,0.848080229,2.950578349
GO:0009100,glycoprotein metabolic process,90,2.062103088,0.002777341,-0.891243344,0.852023329,2.953346432
GO:0072665,protein localization to vacuole,140,1.702364036,0.04233143,-1.251439055,0.390592019,2.95380309
GO:0019725,cellular homeostasis,231,2.103428373,0.001788177,-0.854179157,0.89051749,2.95760753
GO:0007034,vacuolar transport,183,1.876586884,0.014021656,-1.081845501,0.572220584,2.958432385
GO:0051648,vesicle localization,28,1.690636957,0.045739654,-1.26815534,0.375894254,2.958792297
GO:0098662,inorganic cation transmembrane transport,149,2.011977888,0.004408753,-0.947508446,0.786361972,2.959486334
GO:1901605,alpha-amino acid metabolic process,178,1.043189261,0.591112051,-1.917486239,0.049124861,2.9606755
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,30,1.999120868,0.004819113,-0.971755498,0.746777466,2.970876366
GO:0035556,intracellular signal transduction,330,0.946947986,0.748738713,-2.028417546,0.04192707,2.975365531
GO:0006793,phosphorus metabolic process,722,1.767484769,0.028819475,-1.209197022,0.43025501,2.976681791
GO:0046939,nucleotide phosphorylation,32,1.762401656,0.029810115,-1.216274635,0.421951284,2.978676292
GO:0006165,nucleoside diphosphate phosphorylation,31,1.719197214,0.039090796,-1.268821826,0.375894254,2.98801904
GO:0006084,acetyl-CoA metabolic process,14,2.08460587,0.002220154,-0.904219828,0.842086993,2.988825698
GO:0061912,selective autophagy,52,2.0651964,0.00269998,-0.925209486,0.81659109,2.990405885
GO:0007165,signal transduction,443,1.068916738,0.543749236,-1.92482221,0.049124861,2.993738948
GO:0034220,ion transmembrane transport,247,1.767817756,0.028780138,-1.226491164,0.413985564,2.99430892
GO:0023052,signaling,443,1.07799712,0.527756102,-1.916346884,0.049124861,2.994344004
