GO Term ID,GO Term Name,Num GO Term Annos,NN_-_- Nes,NN_-_- q-value,MEFIT_-_- NES,MEFIT_-_- q-value,NES Difference
GO:0019395,fatty acid oxidation,18,1.8297665935948788,0.0295050603681287,-1.8333392994293347,0.1741720593218022,3.6631058930242135
GO:0034440,lipid oxidation,18,1.824932998924352,0.0307307353358645,-1.773298456113746,0.1787934577574449,3.598231455038098
GO:0019941,modification-dependent protein catabolic process,245,1.821702683016597,0.0311690172680999,1.3401263963498584,0.666555205935118,0.4815762866667386
GO:0006487,protein N-linked glycosylation,52,1.8216821885340668,0.0311690172680999,1.281281590111798,0.68523849409347,0.5404005984222688
GO:0006511,ubiquitin-dependent protein catabolic process,239,1.8213442486483733,0.0311690172680999,1.32310780971634,0.6725459382868202,0.4982364389320333
GO:0097435,supramolecular fiber organization,120,1.8212276300032504,0.0311690172680999,-1.133137817528744,0.5589950676338092,2.9543654475319947
GO:0045184,establishment of protein localization,655,1.821143266730405,0.0311690172680999,-0.7776693382502422,0.9248751788941272,2.5988126049806475
GO:0016197,endosomal transport,114,1.819006405616104,0.0315845809166919,0.9469510784508302,0.9598912595534356,0.8720553271652738
GO:0043413,macromolecule glycosylation,81,1.8167051789303197,0.0321398308511988,0.9520118805228438,0.9598912595534356,0.8646932984074759
GO:0055070,copper ion homeostasis,22,1.8045183322135283,0.0354633000179775,1.8805850964182904,0.0459015940138317,-0.0760667642047621
GO:0008154,actin polymerization or depolymerization,21,1.8029308455188453,0.0358419428112677,0.8768832769526543,0.9824961661717336,0.926047568566191
GO:0070972,protein localization to endoplasmic reticulum,60,1.8013083841024973,0.0361758911936221,2.556519847205553,0.0,-0.7552114631030558
GO:0009132,nucleoside diphosphate metabolic process,38,1.797989230130307,0.0369097101624709,-1.027569981577684,0.6877700653183362,2.825559211707991
GO:0051127,positive regulation of actin nucleation,10,1.7979683481552116,0.0369097101624709,-1.6506858915880898,0.2020611601441921,3.448654239743301
GO:0000372,Group I intron splicing,8,1.7976299945551175,0.0369097101624709,1.762226038916452,0.0978552891379365,0.03540395563866561
GO:0032970,regulation of actin filament-based process,67,1.7955894250762794,0.0373199216159081,-0.9996385038698508,0.7232774416986384,2.7952279289461304
GO:0071985,multivesicular body sorting pathway,60,1.7909940693885196,0.0385916737149252,0.7458560117225185,0.9919030116560664,1.045138057666001
GO:0006486,protein glycosylation,81,1.7838681973505497,0.0405700703476258,0.9746470971086368,0.9598912595534356,0.8092211002419128
GO:0032509,endosome transport via multivesicular body sorting pathway,59,1.7793767385814845,0.042044569387344,0.7887966637335295,0.9919030116560664,0.990580074847955
GO:0032956,regulation of actin cytoskeleton organization,67,1.778948635565006,0.042044569387344,-0.9921205767797148,0.7364191383157438,2.7710692123447207
GO:0035437,maintenance of protein localization in endoplasmic reticulum,11,1.7732311458049803,0.0439879927823498,1.6723477957576744,0.1700481325723647,0.10088335004730586
GO:1990778,protein localization to cell periphery,35,1.768319708820318,0.045554647828879,0.8147460753279504,0.9919030116560664,0.9535736334923676
GO:0007032,endosome organization,21,1.7680233457989571,0.045554647828879,-1.0517850954731995,0.6598410247961288,2.8198084412721567
GO:0044837,actomyosin contractile ring organization,28,1.764660720325223,0.0465853100954312,0.981051409142052,0.9598912595534356,0.7836093111831709
GO:0048280,vesicle fusion with Golgi apparatus,10,1.761930061825586,0.0475292018436197,0.8480030816908622,0.9824961661717336,0.9139269801347237
GO:0006465,signal peptide processing,10,1.7597813716954591,0.0480727730110869,1.735231979780023,0.1172174259739232,0.024549391915436036
GO:0006621,protein retention in ER lumen,10,1.7594210592345896,0.0480727730110869,1.6559434767396215,0.186807509165244,0.10347758249496808
GO:0030163,protein catabolic process,300,1.7579726010384231,0.0484098967840499,1.17356188477616,0.8161899142942337,0.5844107162622632
GO:0006418,tRNA aminoacylation for protein translation,37,1.7004009841089978,0.0659525600802,2.4225585650368058,0.0002310880593639,-0.722157580927808
GO:0031204,"post-translational protein targeting to membrane, translocation",17,1.6110394847291205,0.1048877662247291,1.986085189336903,0.0206916779591403,-0.3750457046077824
GO:0072599,establishment of protein localization to endoplasmic reticulum,45,1.494501166449002,0.1693126672970449,2.5749058579963933,0.0,-1.0804046915473913
GO:0000963,mitochondrial RNA processing,22,1.4814363166344788,0.1785870848446852,1.8724931518664345,0.0485284924664305,-0.39105683523195567
GO:0045047,protein targeting to ER,44,1.4417913520069916,0.2052120548502696,2.562909147637438,0.0,-1.1211177956304466
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,10,1.4156961374315131,0.2240909542609024,1.9304545289962625,0.0310538335011943,-0.5147583915647493
GO:0006518,peptide metabolic process,546,1.2722433585371158,0.3571498006401518,2.0860524361814776,0.0088400352867798,-0.8138090776443618
GO:0043604,amide biosynthetic process,558,1.2234273249038004,0.4086922284093179,1.977828471733391,0.0218506598354139,-0.7544011468295906
GO:0043043,peptide biosynthetic process,510,1.1739826961655109,0.461907601642228,2.245327126823977,0.0018775904823321,-1.0713444306584663
GO:0006412,translation,506,1.157117983490542,0.4800330500409688,2.288746528330457,0.0010453983637893,-1.1316285448399148
GO:0006612,protein targeting to membrane,65,1.118276770650681,0.5296120024813802,1.8970564971580504,0.039386324503874,-0.7787797265073693
GO:0001172,RNA-templated transcription,12,-0.7392085969683091,0.9996574332161968,2.007346021456199,0.0177452806079481,-2.746554618424508
GO:0002181,cytoplasmic translation,194,-0.8585056178199887,0.9996574332161968,2.5795144450657803,0.0,-3.438020062885769
GO:0006450,regulation of translational fidelity,31,-1.0373097505302713,0.8502893272596411,2.0313288296733503,0.0154700617518647,-3.0686385802036216
GO:0000028,ribosomal small subunit assembly,28,-1.7921187123562845,0.0538085430206617,1.8991059224211824,0.039386324503874,-3.691224634777467
GO:0000956,nuclear-transcribed mRNA catabolic process,123,-1.820449039144705,0.04303128174744,1.0457651474414558,0.9598912595534356,-2.866214186586161
GO:0006310,DNA recombination,254,-1.8220256285944532,0.0430024882535261,-1.4855653748121025,0.2833398117075469,-0.33646025378235067
GO:0030488,tRNA methylation,25,-1.8814156482990012,0.0251913889997773,0.8885895287498964,0.9824961661717336,-2.7700051770488976
GO:0030847,"termination of RNA polymerase II transcription, exosome-dependent",7,-1.8815404271393528,0.0251913889997773,-1.0242776449996993,0.6915488428842232,-0.8572627821396535
GO:0006360,transcription by RNA polymerase I,72,-1.89169012128064,0.0233345565635465,-0.8791587250507116,0.849990219022691,-1.0125313962299285
GO:0045943,positive regulation of transcription by RNA polymerase I,24,-1.920037474639427,0.0178155889630235,-1.158939934042936,0.527040934596446,-0.761097540596491
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",36,-1.924219182473178,0.0173620139794456,-0.6974501544838138,0.9569129538190224,-1.2267690279893642
GO:0031167,rRNA methylation,15,-1.93733253492054,0.0151584604624346,-0.8079789455079849,0.9042189026704998,-1.129353589412555
GO:0043414,macromolecule methylation,104,-1.942054372450356,0.0145237495533811,0.8270249067013343,0.9919030116560664,-2.7690792791516903
GO:0034473,U1 snRNA 3'-end processing,6,-1.981066470243128,0.0098876555238674,1.1256421942495582,0.885338788455409,-3.106708664492686
GO:0016075,rRNA catabolic process,36,-1.9900146109764605,0.0091183390792084,0.7266317393135864,0.9919030116560664,-2.7166463502900466
GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",17,-2.004491929519108,0.0080906452827665,-0.6758688066718468,0.9653307112559582,-1.3286231228472614
GO:0034427,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",18,-2.0450327158606814,0.0051443853207969,-0.6737515621756625,0.966615175270965,-1.371281153685019
GO:0016070,RNA metabolic process,1379,-2.0546528352403697,0.0046340641177022,-0.9864594722479296,0.7385955420978757,-1.06819336299244
GO:0034476,U5 snRNA 3'-end processing,11,-2.0737506675496973,0.0037999728349545,1.035598941204464,0.9598912595534356,-3.109349608754161
GO:1902626,assembly of large subunit precursor of preribosome,8,-2.090100603006853,0.0030806542780893,0.7499238847531422,0.9919030116560664,-2.840024487759995
GO:0008033,tRNA processing,136,-2.1225218644933785,0.0019605781143135,1.2276003316609267,0.7369227859739423,-3.350122196154305
GO:0043629,ncRNA polyadenylation,6,-2.126521744843823,0.001883522834937,-1.2677167045822302,0.4240450870166763,-0.8588050402615928
GO:0098781,ncRNA transcription,75,-2.1314139222442865,0.001841916100683,-0.8852738776056133,0.8431931048471856,-1.2461400446386732
GO:0034661,ncRNA catabolic process,39,-2.1412318153551566,0.0015909091818472,0.6960542964801304,0.9919030116560664,-2.837286111835287
GO:0000055,ribosomal large subunit export from nucleus,33,-2.143722332122634,0.0015444215758842,-0.8180333294439011,0.898145058053231,-1.3256890026787331
GO:0031123,RNA 3'-end processing,80,-2.147836524482903,0.0014869917117924,0.8597220623373351,0.9824961661717336,-3.007558586820238
GO:0071039,nuclear polyadenylation-dependent CUT catabolic process,10,-2.182197687451583,0.0009848485411435,-0.6118442979456317,0.9848230257322832,-1.5703533895059514
GO:0071897,DNA biosynthetic process,113,-2.1973351736101834,0.0008085074172225,-0.7727092344874665,0.9248751788941272,-1.4246259391227167
GO:0000154,rRNA modification,28,-2.234181268524905,0.0004249688910413,0.6807757038384108,0.9919030116560664,-2.9149569723633157
GO:0006399,tRNA metabolic process,209,-2.241199713360867,0.00042061239778,1.6804291330028474,0.1621527136552304,-3.9216288463637143
GO:0033750,ribosome localization,55,-2.2630311172642736,0.0002600832414991,-1.0082676553390777,0.7123152112048471,-1.254763461925196
GO:0000054,ribosomal subunit export from nucleus,54,-2.263755123526461,0.0002600832414991,-1.008358005501989,0.7123152112048471,-1.2553971180244718
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",32,-2.2664147636419134,0.0002355072598386,1.3343609458199006,0.666555205935118,-3.6007757094618142
GO:0001510,RNA methylation,46,-2.271083114146408,0.0002355072598386,-0.6456523242016835,0.9723893353576428,-1.6254307899447245
GO:0042797,tRNA transcription by RNA polymerase III,19,-2.280944256347497,0.0001984396314244,1.1102069563579493,0.8998382806822657,-3.391151212705446
GO:0022618,ribonucleoprotein complex assembly,176,-2.3013848503615426,0.0001566804497273,1.4106348644359874,0.6130011174731759,-3.7120197147975302
GO:0071826,ribonucleoprotein complex subunit organization,182,-2.31553051615943,0.0001477272811715,1.3714246580286364,0.6520308184798645,-3.686955174188067
GO:0009304,tRNA transcription,19,-2.3158023884349426,0.0001477272811715,1.1172318462404878,0.8889416433778183,-3.4330342346754303
GO:0000027,ribosomal large subunit assembly,41,-2.390118236385413,4.689754957826471e-05,0.9755190795147572,0.9598912595534356,-3.3656373159001705
GO:0071025,RNA surveillance,36,-2.394919155838279,4.689754957826471e-05,0.5512526148717384,0.9973730434558832,-2.9461717707100172
GO:0006278,RNA-templated DNA biosynthetic process,78,-2.420558813676407,2.4217587077300628e-05,-0.5638335920206262,0.9949315329708184,-1.8567252216557808
GO:0006400,tRNA modification,83,-2.4253653318889583,1.2310606764294484e-05,-0.7789750530735826,0.9248751788941272,-1.6463902788153757
GO:0071028,nuclear mRNA surveillance,28,-2.4429640005060858,0.0,-0.6043792701265903,0.986307405101643,-1.8385847303794955
GO:0042255,ribosome assembly,80,-2.457204774551904,0.0,1.869115864282044,0.0490169712911022,-4.326320638833948
GO:0071027,nuclear RNA surveillance,34,-2.4809033449933047,0.0,-0.5331061825504677,0.9949315329708184,-1.947797162442837
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",18,-2.4820156624464857,0.0,1.3066191410389731,0.68523849409347,-3.7886348034854587
GO:0071034,CUT catabolic process,14,-2.49024349727751,0.0,0.6274337391331432,0.9919030116560664,-3.117677236410653
GO:0071043,CUT metabolic process,14,-2.5141548058555103,0.0,0.6330887037339636,0.9919030116560664,-3.147243509589474
GO:0000459,exonucleolytic trimming involved in rRNA processing,20,-2.5550542698003045,0.0,1.3014334134158514,0.68523849409347,-3.856487683216156
GO:0034475,U4 snRNA 3'-end processing,15,-2.557292626459997,0.0,1.118129562899739,0.8889416433778183,-3.675422189359736
GO:0071051,polyadenylation-dependent snoRNA 3'-end processing,15,-2.563450840922837,0.0,1.1201478571595536,0.8889416433778183,-3.683598698082391
GO:0016078,tRNA catabolic process,17,-2.5638225065685534,0.0,0.8132984846436373,0.9919030116560664,-3.3771209912121907
GO:0031125,rRNA 3'-end processing,23,-2.5815050662633188,0.0,1.3156978014376377,0.6834481402549182,-3.8972028677009565
GO:0043634,polyadenylation-dependent ncRNA catabolic process,20,-2.5961645558329827,0.0,0.6091563944863561,0.9919030116560664,-3.2053209503193387
GO:0031126,sno(s)RNA 3'-end processing,32,-2.6003530905087358,0.0,0.9327604668909388,0.969804702524777,-3.5331135573996746
GO:0071047,polyadenylation-dependent mRNA catabolic process,15,-2.600431592844006,0.0,1.2002239889801454,0.782253899691074,-3.8006555818241514
GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process,19,-2.6012827335766318,0.0,-0.5472338318639463,0.9949315329708184,-2.0540489017126857
GO:0016180,snRNA processing,21,-2.602453798106664,0.0,1.1253468067127024,0.885338788455409,-3.7278006048193664
GO:0016074,sno(s)RNA metabolic process,53,-2.6052973490880413,0.0,0.8602642364228388,0.9824961661717336,-3.46556158551088
GO:0043628,small regulatory ncRNA 3'-end processing,42,-2.629080667577152,0.0,1.0733939113923263,0.9318985464166044,-3.702474578969478
GO:0034472,snRNA 3'-end processing,20,-2.632523207224727,0.0,1.3822190761916064,0.650023646623492,-4.014742283416334
GO:0009451,RNA modification,116,-2.6454278722071054,0.0,-1.0513932335582716,0.6600176610155486,-1.5940346386488338
GO:0071042,nuclear polyadenylation-dependent mRNA catabolic process,15,-2.6462524508009024,0.0,1.1777146522911273,0.8103620187595508,-3.8239671030920297
GO:0071046,nuclear polyadenylation-dependent ncRNA catabolic process,20,-2.648803907113064,0.0,0.6017764118566497,0.9919030116560664,-3.2505803189697136
GO:0071029,nuclear ncRNA surveillance,20,-2.65953300225453,0.0,0.6017764118566497,0.9919030116560664,-3.26130941411118
GO:0043144,sno(s)RNA processing,47,-2.676107020926437,0.0,0.8803107286258136,0.9824961661717336,-3.5564177495522507
GO:0016073,snRNA metabolic process,34,-2.708364543075859,0.0,-0.7745961114922575,0.9248751788941272,-1.9337684315836015
GO:0106354,tRNA surveillance,16,-2.746265511995157,0.0,0.8497992771101838,0.9824961661717336,-3.5960647891053408
GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process,16,-2.747739223613161,0.0,0.849127526532867,0.9824961661717336,-3.5968667501460283
GO:0043633,polyadenylation-dependent RNA catabolic process,22,-2.826055271234541,0.0,0.6037801134004205,0.9919030116560664,-3.4298353846349614
GO:0006396,RNA processing,589,-3.0137372906498614,0.0,-0.847637463085727,0.8802116293881449,-2.1660998275641346
GO:0015074,DNA integration,53,-3.0244978165459755,0.0,0.8641596288602276,0.9824961661717336,-3.888657445406203
GO:0036260,RNA capping,49,-3.082104232161999,0.0,-1.351146076494107,0.3643506109553466,-1.7309581556678921
GO:0090305,nucleic acid phosphodiester bond hydrolysis,275,-3.1073163041137977,0.0,-1.0182539185242456,0.6982361342288023,-2.089062385589552
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",53,-3.1690630531941166,0.0,-1.022958901001307,0.6918974487700427,-2.1461041521928097
GO:0000470,maturation of LSU-rRNA,68,-3.171061037446032,0.0,-0.8110909054344946,0.903226138714752,-2.3599701320115374
GO:0034660,ncRNA metabolic process,538,-3.207950707737484,0.0,-0.8171316977492794,0.8985627312666165,-2.3908190099882045
GO:0034471,ncRNA 5'-end processing,39,-3.244935001635909,0.0,-1.4722889304019322,0.2862915042745061,-1.7726460712339769
GO:0000966,RNA 5'-end processing,51,-3.245019275792869,0.0,-1.0907369395662705,0.6155480055490171,-2.154282336226599
GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",35,-3.248393717534185,0.0,-1.754011727751481,0.1787934577574449,-1.494381989782704
GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",36,-3.271672600891874,0.0,-1.626468231731366,0.2020611601441921,-1.6452043691605083
GO:0000967,rRNA 5'-end processing,39,-3.2797562973230696,0.0,-1.4594735030261965,0.2959996544155612,-1.8202827942968731
GO:0032196,transposition,120,-3.367007699209511,0.0,-1.010899670272012,0.7107820812707701,-2.3561080289374985
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",46,-3.386990631394497,0.0,-1.592455733086558,0.2231202404626373,-1.794534898307939
GO:0022613,ribonucleoprotein complex biogenesis,492,-3.3993874871242884,0.0,-0.825144979933193,0.8919087190387923,-2.5742425071910953
GO:0032197,"transposition, RNA-mediated",114,-3.422891429022973,0.0,-1.171522661567608,0.5158811228543767,-2.2513687674553653
GO:0042273,ribosomal large subunit biogenesis,129,-3.480544574102449,0.0,-0.896321244530012,0.8345168776479971,-2.584223329572437
GO:0030490,maturation of SSU-rRNA,120,-3.4938297471089004,0.0,-0.8921364327228538,0.8385398782551329,-2.6016933143860466
GO:0034470,ncRNA processing,420,-3.526187446772502,0.0,-0.834996282708636,0.8870028910371677,-2.691191164063866
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",61,-3.5285907596951813,0.0,-1.646243054824348,0.2020611601441921,-1.8823477048708332
GO:0000478,endonucleolytic cleavage involved in rRNA processing,61,-3.5452468374266046,0.0,-1.646243054824348,0.2020611601441921,-1.8990037826022566
GO:0090501,RNA phosphodiester bond hydrolysis,198,-3.5476636137979853,0.0,-0.7440202120870045,0.9386753917307076,-2.803643401710981
GO:0042274,ribosomal small subunit biogenesis,145,-3.5691781132885345,0.0,-0.8879941137679577,0.8410527558537074,-2.681183999520577
GO:0016072,rRNA metabolic process,350,-3.602212718305197,0.0,-0.9773879897153276,0.7506808461000409,-2.624824728589869
GO:0042254,ribosome biogenesis,405,-3.605561658462043,0.0,-0.7906044277110206,0.9183373403128692,-2.8149572307510224
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",107,-3.622680077295012,0.0,-1.093606354541917,0.6115354528585016,-2.529073722753095
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",144,-3.669678579578899,0.0,-1.2665363466188913,0.4240450870166763,-2.4031422329600076
GO:0000469,cleavage involved in rRNA processing,86,-3.683824629536705,0.0,-1.1721609427342938,0.5158811228543767,-2.511663686802411
GO:0006364,rRNA processing,296,-3.711652120156912,0.0,-0.8548649957117548,0.8708612120927309,-2.856787124445157
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",94,-3.840644005930743,0.0,-1.1043018288537136,0.5964703790580123,-2.7363421770770295
GO:0000460,maturation of 5.8S rRNA,94,-3.847525684642743,0.0,-1.1150930227683604,0.5821062956611882,-2.7324326618743826
