Gene,WT_A,WT_B,I59T_A,I59T_B,Fold Change,Log2 Fold Change
YDR023W,6838.097119,9718.450593,3293.177593,10759.46979,0.481592691,-1.054114598
YLR127C,694.8699252,769.2680232,334.645448,846.1169083,0.481594376,-1.05410955
YOR018W,1192.579526,804.8736077,574.3914407,815.2193808,0.481637852,-1.053979318
YLR357W,960.9562172,905.1314378,462.842958,1144.000764,0.481648331,-1.053947929
YGR229C,2426.033753,3102.370798,1168.761714,3305.243204,0.481758225,-1.053618798
YDR079W,828.7145359,1239.636534,399.5766544,1094.089373,0.482164409,-1.052402933
YMR263W,44.88202516,66.52622369,21.64373545,56.24934503,0.48223616,-1.052188262
YDL099W,134.6460755,186.4608241,64.93120634,98.23829272,0.482236159,-1.052188262
YHL002W,617.9293106,539.705702,298.0175881,549.0252972,0.482284273,-1.052044331
YGL029W,124.2270339,337.3160638,59.93649816,143.3962176,0.482475483,-1.051472462
YLR441C,18908.15603,26806.32019,9123.666942,26662.18954,0.482525474,-1.051322988
YPL259C,1010.647031,1029.750984,487.8164989,1111.518748,0.482677417,-1.050868764
YHR206W,2365.122433,2421.179747,1142.12327,2748.295463,0.482902388,-1.050196498
YER063W,837.530648,1033.49894,404.5713626,1121.025679,0.483052607,-1.049747781
YBR084C-A,14688.4442,19435.9642,7100.810129,20974.66774,0.483428335,-1.048626058
YML077W,1067.551027,1501.056484,516.1198452,1338.100616,0.483461523,-1.04852702
YOR236W,512.9374304,670.8841713,248.0705063,668.654186,0.483627225,-1.048032632
YGL208W,540.1872314,343.8749872,261.3897281,329.5736272,0.483887276,-1.04725709
YGR173W,1881.839198,2390.259107,910.7017914,2704.722027,0.483942407,-1.047092729
YLR170C,615.5249164,626.8456852,298.0175881,505.451861,0.484168196,-1.046419781
YJL107C,632.3556759,458.1876533,306.3421017,476.138822,0.48444588,-1.045592592
YFR013W,694.0684605,735.5364168,336.3103508,965.745797,0.484549248,-1.04528479
YBR111C,2566.290081,2661.985937,1243.682337,2392.577774,0.484622665,-1.045066217
YGL105W,6176.888712,7182.95818,2996.824908,8822.432482,0.485167379,-1.043445542
YOR288C,439.2026748,396.3463749,213.107549,400.8756139,0.485214597,-1.043305141
YGL064C,476.8715173,425.393036,231.421479,662.3162316,0.485291049,-1.043077844
YPR169W,2249.711511,2803.471285,1093.841091,3752.068987,0.486213937,-1.040336847
YDR394W,4624.451521,4076.839426,2249.283584,3809.110576,0.486389267,-1.039816702
YMR078C,417.5631269,305.4584355,203.1181326,291.545901,0.486436947,-1.039675283
YDR405W,307.7624582,283.907687,149.8412454,305.8062983,0.486873046,-1.038382462
YML117W,7274.895399,5735.310073,3542.913002,5662.962229,0.487005353,-1.037990465
YDR371W,1005.036778,921.0602519,489.4814016,892.8593218,0.487028348,-1.037922347
YPL146C,621.9366343,1172.173322,303.0122962,787.4908304,0.487207666,-1.03739126
YNL151C,1441.033593,2505.508762,702.5889506,2658.771858,0.487559037,-1.036351175
YGL116W,1154.109218,825.4873672,562.7371216,896.8205433,0.487594339,-1.036246718
YMR260C,4175.631269,6323.739206,2036.176035,6454.414281,0.487633104,-1.036132027
YJR075W,3062.396752,3675.808106,1493.417746,4039.653666,0.487663052,-1.036043425
YML099C,2047.742398,2398.692009,998.9416359,3031.918921,0.48782583,-1.035561944
YNL087W,2426.033753,2981.499208,1183.745839,3561.930356,0.487934612,-1.035240268
YOR261C,1671.855437,1942.378334,815.802336,1585.280837,0.487962247,-1.035158562
YPL263C,863.1775195,974.4686286,421.2203898,1259.668431,0.487988137,-1.035082018
YNL177C,1129.263812,1361.445113,551.0828025,1530.61598,0.488001826,-1.035041548
YBL027W,18099.47811,27359.14374,8840.633478,27839.46457,0.488446873,-1.033726443
YMR106C,691.6640663,625.9086961,337.9752535,621.9117725,0.488640758,-1.03315389
YDR240C,599.4956217,661.5142806,293.0228799,776.3994102,0.488782352,-1.032735899
YOL148C,408.7470148,308.2694027,199.7883272,376.3160407,0.488782352,-1.032735899
YJL187C,1277.534788,975.4056177,626.0034252,1159.053405,0.490008907,-1.029120121
YLR247C,4620.444197,4029.989973,2264.267708,4190.180082,0.490054118,-1.028987015
YOR054C,641.9732527,490.9822706,314.6666153,405.6290796,0.490155336,-1.028689067
YDR363W,678.8406305,758.0241544,332.9805453,739.1639283,0.490513576,-1.027635028
YDL214C,742.9578093,517.2179644,364.6136971,451.5792488,0.490759627,-1.026911527
YMR014W,322.1888235,469.4315221,158.165759,328.7813829,0.490910135,-1.026469142
YGR239C,917.6771215,914.5013284,451.1886389,918.2111393,0.49166382,-1.0242559
YPL237W,5679.179112,8880.782368,2793.706775,10013.17566,0.491920878,-1.023501808
YMR139W,1221.432256,876.0847767,601.0298843,793.0365405,0.492069766,-1.023065219
YDR494W,598.694157,771.1420013,294.6877826,824.7263123,0.492217569,-1.022631941
YLR390W,307.7624582,281.0967198,151.5061481,294.7148782,0.492282746,-1.022440919
YBL101C,5609.45168,3745.145297,2762.073623,3863.775432,0.492396366,-1.02210798
YOL023W,496.9081357,464.7465767,244.7407008,530.8036784,0.492527055,-1.021725119
YOR210W,2294.593536,3771.380991,1130.468951,3305.243204,0.492666319,-1.021317249
YDL124W,9930.148066,8127.443159,4893.149113,6311.810308,0.492756914,-1.021051982
YER142C,847.9496896,817.9914546,417.8905844,668.654186,0.492824739,-1.020853416
YNL082W,586.672186,412.275189,289.6930744,385.8229722,0.493790368,-1.018029401
YDR068W,148.270976,192.0827585,73.25571997,123.5901102,0.494066485,-1.0172229
YOR266W,481.6803057,577.1852647,238.0810899,549.8175415,0.494272004,-1.016622902
YKL154W,622.7380991,776.7639357,308.0070044,763.7235015,0.494601189,-1.015662386
YGR294W,16.83075943,7.495912528,8.324513633,23.76732888,0.494601189,-1.015662386
YDL121C,1689.487661,2773.487635,835.7811687,2421.890813,0.494695042,-1.015388656
YNL211C,460.8422226,505.0371066,228.0916735,453.1637374,0.49494526,-1.014659121
YHR102W,1570.069416,1312.721681,777.5095733,1645.491403,0.495207132,-1.013896001
YDR244W,513.7388951,575.3112865,254.7301172,461.0861804,0.495835763,-1.012065762
YDL117W,2537.437351,2834.391925,1258.666461,3071.531136,0.496038438,-1.011476175
YMR098C,1288.755294,1293.9819,639.322647,1467.236436,0.496077611,-1.011362249
YDR196C,718.1124025,866.7148861,356.2891835,728.0725082,0.496146818,-1.011160994
YIL061C,181.1310301,173.3429772,89.90474723,199.6455626,0.49635199,-1.010564519
YGR033C,1958.779812,1977.983918,972.3031923,1916.438952,0.496382077,-1.010477069
YJR135C,294.9390225,312.954348,146.5114399,327.9891386,0.496751629,-1.009403396
YKL143W,941.7210636,1544.157981,467.8376662,1700.948504,0.496790063,-1.009291779
YJL140W,505.7242478,794.566728,251.4003117,739.1639283,0.497109468,-1.008364514
YDL122W,3371.76214,4324.20454,1676.557046,5268.424569,0.497234673,-1.008001193
YER056C-A,3338.100621,4632.473942,1659.908018,4971.332958,0.497261229,-1.007924144
YGR168C,686.0538131,561.2564505,341.3050589,471.3853562,0.497490215,-1.007259945
YGR049W,441.607069,334.5050966,219.7671599,369.185842,0.497653175,-1.006787448
YML027W,153.8812291,89.95095034,76.58552542,100.6150256,0.497692447,-1.006673603
YIL091C,2033.316033,3178.266912,1012.260858,3498.550812,0.497837445,-1.006253349
YDR293C,16803.50963,12464.76555,8367.801104,13287.52134,0.497979368,-1.005842125
YOR351C,100.1830919,53.40837676,49.9470818,68.92525377,0.498557999,-1.004166748
YBR158W,5647.921987,7332.876431,2817.015413,6758.636091,0.498770241,-1.003552704
YLR406C,9265.733801,14482.103,4626.764677,13401.60451,0.49934142,-1.001901512
YJL020C,3572.929788,2634.813254,1788.105528,2143.813065,0.500459185,-0.998675682
YNL252C,731.737303,1029.750984,366.2785998,1314.333287,0.50056024,-0.998384395
YEL018W,113.0065276,124.6195458,56.6066927,110.9142015,0.500915247,-0.997361569
YGR207C,1667.848113,2262.828594,835.7811687,2021.0152,0.501113478,-0.996790754
YNR034W-A,1587.70164,1347.390277,795.8235033,922.964605,0.501242477,-0.996419415
YDR241W,165.9032001,209.8855508,83.24513633,195.6843412,0.501769323,-0.994903826
YER064C,2727.384493,2662.922926,1368.550041,3199.082468,0.501781118,-0.994869911
YNL218W,617.1278459,549.0755927,309.6719071,541.8950986,0.501795388,-0.994828883
YDR224C,4185.248846,4601.553303,2101.107241,4945.981141,0.502026837,-0.994163606
YJL128C,1720.744786,1382.995861,864.0845151,1688.272595,0.502157276,-0.993788806
YLR290C,1133.271135,1206.841917,569.3967325,1030.709829,0.502436456,-0.992986948
YFL001W,666.0171947,925.7451972,334.645448,1301.657379,0.50245767,-0.992926034
YGR112W,698.8772489,679.3170729,351.2944753,703.512935,0.502655475,-0.992358194
YHR011W,175.520777,178.9649116,88.23984451,194.0998526,0.50273162,-0.992139664
YLR071C,1900.272887,2130.713136,955.654165,2623.913109,0.502903647,-0.991646079
YGR235C,2393.173699,2385.574162,1203.724671,2158.073463,0.502982576,-0.991419672
YLR262C,460.0407579,624.971707,231.421479,575.9616033,0.5030456,-0.991238912
YOR182C,7892.023245,11047.10109,3970.793003,10151.02617,0.503140054,-0.99096805
YPL253C,155.4841586,154.6031959,78.25042815,114.8754229,0.503269458,-0.990597049
YLR116W,958.551823,1219.022775,482.8217907,1544.084133,0.503699204,-0.989365642
YOR298W,135.4475402,128.367502,68.26101179,146.5651948,0.503966419,-0.98860049
YMR185W,1806.501513,1700.635155,910.7017914,1646.283647,0.504124566,-0.988147836
YDR161W,1571.672345,2283.442354,792.4936978,2870.301085,0.50423595,-0.987829115
YGR153W,306.9609935,335.4420856,154.8359536,320.0666956,0.50441573,-0.987314829
YOL095C,392.7177201,423.5190578,198.1234245,434.1498743,0.504493213,-0.987093234
YKR019C,310.1668524,269.852851,156.5008563,360.4711548,0.504569895,-0.986873963
YKL023C-A,623.5395638,854.5340282,314.6666153,1053.684914,0.504645789,-0.986656979
YOL041C,1332.835854,2308.741059,672.6207015,2020.222955,0.504653817,-0.986634029
YOR091W,379.0928196,559.3824724,191.4638136,376.3160407,0.505057874,-0.98547938
YPR035W,60113.06098,71286.12814,30369.49064,80929.33934,0.505206192,-0.985055773
YER129W,4881.721701,4590.309434,2467.385841,6091.566393,0.505433532,-0.984406715
YLR093C,2414.011782,2641.372177,1220.373699,2289.586016,0.50553759,-0.984109724
YDL103C,1609.341188,1530.103145,814.1374333,1648.66038,0.505882432,-0.983125957
YNL117W,5406.681102,4412.281512,2735.43518,3738.600834,0.505936105,-0.982972896
YBR257W,529.7681898,533.1467786,268.049339,491.1914636,0.505974772,-0.982862641
YER040W,753.3768509,636.2155758,381.2627244,748.6708599,0.506071728,-0.982586217
YPL212C,3893.515682,5462.646255,1971.244828,6537.599932,0.506289171,-0.981966467
YLR392C,660.4069416,646.5224555,334.645448,672.6154074,0.506726121,-0.980721894
YNL155W,1468.283394,1271.494163,744.2115188,1038.632272,0.506858228,-0.980345825
YJR061W,1441.835058,1494.49756,730.892297,1733.43052,0.506918106,-0.9801754
YDL040C,2525.41538,2934.649755,1280.310197,3759.99143,0.506970143,-0.980027309
YML025C,827.1116065,802.9996296,419.5554871,1041.009005,0.507253778,-0.97922039
YHL031C,246.0496736,230.4993102,124.8677045,256.687152,0.50748982,-0.978549213
YNL201C,3819.780927,4801.131974,1939.611676,5331.804113,0.507780868,-0.977722055
YLR314C,1919.50804,1645.3528,975.6329978,1841.967989,0.508272421,-0.976326144
YDR451C,304.5565993,204.2636164,154.8359536,252.7259305,0.508397959,-0.975969855
YPR134W,458.4378284,476.9274346,233.0863817,387.4074608,0.508436188,-0.975861378
YIL027C,916.8756568,1432.656282,466.1727634,1156.676672,0.508436188,-0.975861378
YDR223W,422.3719153,405.7162656,214.7724517,336.7038259,0.508491318,-0.975704955
YLR453C,615.5249164,678.3800838,313.0017126,643.3023685,0.508511848,-0.975646707
YNL272C,614.7234517,547.2016145,313.0017126,505.451861,0.509174836,-0.973766974
YDR098C,3243.527782,3005.860924,1651.583505,2688.084897,0.509193574,-0.973713881
YOR056C,1219.027862,1671.588494,621.008717,1990.117672,0.509429469,-0.973045676
YJL170C,42.47763095,20.61375945,21.64373545,19.8061074,0.509532546,-0.972753794
YAL032C,300.5492756,387.9134733,153.1710508,416.7204998,0.509637065,-0.972457888
YLR238W,173.1163827,171.4689991,88.23984451,193.3076083,0.509714004,-0.972240105
YMR226C,6508.695113,6827.839324,3318.151134,5853.10086,0.509802822,-0.971988736
YDR122W,2656.855596,1930.197476,1355.230819,1934.660571,0.510088249,-0.971181229
YDR332W,812.6852412,856.4080063,414.5607789,1116.272213,0.510112351,-0.971113063
YKL003C,776.6193282,905.1314378,396.2468489,901.574009,0.510220174,-0.97080815
Q0070,472.8641936,538.768713,241.4108954,549.0252972,0.510529024,-0.969935112
YGR170W,1698.303773,1641.604844,867.4143205,1964.765854,0.510753338,-0.969301368
YDL087C,403.9382264,322.3242387,206.4479381,392.1609266,0.511087896,-0.968356671
YPR007C,465.651011,368.2367029,238.0810899,448.4102716,0.511286531,-0.967796075
YPL153C,813.486706,390.7244405,416.2256816,386.6152165,0.511656403,-0.966752786
YLL004W,816.6925649,901.3834815,417.8905844,1029.125341,0.51168653,-0.96666784
YOR178C,4753.487343,3191.384759,2432.422883,2798.206854,0.51171334,-0.966592252
YPL257W-B,110.6021334,92.76191753,56.6066927,152.9031492,0.511804709,-0.966334674
YMR147W,556.2165261,509.7220519,284.6983662,682.9145833,0.511848089,-0.966212396
YLL033W,230.8218437,257.6719932,118.2080936,249.5569533,0.512118315,-0.96545094
YDL025C,1069.153956,667.136215,547.752997,706.6819122,0.512323781,-0.964872235
YMR211W,1010.647031,1227.455676,517.784748,1259.668431,0.512329955,-0.964854849
YDR025W,7973.772648,10743.51663,4085.671291,11804.44001,0.512388736,-0.964689333
YNR054C,240.4394205,466.6205549,123.2028018,384.2384836,0.512406832,-0.964638383
YMR195W,1724.75211,1996.7237,884.0633478,1976.649519,0.512574151,-0.96416737
YMR156C,188.3442127,228.6253321,96.56435814,198.8533183,0.512701488,-0.96380901
YGL058W,2113.462506,2554.232194,1083.851675,2620.744132,0.512832223,-0.963441181
YKR100C,2022.095526,1519.796265,1037.234399,1502.88743,0.512950247,-0.963109195
YHL033C,15137.26445,19607.4332,7765.106317,21567.26647,0.512979498,-0.963026928
YJL056C,687.6567426,653.081379,352.959378,739.9561726,0.513278437,-0.962186441
YIL007C,674.0318421,826.4243562,346.2997671,818.3883579,0.513773602,-0.96079533
YDR339C,1137.278459,1563.834751,584.380857,1837.214523,0.513841489,-0.960604712
YLR371W,4357.563764,4179.908223,2239.294167,4442.906013,0.513886724,-0.960477714
YOR163W,479.2759115,488.1713034,246.4056035,420.6817213,0.514120567,-0.959821367
YPL150W,2266.54227,2179.436568,1165.431909,2461.503028,0.514189355,-0.95962835
YAL028W,407.9455501,338.2530528,209.7777435,271.7397936,0.514229763,-0.959514981
YOR304W,1275.130393,1131.882792,655.9716743,1306.410844,0.514434977,-0.958939359
YDL150W,427.1807037,637.1525649,219.7671599,667.8619417,0.514459473,-0.958870662
YIL139C,436.7982805,447.8807736,224.7618681,481.6845321,0.514566742,-0.958569881
YDR351W,2801.119249,2493.327905,1441.805761,2760.179128,0.514724877,-0.958126584
YHR097C,478.4744468,342.0010091,246.4056035,366.0168648,0.514981741,-0.957406814
YNL188W,100.1830919,139.6113708,51.61198452,88.73136117,0.515176599,-0.956861033
YDR389W,1764.023882,1428.908326,909.0368887,1863.358585,0.515320058,-0.956459348
YMR128W,2076.595128,2969.31835,1070.532453,4031.731223,0.515522953,-0.955891431
YBL010C,222.8071963,184.586846,114.8782881,202.0222955,0.515595053,-0.955689674
YER104W,238.836491,163.0360975,123.2028018,218.6594257,0.515845804,-0.954988213
YLR227C,403.1367617,397.283364,208.1128408,392.1609266,0.516233846,-0.953903364
YGR196C,570.6428913,565.0044068,294.6877826,435.7343629,0.516413657,-0.953400939
YKR095W-A,170.7119885,228.6253321,88.23984451,215.4904486,0.516893074,-0.952062223
YOR070C,1065.948097,869.5258533,551.0828025,1099.635083,0.516988401,-0.951796181
YHR066W,830.3174654,1198.409015,429.5449035,1243.823545,0.517326109,-0.95085409
YNL311C,1289.556759,1531.040134,667.6259933,1633.607739,0.517717416,-0.949763243
YLR438C-A,540.1872314,880.769722,279.7036581,720.9423095,0.517790207,-0.949560417
YFR010W,2504.577297,2257.20666,1296.959224,2182.633036,0.517835575,-0.949434015
YKL017C,343.8283713,314.8283262,178.1445917,331.1581158,0.518120686,-0.94863991
YJL051W,433.5924216,246.4281244,224.7618681,228.1663573,0.518371302,-0.947942245
YDR143C,1062.742239,961.3507817,551.0828025,1468.820925,0.518547943,-0.947450712
YGR009C,1123.653558,1213.40084,582.7159543,1272.34434,0.518590406,-0.94733258
YBL067C,2305.012578,2617.010461,1195.400158,2848.118245,0.518608952,-0.947280985
YLR425W,1430.614552,1106.584087,742.546616,1360.283457,0.519040307,-0.946081517
YDR544C,3.20585894,2.810967198,1.664902727,0.792244296,0.519331249,-0.945273058
YOL013W-A,3.20585894,0,1.664902727,0.792244296,0.519331249,-0.945273058
YOR293C-A,3.20585894,3.747956264,1.664902727,0.792244296,0.519331249,-0.945273058
tL(CAA)G1,3.20585894,8.432901594,1.664902727,0.792244296,0.519331249,-0.945273058
YLR461W,3.20585894,1.873978132,1.664902727,2.376732888,0.519331249,-0.945273058
YPL080C,3.20585894,2.810967198,1.664902727,1.584488592,0.519331249,-0.945273058
YPR137C-B,48.0878841,62.77826742,24.9735409,93.48482695,0.519331249,-0.945273058
tG(GCC)P2,3.20585894,0.936989066,1.664902727,0,0.519331249,-0.945273058
YHR093W,3.20585894,1.873978132,1.664902727,0.792244296,0.519331249,-0.945273058
YIL030W-A,3.20585894,6.558923462,1.664902727,0.792244296,0.519331249,-0.945273058
YCR050C,3.20585894,0.936989066,1.664902727,3.168977185,0.519331249,-0.945273058
YFR057W,3.20585894,0,1.664902727,0.792244296,0.519331249,-0.945273058
YEL074W,9.617576819,7.495912528,4.99470818,16.63713022,0.519331249,-0.945273058
YDR365W-B,80.1464735,50.59740956,41.62256816,91.90033835,0.519331249,-0.945273058
YGL033W,153.8812291,166.7840537,79.91533087,107.7452243,0.519331249,-0.945273058
YDR024W,12.82343576,11.24386879,6.659610906,16.63713022,0.519331249,-0.945273058
YDR379W,621.1351696,574.3742975,322.991129,594.9754664,0.520001354,-0.943412716
YML008C,4924.199332,4682.134363,2560.620393,5202.668293,0.520007461,-0.943395771
YGL180W,2949.390225,2386.511151,1535.040314,1928.322617,0.52046023,-0.942140169
YDR495C,722.9211909,630.5936414,376.2680162,636.1721698,0.520482759,-0.942077719
YFR019W,5438.739691,4219.261764,2831.999538,4241.675962,0.520708785,-0.941451347
YJL177W,8388.129916,10200.06297,4373.699463,10964.66106,0.521415322,-0.939495117
YMR160W,628.3483522,463.8095877,327.9858371,434.1498743,0.521980898,-0.937931083
YIL071C,873.5965611,896.6985362,456.1833471,716.981088,0.522189953,-0.937353395
YFL033C,6436.563286,4793.636062,3361.438605,5365.870618,0.522241211,-0.937211787
YDR166C,1507.555166,1427.971337,787.4989897,1480.70459,0.522368274,-0.936860818
YBR253W,395.1221143,613.7278382,206.4479381,621.9117725,0.52249148,-0.936520584
YDR036C,1003.433848,936.989066,524.4443589,1146.377497,0.522649659,-0.936083886
YGL197W,4366.379876,3354.420856,2282.581638,4046.783865,0.522762953,-0.935771191
YJL137C,1380.923738,695.245887,722.5677833,556.1554959,0.523249593,-0.934428812
YKR079C,1902.677281,2305.930091,995.6118305,2696.799584,0.523268891,-0.934375604
YML034W,1529.996179,1055.986677,800.8182115,966.5380413,0.523411903,-0.933981362
YDR052C,601.0985512,581.87021,314.6666153,594.9754664,0.523485899,-0.933777419
YIL150C,295.7404872,222.0664086,154.8359536,324.8201614,0.523553454,-0.933591253
YLR412W,884.0156027,1052.238721,462.842958,1285.812493,0.523568766,-0.933549061
YMR134W,384.7030728,337.3160638,201.4532299,317.6899628,0.523659009,-0.933300417
YGL021W,2539.841745,1888.969957,1330.257279,2490.023823,0.523755971,-0.933033309
YLR102C,375.085496,379.4805717,196.4585217,330.3658715,0.523769977,-0.932994729
YML098W,1385.732527,1655.65968,725.8975888,1551.214332,0.523836725,-0.932810887
YMR030W,270.0936157,151.7922287,141.5167318,203.6067841,0.523954376,-0.932486903
YPL100W,889.6258558,899.5095034,466.1727634,797.7900062,0.524009909,-0.932334003
YER007C-A,2023.698456,2974.003295,1060.543037,3002.605882,0.524061791,-0.932191168
YOR007C,17107.26477,19788.27208,8973.825696,19066.94348,0.524562273,-0.930814043
YJL164C,2924.544818,1872.104154,1535.040314,1517.940071,0.524881788,-0.929935553
YKR064W,1249.483522,1275.242119,655.9716743,1332.554906,0.524994258,-0.929626452
YMR043W,291.7331635,337.3160638,153.1710508,352.5487118,0.525038185,-0.929505743
YDR060W,2425.232288,3603.659948,1273.650586,4234.545763,0.525166431,-0.929153393
YDR390C,1102.815475,1110.332043,579.3861488,1454.560528,0.525369984,-0.928594317
YER169W,2401.989811,2314.362993,1261.996267,2498.73851,0.525396178,-0.928522388
YMR294W,136.2490049,230.4993102,71.59081724,161.6178364,0.525441028,-0.928399239
YML130C,10189.02118,11702.05645,5354.327169,10646.17885,0.52549966,-0.928238263
YMR310C,1077.168604,1303.351791,566.066927,1784.926399,0.525513763,-0.928199545
YBR184W,133.043146,82.45503781,69.92591452,77.63994102,0.525588252,-0.927995067
YPL223C,8472.283713,6748.195253,4453.614794,5212.175224,0.525668751,-0.927774121
YPL063W,1845.773285,2002.345634,970.6382896,2803.752564,0.525870808,-0.927219681
YOR158W,490.4964178,426.330025,258.0599226,418.3049884,0.526119892,-0.926536496
YJL180C,718.1124025,776.7639357,377.9329189,881.7679016,0.526286578,-0.926079493
YKR086W,989.8089477,1040.994852,521.1145534,1114.687725,0.526479938,-0.925549538
YGL122C,2159.145996,2608.57756,1137.128562,3630.063365,0.526656634,-0.925065426
YER173W,508.9301067,495.6672159,268.049339,518.920014,0.526691849,-0.924968962
YLR270W,3397.409011,2984.310175,1789.770431,2412.383882,0.526804522,-0.924660365
YOR346W,1491.525872,1498.245517,785.8340869,1834.045546,0.526865877,-0.924492349
YPL112C,988.2060182,1141.252682,521.1145534,1082.997953,0.52733392,-0.923211296
YLR038C,4352.754976,5234.020923,2299.230665,3987.365543,0.528224234,-0.920777602
YMR144W,415.9601974,253.9240369,219.7671599,185.3851653,0.528336993,-0.920469667
YPR056W,610.716128,706.4897558,322.991129,751.8398371,0.528872768,-0.919007403
YDL048C,1303.181659,1062.545601,689.2697288,1075.07551,0.528913006,-0.918897643
YKR056W,2842.795415,3719.846592,1505.072065,4210.778434,0.52943383,-0.917477711
YKL065W-A,286.1229104,399.1573421,151.5061481,203.6067841,0.529514214,-0.917258682
YDR014W,282.9170514,211.7595289,149.8412454,232.9198231,0.529629602,-0.916944335
YBR215W,282.9170514,245.4911353,149.8412454,223.4128915,0.529629602,-0.916944335
YER137C,250.858462,385.1025061,133.1922181,307.3907869,0.530945686,-0.91336381
YBR049C,780.6266518,647.4594446,414.5607789,648.0558343,0.531061523,-0.913049088
YER114C,2733.796211,2673.229805,1453.46008,3633.232342,0.531663653,-0.911414255
YLR009W,2107.050788,3815.419477,1120.479535,3800.395889,0.531776235,-0.91110879
YCR033W,1568.466486,1484.190681,834.116266,1782.549666,0.531803691,-0.911034305
YHR135C,1286.3509,1093.46624,684.2750206,1249.369255,0.531950513,-0.910636057
YPR193C,757.3841745,590.3031116,402.9064598,434.9421186,0.531971057,-0.91058034
YIR003W,394.3206496,320.4502606,209.7777435,340.6650474,0.531997864,-0.91050764
YJR096W,4554.724089,3250.41507,2424.09837,2577.170695,0.532216293,-0.909915418
YJR140C,2095.028817,1973.298973,1115.484827,2158.073463,0.532443668,-0.909299198
YPL227C,924.8903041,1055.986677,492.8112071,1243.031301,0.532832061,-0.908247201
YMR073C,924.8903041,978.2165849,492.8112071,855.6238399,0.532832061,-0.908247201
YGR040W,996.2206655,1030.687973,531.1039698,1133.701588,0.533118804,-0.907471025
YHR118C,318.1814998,395.4093859,169.8200781,302.6373211,0.53372078,-0.905842914
YMR131C,7013.617896,10534.56807,3746.031135,13533.11707,0.534108243,-0.904795944
YDR229W,246.0496736,222.0664086,131.5273154,247.1802204,0.534555943,-0.903587155
YBL035C,791.0456934,563.1304287,422.8852925,573.5848704,0.534590222,-0.903494646
YNL039W,457.6363637,415.0861562,244.7407008,461.8784247,0.53479295,-0.902947649
YML120C,9290.579208,6793.170729,4969.734639,5628.10348,0.534921938,-0.902599722
YDR164C,1356.879796,1448.585096,725.8975888,1645.491403,0.534975604,-0.902454991
YNR076W,52.89667251,41.2275189,28.30334635,68.92525377,0.535068559,-0.902204336
YOR352W,273.2994746,254.861026,146.5114399,285.2079466,0.53608387,-0.899469369
YOR017W,993.8162713,936.0520769,532.7688725,1090.128152,0.53608387,-0.899469369
YLR079W,422.3719153,629.6566524,226.4267708,518.920014,0.53608387,-0.899469369
YGL048C,4631.664703,5028.820317,2484.034868,4614.823025,0.53631578,-0.898845392
YBR073W,2684.105397,1864.608241,1440.140858,1748.483162,0.536544079,-0.898231397
YDR381W,3099.26413,3288.831622,1663.237824,3739.393078,0.53665572,-0.897931239
YIL127C,189.1456774,357.9298232,101.5590663,297.0916111,0.536935698,-0.89717877
YPR002W,8175.741761,8241.755825,4390.34849,6382.32005,0.536996962,-0.897014168
YJL104W,666.0171947,850.7860719,357.9540862,1012.48821,0.537454722,-0.895784875
YKL054C,888.0229263,828.2983343,477.8270825,759.76228,0.538079669,-0.894108298
YPR115W,4990.720905,4059.036634,2687.153001,4629.083422,0.538429829,-0.893169759
YIL112W,735.7446267,691.4979307,396.2468489,637.7566584,0.538565739,-0.892805638
YAR029W,64.91864353,32.79461731,34.96295726,33.27426044,0.538565739,-0.892805638
YBR201W,466.4524757,422.5820688,251.4003117,369.185842,0.538962327,-0.891743662
YAL029C,4530.680147,5248.075759,2442.4123,6128.801875,0.539082924,-0.891420884
YBL033C,3319.666932,3586.794145,1789.770431,3586.489929,0.539141567,-0.891263952
YJR053W,228.4174495,256.7350041,123.2028018,210.7369828,0.539375613,-0.890637801
YBR063C,1515.569814,1501.993473,817.4672387,1653.413846,0.539379467,-0.890627492
YNL325C,1956.375418,1118.764945,1055.548329,1118.648946,0.53954283,-0.890190607
YHR150W,1090.793504,1018.507115,589.3755652,900.7817647,0.540318184,-0.888118859
YIL026C,1247.880592,783.3228592,674.2856043,722.5267981,0.540344652,-0.888048189
YAL027W,310.9683172,340.127031,168.1551754,389.7841937,0.54074697,-0.886974418
YLR061W,6066.286579,8297.038179,3281.523274,8452.454396,0.540944321,-0.886447989
YOR147W,2008.470626,1850.553405,1087.18148,2167.580394,0.541298173,-0.885504577
YKL139W,359.857666,380.4175608,194.793619,384.2384836,0.541307404,-0.885479973
YHR082C,4809.589874,3234.486256,2605.572767,3309.204425,0.541745312,-0.884313331
YNL078W,1410.577934,1313.658671,764.1903515,1179.651757,0.541756916,-0.884282429
YPL038W-A,18.4336889,17.80279225,9.989416359,7.130198665,0.541910868,-0.883872513
YDL018C,457.6363637,368.2367029,248.0705063,309.7675198,0.542069044,-0.883451473
YMR038C,893.6331795,926.6821863,484.4866934,1195.496643,0.542153878,-0.88322571
YPL052W,1658.230537,1912.394684,899.0474723,1631.231006,0.542172787,-0.883175391
YER047C,908.8610094,927.6191753,492.8112071,979.2139501,0.542229452,-0.883024617
YCR052W,1025.073396,1085.033338,556.0775107,1480.70459,0.5424758,-0.882369315
YLR006C,1414.585257,1101.899142,767.5201569,1267.590874,0.542576104,-0.882102586
YOR198C,1122.852094,1276.179108,609.3543979,1055.269402,0.542684474,-0.881814461
