Gene,Occurances in pairs,Membership
YER158C,8277,Agnostic
YDR229W,8277,Agnostic
YBL101C,8277,Agnostic
YNR061C,8277,Agnostic
YNL189W,8277,Agnostic
YPL223C,8277,Agnostic
YDR505C,8277,Agnostic
YBR291C,8277,Agnostic
YPL249C-A,8277,Agnostic
YEL039C,8277,Agnostic
YOL019W-A,8277,Agnostic
YHR192W,8277,Agnostic
YOR393W,8277,Agnostic
YMR196W,8277,Agnostic
YOR197W,8277,Agnostic
YMR193W,8277,Agnostic
YCL030C,8277,Agnostic
YNR063W,8277,Agnostic
YHR134W,8277,Agnostic
YCL056C,8277,Agnostic
YCR069W,8277,Agnostic
YHR078W,8277,Agnostic
YLR154W-A,8277,Agnostic
YER136W,8277,Agnostic
YDR134C,8277,Agnostic
YMR222C,8277,Agnostic
YLR306W,8277,Agnostic
YGR067C,8277,Agnostic
YIR018C-A,8277,Agnostic
YJR051W,8277,Agnostic
YPL186C,8277,Agnostic
YJR095W,8277,Agnostic
YOR357C,8277,Agnostic
YBR044C,8277,Agnostic
YKR069W,8277,Agnostic
YJL096W,8277,Agnostic
YFL064C,8277,Agnostic
YGL160W,8277,Agnostic
YHR029C,8277,Agnostic
YNR070W,8277,Agnostic
YGL125W,8277,Agnostic
YNL211C,8277,Agnostic
YHL030W,8277,Agnostic
YGR271C-A,8277,Agnostic
YIR044C,8277,Agnostic
YPL198W,8277,Agnostic
YKR104W,8277,Agnostic
YHR209W,8277,Agnostic
YDR084C,8277,Agnostic
YBR281C,8277,Agnostic
YDL089W,8277,Agnostic
YJL103C,8277,Agnostic
YBR191W,8277,Agnostic
YIR024C,8277,Agnostic
YLR225C,8277,Agnostic
YLL053C,8277,Agnostic
YKL184W,8277,Agnostic
YOL137W,8277,Agnostic
YNL265C,8277,Agnostic
YDR519W,8277,Agnostic
YER058W,8277,Agnostic
YNL284C,8277,Agnostic
YKL097W-A,8277,Agnostic
YHR202W,8277,Agnostic
YDR380W,8277,Agnostic
YNL069C,8277,Agnostic
YHR219W,8277,Agnostic
YBL043W,8277,Agnostic
YMR321C,8277,Agnostic
YAL014C,8277,Agnostic
YIR031C,8277,Agnostic
YNL224C,8277,Agnostic
YPR160W,8277,Agnostic
YNL137C,8277,Agnostic
YNL289W,8277,Agnostic
YFL047W,8277,Agnostic
YJR058C,8277,Agnostic
YNL033W,8277,Agnostic
YHR054C,8277,Agnostic
YKL071W,8277,Agnostic
YHL018W,8277,Agnostic
YNL336W,8277,Agnostic
YOR161C,8277,Agnostic
YDR003W,8277,Agnostic
YCR019W,8277,Agnostic
YKR093W,8277,Agnostic
YBR235W,8277,Agnostic
YLR120C,8277,Agnostic
YLR244C,8277,Agnostic
YKL161C,8277,Agnostic
YCR108C,8277,Agnostic
YGR271W,8277,Agnostic
YLR209C,8277,Agnostic
YIR014W,8277,Agnostic
YDL189W,8277,Agnostic
YOR066W,8277,Agnostic
YDR522C,8277,Agnostic
YOR391C,8277,Agnostic
YGR174W-A,8277,Agnostic
YLL049W,8277,Agnostic
YLR027C,8277,Agnostic
YOR370C,8277,Agnostic
YIL096C,8277,Agnostic
YLR157W-C,8277,Agnostic
YOL161C,8277,Agnostic
YNL104C,8277,Agnostic
YIL156W,8277,Agnostic
YLR021W,8277,Agnostic
YGL224C,8277,Agnostic
YGR121W-A,8277,Agnostic
YGL242C,8277,Agnostic
YHR002W,8277,Agnostic
YER060W-A,8277,Agnostic
YOR125C,8277,Agnostic
YDR032C,8277,Agnostic
YHR189W,8277,Agnostic
YLL067C,8277,Agnostic
YER011W,8277,Agnostic
YJL127C-B,8277,Agnostic
YBR018C,8277,Agnostic
YGL101W,8277,Agnostic
YBL068W,8277,Agnostic
YKL018C-A,8277,Agnostic
YLR287C,8277,Agnostic
YNR021W,8277,Agnostic
YLL005C,8277,Agnostic
YMR195W,8277,Agnostic
YPL189C-A,8277,Agnostic
YML087C,8277,Agnostic
YPR156C,8277,Agnostic
YNR071C,8277,Agnostic
YNR062C,8277,Agnostic
YLR211C,8277,Agnostic
YCL073C,8277,Agnostic
YOR220W,8277,Agnostic
YPL260W,8277,Agnostic
YGL056C,8277,Agnostic
YGL258W,8277,Agnostic
YLR001C,8277,Agnostic
YOR196C,8277,Agnostic
YER081W,8277,Agnostic
YNR045W,8277,Agnostic
YHR112C,8277,Agnostic
YPR151C,8277,Agnostic
YPL189W,8277,Agnostic
YLR157W-D,8277,Agnostic
YBR287W,8277,Agnostic
YBR238C,8277,Agnostic
YOL136C,8277,Agnostic
YLR308W,8277,Agnostic
YLR395C,8277,Agnostic
YJL023C,8277,Agnostic
YFR044C,8277,Agnostic
YBR251W,8277,Agnostic
YOL057W,8277,Agnostic
YJR134C,8277,Agnostic
YGR223C,8277,Agnostic
YDR536W,8277,Agnostic
YFR035C,8277,Agnostic
YIL107C,8277,Agnostic
YPL216W,8277,Agnostic
YDR090C,8277,Agnostic
YIL006W,8277,Agnostic
YJR039W,8277,Agnostic
YJL189W,8277,Agnostic
YLR070C,8277,Agnostic
YDR197W,8277,Agnostic
YDR246W-A,8277,Agnostic
YDR497C,8277,Agnostic
YAL008W,8277,Agnostic
YMR102C,8277,Agnostic
YDR155C,8277,Agnostic
YHR035W,8277,Agnostic
YGL220W,8277,Agnostic
YOL159C-A,8277,Agnostic
YKL142W,8277,Agnostic
YMR306W,8277,Agnostic
YOR044W,8277,Agnostic
YBR085C-A,8277,Agnostic
YNL191W,8277,Agnostic
YML054C,8277,Agnostic
YKR010C,8277,Agnostic
YDR132C,8277,Agnostic
YDL139C,8277,Agnostic
YGL237C,8277,Agnostic
YLL029W,8277,Agnostic
YFL043C,8277,Agnostic
YPR159C-A,8277,Agnostic
YLR188W,8277,Agnostic
YDR074W,8277,Agnostic
YPL264C,8277,Agnostic
YOR316C-A,8277,Agnostic
YPR158W,8277,Agnostic
YLL064C,8277,Agnostic
YCR036W,8277,Agnostic
YDR541C,8277,Agnostic
YOR175C,8277,Agnostic
YLL054C,8277,Agnostic
YJR094W-A,8277,Agnostic
YMR289W,8277,Agnostic
YPR159W,8277,Agnostic
YGR034W,8277,Agnostic
YDR282C,8277,Agnostic
YDL146W,8277,Agnostic
YFL051C,8277,Agnostic
YNL138W-A,8277,Agnostic
YCR054C,8277,Agnostic
YGR150C,8277,Agnostic
YGR136W,8277,Agnostic
YOR051C,8277,Agnostic
YEL052W,8277,Agnostic
YLR156C-A,8277,Agnostic
YMR194W,8277,Agnostic
YNL034W,8277,Agnostic
YGR146C-A,8277,Agnostic
YFL042C,8277,Agnostic
YHL050C,8277,Agnostic
YOL029C,8277,Agnostic
YMR189W,8277,Agnostic
YJL083W,8277,Agnostic
YJL171C,8277,Agnostic
YCR101C,8277,Agnostic
YGL134W,8277,Agnostic
YDR063W,8277,Agnostic
YKL137W,8277,Agnostic
YGR052W,8277,Agnostic
YHR103W,8277,Agnostic
YHL029C,8277,Agnostic
YKL210W,8277,Agnostic
YGL026C,8277,Agnostic
YJL077W-B,8277,Agnostic
YGL230C,8277,Agnostic
YFL034W,8277,Agnostic
YPR043W,8277,Agnostic
YLL045C,8277,Agnostic
YBR096W,8277,Agnostic
YHR021W-A,8277,Agnostic
YBR084C-A,8277,Agnostic
YLR446W,8277,Agnostic
YGR260W,8277,Agnostic
YBR301W,8277,Agnostic
YER099C,8277,Agnostic
YJL144W,8277,Agnostic
YCR023C,8277,Agnostic
YBR028C,8277,Agnostic
YMR252C,8277,Agnostic
YAR050W,8277,Agnostic
YMR132C,8277,Agnostic
YBR219C,8277,Agnostic
YOL084W,8277,Agnostic
YOL155W-A,8277,Agnostic
YOL114C,8277,Agnostic
YNL005C,8277,Agnostic
YHR022C-A,8277,Agnostic
YDR315C,8277,Agnostic
YJL038C,8277,Agnostic
YNL176C,8277,Agnostic
YML066C,8277,Agnostic
YDR533C,8277,Agnostic
YHR049W,8277,Agnostic
YER033C,8277,Agnostic
YDL010W,8277,Agnostic
YLR162W-A,8277,Agnostic
YHR212W-A,8277,Agnostic
YML054C-A,8277,Agnostic
YDL191W,8277,Agnostic
YCR016W,8277,Agnostic
YDL184C,8277,Agnostic
YKL167C,8277,Agnostic
YHL021C,8277,Agnostic
YIL162W,8277,Agnostic
YPR098C,8277,Agnostic
YGR207C,8277,Agnostic
YDL133C-A,8277,Agnostic
YNL190W,8277,Agnostic
YDL238C,8277,Agnostic
YMR251W-A,8277,Agnostic
YKR080W,8277,Agnostic
YLR156W,8277,Agnostic
YLR413W,8277,Agnostic
YDR539W,8277,Agnostic
YLR290C,8277,Agnostic
YDR475C,8277,Agnostic
YBR233W,8277,Agnostic
YLL033W,8277,Agnostic
YHL001W,8277,Agnostic
YGL121C,8277,Agnostic
YLR415C,8277,Agnostic
YPR117W,8277,Agnostic
YIL166C,8277,Agnostic
YOR271C,8277,Agnostic
YKL209C,8277,Agnostic
YML003W,8277,Agnostic
YLR439W,8277,Agnostic
YBL107C,8277,Agnostic
YNL134C,8277,Agnostic
YLR040C,8277,Agnostic
YKL065W-A,8277,Agnostic
YEL048C,8277,Agnostic
YHR105W,8277,Agnostic
YBR227C,8277,Agnostic
YER092W,8277,Agnostic
YLR064W,8277,Agnostic
YCR017C,8277,Agnostic
YDL082W,8277,Agnostic
YIL024C,8277,Agnostic
YPR063C,8277,Agnostic
YPL009C,8277,Agnostic
YJR151C,8277,Agnostic
YER182W,8277,Agnostic
YER087W,8277,Agnostic
YIL158W,8277,Agnostic
YMR010W,8277,Agnostic
YER153C,8277,Agnostic
YLR283W,8277,Agnostic
YCL021W-A,8277,Agnostic
YJL077C,8277,Agnostic
YLR157W-B,8277,Agnostic
YBL081W,8277,Agnostic
YLR151C,8277,Agnostic
YER130C,8277,Agnostic
YDL222C,8277,Agnostic
YDL067C,8277,Agnostic
YFL068W,8277,Agnostic
YMR152W,8277,Agnostic
YNL196C,8277,Agnostic
YCR032W,8277,Agnostic
YGL123W,8277,Agnostic
YNL260C,8277,Agnostic
YJR109C,8277,Agnostic
YMR247W-A,8277,Agnostic
YDL246C,8277,Agnostic
YGL231C,8277,Agnostic
YJL147C,8277,Agnostic
YHR025W,8277,Agnostic
YDL141W,8277,Agnostic
YOL086W-A,8277,Agnostic
YDL025C,8277,Agnostic
YMR121C,8277,Agnostic
YDL233W,8277,Agnostic
YJR088C,8277,Agnostic
YGL176C,8277,Agnostic
YIR042C,8277,Agnostic
YIR029W,8277,Agnostic
YGL138C,8277,Agnostic
YNL320W,8277,Agnostic
YNR055C,8277,Agnostic
YPL173W,8277,Agnostic
YOR071C,8277,Agnostic
YLR436C,8277,Agnostic
YER187W,8277,Agnostic
YDR169C,8277,Agnostic
YFR038W,8277,Agnostic
YJL161W,8277,Agnostic
YMR118C,8277,Agnostic
YFR011C,8277,Agnostic
YHR131C,8277,Agnostic
YBR282W,8277,Agnostic
YJL162C,8277,Agnostic
YFL012W,8277,Agnostic
YLR345W,8277,Agnostic
YDR474C,8277,Agnostic
YML082W,8277,Agnostic
YDR441C,8277,Agnostic
YNL240C,8277,Agnostic
YNL335W,8277,Agnostic
YAL036C,8277,Agnostic
YPR153W,8277,Agnostic
YFL007W,8277,Agnostic
YMR027W,8277,Agnostic
YIL011W,8277,Agnostic
YGR184C,8277,Agnostic
YKR021W,8277,Agnostic
YOL018C,8277,Agnostic
YOL030W,8277,Agnostic
YGR215W,8277,Agnostic
YBR220C,8277,Agnostic
YOR252W,8277,Agnostic
YDL063C,8277,Agnostic
YNL217W,8277,Agnostic
YPR118W,8277,Agnostic
YDL204W,8277,Agnostic
YMR009W,8277,Agnostic
YDR204W,8277,Agnostic
YCL018W,8277,Agnostic
YDR482C,8277,Agnostic
YKL033W-A,8277,Agnostic
YFL017C,8277,Agnostic
YHR128W,8277,Agnostic
YFR018C,8277,Agnostic
YOR111W,8277,Agnostic
YLR164W,8277,Agnostic
YLR323C,8277,Agnostic
YLR267W,8277,Agnostic
YCR045C,8277,Agnostic
YMR258C,8277,Agnostic
YPR026W,8277,Agnostic
YJL200C,8277,Agnostic
YLR414C,8277,Agnostic
YMR242W-A,8277,Agnostic
YMR251W,8277,Agnostic
YHR033W,8277,Agnostic
YJR005W,8277,Agnostic
YER175W-A,8277,Agnostic
YKL155C,8277,Agnostic
YKL006W,8277,Agnostic
YLR241W,8277,Agnostic
YPL215W,8277,Agnostic
YLR390W,8277,Agnostic
YDR257C,8277,Agnostic
YOL014W,8277,Agnostic
YKR044W,8277,Agnostic
YNL125C,8277,Agnostic
YGR255C,8277,Agnostic
YAL034C,8277,Agnostic
YIR032C,8277,Agnostic
YKL171W,8277,Agnostic
YER007C-A,8277,Agnostic
YDL167C,8277,Agnostic
YIL165C,8277,Agnostic
YDR534C,8277,Agnostic
YER071C,8277,Agnostic
YNL204C,8277,Agnostic
YAL063C-A,8277,Agnostic
YMR318C,8277,Agnostic
YOR283W,8277,Agnostic
YPL226W,8277,Agnostic
YER064C,8277,Agnostic
YBL092W,8277,Agnostic
YDL124W,8277,Agnostic
YNR024W,8277,Agnostic
YIL172C,8277,Agnostic
YIL102C,8277,Agnostic
YIL161W,8277,Agnostic
YKR043C,8277,Agnostic
YJL130C,8277,Agnostic
YML100W-A,8277,Agnostic
YJL016W,8277,Agnostic
YLR457C,8277,Agnostic
YDL049C,8277,Agnostic
YGL194C-A,8277,Agnostic
YIL164C,8277,Agnostic
YMR291W,8277,Agnostic
YLR341W,8277,Agnostic
YPL038W,8277,Agnostic
YDR117C,8277,Agnostic
YBR139W,8277,Agnostic
YDR321W,8277,Agnostic
YJR130C,8277,Agnostic
YKL063C,8277,Agnostic
YPR116W,8277,Agnostic
YPL281C,8277,Agnostic
YPL280W,8277,Agnostic
YJL055W,8277,Agnostic
YBR125C,8277,Agnostic
YPL183W-A,8277,Agnostic
YPR091C,8277,Agnostic
YEL049W,8277,Agnostic
YER128W,8277,Agnostic
YOR280C,8277,Agnostic
YOL052C,8277,Agnostic
YKL103C,8277,Agnostic
YFL020C,8277,Agnostic
YMR144W,8277,Agnostic
YCR015C,8277,Agnostic
YML030W,8277,Agnostic
YLR091W,8277,Agnostic
YLR142W,8277,Agnostic
YDL199C,8277,Agnostic
YPL199C,8277,Agnostic
YLR146C,8277,Agnostic
YKR091W,8277,Agnostic
YPL039W,8277,Agnostic
YGR084C,8277,Agnostic
YMR094W,8277,Agnostic
YAR035C-A,8277,Agnostic
YJL047C-A,8277,Agnostic
YAL048C,8277,Agnostic
YLL058W,8277,Agnostic
YBR072C-A,8277,Agnostic
YFL044C,8277,Agnostic
YNL040W,8277,Agnostic
YKL106C-A,8277,Agnostic
YBR248C,8277,Agnostic
YLR441C,8277,Agnostic
YLR406C-A,8277,Agnostic
YMR257C,8277,Agnostic
YNR040W,8277,Agnostic
YGR154C,8277,Agnostic
YGL203C,8277,Agnostic
YOL022C,8277,Agnostic
YOR108W,8277,Agnostic
YBR208C,8277,Agnostic
YKL219W,8277,Agnostic
YIL057C,8277,Agnostic
YOR350C,8277,Agnostic
YGL009C,8277,Agnostic
YLR247C,8277,Agnostic
YIL127C,8277,Agnostic
YLR312W-A,8277,Agnostic
YNL255C,8277,Agnostic
YEL040W,8277,Agnostic
YGR205W,8277,Agnostic
YKL023C-A,8277,Agnostic
YMR002W,8277,Agnostic
YOR292C,8277,Agnostic
YDR234W,8277,Agnostic
YGL140C,8277,Agnostic
YML072C,8277,Agnostic
YJR148W,8277,Agnostic
YFL028C,8277,Agnostic
YLR406C,8277,Agnostic
YCR004C,8277,Agnostic
YNL076W,8277,Agnostic
YBR270C,8277,Agnostic
YPL108W,8277,Agnostic
YMR278W,8277,Agnostic
YHR214C-D,8277,Agnostic
YOL166W-A,8277,Agnostic
YDR061W,8277,Agnostic
YHR214C-E,8277,Agnostic
YPL184C,8277,Agnostic
YCR003W,8277,Agnostic
YEL076C-A,8277,Agnostic
YPL014W,8277,Agnostic
YDR291W,8277,Agnostic
YIR038C,8277,Agnostic
YDR237W,8277,Agnostic
YDR338C,8277,Agnostic
YHR003C,8277,Agnostic
YOR128C,8277,Agnostic
YER046W,8277,Agnostic
YLR149C,8277,Agnostic
YJR116W,8277,Agnostic
YNL321W,8277,Agnostic
YLR300W,8277,Agnostic
YGR021W,8277,Agnostic
YPL005W,8277,Agnostic
YHR201C,8277,Agnostic
YMR154C,8277,Agnostic
YDL134C-A,8277,Agnostic
YOL047C,8277,Agnostic
YDL193W,8277,Agnostic
YER115C,8277,Agnostic
YKL116C,8277,Agnostic
YDR368W,8277,Agnostic
YDL121C,8277,Agnostic
YBR014C,8277,Agnostic
YBL086C,8277,Agnostic
YMR174C,8277,Agnostic
YBR264C,8277,Agnostic
YBL036C,8277,Agnostic
YLR375W,8277,Agnostic
YLR065C,8277,Agnostic
YOL159C,8277,Agnostic
YML068W,8277,Agnostic
YGL081W,8277,Agnostic
YCR024C,8277,Agnostic
YHR126C,8277,Agnostic
YLR037C,8277,Agnostic
YOR289W,8277,Agnostic
YHL016C,8277,Agnostic
YAL067W-A,8277,Agnostic
YPL230W,8277,Agnostic
YHR216W,8277,Agnostic
YJR129C,8277,Agnostic
YDL206W,8277,Agnostic
YFL040W,8277,Agnostic
YDR161W,8277,Agnostic
YPL277C,8277,Agnostic
YGR277C,8277,Agnostic
YNL185C,8277,Agnostic
YFL062W,8277,Agnostic
YNL301C,8277,Agnostic
YMR187C,8277,Agnostic
YGR148C,8277,Agnostic
YBR001C,8277,Agnostic
YLL028W,8277,Agnostic
YPR058W,8277,Agnostic
YMR157C,8277,Agnostic
YDR182W-A,8277,Agnostic
YKL065C,8277,Agnostic
YDR506C,8277,Agnostic
YOR306C,8277,Agnostic
YKR102W,8277,Agnostic
YLR243W,8277,Agnostic
YGR263C,8277,Agnostic
YOR358W,8277,Agnostic
YPL219W,8277,Agnostic
YDR034W-B,8277,Agnostic
YER150W,8277,Agnostic
YGR016W,8277,Agnostic
YBR151W,8277,Agnostic
YGR105W,8277,Agnostic
YOR163W,8277,Agnostic
YLR325C,8277,Agnostic
YEL073C,8277,Agnostic
YDR305C,8277,Agnostic
YLL066W-B,8277,Agnostic
YBR194W,8277,Agnostic
YGR053C,8277,Agnostic
YBR047W,8277,Agnostic
YJL088W,8277,Agnostic
YER186C,8277,Agnostic
YPL103C,8277,Agnostic
YKL222C,8277,Agnostic
YAR071W,8277,Agnostic
YLL052C,8277,Agnostic
YEL035C,8277,Agnostic
YMR286W,8277,Agnostic
YFR007W,8277,Agnostic
YBR146W,8277,Agnostic
YDL205C,8277,Agnostic
YLR162W,8277,Agnostic
YOR242C,8277,Agnostic
YBR268W,8277,Agnostic
YBR271W,8277,Agnostic
YOR134W,8277,Agnostic
YJL066C,8277,Agnostic
YBR147W,8277,Agnostic
YBR189W,8277,Agnostic
YDL240W,8277,Agnostic
YBL071C-B,8277,Agnostic
YGR283C,8277,Agnostic
YDR185C,8277,Agnostic
YBR221W-A,8277,Agnostic
YCL050C,8277,Agnostic
YDR125C,8277,Agnostic
YBL108C-A,8277,Agnostic
YDR381C-A,8277,Agnostic
YLL046C,8277,Agnostic
YDR232W,8277,Agnostic
YNL162W,8277,Agnostic
YLR312C,8277,Agnostic
YCL009C,8277,Agnostic
YAL028W,8277,Agnostic
YLR271W,8277,Agnostic
YMR017W,8277,Agnostic
YOR052C,8277,Agnostic
YOR104W,8277,Agnostic
YNL132W,8277,Agnostic
YLR454W,8277,Agnostic
YJR099W,8277,Agnostic
YJR124C,8277,Agnostic
YGR093W,8277,Agnostic
YPR069C,8277,Agnostic
YER067W,8277,Agnostic
YJL127C-A,8277,Agnostic
YIL069C,8277,Agnostic
YPL054W,8277,Agnostic
YJL137C,8277,Agnostic
YML108W,8277,Agnostic
YMR176W,8277,Agnostic
YJR101W,8277,Agnostic
YJR149W,8277,Agnostic
YJR008W,8277,Agnostic
YHR117W,8277,Agnostic
YBR242W,8277,Agnostic
YLR185W,8277,Agnostic
YGR019W,8277,Agnostic
YDL173W,8277,Agnostic
YNL124W,8277,Agnostic
YFL027C,8277,Agnostic
YDR119W-A,8277,Agnostic
YOR092W,8277,Agnostic
YHR141C,8277,Agnostic
YDL183C,8277,Agnostic
YNL249C,8277,Agnostic
YMR034C,8277,Agnostic
YKL050C,8277,Agnostic
YGL234W,8277,Agnostic
YPR114W,8277,Agnostic
YMR182W-A,8277,Agnostic
YOR376W-A,8277,Agnostic
YMR107W,8277,Agnostic
YKL132C,8277,Agnostic
YEL072W,8277,Agnostic
YHR208W,8277,Agnostic
YDL048C,8277,Agnostic
YDR001C,8277,Agnostic
YPL056C,8277,Agnostic
YMR155W,8277,Agnostic
YNL144C,8277,Agnostic
YLR054C,8277,Agnostic
YOR070C,8277,Agnostic
YHR064C,8277,Agnostic
YBR007C,8277,Agnostic
YER043C,8277,Agnostic
YGR287C,8277,Agnostic
YDL085C-A,8277,Agnostic
YJR107W,8277,Agnostic
YJL136C,8277,Agnostic
YJL136W-A,8277,Agnostic
YKL216W,8277,Agnostic
YFR045W,8277,Agnostic
YLL006W-A,8277,Agnostic
YEL076C,8277,Agnostic
YGL091C,8277,Agnostic
YOR238W,8277,Agnostic
YMR085W,8277,Agnostic
YMR230W-A,8277,Agnostic
YMR297W,8277,Agnostic
YPL162C,8277,Agnostic
YKL087C,8277,Agnostic
YJL107C,8277,Agnostic
YGR240C,8277,Agnostic
YGL108C,8277,Agnostic
YOL007C,8277,Agnostic
YFR022W,8277,Agnostic
YFR010W,8277,Agnostic
YKL039W,8277,Agnostic
YNL215W,8277,Agnostic
YHR185C,8277,Agnostic
YHR028C,8277,Agnostic
YNR073C,8277,Agnostic
YOR158W,8277,Agnostic
YBL067C,8277,Agnostic
YBR094W,8277,Agnostic
YNL183C,8277,Agnostic
YNL252C,8277,Agnostic
YDR502C,8277,Agnostic
YML063W,8277,Agnostic
YAL046C,8277,Agnostic
YPR084W,8277,Agnostic
YEL017W,8277,Agnostic
YOR152C,8277,Agnostic
YLR218C,8277,Agnostic
YOR324C,8277,Agnostic
YHR040W,8277,Agnostic
YOL070C,8277,Agnostic
YAR029W,8277,Agnostic
YDR287W,8277,Agnostic
YBL044W,8277,Agnostic
YOR227W,8277,Agnostic
YPR145C-A,8277,Agnostic
YKL104C,8277,Agnostic
YLR462W,8277,Agnostic
YPR180W,8277,Agnostic
YLR199C,8277,Agnostic
YLR432W,8277,Agnostic
YAR028W,8277,Agnostic
YCL057C-A,8277,Agnostic
YDR275W,8277,Agnostic
YER050C,8277,Agnostic
YOL083W,8277,Agnostic
YIL050W,8277,Agnostic
YGR015C,8277,Agnostic
YGR292W,8277,Agnostic
YKL183W,8277,Agnostic
YML119W,8277,Agnostic
YOR012W,8277,Agnostic
YCL057W,8277,Agnostic
YCR100C,8277,Agnostic
YDR007W,8277,Agnostic
YMR282C,8277,Agnostic
YKL072W,8277,Agnostic
YPL038W-A,8277,Agnostic
YML125C,8277,Agnostic
YPL107W,8277,Agnostic
YBR196C-A,8277,Agnostic
YBR255W,8277,Agnostic
YGR208W,8277,Agnostic
YDL037C,8277,Agnostic
YGR174C,8277,Agnostic
YPR148C,8277,Agnostic
YKR106W,8277,Agnostic
YBR150C,8277,Agnostic
YDR367W,8277,Agnostic
YLR104W,8277,Agnostic
YHR121W,8277,Agnostic
YGL147C,8277,Agnostic
YBR181C,8277,Agnostic
YMR170C,8277,Agnostic
YKL067W,8277,Agnostic
YMR262W,8277,Agnostic
YMR323W,8277,Agnostic
YOR384W,8277,Agnostic
YOL162W,8277,Agnostic
YKL128C,8277,Agnostic
YLR257W,8277,Agnostic
YMR244W,8277,Agnostic
YKR096W,8277,Agnostic
YNR065C,8277,Agnostic
YLR258W,8277,Agnostic
YKL158W,8277,Agnostic
YLR042C,8277,Agnostic
YOR323C,8277,Agnostic
YMR148W,8277,Agnostic
YMR084W,8277,Agnostic
YDR012W,8277,Agnostic
YGL103W,8277,Agnostic
YIR021W-A,8277,Agnostic
YNL234W,8277,Agnostic
YML083C,8277,Agnostic
YGL161C,8277,Agnostic
YIL170W,8277,Agnostic
YPL070W,8277,Agnostic
YNL087W,8277,Agnostic
YER121W,8277,Agnostic
YLR443W,8277,Agnostic
YKL121W,8277,Agnostic
YGR138C,8277,Agnostic
YHR195W,8277,Agnostic
YHL004W,8277,Agnostic
YHL042W,8277,Agnostic
YHR140W,8277,Agnostic
YBR115C,8277,Agnostic
YPL222W,8277,Agnostic
YOL048C,8277,Agnostic
YPL052W,8277,Agnostic
YJL181W,8277,Agnostic
YIR035C,8277,Agnostic
YJR154W,8277,Agnostic
YOR090C,8277,Agnostic
YHR032W,8277,Agnostic
YDR538W,8277,Agnostic
YPR066W,8277,Agnostic
YBL087C,8277,Agnostic
YER037W,8277,Agnostic
YOL120C,8277,Agnostic
YBR062C,8277,Agnostic
YMR147W,8277,Agnostic
YOR093C,8277,Agnostic
YIL133C,8277,Agnostic
YNL277W-A,8277,Agnostic
YLR180W,8277,Agnostic
YFR006W,8277,Agnostic
YFR026C,8277,Agnostic
YHR213W-B,8277,Agnostic
YPR194C,8277,Agnostic
YMR120C,8277,Agnostic
YPR062W,8277,Agnostic
YIL074C,8277,Agnostic
YMR115W,8277,Agnostic
YGR035C,8277,Agnostic
YIL071C,8277,Agnostic
YCL048W-A,8277,Agnostic
YKR004C,8277,Agnostic
YDR319C,8277,Agnostic
YJR085C,8277,Agnostic
YDR006C,8277,Agnostic
YHR071W,8277,Agnostic
YLR264C-A,8277,Agnostic
YKL183C-A,8277,Agnostic
YKR045C,8277,Agnostic
YLR157C-C,8277,Agnostic
YCL002C,8277,Agnostic
YHR086W-A,8277,Agnostic
YGL083W,8277,Agnostic
YHL014C,8277,Agnostic
YLR461W,8277,Agnostic
YLR367W,8277,Agnostic
YOR042W,8277,Agnostic
YGR001C,8277,Agnostic
YDR348C,8277,Agnostic
YBR111C,8277,Agnostic
YCR087C-A,8277,Agnostic
YGR117C,8277,Agnostic
YCR030C,8277,Agnostic
YHR122W,8277,Agnostic
YDR194W-A,8277,Agnostic
YOL141W,8277,Agnostic
YJR096W,8277,Agnostic
YPR152C,8277,Agnostic
YOL036W,8277,Agnostic
YOL140W,8277,Agnostic
YGR066C,8277,Agnostic
YBL039W-A,8277,Agnostic
YNL011C,8277,Agnostic
YDL168W,8277,Agnostic
YGR201C,8277,Agnostic
YER134C,8277,Agnostic
YEL077C,8277,Agnostic
YNL237W,8277,Agnostic
YDR262W,8277,Agnostic
YNL175C,8277,Agnostic
YDR461C-A,8277,Agnostic
YER188C-A,8277,Agnostic
YLR237W,8277,Agnostic
YHR100C,8277,Agnostic
YBR263W,8277,Agnostic
YMR307W,8277,Agnostic
YMR040W,8277,Agnostic
YOR382W,8277,Agnostic
YCL036W,8277,Agnostic
YPL017C,8277,Agnostic
YJR079W,8277,Agnostic
YBR285W,8277,Agnostic
YJL212C,8277,Agnostic
YBR230W-A,8277,Agnostic
YMR158C-B,8277,Agnostic
YGL193C,8277,Agnostic
YCR104W,8277,Agnostic
YER093C-A,8277,Agnostic
YGL228W,8277,Agnostic
YIR001C,8277,Agnostic
YJL180C,8277,Agnostic
YEL025C,8277,Agnostic
YGR035W-A,8277,Agnostic
YMR315W-A,8277,Agnostic
YMR223W,8277,Agnostic
YDR326C,8277,Agnostic
YFL066C,8277,Agnostic
YOR020W-A,8277,Agnostic
YNL022C,8277,Agnostic
YCR059C,8277,Agnostic
YGR058W,8277,Agnostic
YMR158C-A,8277,Agnostic
YNL067W-B,8277,Agnostic
YCR024C-B,8277,Agnostic
YOL155C,8277,Agnostic
YLL039C,8277,Agnostic
YMR317W,8277,Agnostic
YEL047C,8277,Agnostic
YPR028W,8277,Agnostic
YIL116W,8277,Agnostic
YLL048C,8277,Agnostic
YOR375C,8277,Agnostic
YLR046C,8277,Agnostic
YOL153C,8277,Agnostic
YOL058W,8277,Agnostic
