Gene,Anno,NN,SPELL,MEFIT,bioPIXIE,NN_SPELL Diff,NN_MEFIT_Diff,NN_bioPIXIE_Diff
YNL263C,-/-,0.819463087,0.944367418,0.529931522,0.207462429,-0.12490433,0.289531565,0.736904989
YLR324W,-/-,0.476510067,0.834662045,0.187099624,0.467783728,-0.358151978,0.289410443,0.366878317
YJL134W,-/-,0.30352349,0.633622184,0.014579192,0.222836414,-0.330098694,0.288944298,0.41078577
YGR086C,-/-,0.964932886,0.510051993,0.676386128,0.724650199,0.454880893,0.288546758,-0.214598206
YDR317W,-/-,0.288422819,0.22305026,,0.127137675,0.065372559,0.288422819,0.095912585
YOL054W,-/-,0.462751678,0.372443674,0.174508505,0.261875972,0.090308004,0.288243173,0.110567703
YJL207C,-/-,0.288087248,0.218890815,,0.720504405,0.069196434,0.288087248,-0.50161359
YGR098C,-/-,0.736409396,0.417504333,0.449083278,0.362065987,0.318905063,0.287326118,0.055438346
YMR272C,-/-,0.380369128,0.631715771,0.093218467,0.734841942,-0.251346644,0.287150661,-0.10312617
YOR204W,-/-,0.527852349,0.307279029,0.240777557,0.60563137,0.22057332,0.287074792,-0.29835234
YER008C,-/-,0.537080537,0.794280763,0.250276121,0.689065469,-0.257200226,0.286804416,0.105215294
YNL287W,-/-,0.875671141,0.934142114,0.588910979,0.131283469,-0.058470973,0.286760162,0.802858646
YGL255W,-/-,0.286744966,0.116637782,,0.221109,0.170107185,0.286744966,-0.104471218
YML052W,-/-,0.686912752,0.57694974,0.400265076,0.868371049,0.109963012,0.286647675,-0.291421309
YBR177C,-/-,0.940100671,0.881802426,0.65385465,0.307997927,0.058298245,0.286246021,0.573804499
YBR012W-B,-/-,0.286073826,,,,0.286073826,0.286073826,0
YDR483W,-/-,0.672315436,0.584228769,0.387453059,0.265503541,0.088086667,0.284862377,0.318725228
YPR036W,-/-,0.812919463,0.816811092,0.528164347,0.78994645,-0.003891629,0.284755116,0.026864642
YPL016W,-/-,0.686409396,0.240381282,0.401811354,0.064778027,0.446028113,0.284598042,0.175603255
YLR396C,-/-,0.528187919,0.896013865,0.243649216,0.694420453,-0.367825945,0.284538704,0.201593412
YFL060C,-/-,0.570469799,0.08492201,0.286282306,0.31698048,0.485547788,0.284187492,-0.23205847
YML123C,-/-,0.464932886,0.209878683,0.180914513,0.121782691,0.255054203,0.284018373,0.088095992
YLR181C,-/-,0.775838926,0.88440208,0.492158162,0.135947487,-0.108563154,0.283680764,0.748454593
YBR221C,-/-,0.99261745,0.971577123,0.70907886,0.923648298,0.021040327,0.283538589,0.047928825
YGR070W,-/-,0.556040268,0.426689775,0.272586702,0.419070651,0.129350494,0.283453566,0.007619123
YJR029W,-/-,0.283389262,,,,0.283389262,0.283389262,0
YIR023W,-/-,0.283053691,0.566897747,,0.339436863,-0.283844056,0.283053691,0.227460884
YOR160W,-/-,0.51761745,0.66897747,0.234813342,0.365002591,-0.15136002,0.282804107,0.303974879
YAR002C-A,-/-,0.906543624,0.163778163,0.623812679,0.67818276,0.742765461,0.282730945,-0.514404597
YMR022W,-/-,0.899328859,0.883015598,0.616743981,0.23095526,0.016313261,0.282584878,0.652060338
YKL075C,-/-,0.282214765,0.886655113,,0.544999136,-0.604440348,0.282214765,0.341655976
YJL005W,-/-,0.666778523,0.72305026,0.3845814,0.404042149,-0.056271736,0.282197123,0.319008111
YAR010C,-/-,0.28204698,,,,0.28204698,0.28204698,0
YHL019C,-/-,0.281543624,0.674003466,,0.236310244,-0.392459842,0.281543624,0.437693223
YGL144C,-/-,0.281040268,0.292720971,,0.748488513,-0.011680702,0.281040268,-0.455767542
YLR429W,-/-,0.855536913,0.904506066,0.574994478,0.995163241,-0.048969153,0.280542435,-0.090657175
YGL168W,-/-,0.691610738,0.391681109,0.411309918,0.851615132,0.299929629,0.28030082,-0.459934023
YGR247W,-/-,0.298993289,0.361005199,0.018776231,0.465710831,-0.062011911,0.280217057,-0.104705632
YKL119C,-/-,0.93557047,0.687175043,0.655400928,0.723095526,0.248395426,0.280169542,-0.035920483
YFR055W,-/-,0.280033557,0.234142114,,0.365348074,0.045891443,0.280033557,-0.13120596
YKL120W,-/-,0.613255034,0.337435009,0.333333333,0.868889273,0.275820025,0.2799217,-0.531454264
YFR013W,-/-,0.670134228,0.536221837,0.390324718,0.346864743,0.133912391,0.27980951,0.189357094
YEL053C,-/-,0.440268456,0.18440208,0.1608129,0.582484021,0.255866377,0.279455556,-0.398081942
YDL155W,-/-,0.438758389,0.647487002,0.159708416,0.253411643,-0.208728612,0.279049973,0.394075359
YGR225W,-/-,0.27852349,0.05389948,,0.107099672,0.22462401,0.27852349,-0.053200192
YLL038C,-/-,0.305704698,0.397573657,0.027391208,0.905855934,-0.091868959,0.27831349,-0.508282277
YJL099W,-/-,0.278187919,0.679029463,,0.974952496,-0.400841543,0.278187919,-0.295923033
YKL101W,-/-,0.733221477,0.642461005,0.455710183,0.65849024,0.090760471,0.277511293,-0.016029235
YMR284W,-/-,0.908892617,0.827383016,0.631544069,0.804802211,0.081509602,0.277348549,0.022580805
YIL149C,-/-,0.879362416,0.496013865,0.602164789,0.711521852,0.383348551,0.277197627,-0.215507987
YOR249C,-/-,0.863758389,0.805545927,0.58670201,0.146311971,0.058212462,0.277056379,0.659233956
YHR039C-B,-/-,0.276677852,,,,0.276677852,0.276677852,0
YOR308C,-/-,0.276342282,0.317331023,,0.120573501,-0.040988741,0.276342282,0.196757521
YGR284C,-/-,0.902181208,0.77660312,0.626463442,0.754188979,0.125578088,0.275717766,0.02241414
YOR372C,-/-,0.772483221,0.771403813,0.497017893,0.613231992,0.001079409,0.275465329,0.158171821
YDR353W,-/-,0.855369128,0.711958406,0.580516899,0.029020556,0.143410722,0.274852229,0.682937849
YML047C,-/-,0.274832215,0.04592721,,0.480221109,0.228905005,0.274832215,-0.434293899
YCL012W,-/-,0.274496644,,,,0.274496644,0.274496644,0
YCL027W,-/-,0.274161074,0.217157712,,0.237519433,0.057003362,0.274161074,-0.020361721
YAR042W,-/-,0.273993289,0.112478336,,0.784591467,0.161514952,0.273993289,-0.67211313
YPR135W,-/-,0.937919463,0.425303293,0.664015905,0.18552427,0.51261617,0.273903559,0.239779023
YHR004C,-/-,0.675503356,0.564124783,0.402032251,0.769908447,0.111378572,0.273471105,-0.205783664
YDR314C,-/-,0.273154362,0.187694974,,0.391086543,0.085459388,0.273154362,-0.203391569
YBL055C,-/-,0.424496644,0.370190641,0.15175613,0.886681638,0.054306003,0.272740514,-0.516490996
YDR513W,-/-,0.975838926,0.837435009,0.703114645,0.186387977,0.138403918,0.272724281,0.651047031
YLR212C,-/-,0.850838926,0.63084922,0.578970621,0.810157195,0.219989706,0.271868305,-0.179307975
YKL145W,-/-,0.911912752,0.956325823,0.640600839,0.077042667,-0.044413072,0.271311912,0.879283156
YFL011W-A,-/-,0.270973154,,,,0.270973154,0.270973154,0
YIL109C,-/-,0.845973154,0.742634315,0.575215374,0.684919675,0.103338839,0.27075778,0.05771464
YDR270W,-/-,0.64295302,0.663778163,0.372432074,0.63758853,-0.020825143,0.270520946,0.026189633
YMR219W,-/-,0.270134228,0.372616984,,0.203143894,-0.102482756,0.270134228,0.169473091
YBL082C,-/-,0.652013423,0.237088388,0.381930638,0.81084816,0.414925035,0.270082784,-0.573759772
YCR084C,-/-,0.740604027,0.617157712,0.470952065,0.799274486,0.123446315,0.269651961,-0.182116774
YLR313C,-/-,0.28942953,0.228422877,0.020101613,0.035066505,0.061006653,0.269327918,0.193356372
YBR058C,-/-,0.370134228,0.885095321,0.100949856,0.890481949,-0.514961092,0.269184372,-0.005386628
YJL146W,-/-,0.898825503,0.794800693,0.629776894,0.663499741,0.10402481,0.269048609,0.131300952
YDL134C,-/-,0.753691275,0.891507799,0.485531257,0.338918639,-0.137816524,0.268160018,0.55258916
YHR053C,-/-,0.702181208,0.153032929,0.43428319,0.303852133,0.549148279,0.267898018,-0.150819204
YNL273W,-/-,0.461241611,0.557885615,0.19372653,0.026256694,-0.096644005,0.267515081,0.531628922
YCR094W,-/-,0.776510067,0.637608319,0.509829909,0.584902401,0.138901748,0.266680158,0.052705918
YOR240W,-/-,0.265771812,,,,0.265771812,0.265771812,0
YDR160W,-/-,0.329865772,0.456845754,0.064280981,0.68422871,-0.126979982,0.265584791,-0.227382956
YNL280C,-/-,0.702348993,0.560658579,0.436933952,0.886336155,0.141690414,0.265415041,-0.325677576
YPL248C,-/-,0.264597315,0.409358752,,0.65607186,-0.144761437,0.264597315,-0.246713108
YHL007C,-/-,0.477013423,0.5694974,0.212723658,0.072724132,-0.092483978,0.264289765,0.496773268
YNR059W,-/-,0.26409396,0.329462738,,0.397477975,-0.065368779,0.26409396,-0.068015237
YDL164C,-/-,0.456711409,0.344540728,0.192842942,0.805147694,0.112170681,0.263868467,-0.460606966
YDR176W,-/-,0.645302013,0.425823224,0.382372432,0.004318535,0.21947879,0.262929581,0.421504688
YGL210W-A,-/-,0.262583893,,,,0.262583893,0.262583893,0
YER044C-A,-/-,0.262416107,0.062911612,,0.43116255,0.199504496,0.262416107,-0.368250938
YBR093C,-/-,0.321979866,0.09982669,0.060083941,0.537571256,0.222153176,0.261895925,-0.437744566
YER167W,-/-,0.585067114,0.348006932,0.323172079,0.171359475,0.237060182,0.261895035,0.176647458
YLR032W,-/-,0.573322148,0.276256499,0.311464546,0.150630506,0.297065649,0.261857602,0.125625993
YDR192C,-/-,0.26090604,0.556499133,,0.152703403,-0.295593093,0.26090604,0.40379573
YNL059C,-/-,0.679026846,0.855805893,0.41815772,0.786318881,-0.176779047,0.260869125,0.069487012
YBR200W,-/-,0.845469799,0.567937608,0.586481113,0.932112627,0.27753219,0.258988685,-0.364175019
YOL031C,-/-,0.632885906,0.839688042,0.373978352,0.852651581,-0.206802136,0.258907554,-0.012963539
YMR216C,-/-,0.369295302,0.844194107,0.110669317,0.064259803,-0.474898805,0.258625985,0.779934304
YOR054C,-/-,0.512416107,0.645060659,0.253810471,0.73708758,-0.132644551,0.258605637,-0.092026921
YKL046C,-/-,0.740939597,0.933102253,0.482438701,0.624287442,-0.192162656,0.258500896,0.308814811
YGL071W,-/-,0.258389262,0.42339688,,0.144239074,-0.165007619,0.258389262,0.279157806
YMR231W,-/-,0.348657718,0.66152513,0.090788602,0.429607877,-0.312867412,0.257869116,0.231917253
YPL018W,-/-,0.257718121,0.256152513,,0.71497668,0.001565608,0.257718121,-0.458824167
YBR065C,-/-,0.257550336,0.314558059,,0.882708585,-0.057007723,0.257550336,-0.568150526
YGL067W,-/-,0.714597315,0.701386482,0.457256461,0.683365003,0.013210834,0.257340854,0.018021479
YDR148C,-/-,0.954026846,0.971230503,0.696929534,0.954914493,-0.017203657,0.257097312,0.01631601
YPL020C,-/-,0.672986577,0.828596187,0.415948752,0.602694766,-0.15560961,0.257037825,0.225901421
YCR102C,-/-,0.258557047,0.129462738,0.001546278,0.107790637,0.129094309,0.257010769,0.021672101
YFL005W,-/-,0.961577181,0.936395147,0.70488182,0.774054241,0.025182034,0.256695361,0.162340907
YOR148C,-/-,0.832550336,0.61542461,0.575878065,0.643979962,0.217125726,0.256672271,-0.028555352
YCL075W,-/-,0.256208054,,,,0.256208054,0.256208054,0
YLL027W,-/-,0.255872483,0.826343154,0,0.984453273,-0.570470671,0.255872483,-0.158110119
YLR157C,-/-,0.302684564,0.066204506,0.04683013,0.527206771,0.236480058,0.255854433,-0.461002265
YDR036C,-/-,0.941442953,0.987175043,0.685663795,0.914493004,-0.04573209,0.255779158,0.072682039
YOR359W,-/-,0.309395973,0.297573657,0.053898829,0.640179651,0.011822316,0.255497144,-0.342605994
YDL229W,-/-,0.772986577,0.050086655,0.517561299,0.006909656,0.722899922,0.255425278,0.043176999
YOR088W,-/-,0.255201342,,,,0.255201342,0.255201342,0
YNL072W,-/-,0.684899329,0.586308492,0.430527943,0.543444464,0.098590837,0.254371385,0.042864029
YPL061W,-/-,0.986912752,0.524263432,0.732714822,0.954741752,0.46264932,0.254197929,-0.43047832
YHL027W,-/-,0.25385906,0.54627383,,0.507686993,-0.29241477,0.25385906,0.038586838
YBL097W,-/-,0.25352349,0.147313692,,0.501295561,0.106209798,0.25352349,-0.353981869
YNL065W,-/-,0.253187919,0.283535529,,0.863534289,-0.030347609,0.253187919,-0.579998761
YPR161C,-/-,0.252852349,0.798093588,,0.064087062,-0.545241239,0.252852349,0.734006526
YGL252C,-/-,0.871812081,0.962045061,0.619615639,0.868198307,-0.09023298,0.252196441,0.093846754
YPL083C,-/-,0.718624161,0.796707106,0.466534129,0.941613405,-0.078082945,0.252090033,-0.144906299
YEL019C,-/-,0.252013423,0.079549393,,0.658317499,0.172464029,0.252013423,-0.578768105
YDR484W,-/-,0.659563758,0.327902946,0.407554672,0.890309207,0.331660812,0.252009086,-0.562406261
YJL012C-A,-/-,0.251677852,,,,0.251677852,0.251677852,0
YDR130C,-/-,0.793791946,0.628422877,0.542301745,0.650371394,0.165369069,0.251490201,-0.021948517
YFL055W,-/-,0.251006711,0.087868284,,0.058213854,0.163138427,0.251006711,0.02965443
YDR362C,-/-,0.288926174,0.701039861,0.03843605,0.29970634,-0.412113687,0.250490124,0.401333522
YMR092C,-/-,0.788590604,0.942114385,0.538325602,0.996026948,-0.153523781,0.250265002,-0.053912563
YBL030C,-/-,0.981711409,0.859618718,0.731831235,0.744342719,0.122092692,0.249880175,0.115275999
YKL140W,-/-,0.386073826,0.866551127,0.136956042,0.736914838,-0.480477301,0.249117784,0.129636288
YOL004W,-/-,0.625,0.686481802,0.375966424,0.917602349,-0.061481802,0.249033576,-0.231120547
YOR068C,-/-,0.593791946,0.087694974,0.345040866,0.442563482,0.506096972,0.24875108,-0.354868508
YFR019W,-/-,0.71409396,0.485441941,0.465650541,0.952841596,0.228652019,0.248443419,-0.467399655
YPL002C,-/-,0.83909396,0.98492201,0.59089905,0.857315599,-0.145828051,0.24819491,0.127606412
YNL257C,-/-,0.863926174,0.957712305,0.615860393,0.717049577,-0.093786131,0.248065781,0.240662728
YJR066W,-/-,0.512248322,0.570883882,0.264413519,0.798410779,-0.05863556,0.247834803,-0.227526897
YJL145W,-/-,0.912416107,0.366724437,0.664899492,0.676109864,0.545691671,0.247516615,-0.309385427
YLR369W,-/-,0.848993289,0.633275563,0.601502099,0.920884436,0.215717725,0.24749119,-0.287608873
YPR191W,-/-,0.974328859,0.935355286,0.727192401,0.822940059,0.038973573,0.247136458,0.112415227
YER108C,-/-,0.246979866,,,,0.246979866,0.246979866,0
YGL090W,-/-,0.24647651,0.114038128,,0.126964933,0.132438382,0.24647651,-0.012926805
YCR092C,-/-,0.501845638,0.42287695,0.255577645,0.231646226,0.078968688,0.246267992,0.191230724
YML069W,-/-,0.736912752,0.947140381,0.490832781,0.728623251,-0.21022763,0.246079971,0.21851713
YHR072W,-/-,0.80033557,0.356672444,0.554451071,0.871825877,0.443663127,0.245884499,-0.515153433
YBR152W,-/-,0.245637584,0.202946274,,0.392813958,0.04269131,0.245637584,-0.189867684
YCR037C,-/-,0.245469799,0.619757366,,0.418552427,-0.374287567,0.245469799,0.201204939
YJR093C,-/-,0.341275168,0.669670711,0.095869229,0.192433926,-0.328395543,0.245405939,0.477236784
YER190W,-/-,0.244798658,0.080069324,,0.329072379,0.164729334,0.244798658,-0.249003055
YJR059W,-/-,0.765939597,0.844887348,0.521316545,0.332008983,-0.078947751,0.244623052,0.512878366
YLR043C,-/-,0.940771812,0.638994801,0.69648774,0.236482985,0.301777011,0.244284072,0.402511816
YHR154W,-/-,0.569630872,0.258405546,0.325381047,0.429089653,0.311225327,0.244249825,-0.170684107
YNR016C,-/-,0.970469799,0.288388215,0.726308814,0.533943686,0.682081584,0.244160985,-0.245555471
YJL041W,-/-,0.579026846,0.753206239,0.335100508,0.657799274,-0.174179394,0.243926338,0.095406965
YOR304W,-/-,0.243456376,0.831542461,,0.182242183,-0.588086085,0.243456376,0.649300278
YDL019C,-/-,0.734563758,0.724610052,0.491495472,0.688719986,0.009953706,0.243068287,0.035890066
YDR453C,-/-,0.434731544,0.407279029,0.192401149,0.14009328,0.027452514,0.242330395,0.267185749
YJR017C,-/-,0.809563758,0.736221837,0.567263088,0.829676974,0.073341921,0.24230067,-0.093455136
YDL147W,-/-,0.897147651,0.870190641,0.654959134,0.808775263,0.02695701,0.242188517,0.061415378
YCL025C,-/-,0.328691275,0.455459272,0.086812459,0.733632752,-0.126767997,0.241878817,-0.27817348
YBL023C,-/-,0.602348993,0.84592721,0.360503645,0.845741924,-0.243578216,0.241845348,0.000185285
YAL043C,-/-,0.241778523,0.678682842,,0.098635343,-0.436904319,0.241778523,0.580047499
YLR246W,-/-,0.697147651,0.782149047,0.455489287,0.305234065,-0.085001396,0.241658365,0.476914982
YGR166W,-/-,0.241107383,0.547833622,,0.880981171,-0.30672624,0.241107383,-0.333147549
YBR236C,-/-,0.693456376,0.871057192,0.452396731,0.844359993,-0.177600817,0.241059645,0.026697199
YLR084C,-/-,0.240268456,0.502426343,,0.035757471,-0.262157887,0.240268456,0.466668872
YIL010W,-/-,0.944127517,0.954766031,0.704440027,0.3808948,-0.010638514,0.23968749,0.573871231
YKL148C,-/-,0.96057047,0.881455806,0.72100729,0.876662636,0.079114664,0.23956318,0.00479317
YOR129C,-/-,0.239261745,0.267764298,,0.633615478,-0.028502553,0.239261745,-0.36585118
YDR451C,-/-,0.695637584,0.820103986,0.456814668,0.4251166,-0.124466402,0.238822916,0.394987386
YGL174W,-/-,0.291946309,0.675563258,0.053236139,0.433408188,-0.38361695,0.23871017,0.24215507
YEL056W,-/-,0.766778523,0.820450607,0.528606141,0.333045431,-0.053672083,0.238172383,0.487405176
YOR171C,-/-,0.771979866,0.842287695,0.535233046,0.32181724,-0.070307829,0.23674682,0.520470455
YPL188W,-/-,0.379530201,0.693414211,0.142920256,0.876835377,-0.31388401,0.236609945,-0.183421166
YER041W,-/-,0.236577181,0.287348354,,0.414924857,-0.050771172,0.236577181,-0.127576504
YGR048W,-/-,0.829194631,0.831715771,0.592666225,0.481775782,-0.00252114,0.236528406,0.34993999
YMR183C,-/-,0.749161074,0.895320624,0.512922465,0.45327345,-0.14615955,0.236238609,0.442047174
YDR283C,-/-,0.23557047,0.436395147,,0.091207462,-0.200824678,0.23557047,0.345187685
YBR201W,-/-,0.836409396,0.58457539,0.601281202,0.777509069,0.251834006,0.235128194,-0.192933679
YML120C,-/-,0.920805369,0.912824957,0.686105589,0.900673691,0.007980412,0.23469978,0.012151265
YLR452C,-/-,0.233221477,0.448873484,,0.605804111,-0.215652007,0.233221477,-0.156930628
YNL167C,-/-,0.796644295,0.957885615,0.563949636,0.416997754,-0.16124132,0.23269466,0.540887861
YBL099W,-/-,0.998154362,0.885441941,0.765849348,0.936776645,0.112712421,0.232305014,-0.051334704
YDL035C,-/-,0.23204698,0.424783362,,0.368630161,-0.192736382,0.23204698,0.056153202
YBR245C,-/-,0.749496644,0.54610052,0.517782196,0.850924167,0.203396124,0.231714449,-0.304823647
YHR160C,-/-,0.31409396,0.093240901,0.082394522,0.320953533,0.220853059,0.231699438,-0.227712631
YDR461W,-/-,0.294798658,0.093760832,0.064060084,0.040076006,0.201037826,0.230738574,0.053684826
YNR008W,-/-,0.230704698,0.74592721,,0.43859043,-0.515222512,0.230704698,0.30733678
YHL006C,-/-,0.64261745,0.443327556,0.411972609,0.706857834,0.199289893,0.230644841,-0.263530277
YDR039C,-/-,0.274328859,0.155285962,0.043737575,0.081879426,0.119042897,0.230591285,0.073406535
YMR192W,-/-,0.596308725,0.322183709,0.365805169,0.150803248,0.274125016,0.230503556,0.171380461
YMR263W,-/-,0.78557047,0.705372617,0.555334659,0.891345656,0.080197853,0.230235811,-0.185973039
YHR214C-B,-/-,0.230201342,,,,0.230201342,0.230201342,0
YCL069W,-/-,0.230033557,0.046620451,,0.125583002,0.183413106,0.230033557,-0.078962552
YKL054C,-/-,0.808557047,0.785095321,0.578528827,0.741924339,0.023461726,0.23002822,0.043170981
YGR177C,-/-,0.229865772,0.111611785,,0.281223009,0.118253987,0.229865772,-0.169611224
YMR080C,-/-,0.493288591,0.591854419,0.264192622,0.237001209,-0.098565829,0.229095969,0.35485321
YGL175C,-/-,0.229026846,0.083882149,,0.806011401,0.145144697,0.229026846,-0.722129252
YOL043C,-/-,0.22885906,0.645753899,,0.769735706,-0.416894839,0.22885906,-0.123981806
YPL167C,-/-,0.437080537,0.211611785,0.208526618,0.147348419,0.225468752,0.228553919,0.064263366
YFL035C,-/-,0.228355705,,,,0.228355705,0.228355705,0
YFL035C-A,-/-,0.228187919,,,,0.228187919,0.228187919,0
YIL082W-A,-/-,0.228020134,,,,0.228020134,0.228020134,0
YOR074C,-/-,0.752181208,0.867244367,0.524188204,0.266194507,-0.115063159,0.227993004,0.601049861
YGL251C,-/-,0.513926174,0.435875217,0.2867241,0.379167386,0.078050958,0.227202075,0.05670783
YPL283C,-/-,0.351006711,0.057538995,0.125027612,0.334427362,0.293467717,0.225979099,-0.276888367
YLR391W,-/-,0.224832215,,,,0.224832215,0.224832215,0
YKR001C,-/-,0.902852349,0.964818024,0.678153302,0.505095871,-0.061965675,0.224699047,0.459722153
YPL187W,-/-,0.551342282,0.079376083,0.327369119,0.192261185,0.471966199,0.223973163,-0.112885102
YER016W,-/-,0.700838926,0.643847487,0.47691628,0.866470893,0.056991439,0.223922646,-0.222623406
YDL200C,-/-,0.94261745,0.685441941,0.719240115,0.166177233,0.257175509,0.223377335,0.519264708
YJR131W,-/-,0.641778523,0.609532062,0.418599514,0.49628606,0.032246461,0.223179009,0.113246003
YDL106C,-/-,0.594127517,0.679376083,0.371106693,0.745379167,-0.085248566,0.223020824,-0.066003084
YNL032W,-/-,0.741275168,0.759965338,0.518444886,0.853169805,-0.01869017,0.222830282,-0.093204467
YLR450W,-/-,0.542449664,0.498960139,0.319637729,0.336673001,0.043489526,0.222811935,0.162287138
YML045W,-/-,0.222651007,,,,0.222651007,0.222651007,0
YER169W,-/-,0.222483221,0.392894281,,0.843150803,-0.170411059,0.222483221,-0.450256522
YJL020C,-/-,0.592281879,0.677642981,0.370002209,0.828467784,-0.085361102,0.22227967,-0.150824803
YFL049W,-/-,0.341442953,0.501213172,0.119284294,0.387458974,-0.159770219,0.222158659,0.113754198
YLR337W,-/-,0.222147651,,,,0.222147651,0.222147651,0
YBR131W,-/-,0.221644295,0.336741768,,0.833650026,-0.115097472,0.221644295,-0.496908258
YIR019C,-/-,0.22147651,0.128249567,,0.054759026,0.093226943,0.22147651,0.073490541
YLR034C,-/-,0.22114094,0.652686308,,0.105544999,-0.431545369,0.22114094,0.547141309
YEL022W,-/-,0.591442953,0.377469671,0.370444003,0.326999482,0.213973282,0.22099895,0.050470189
YPL091W,-/-,0.947147651,0.958232236,0.726750607,0.793055795,-0.011084585,0.220397044,0.16517644
YOL112W,-/-,0.413422819,0.809878683,0.193063839,0.533598203,-0.396455864,0.22035898,0.276280479
YLR220W,-/-,0.846812081,0.920797227,0.626905235,0.816030402,-0.073985146,0.219906845,0.104766825
YIL084C,-/-,0.219798658,0.36932409,,0.637415789,-0.149525432,0.219798658,-0.268091698
YJL201W,-/-,0.432550336,0.690294627,0.213386349,0.663672482,-0.257744292,0.219163987,0.026622145
YHR161C,-/-,0.433557047,0.534662045,0.214490833,0.505614096,-0.101104998,0.219066214,0.029047949
YOR058C,-/-,0.219127517,0.48492201,0.000220897,0.881153913,-0.265794494,0.21890662,-0.396231902
YBR276C,-/-,0.884563758,0.833275563,0.666003976,0.942822595,0.051288195,0.218559782,-0.109547031
YDR265W,-/-,0.801677852,0.93084922,0.583388558,0.716013128,-0.129171368,0.218289295,0.214836092
YDR156W,-/-,0.400167785,0.320450607,0.182018997,0.822767317,0.079717179,0.218148788,-0.502316711
YBL064C,-/-,0.737583893,0.506932409,0.519991164,0.711694593,0.230651484,0.217592728,-0.204762184
YBR296C,-/-,0.425503356,0.064298094,0.208084824,0.130937986,0.361205262,0.217418531,-0.066639892
YPL010W,-/-,0.87885906,0.89237435,0.661586039,0.684746934,-0.01351529,0.217273021,0.207627416
YER110C,-/-,0.268456376,0.173830156,0.051248067,0.101744688,0.09462622,0.217208309,0.072085468
YGR094W,-/-,0.71442953,0.268110919,0.497238789,0.426153049,0.446318612,0.217190741,-0.15804213
YLR329W,-/-,0.254697987,0.127036395,0.03777336,0.26412161,0.127661591,0.216924627,-0.137085215
YOR119C,-/-,0.494295302,0.29982669,0.277446433,0.317671446,0.194468612,0.216848869,-0.017844756
YGR157W,-/-,0.932885906,0.749740035,0.71681025,0.353428917,0.183145871,0.216075656,0.396311118
YHR205W,-/-,0.349832215,0.446793761,0.133863486,0.049749525,-0.096961546,0.215968729,0.397044236
YGR224W,-/-,0.215436242,0.231369151,,0.63879772,-0.015932909,0.215436242,-0.407428569
YLR362W,-/-,0.334563758,0.727556326,0.119505191,0.107963379,-0.392992567,0.215058567,0.619592947
YJL164C,-/-,0.340436242,0.666031196,0.125469406,0.028502332,-0.325594954,0.214966836,0.637528864
YDR170C,-/-,0.66090604,0.439168111,0.445990722,0.778027293,0.221737929,0.214915318,-0.338859182
YDR236C,-/-,0.85352349,0.64592721,0.638612768,0.672309553,0.20759628,0.214910722,-0.026382343
YOR179C,-/-,0.854026846,0.698093588,0.639275458,0.380203835,0.155933258,0.214751387,0.317889753
YDR419W,-/-,0.454362416,0.410745234,0.239673073,0.492485749,0.043617182,0.214689343,-0.081740515
YOR089C,-/-,0.801174497,0.789601386,0.586922907,0.729141475,0.01157311,0.21425159,0.060459911
YPR173C,-/-,0.70385906,0.794107452,0.489728297,0.538434963,-0.090248392,0.214130764,0.255672489
YDR409W,-/-,0.213926174,0.266377816,,0.241665227,-0.052451642,0.213926174,0.024712589
YMR014W,-/-,0.213758389,0.182322357,,0.064432544,0.031436032,0.213758389,0.117889813
YOR136W,-/-,0.973322148,0.879376083,0.759885134,0.975816203,0.093946064,0.213437014,-0.09644012
YGR186W,-/-,0.572818792,0.881282496,0.359399161,0.02573847,-0.308463704,0.213419631,0.855544026
YGL192W,-/-,0.213255034,0.321663778,,0.448091207,-0.108408745,0.213255034,-0.126427429
YOR036W,-/-,0.93590604,0.610225303,0.723437155,0.640525134,0.325680737,0.212468885,-0.030299831
YML033W,-/-,0.211577181,,,,0.211577181,0.211577181,0
YJR121W,-/-,0.988590604,0.951646447,0.777115087,0.924166523,0.036944157,0.211475517,0.027479924
YNL325C,-/-,0.669630872,0.717157712,0.458802739,0.821385386,-0.04752684,0.210828133,-0.104227674
YER147C,-/-,0.298322148,0.504159445,0.087696046,0.665399896,-0.205837298,0.210626102,-0.161240451
YBR090C-A,-/-,0.210402685,,,,0.210402685,0.210402685,0
YBL050W,-/-,0.965939597,0.93067591,0.755688094,0.863879772,0.035263687,0.210251504,0.066796138
YBL016W,-/-,0.210234899,0.549740035,,0.021765417,-0.339505135,0.210234899,0.527974617
YIL063C,-/-,0.773154362,0.698613518,0.563066048,0.042321644,0.074540844,0.210088314,0.656291874
YHR152W,-/-,0.730872483,0.696533795,0.520874751,0.31076179,0.034338688,0.209997732,0.385772006
YPL055C,-/-,0.23590604,0.328596187,0.026728518,0.18673346,-0.092690147,0.209177522,0.141862727
YDR256C,-/-,0.359228188,0.365857886,0.150209852,0.561582311,-0.006629698,0.209018336,-0.195724426
YBR237W,-/-,0.208557047,0.55372617,,0.851960615,-0.345169123,0.208557047,-0.298234445
YGL075C,-/-,0.208221477,0.139341421,,0.409224391,0.068880055,0.208221477,-0.26988297
YPL153C,-/-,0.538926174,0.313864818,0.331124365,0.623596476,0.225061356,0.20780181,-0.309731658
YKL020C,-/-,0.471308725,0.670710572,0.263529932,0.456037312,-0.199401847,0.207778793,0.21467326
