Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank
YLR270W,-1,-1,1,4.552016300154839,2.821969184070514,899,171,2669,3685,125,1038.0,3505,3554
YMR225C,-1,-1,1,4.551812977513332,3.5907921382859924,900,447,122,438,4601,205.0,179,177
YCR020W-B,-1,-1,-1,4.550652256982769,4.672428587046469,901,4781,3958,4300,154,5587.0,4878,4294
YKR085C,-1,-1,1,4.549664186994116,2.888262857761617,902,421,45,9,18,60.0,65,266
YJL129C,-1,-1,-1,4.549564920053511,3.516704621064006,903,5328,2835,3249,2837,2347.0,5045,5005
YJL164C,-1,-1,-1,4.54938608184903,2.9324889639201275,904,454,3204,3842,96,1928.0,5365,5628
YGR009C,0,-1,-1,4.548483657622766,4.351345550843263,905,3562,2121,2255,3241,1251.0,1375,1297
YER163C,0,0,-1,4.547799195715053,4.625387591530814,906,496,5018,4705,4858,265.0,1013,2108
YDL183C,0,-1,1,4.546829559310468,4.843973746496702,907,302,1671,1977,5654,3120.0,3340,3659
YBL051C,-1,-1,-1,4.546226207144603,4.614426543180452,908,3277,3627,3231,1088,1891.0,751,836
YPL173W,-1,-1,1,4.545520046023195,2.8926256510411377,909,157,483,383,4628,124.0,245,1378
YDR350C,0,-1,1,4.545483173434428,3.9049586960362426,910,4179,1616,1884,1166,837.0,2129,3644
YHR088W,-1,-1,-1,4.544723399028093,3.1688393163806388,911,4471,2641,3225,2332,5082.0,5424,5728
YJL148W,-1,-1,-1,4.543432475653237,2.8242485794316656,912,2253,2409,3818,102,4982.0,3697,1779
YGR169C,-1,-1,1,4.543216529542101,4.6151646713191505,913,3835,2329,1902,6022,964.0,578,1409
YBR074W,0,0,-1,4.541420658548435,3.1163650396786373,914,5550,3669,3466,5386,4173.0,300,217
YPL193W,-1,-1,-1,4.538870506925497,3.610824402023688,915,4382,4978,4953,3163,4523.0,4840,3002
YOL149W,-1,-1,-1,4.538348600469128,3.782837194446191,916,3991,887,1244,958,2257.0,3146,5370
YMR071C,0,0,-1,4.537799152160833,4.694336864027237,917,2411,1848,2036,964,333.0,575,1547
YMR131C,-1,-1,-1,4.537175979264482,3.0227139783125483,918,2138,4591,5187,600,4637.0,5679,5384
YCR034W,-1,-1,-1,4.5361324299327626,2.8628870467807626,919,1921,702,1412,665,2809.0,1737,1435
YGL197W,0,-1,1,4.535310261977647,4.820561878368287,920,570,3870,3516,3380,1442.0,2358,2735
YOR073W,-1,-1,-1,4.534424172859349,3.4143621524930454,921,5051,4147,4990,2933,3502.0,4241,4266
YPR133C,-1,-1,-1,4.533462187308751,4.439816248187434,922,4075,2644,2254,2045,1428.0,3297,4735
YPL023C,0,0,-1,4.533064499943556,4.975960937526233,923,2093,1440,1462,2210,1655.0,2931,3226
YDR358W,-1,-1,-1,4.5312272995531915,2.5141707602161523,924,274,1466,2109,147,2557.0,1850,2176
YDR504C,0,0,-1,4.530494159745599,4.0550164541863465,925,1463,1610,3028,6087,1764.0,3109,3654
YJR099W,-1,-1,-1,4.530270904391825,4.7454660450813035,926,3025,1747,1393,1742,365.0,1180,4235
YHR057C,-1,-1,-1,4.5289926279090835,4.658937405969083,927,1456,800,787,5933,510.0,1413,3491
YGL071W,-1,-1,-1,4.524243541552635,4.327810216877086,928,3694,5110,4915,2566,3328.0,5207,4954
YOR019W,0,1,-1,4.523132520878386,4.124905721690266,929,4153,1841,2250,5102,4112.0,4858,4205
YDL056W,-1,-1,-1,4.52310663354611,4.0962930881026995,930,3233,4311,4725,2217,2507.0,4236,5090
YML058W,1,1,-1,4.521233966027548,4.120550567584517,931,1800,2453,3647,40,1800.0,563,530
YNL113W,-1,-1,-1,4.519387611372029,2.8820260185335793,932,3225,2110,3610,230,3744.0,4505,5269
YBL016W,-1,-1,1,4.518409975809965,4.1727163834164465,933,4328,5185,4982,3692,2599.0,5469,5669
YDR282C,0,-1,1,4.517585132382587,3.902364530704363,934,553,2242,2799,5536,1000.0,2351,3510
YHR075C,0,-1,1,4.517262726219115,4.09032586814602,935,3960,2449,2586,3770,3947.0,1318,1327
YKR016W,0,1,1,4.514838110900925,3.4418566330637033,936,12,66,118,5496,40.0,90,90
YBR083W,-1,-1,-1,4.514815333985283,5.0784172425081975,937,5163,5030,4939,3393,2270.0,5468,5433
YCR023C,-1,0,-1,4.514557283081694,4.265334075080238,938,4903,1644,1812,5151,1132.0,1726,3637
YCR027C,-1,-1,-1,4.513204667906829,4.004726960891397,939,4269,3591,3179,1126,935.0,905,1888
YNL274C,0,0,1,4.51235616796031,3.0487446864039955,940,343,2864,2242,155,1669.0,3686,3940
YOR259C,-1,-1,-1,4.511749687665951,4.154749273336333,941,2379,3747,4013,952,162.0,662,4661
YDR219C,1,1,1,4.511421083690164,2.6668235818774013,942,501,152,415,57,1775.0,644,302
YIL113W,-1,-1,-1,4.50980054872657,3.5963575721952092,943,221,131,234,2602,4489.0,1391,585
YPR049C,-1,1,-1,4.50775473698706,4.5156175363557445,944,5252,1045,1860,3708,4019.0,2914,1697
YOR217W,-1,-1,-1,4.5076659303939275,3.9287432163238467,945,3426,4458,4537,479,1169.0,4299,5522
YDR131C,-1,-1,-1,4.507172949745984,4.270982175629175,946,5110,2251,2946,1098,4327.0,4492,3976
YGR165W,-1,-1,1,4.506681596804522,3.136272139608605,947,320,125,237,5469,34.0,40,94
YNL083W,-1,-1,1,4.5062918671055465,4.280898450929742,948,2894,349,402,368,417.0,454,345
YLR224W,-1,-1,-1,4.505721852183342,4.073299238697658,949,4907,2734,2962,3492,899.0,3992,5266
YOR367W,-1,-1,-1,4.504702315448287,3.7990804396353717,950,3308,511,523,1031,262.0,44,21
YER040W,-1,-1,-1,4.504390664532513,3.9471187175821676,951,3997,5035,4952,3161,2383.0,5150,5352
YGR062C,1,1,1,4.504283036746664,3.1360229096063783,952,351,160,322,5037,871.0,214,214
YNL005C,-1,1,1,4.503959264751233,3.655056431340301,953,317,110,90,5574,36.0,77,118
YNR020C,0,1,1,4.5038198360247526,4.444656053463797,954,979,1482,2067,330,816.0,388,966
YLR167W,-1,-1,-1,4.5020400035881,3.0134067650161995,955,770,618,2395,1706,4939.0,2507,5207
YPR185W,-1,1,-1,4.5008040098194595,5.119830004705874,956,4145,3095,3422,2615,888.0,1748,2081
YMR202W,-1,-1,-1,4.500357681851901,3.1295489689937224,957,1601,605,612,984,3014.0,1117,750
YNL117W,-1,-1,-1,4.495326806640554,4.762798375555601,958,4617,2491,2431,3643,4618.0,5613,5314
YLR395C,-1,-1,1,4.494793111514189,4.018440819387201,959,400,186,334,2253,738.0,573,995
YOR143C,0,0,-1,4.493954241275787,3.6879489477635303,960,3613,3058,3509,3563,2041.0,1952,1964
YLR218C,0,1,1,4.490513076325376,2.869881205907722,961,23,2690,3901,4901,314.0,579,2318
YDL236W,-1,0,-1,4.48873077034058,4.142080779251476,962,5198,5119,5074,3340,915.0,1277,2016
YFL013C,-1,-1,-1,4.487989103811944,3.878648026832893,963,3283,4885,4663,2401,2833.0,5143,4890
YDL209C,-1,-1,-1,4.48632089918602,3.8468321838189525,964,3985,4607,4858,2849,5085.0,5521,5116
YJR094W-A,0,-1,-1,4.485582043756982,3.3000426819388657,965,1568,933,981,892,5115.0,2512,5652
YGL254W,-1,-1,-1,4.484898681769114,4.2210928472467195,966,4584,5176,4950,2668,3634.0,4453,4078
YIL079C,-1,-1,-1,4.4844356268465875,3.0156658887948145,967,1474,2448,808,1519,4820.0,5123,3439
YOR197W,0,-1,-1,4.482384518145801,4.158289890529538,968,4545,5117,4866,638,1866.0,3119,2050
YPL118W,-1,-1,1,4.482102515722463,1.983902394146917,969,182,73,19,5944,1.0,31,137
YNL092W,0,0,-1,4.481848266310321,4.0275550345709625,970,4765,2293,2691,5521,4735.0,1172,1246
YMR150C,1,1,1,4.481825691854168,4.54729278964334,971,3393,1460,1318,5999,148.0,629,1574
YOL030W,0,0,-1,4.481061934710977,4.873690761460396,972,4709,4086,4617,4435,2103.0,3853,3996
YMR009W,0,0,-1,4.480294645189525,4.870597594620185,973,2786,5010,4824,2516,2455.0,1181,1025
YMR165C,-1,-1,-1,4.48014471282859,4.144284292411754,974,4483,3962,4137,3323,3926.0,3005,2248
YCL035C,-1,-1,-1,4.479538473005066,2.8633020304784376,975,430,2266,1796,194,2193.0,4332,5494
YOR137C,0,-1,-1,4.47877615288703,4.373812148647079,976,5154,2095,3081,1559,3235.0,3320,2605
YCL027W,-1,-1,-1,4.4785649046569525,4.299469771047791,977,5275,2343,3114,4178,4519.0,5383,4417
YHR058C,-1,-1,-1,4.478344061328266,4.191715783884344,978,4078,5169,5080,2089,1892.0,4717,5095
YLR056W,-1,-1,-1,4.4755662348188325,3.751163104921225,979,1623,551,1228,976,4632.0,474,321
YGR086C,-1,-1,1,4.472898211798625,3.3407691365518666,980,202,534,1254,728,2828.0,2149,1597
YBR148W,0,-1,-1,4.47271883808924,4.274498068308281,981,2780,2672,2872,5822,5120.0,2996,3090
YML081W,0,-1,-1,4.472175634817449,3.2434439064177045,982,4844,4797,4992,4926,1981.0,4899,5140
YIL008W,-1,-1,-1,4.47187138067748,4.023455698351896,983,4608,5098,4846,1963,4381.0,2049,1635
YGR174C,1,1,1,4.470892513405063,2.5171676626839736,984,463,69,11,4931,207.0,450,622
YOR065W,-1,-1,1,4.470872383988546,3.902800841667042,985,411,278,386,157,392.0,553,446
YBR096W,0,0,-1,4.470393492254669,4.28266999669543,986,3824,990,1170,5405,597.0,353,570
YAL060W,0,0,-1,4.469784034315698,3.2995159900587887,987,387,1137,1625,412,1720.0,2334,1767
YHR124W,0,-1,-1,4.46943459293978,4.2207307877047375,988,5552,3091,3299,3495,4228.0,4315,3697
YFR053C,-1,-1,1,4.468842974322999,3.4864851914378088,989,642,846,963,1195,1727.0,3593,3445
YBL069W,-1,0,-1,4.467149764344007,4.444058908269291,990,4916,5164,4965,1205,3363.0,5278,4699
YPR107C,-1,-1,-1,4.466262439187772,3.9583776557977415,991,2706,4078,4312,727,353.0,1411,4724
YFR036W,-1,-1,-1,4.465618494831159,3.8597975788050163,992,4918,4682,4927,2026,4229.0,3873,4798
YFR031C-A,0,-1,-1,4.465308846649296,2.7124811983826667,993,1293,1276,2508,303,5197.0,5432,5732
YDR382W,-1,-1,-1,4.464539231765948,3.159757365220485,994,766,822,1948,2462,4615.0,3038,3525
YOL158C,-1,-1,-1,4.463950271958006,4.450160969475093,995,4856,3027,2407,3023,3903.0,5318,5147
YBR220C,0,-1,-1,4.461281311770756,4.553070280436044,996,1195,2807,2865,5610,2924.0,693,566
YDR163W,-1,-1,-1,4.4611094682338,3.966987439908597,997,2019,1446,2054,3488,3212.0,5067,5378
YML063W,-1,-1,-1,4.460111123983731,2.9226385175909124,998,652,916,1910,1583,4678.0,3000,3039
YGL116W,-1,-1,-1,4.4592215028440885,3.7415972844070744,999,5331,5157,4980,3057,2550.0,5314,5058
YKL024C,0,0,-1,4.45916462729791,3.586064044070278,1000,2455,3490,4422,889,2421.0,1951,2432
YGL006W,-1,-1,-1,4.457376525698308,3.29086298027993,1001,559,384,691,607,2919.0,2263,1504
YDR071C,-1,-1,-1,4.456369859105099,5.347319957373147,1002,2765,2325,1757,916,1450.0,986,1230
YMR233W,-1,-1,-1,4.454448945374189,3.9719300167167653,1003,2531,5219,5256,4764,2853.0,1546,2425
YPL089C,-1,-1,-1,4.452932579074791,4.638309880858818,1004,4289,4932,4654,2800,3992.0,4598,4517
YIR033W,-1,-1,-1,4.452505103842227,4.038448327417156,1005,5185,3477,2987,3080,3103.0,1842,1106
YAR014C,-1,-1,-1,4.45234384811567,3.9332092683546303,1006,4487,5061,5113,3477,3779.0,5145,4569
YLR248W,-1,-1,-1,4.4522080223360465,4.039654684653895,1007,2504,3146,2284,838,436.0,2304,4641
YFL034C-A,-1,-1,-1,4.452007809665032,3.556309095463457,1008,3016,1697,2881,1791,5493.0,3842,2161
YGL030W,-1,-1,-1,4.45159431488928,2.575746829809883,1009,748,666,2213,1140,5173.0,4045,5622
YGR184C,-1,-1,-1,4.450829333709385,4.113988120239157,1010,4130,1954,2469,1750,2575.0,4344,4355
YMR302C,1,1,1,4.450631481623221,2.879527067188032,1011,687,112,320,21,140.0,142,77
YLR433C,-1,-1,-1,4.450583981361218,3.7687091154474834,1012,4016,2649,2147,3791,2930.0,4172,1915
YOR257W,-1,-1,-1,4.4503345831247145,4.426199733839147,1013,2486,1214,1807,667,1319.0,2244,5232
YML034W,-1,-1,-1,4.448500361806619,4.5313207909270075,1014,4121,3495,3998,3112,2030.0,2037,1402
YGR101W,1,1,1,4.447873140166619,3.676464781826256,1015,417,199,284,49,215.0,224,157
YNL073W,-1,-1,1,4.446539587692587,3.503471267828895,1016,542,279,428,5473,41.0,129,219
YGL198W,0,0,-1,4.4446925092600065,3.517015884399853,1017,589,815,1278,676,1071.0,1673,1673
YPR132W,-1,-1,-1,4.443592867094599,2.993040545234464,1018,802,631,2094,251,4971.0,2039,5203
YDR419W,-1,-1,1,4.442309666179611,3.634892461200673,1019,2906,5069,4934,3342,3401.0,4448,2992
YML013W,-1,-1,1,4.441487910727898,4.518352725310074,1020,3183,1707,1516,1423,2553.0,1955,1614
YJR091C,-1,-1,1,4.4402057840795575,4.540064357773723,1021,4074,1529,1364,1994,2443.0,570,912
YCR081W,-1,-1,-1,4.439627534258151,4.052391878581347,1022,5452,3845,4051,4099,3425.0,1671,1370
YBR159W,-1,-1,-1,4.439233607874659,4.277885869805464,1023,4722,1683,1791,712,727.0,670,786
YBR133C,-1,-1,-1,4.438230503506646,3.882586550716126,1024,5162,4827,4260,3385,1093.0,1116,839
YLR211C,0,0,-1,4.437434973652492,4.676858430515848,1025,401,3532,3360,4693,4093.0,4623,4281
YKR094C,-1,-1,1,4.436838527371783,2.5565969731226676,1026,1119,737,2371,477,4514.0,4883,5534
YOR214C,0,0,-1,4.436248476633769,4.579269436862276,1027,5582,2452,2859,4399,5526.0,3200,2785
YJL059W,-1,-1,-1,4.433951526523351,4.592875601453247,1028,5081,2642,2708,895,1472.0,1575,805
YOR215C,0,0,1,4.433738064310865,2.507571406757367,1029,325,27,39,4473,640.0,549,370
YNL262W,-1,-1,-1,4.433215371505943,3.8073504096396382,1030,5061,5124,5092,3091,1833.0,4521,4922
YOR285W,0,0,1,4.431735960666291,3.176016273073668,1031,486,393,409,5242,2028.0,3176,5562
YJL151C,0,-1,-1,4.431269949960138,3.438152889806084,1032,493,336,332,4453,2678.0,1556,1446
YOR154W,0,-1,-1,4.430663884667579,3.504481704803644,1033,2250,2035,1759,4770,3735.0,5223,4573
YJL209W,-1,-1,1,4.430232232648455,3.446439749381271,1034,3114,417,401,1197,940.0,772,498
YJR080C,0,1,1,4.428435974269213,3.7510646890416854,1035,9,139,110,5066,4.0,43,84
YKL089W,-1,-1,-1,4.4275356670339665,3.6752665724424722,1036,4185,1189,1952,2767,3227.0,4853,4478
YBR207W,-1,-1,-1,4.426267375667652,4.665258531101728,1037,2935,785,922,1524,1466.0,1327,1093
YKL035W,-1,0,-1,4.42043297519227,3.336097076636856,1038,166,821,1233,1374,1410.0,2929,1851
YPL183W-A,-1,-1,1,4.417664043917627,3.155119914797882,1039,500,329,172,4443,5537.0,458,181
YLR029C,0,-1,-1,4.410582950907553,2.5793409361872297,1040,771,476,477,393,4846.0,4379,5508
YOR276W,0,-1,-1,4.4097157187626035,2.5340368325289107,1041,146,794,1571,202,3488.0,4003,4051
YDR288W,-1,-1,-1,4.408922878300358,3.61760035475199,1042,4245,5004,5018,1034,1601.0,1652,1266
YGR132C,1,1,1,4.408562580982368,2.790238559971645,1043,438,18,33,5443,29.0,12,45
YKL125W,-1,-1,-1,4.4080738311934615,3.0443243938565483,1044,5017,5196,5263,2061,2765.0,4723,4617
YLR067C,-1,1,1,4.406063695332247,4.076179458027415,1045,3200,182,279,5495,2726.0,912,562
YJR126C,0,0,-1,4.40464789469442,4.660856556794659,1046,2673,2393,2721,1592,712.0,2836,4536
YFL010W-A,-1,-1,-1,4.403942223615989,4.960206346434785,1047,5079,2714,2279,1696,5561.0,3057,2599
YKL191W,-1,-1,-1,4.403754194161135,3.1688320085009694,1048,2112,1483,1821,1109,4246.0,4186,2390
YKL212W,-1,-1,1,4.402274677674927,4.254683801012658,1049,4932,1977,2875,3798,2322.0,330,240
YHR023W,-1,-1,-1,4.401808257231456,4.054988360976333,1050,5010,3818,4349,1326,3133.0,566,440
YJL051W,-1,-1,-1,4.401490942536,4.26113465988704,1051,5203,2783,2835,4630,2624.0,1298,1069
YKR076W,0,0,-1,4.401370060211884,3.4113857451900698,1052,6,930,1023,740,3479.0,4306,1994
YER170W,0,0,1,4.401215937769342,3.922166553895369,1053,556,260,440,374,496.0,393,454
YDL049C,0,0,-1,4.3994714060051,5.36622416578984,1054,4894,2573,3000,4117,4878.0,2987,3776
YBR003W,-1,-1,1,4.398566725680571,5.0213534223303515,1055,2039,412,365,5600,332.0,265,216
YGR074W,-1,-1,-1,4.397957857229753,4.151904054167379,1056,3084,4618,4651,2460,1914.0,3277,5545
YDL059C,-1,1,1,4.397381056055516,4.227601543337305,1057,4001,4727,4735,3997,4192.0,3630,2004
YER028C,-1,-1,-1,4.397212904593545,4.197630198724823,1058,5408,5155,4873,4034,5111.0,5619,5224
YMR010W,0,-1,-1,4.396620415641876,4.07939829994241,1059,1338,1385,2009,2709,1646.0,3755,2172
YMR188C,-1,-1,1,4.396271866238759,3.062730451739843,1060,368,130,321,6002,185.0,127,112
YGL133W,-1,-1,-1,4.396104952889289,3.798530550611988,1061,2274,4558,4676,2203,2144.0,4770,4684
YNR008W,-1,-1,-1,4.394496631122635,4.204202067236569,1062,4028,2454,2669,655,1467.0,1821,3205
YPL094C,0,0,-1,4.393387668860886,3.5810725097753418,1063,728,594,933,557,1908.0,1538,1465
YER025W,-1,-1,-1,4.392654440850912,2.7505627231636995,1064,783,1258,2180,1931,4051.0,4523,3453
YNL294C,-1,-1,-1,4.390728720870918,3.8393418035236233,1065,5113,2724,2543,2579,920.0,475,961
YDR273W,-1,-1,-1,4.390309989407748,3.6612271202798974,1066,5118,3421,2997,3278,5141.0,3294,3380
YKL016C,-1,-1,1,4.389289583408547,3.834266984550558,1067,305,64,64,4866,178.0,351,501
YJL058C,-1,-1,-1,4.388479334151674,3.7441734713983825,1068,5144,3888,3603,2765,4329.0,4457,2381
YBL031W,-1,-1,-1,4.386941473551853,3.882418848489705,1069,4746,4141,3093,5660,3230.0,1245,573
YOR117W,-1,-1,-1,4.385249227642299,4.605391984615659,1070,3332,3887,4117,1065,338.0,1611,4596
YDR200C,-1,-1,-1,4.385157094922608,3.650688159336892,1071,4199,2983,2778,1942,2040.0,4298,3822
YDR531W,0,-1,-1,4.38484121265704,4.733259126761426,1072,4402,5068,4809,3703,1624.0,3342,2952
YKL188C,-1,-1,-1,4.384202850569865,2.818240543343694,1073,533,764,621,417,4008.0,5231,3841
YMR158W,-1,-1,1,4.383375967869502,2.8739821953128866,1074,185,633,501,5344,76.0,250,884
YPL215W,1,1,1,4.382707437355362,3.1226016567956245,1075,277,180,408,5050,65.0,168,220
YBR213W,-1,0,-1,4.377499100646216,4.098458157102985,1076,1603,1929,1854,3719,4653.0,5350,4224
YDR177W,-1,-1,-1,4.3768305307376885,4.334352184927707,1077,3747,4819,4668,1035,416.0,707,2704
YOR178C,-1,-1,-1,4.373373937642503,4.641142667400803,1078,4093,2374,2975,4052,3179.0,4582,4277
YML008C,-1,-1,1,4.37306503621404,3.152854756500657,1079,488,751,1383,1699,1948.0,646,761
YKL003C,-1,-1,1,4.371741406173406,3.4928003296953674,1080,283,92,119,5744,176.0,67,218
YOL027C,1,1,1,4.371392646414077,3.3806451160991884,1081,722,189,370,2121,426.0,640,466
YJL042W,-1,-1,-1,4.371351691420207,4.380827495248939,1082,2790,2973,2888,1011,2038.0,4020,3163
YHR188C,-1,-1,-1,4.371149787645854,4.22461129699554,1083,5451,2845,2456,3688,2008.0,2086,1692
YBL092W,0,-1,-1,4.370811609272471,2.752728112450599,1084,1131,664,2833,1243,4943.0,3229,4733
YEL030W,1,1,1,4.370338627321278,3.4736442720822054,1085,3083,1291,3428,5739,2789.0,2397,1506
YOR150W,-1,-1,1,4.37024567744689,3.182634633059256,1086,172,124,109,4326,6.0,85,142
YIL063C,-1,-1,-1,4.368631530307724,3.692717327708697,1087,3352,4413,4618,764,1740.0,4568,5552
YPL116W,0,-1,-1,4.367883027046027,3.177456361916582,1088,575,1194,818,79,686.0,862,616
YLR315W,-1,-1,-1,4.36645493375327,4.088351773666112,1089,5245,2231,2999,5817,4066.0,2908,3224
YJL137C,0,0,-1,4.366423971995622,3.963158537091213,1090,395,1355,2061,1664,1678.0,3256,2358
YDL180W,0,0,-1,4.365969242226934,4.34415963448924,1091,3405,1996,2809,5639,1865.0,3211,3372
YPR152C,-1,-1,-1,4.3658361210972965,3.5714534911660816,1092,5599,4989,5127,6095,5065.0,2431,2439
YDL022W,-1,-1,1,4.36577198275192,3.132720976168141,1093,431,565,666,344,3147.0,4976,4564
YDR373W,0,-1,-1,4.364935306017984,4.700902517577244,1094,4186,708,936,2281,897.0,1177,3903
YOR014W,-1,-1,-1,4.36480107814252,4.4323167071681295,1095,4297,5152,5083,1551,397.0,2449,4855
YLR008C,1,1,1,4.364690740397591,2.8068870154921206,1096,762,668,474,5328,414.0,572,1573
YNL336W,0,-1,-1,4.364058441030765,3.174510730665616,1097,566,525,536,6073,2750.0,3545,3790
YHR170W,-1,-1,-1,4.363758670980345,2.9848510292541066,1098,2084,1454,2740,713,5015.0,5607,5786
YJL076W,-1,-1,-1,4.363095477847996,3.265106626433593,1099,5175,4589,4216,3707,2607.0,5317,5183
YER140W,-1,-1,1,4.362355551230693,3.169545570504232,1100,4643,1880,1738,5836,3278.0,4311,4066
YDR260C,-1,-1,-1,4.361476507194028,3.859678835079017,1101,3721,2447,2608,2046,942.0,1735,1703
YNL067W,0,-1,-1,4.3612501426728185,2.1377717670782723,1102,1877,574,622,168,4023.0,1770,3063
YLR318W,0,0,-1,4.361244352010196,3.987573453362946,1103,5778,3427,3170,3502,4812.0,5007,3456
YGR122W,-1,-1,-1,4.360973751295113,4.199911047192821,1104,4431,4028,3435,3614,3402.0,2041,1944
YJL131C,0,-1,1,4.3604609008856166,3.568662432236278,1105,18,126,98,5601,350.0,314,191
YPL004C,-1,-1,1,4.360024744075929,3.056345387568393,1106,218,403,278,5656,1159.0,2105,1965
YBL072C,-1,-1,-1,4.358419122453221,2.6235968893670085,1107,837,759,2018,743,4826.0,4692,5123
YJR034W,1,1,1,4.357908759645359,3.7340283293524905,1108,360,992,830,4332,557.0,523,1456
YFL027C,0,0,-1,4.357306887200493,3.860673338147553,1109,455,392,367,2434,3390.0,2834,2003
YOR033C,-1,-1,-1,4.356970238739145,3.5211493949721007,1110,3717,4822,4724,1980,2681.0,5249,5279
YJL085W,-1,-1,-1,4.35643280971193,3.936987429115737,1111,4791,5167,4979,3131,3738.0,5583,5767
YLR085C,-1,-1,-1,4.356419325499478,3.4931878747641614,1112,2918,5021,4712,1700,1227.0,1895,1510
YCR038C,-1,-1,-1,4.356032514955826,4.482272270485093,1113,5153,5073,4799,1788,3519.0,5200,4971
YNR074C,-1,-1,1,4.354910102076159,5.236047280331217,1114,2311,2031,1607,825,4360.0,4258,3693
YPR155C,-1,-1,1,4.354613887157269,2.9584697895380576,1115,159,72,44,6097,202.0,280,215
YLR215C,-1,-1,-1,4.353639812348131,3.5133041593975634,1116,3882,3966,3659,113,2403.0,2874,2170
YLR438C-A,-1,-1,-1,4.3531204226488125,4.903374935131336,1117,4356,3968,4245,191,5583.0,5358,4579
YPL175W,-1,-1,-1,4.352710634648443,3.407505836922803,1118,5083,1780,2599,3202,3624.0,4044,4171
YCL031C,-1,-1,-1,4.351525480697255,3.460653957409409,1119,4125,5148,5186,1294,2592.0,3527,4218
YLR320W,-1,-1,-1,4.350481233553972,3.6784524165823376,1120,4190,2204,2165,552,3484.0,1275,1322
YOR297C,1,1,1,4.347122266353248,3.002367489150382,1121,1676,371,431,4631,630.0,89,29
YJL048C,-1,-1,-1,4.346294415568163,3.2464970191876925,1122,187,1449,836,616,3097.0,418,535
YNL014W,-1,-1,-1,4.3436569076276825,4.815182095931794,1123,5155,3386,3005,4096,5340.0,3276,3247
YGL240W,-1,-1,1,4.341977257036163,4.6409787909492515,1124,4618,5052,4930,3550,4999.0,5755,5465
YIR004W,-1,1,1,4.3395271669783275,4.33355021283505,1125,4026,1778,1321,1725,1246.0,1220,1591
YDL206W,-1,-1,-1,4.338004560706144,4.478782732211082,1126,4314,2164,2477,4964,4591.0,1161,969
YNL206C,-1,-1,-1,4.337230527561582,3.3516503426735023,1127,5475,4844,4949,3557,1750.0,4620,5212
YDR146C,0,-1,-1,4.336886581992674,4.057078130616888,1128,5572,5172,5015,765,1154.0,1570,1313
YMR227C,-1,-1,-1,4.33654968081388,3.5047430424788133,1129,4133,5121,5027,2643,3895.0,5341,4900
YGR178C,-1,1,1,4.33457341504668,4.294115104313812,1130,3394,4966,4792,2002,657.0,2077,2333
YKR072C,-1,-1,-1,4.333989876829936,3.703979775485558,1131,4925,3588,3313,2886,3016.0,5195,5105
YKR071C,-1,-1,1,4.33008761882425,4.832043579212273,1132,2756,2462,2409,4993,1970.0,2159,1796
YDR192C,0,-1,-1,4.329931843936622,3.960666727563614,1133,801,2930,2681,1670,2560.0,4550,4873
YNL040W,0,0,-1,4.3285532550897425,4.005059318562452,1134,426,3410,3312,5069,1780.0,2290,1835
YNL328C,1,1,1,4.326186509903319,3.439075927170057,1135,2715,70,136,4854,3872.0,2033,872
YIL144W,-1,-1,-1,4.325841121063261,3.6510129029285374,1136,3834,1027,1763,1283,2986.0,5320,5355
YKL173W,-1,-1,-1,4.324869962241835,3.3591157084067103,1137,5188,4979,5036,3772,1760.0,4674,5271
YGL126W,-1,-1,-1,4.323888436361345,4.705374904482593,1138,5298,2016,3136,3516,3584.0,3765,3126
YJL136C,-1,-1,-1,4.322036233312356,2.8275210984012276,1139,945,494,564,1860,4734.0,2759,5024
YBR058C-A,-1,-1,-1,4.319550586317828,4.69904927402848,1140,5108,2455,1543,141,5599.0,3670,2809
YOR234C,0,-1,-1,4.319395845254024,2.219334659567492,1141,1640,553,683,400,4293.0,3682,5666
YBR049C,-1,-1,-1,4.318677429399805,4.099604060438536,1142,4286,4811,4829,3455,1824.0,4402,4547
YNL027W,0,-1,-1,4.317796116371355,3.6765579150506285,1143,4874,3773,3548,2220,1053.0,3095,3471
YGL136C,-1,-1,1,4.317087164315992,3.811814518525715,1144,2959,1900,1741,1082,1274.0,2115,2900
YPL154C,0,-1,1,4.316301824803838,2.8085302533571235,1145,482,310,449,112,2856.0,5306,5306
YPR030W,-1,-1,-1,4.315542754209684,5.065964558797077,1146,4714,3062,2981,3896,4639.0,4288,2076
YBR289W,-1,-1,-1,4.315368539291228,4.2618459279695,1147,4553,4912,4928,1635,1623.0,981,672
YGR026W,0,0,-1,4.3148521345532584,4.620025038832848,1148,3663,3469,2956,4973,856.0,1692,1817
YPL115C,-1,-1,-1,4.312095031856063,3.4456935464007916,1149,3970,4548,4382,986,821.0,2828,4505
YDL013W,0,-1,-1,4.310214711431258,3.6206077471892475,1150,1754,2751,2465,2283,3809.0,3635,1921
YJL062W,-1,-1,-1,4.309209507650244,4.208360403897985,1151,5094,2511,2007,2610,428.0,1986,2188
YMR037C,-1,-1,-1,4.307741422406927,4.2191641350684,1152,3698,5099,4875,2292,1190.0,4452,5137
YCL034W,-1,-1,-1,4.307061444811835,3.0130443386779566,1153,281,2668,3611,342,743.0,1890,2329
