Gene,Occurances in pairs
YER092W,8277
YFL035C-B,8277
YBR054W,8277
YMR144W,8277
YBR120C,8277
YGL160W,8277
YMR244W,8277
YBR149W,8277
YPR169W,8277
YBR251W,8277
YDR282C,8277
YHL010C,8277
YLR029C,8277
YMR010W,8277
YLR244C,8277
YMR269W,8277
YHR002W,8277
YBR227C,8277
YOL022C,8277
YJL180C,8277
YGL085W,8277
YKR071C,8277
YPL260W,8277
YKL137W,8277
YJR159W,8277
YPR048W,8277
YOL038C-A,8277
YOR183W,8277
YDL146W,8277
YLR290C,8277
YDR510W,8277
YBL001C,8277
YDR390C,8277
YKL157W,8277
YOR167C,8277
YDR026C,8277
YER046W,8277
YMR196W,8277
YNL076W,8277
YOR360C,8277
YNR071C,8277
YKL106W,8277
YKR044W,8277
YKL124W,8277
YFL046W,8277
YIR029W,8277
YLR154W-A,8277
YLR432W,8277
YDR007W,8277
YPR192W,8277
YCL011C-A,8277
YBR242W,8277
YER136W,8277
YPR202W,8277
YCR004C,8277
YBR025C,8277
YOR141C,8277
YLR204W,8277
YNL024C,8277
YCL036W,8277
YLL053C,8277
YDR234W,8277
YMR019W,8277
YPR015C,8277
YPL074W,8277
YDL205C,8277
YPR071W,8277
YFR031C-A,8277
YPR157W,8277
YMR159C,8277
YCL045C,8277
YOR222W,8277
YKL162C,8277
YER124C,8277
YDR128W,8277
YBL043W,8277
YIL136W,8277
YIR032C,8277
YGL263W,8277
YIL175W,8277
YBR180W,8277
YER121W,8277
YGL242C,8277
YOR009W,8277
YAR071W,8277
YNL212W,8277
YHR137W,8277
YMR194C-B,8277
YNL180C,8277
YJR014W,8277
YFL054C,8277
YMR230W-A,8277
YOL073C,8277
YDL091C,8277
YLR456W,8277
YBL107C,8277
YNL124W,8277
YPL017C,8277
YNR037C,8277
YBL086C,8277
YNR024W,8277
YCR070W,8277
YDL063C,8277
YDR333C,8277
YDL066W,8277
YBR268W,8277
YPR062W,8277
YGL079W,8277
YBR299W,8277
YIR001C,8277
YNL238W,8277
YER186C,8277
YGL080W,8277
YPL027W,8277
YGL262W,8277
YLR227C,8277
YOL157C,8277
YLL005C,8277
YML017W,8277
YLR027C,8277
YMR257C,8277
YER053C-A,8277
YJL055W,8277
YER039C,8277
YDL239C,8277
YNR018W,8277
YOR010C,8277
YHL042W,8277
YDR539W,8277
YER102W,8277
YOR186W,8277
YIL015C-A,8277
YMR182W-A,8277
YBR176W,8277
YIL041W,8277
YML125C,8277
YGR102C,8277
YPR091C,8277
YIL161W,8277
YOR271C,8277
YLR251W,8277
YHR195W,8277
YJL070C,8277
YBL010C,8277
YHR064C,8277
YLR031W,8277
YGL226W,8277
YKR005C,8277
YKR070W,8277
YER141W,8277
YPR152C,8277
YOR044W,8277
YNL200C,8277
YGR062C,8277
YBL091C-A,8277
YPL207W,8277
YHR140W,8277
YDR233C,8277
YIL067C,8277
YGL215W,8277
YDL049C,8277
YHR208W,8277
YMR009W,8277
YDR496C,8277
YER153C,8277
YNR075C-A,8277
YER039C-A,8277
YMR194W,8277
YAL064W-B,8277
YLR348C,8277
YLL067C,8277
YNL321W,8277
YCL028W,8277
YJR024C,8277
YOR092W,8277
YMR205C,8277
YOR006C,8277
YDR338C,8277
YKL121W,8277
YAR023C,8277
YMR230W,8277
YPL223C,8277
YEL046C,8277
YIR038C,8277
YGR173W,8277
YBL092W,8277
YOR268C,8277
YHL008C,8277
YOL029C,8277
YNL092W,8277
YMR174C,8277
YKL156W,8277
YDL048C,8277
YGR034W,8277
YBR219C,8277
YMR158W,8277
YPR089W,8277
YOR228C,8277
YLR443W,8277
YEL043W,8277
YHL033C,8277
YOR190W,8277
YIL158W,8277
YPR114W,8277
YLR038C,8277
YNR066C,8277
YLR203C,8277
YMR114C,8277
YLR273C,8277
YKL061W,8277
YHR213W-A,8277
YKR004C-A,8277
YJL221C,8277
YDL073W,8277
YIL055C,8277
YHR113W,8277
YBR076W,8277
YNL130C-A,8277
YLR323C,8277
YLR342W-A,8277
YIR016W,8277
YDL089W,8277
YAL067W-A,8277
YIL046W-A,8277
YJL193W,8277
YDR066C,8277
YER090W,8277
YHR131C,8277
YDR458C,8277
YER131W,8277
YMR317W,8277
YOL057W,8277
YGL250W,8277
YOR158W,8277
YKR093W,8277
YGR240C,8277
YOL159C,8277
YLR407W,8277
YBL039W-B,8277
YDR109C,8277
YLL007C,8277
YCL050C,8277
YOR337W,8277
YFL010C,8277
YOR306C,8277
YDR347W,8277
YDR257C,8277
YFR006W,8277
YER140W,8277
YER134C,8277
YOL075C,8277
YMR259C,8277
YIL083C,8277
YDR229W,8277
YGR277C,8277
YBR196C-A,8277
YLR157W-B,8277
YJL160C,8277
YFR039C,8277
YJL127C-A,8277
YIL166C,8277
YOR176W,8277
YDL018C,8277
YDR357C,8277
YGL077C,8277
YJL052C-A,8277
YLL006W-A,8277
YER059W,8277
YLR157W-C,8277
YLR306W,8277
YDR125C,8277
YPL252C,8277
YHR032W,8277
YKL006W,8277
YMR176W,8277
YNL137C,8277
YGL221C,8277
YJL217W,8277
YFL030W,8277
YDR134C,8277
YFL061W,8277
YJL130C,8277
YLR356W,8277
YHL039W,8277
YIL169C,8277
YBR184W,8277
YLR438W,8277
YDR068W,8277
YBR208C,8277
YOR093C,8277
YMR108W,8277
YAL067C,8277
YBL039W-A,8277
YDR070C,8277
YPR118W,8277
YNL234W,8277
YHL030W,8277
YPR115W,8277
YGR148C,8277
YNL305C,8277
YJL082W,8277
YKR006C,8277
YAL044W-A,8277
YKL105C,8277
YKR088C,8277
YJL049W,8277
YDR063W,8277
YBR053C,8277
YMR099C,8277
YDL218W,8277
YCL064C,8277
YIR003W,8277
YMR155W,8277
YPL066W,8277
YPR160W,8277
YEL059C-A,8277
YKL033W,8277
YMR226C,8277
YIR024C,8277
YNR020C,8277
YJL047C-A,8277
YMR027W,8277
YGR130C,8277
YMR102C,8277
YGL194C-A,8277
YKL023W,8277
YOR389W,8277
YNR034W-A,8277
YMR122W-A,8277
YKL065C,8277
YOR066W,8277
YOR374W,8277
YDR528W,8277
YPL245W,8277
YIL162W,8277
YOR255W,8277
YDR267C,8277
YBR287W,8277
YMR040W,8277
YLR211C,8277
YMR132C,8277
YHR057C,8277
YOL083W,8277
YMR111C,8277
YDR104C,8277
YBR157C,8277
YOR375C,8277
YCR095C,8277
YLR352W,8277
YDR014W,8277
YNL252C,8277
YHR087W,8277
YPR003C,8277
YHR100C,8277
YDR313C,8277
YDL189W,8277
YMR130W,8277
YKL091C,8277
YPR184W,8277
YKL218C,8277
YMR289W,8277
YLR375W,8277
YMR209C,8277
YOR246C,8277
YLR243W,8277
YIL152W,8277
YKL127W,8277
YOR384W,8277
YLR157W-A,8277
YMR084W,8277
YFL068W,8277
YEL052W,8277
YIL134C-A,8277
YAL060W,8277
YCR068W,8277
YBR203W,8277
YBR115C,8277
YGL230C,8277
YBL095W,8277
YKL167C,8277
YIL071C,8277
YGL228W,8277
YLR415C,8277
YLR325C,8277
YLR289W,8277
YLR065C,8277
YIL177C,8277
YBR151W,8277
YMR105C,8277
YBR031W,8277
YDR468C,8277
YDR185C,8277
YBL059W,8277
YKL132C,8277
YHR040W,8277
YJR113C,8277
YNL122C,8277
YHR128W,8277
YHR215W,8277
YKL184W,8277
YJL136W-A,8277
YHL048C-A,8277
YCL068C,8277
YDR350C,8277
YPL090C,8277
YCR087C-A,8277
YPL014W,8277
YPL222W,8277
YAL046C,8277
YJL132W,8277
YPR148C,8277
YLR445W,8277
YDL107W,8277
YDL202W,8277
YDR520C,8277
YGR049W,8277
YFR042W,8277
YJL037W,8277
YDL082W,8277
YPL054W,8277
YLR271W,8277
YKR011C,8277
YCL058W-A,8277
YLR247C,8277
YDL240W,8277
YPL216W,8277
YGR079W,8277
YHR132C,8277
YDR222W,8277
YMR094W,8277
YGR255C,8277
YJR134C,8277
YOR108W,8277
YJR080C,8277
YDR405W,8277
YGL114W,8277
YLR412W,8277
YGR019W,8277
YAR068W,8277
YKL164C,8277
YNL134C,8277
YHR021W-A,8277
YLR361C-A,8277
YLR064W,8277
YGR117C,8277
YGR287C,8277
YML106W,8277
YDR502C,8277
YOR163W,8277
YLR162W-A,8277
YLL052C,8277
YDL001W,8277
YDR090C,8277
YPL013C,8277
YGR169C-C,8277
YAR062W,8277
YPR145C-A,8277
YML117W,8277
YBR148W,8277
YCL057C-A,8277
YOR189W,8277
YGL006W-A,8277
YGR235C,8277
YMR251W,8277
YLR054C,8277
YGL193C,8277
YGR194C,8277
YCL048W-A,8277
YER101C,8277
YKL033W-A,8277
YCR019W,8277
YPL141C,8277
YDR379C-A,8277
YLR395C,8277
YOL056W,8277
YNL194C,8277
YER187W,8277
YDL182W,8277
YHR071W,8277
YHR127W,8277
YKR092C,8277
YER050C,8277
YBR238C,8277
YER034W,8277
YPR204W,8277
YOR184W,8277
YGR058W,8277
YBR163W,8277
YMR003W,8277
YGR266W,8277
YDR210W,8277
YNL042W-B,8277
YPL282C,8277
YOL103W,8277
YNR014W,8277
YKL096W,8277
YLR049C,8277
YOR065W,8277
YGR184C,8277
YNL063W,8277
YML009C,8277
YJL153C,8277
YBL103C-A,8277
YLR001C,8277
YLR121C,8277
YDR534C,8277
YMR222C,8277
YLR073C,8277
YHL013C,8277
YLR021W,8277
YMR131C,8277
YDR249C,8277
YKL207W,8277
YOR383C,8277
YDR144C,8277
YOL098C,8277
YGR283C,8277
YNL010W,8277
YEL067C,8277
YNL196C,8277
YDR474C,8277
YDR041W,8277
YHL029C,8277
YDR332W,8277
YLL048C,8277
YIL157C,8277
YBL049W,8277
YLR389C,8277
YJL158C,8277
YLR077W,8277
YIL146C,8277
YNR009W,8277
YML020W,8277
YPL166W,8277
YDR322W,8277
YNL040W,8277
YLR363W-A,8277
YJR039W,8277
YCR029C-A,8277
YFR025C,8277
YHR078W,8277
YKL142W,8277
YDL177C,8277
YOR238W,8277
YOL140W,8277
YKL109W,8277
YHL017W,8277
YOR291W,8277
YKL133C,8277
YHR035W,8277
YLR091W,8277
YMR217W,8277
YLR446W,8277
YER188C-A,8277
YNL265C,8277
YDL215C,8277
YLR420W,8277
YEL070W,8277
YJL149W,8277
YGL059W,8277
YCR015C,8277
YDR348C,8277
YDL211C,8277
YKR084C,8277
YPL072W,8277
YIL151C,8277
YNR076W,8277
YMR126C,8277
YGL197W,8277
YGR138C,8277
YLR070C,8277
YBR078W,8277
YER175W-A,8277
YFR007W,8277
YNL178W,8277
YPL191C,8277
YGR001C,8277
YOR118W,8277
YLR388W,8277
YBR239C,8277
YDR497C,8277
YIL164C,8277
YML082W,8277
YEL011W,8277
YMR121C,8277
YLR237W,8277
YJR005W,8277
YNL269W,8277
YDL057W,8277
YLR156C-A,8277
YIL047C,8277
YDR371W,8277
YMR297W,8277
YPL107W,8277
YIL091C,8277
YNL125C,8277
YDR438W,8277
YPL226W,8277
YJL197W,8277
YLR364W,8277
YFR032C-A,8277
YDR531W,8277
YER170W,8277
YDL129W,8277
YNL336W,8277
YIL108W,8277
YPR060C,8277
YJL083W,8277
YPL186C,8277
YER037W,8277
YKR106W,8277
YLR164W,8277
YOL007C,8277
YDL156W,8277
YJL097W,8277
YOR166C,8277
YIL156W-B,8277
YMR148W,8277
YOR292C,8277
YLR018C,8277
YMR221C,8277
YKR064W,8277
YAL065C,8277
YKL077W,8277
YBR046C,8277
YMR031C,8277
YIL104C,8277
YCR036W,8277
YOL030W,8277
YFL034W,8277
YIR035C,8277
YJL174W,8277
YLR099W-A,8277
YNL144C,8277
YDR506C,8277
YCL026C-B,8277
YOR264W,8277
YER063W,8277
YBR255W,8277
YDR107C,8277
YKL211C,8277
YGL131C,8277
YLL018C,8277
YLR464W,8277
YOL162W,8277
YBR298C-A,8277
YLR037C,8277
YNL096C,8277
YOR165W,8277
YNL193W,8277
YPR043W,8277
YPL229W,8277
YBR187W,8277
YGL138C,8277
YNL254C,8277
YPL183W-A,8277
YJL118W,8277
YGR093W,8277
YDR020C,8277
YER184C,8277
YNL024C-A,8277
YBL054W,8277
YCR097W,8277
YOL052C,8277
YIL156W,8277
YDR132C,8277
YKR041W,8277
YDL157C,8277
YBL038W,8277
YCR059C,8277
YNL157W,8277
YOL013W-A,8277
YDR124W,8277
YJL136C,8277
YLR125W,8277
YGL002W,8277
YPR027C,8277
YDL214C,8277
YGL040C,8277
YGR012W,8277
YBL008W-A,8277
YOL132W,8277
YLR152C,8277
YGL186C,8277
YOL032W,8277
YDR179W-A,8277
YPR109W,8277
YDR019C,8277
YPR149W,8277
YCR007C,8277
YDL134C-A,8277
YPL024W,8277
YFL041W-A,8277
YNL301C,8277
YEL023C,8277
YIL176C,8277
YGR023W,8277
YMR271C,8277
YPL162C,8277
YPL189C-A,8277
YLR267W,8277
YHR214C-E,8277
YBR249C,8277
YOL163W,8277
YNR036C,8277
YIL043C,8277
YHR046C,8277
YNR021W,8277
YNL191W,8277
YJR130C,8277
YCR045C,8277
YDR476C,8277
YBL027W,8277
YDR374C,8277
YJR152W,8277
YLR159W,8277
YCR017C,8277
YGR154C,8277
YNL011C,8277
YNL300W,8277
YAL037W,8277
YNR073C,8277
YLL062C,8277
YER058W,8277
YDL125C,8277
YOR394W,8277
YNL284C,8277
YLR142W,8277
YEL055C,8277
YDL053C,8277
YHR162W,8277
YGR161W-C,8277
YHR210C,8277
YPL263C,8277
YLR137W,8277
YPR108W-A,8277
YNL155W,8277
YKR023W,8277
YLL066W-B,8277
YMR024W,8277
YJR101W,8277
YDR119W,8277
YLR439W,8277
YGR169C-A,8277
YHR198C,8277
YKL069W,8277
YBR139W,8277
YJR116W,8277
YDL199C,8277
YBR147W,8277
YBR122C,8277
YMR215W,8277
YLR285C-A,8277
YOR242C,8277
YGR189C,8277
YOR365C,8277
YPR045C,8277
YDR105C,8277
YNL168C,8277
YOR032W-A,8277
YDL070W,8277
YLR278C,8277
YNL308C,8277
YMR206W,8277
YIL050W,8277
YDR441C,8277
YMR017W,8277
YGR067C,8277
YOR011W-A,8277
YHR022C,8277
YLR333C,8277
YJR149W,8277
YER085C,8277
YPL111W,8277
YLR462W,8277
YPR156C,8277
YLR154W-C,8277
YJR058C,8277
YBL087C,8277
YOR019W,8277
YMR274C,8277
YDR006C,8277
YER066W,8277
YIL134W,8277
YMR247W-A,8277
YIL074C,8277
YER185W,8277
YMR310C,8277
YOR138C,8277
YGL060W,8277
YOR021C,8277
YDL167C,8277
YIL014C-A,8277
YDR119W-A,8277
YIL113W,8277
YIL064W,8277
YAR003W,9599
YOR347C,9599
YLR256W-A,9599
YER161C,9599
YGR200C,9599
YHR107C,9599
YBL007C,9599
YHR094C,9599
YBR212W,9599
YML034W,9599
YMR047C,9599
YMR172W,9599
YBR200W,9599
YLL012W,9599
YBR165W,9599
YBR039W,9599
YCR066W,9599
YER052C,9599
YPR188C,9599
YAL068C,9599
YOL116W,9599
YLR214W,9599
YGR134W,9599
YMR207C,9599
YGR081C,9599
YER177W,9599
YER022W,9599
YOL138C,9599
YPR051W,9599
YGL210W,9599
YDR261W-B,9599
YKL141W,9599
YHR165C,9599
YNL317W,9599
YML032C,9599
YJR052W,9599
YPL012W,9599
YJL041W,9599
YDR188W,9599
YKL191W,9599
YDR251W,9599
YJR057W,9599
YLR286C,9599
YOR003W,9599
YIL034C,9599
YDR443C,9599
YDL112W,9599
YJR077C,9599
YDR343C,9599
YCR047C,9599
YJL156C,9599
YPL178W,9599
YML128C,9599
YLR114C,9599
YPR056W,9599
YDR018C,9599
YDR183W,9599
YER165W,9599
YIR015W,9599
YBR202W,9599
YLR207W,9599
YOL158C,9599
YOL003C,9599
YHR007C,9599
YIL114C,9599
YDR309C,9599
YMR055C,9599
YJR009C,9599
YGR038C-B,9599
YDR483W,9599
YOL122C,9599
YOR035C,9599
YDR498C,9599
YJR060W,9599
YGR191W,9599
YNL223W,9599
YMR214W,9599
YNL021W,9599
YOR133W,9599
YIL135C,9599
YJR089W,9599
YDR211W,9599
YFR021W,9599
YJL184W,9599
YOR256C,9599
YJL116C,9599
YKL038W,9599
YJR059W,9599
YER122C,9599
YNL160W,9599
YLR427W,9599
YER015W,9599
YOR269W,9599
YPL132W,9599
YJR070C,9599
YFL060C,9599
YDL038C,9599
YNL116W,9599
YDR423C,9599
YMR204C,9599
YMR145C,9599
YNL009W,9599
YGL130W,9599
YGR120C,9599
YPR182W,9599
YLR007W,9599
YLR342W,9599
YHR188C,9599
YKR056W,9599
YIR023W,9599
YFR036W,9599
YPL153C,9599
YJL207C,9599
YDR147W,9599
YKL034W,9599
YPL050C,9599
YGR082W,9599
YNR046W,9599
YKL079W,9599
YNL110C,9599
YPR008W,9599
YNL281W,9599
YLR305C,9599
YER111C,9599
YCL003W,9599
YBR055C,9599
YDR295C,9599
YCR057C,9599
YER045C,9599
YOL072W,9599
YMR046C,9599
YJL141C,9599
YLL001W,9599
YMR128W,9599
YJL004C,9599
YDL170W,9599
YBR082C,9599
YNL119W,9599
YOR210W,9599
YDR322C-A,9599
YBR049C,9599
YDR141C,9599
YBL058W,9599
YHR142W,9599
YCL001W,9599
YCL075W,9599
YNL085W,9599
YMR290C,9599
YJR063W,9599
YJR066W,9599
YPR193C,9599
YHR175W,9599
YOR338W,9599
YKL154W,9599
YGL227W,9599
YLR330W,9599
YKL130C,9599
YPL154C,9599
YDR210W-C,9599
YDR096W,9599
YDL216C,9599
YMR162C,9599
YOL102C,9599
YDR394W,9599
YER029C,9599
YDR135C,9599
YMR037C,9599
YOR063W,9599
YER041W,9599
YDR263C,9599
YDL045C,9599
YAL042W,9599
YNR074C,9599
YDL109C,9599
YBL011W,9599
YDR210W-A,9599
YDR407C,9599
YJR033C,9599
YLR390W-A,9599
YML051W,9599
YKL022C,9599
YGR209C,9599
YMR219W,9599
YNL026W,9599
YML129C,9599
YGL070C,9599
YGL191W,9599
YFR046C,9599
YJL117W,9599
YIL023C,9599
YBR029C,9599
YER149C,9599
YGR167W,9599
YDR527W,9599
YLR006C,9599
YPL120W,9599
YCR018C,9599
YNL259C,9599
YDR449C,9599
YCL061C,9599
YJL165C,9599
YBL017C,9599
YNL286W,9599
YML023C,9599
YLR182W,9599
YHR206W,9599
YCL008C,9599
YKL186C,9599
YIL153W,9599
YDL030W,9599
YBR073W,9599
YOR346W,9599
YDL192W,9599
YDR277C,9599
YOL144W,9599
YCL011C,9599
YMR165C,9599
YKL208W,9599
YOR142W-A,9599
YJL035C,9599
YBR006W,9599
YLR347C,9599
YAL001C,9599
YNR064C,9599
YLR109W,9599
YKR061W,9599
YDR254W,9599
YGL201C,9599
YHR005C-A,9599
YNL257C,9599
YPL258C,9599
YNL242W,9599
YGL135W,9599
YGR055W,9599
YPL217C,9599
YLR227W-B,9599
YFL031W,9599
YDR212W,9599
YER173W,9599
YPL096C-A,9599
YOL054W,9599
YPR086W,9599
YDR272W,9599
YIL009C-A,9599
YGR227W,9599
YBR156C,9599
YFR001W,9599
YLR048W,9599
YBR254C,9599
YDL188C,9599
YFL010W-A,9599
YER025W,9599
YML055W,9599
YOR354C,9599
YKL212W,9599
YLR052W,9599
YMR303C,9599
YHR152W,9599
YGR183C,9599
YHL047C,9599
YER172C,9599
YML013W,9599
YJL054W,9599
YNL258C,9599
YLR148W,9599
YLL017W,9599
YMR001C,9599
YBR215W,9599
YML110C,9599
YMR068W,9599
YPL271W,9599
YLR166C,9599
YCL066W,9599
YFL017W-A,9599
YJR150C,9599
YHL002W,9599
YOR153W,9599
YDL231C,9599
YGR166W,9599
YOR103C,9599
YHR042W,9599
YPL147W,9599
YBL100W-A,9599
YGR284C,9599
YGL205W,9599
YER118C,9599
YGR257C,9599
YHR102W,9599
YER019C-A,9599
YBL103C,9599
YNL221C,9599
YML114C,9599
YIL121W,9599
YKL028W,9599
YMR179W,9599
YIL037C,9599
YKL089W,9599
YGR202C,9599
YLR309C,9599
YFL055W,9599
YML024W,9599
YER108C,9599
YLR092W,9599
YEL071W,9599
YFR053C,9599
YKR076W,9599
YKR095W,9599
YAR033W,9599
YHR019C,9599
YHR169W,9599
YLR044C,9599
YDR363W-A,9599
YER016W,9599
YEL004W,9599
YML061C,9599
YOR159C,9599
YOR039W,9599
YPL063W,9599
YLR396C,9599
YHR133C,9599
YMR143W,9599
YEL015W,9599
YGL058W,9599
YNL314W,9599
YDL060W,9599
YHL006C,9599
YJR064W,9599
YEL030W,9599
YDR419W,9599
YER018C,9599
YMR313C,9599
YHR139C,9599
YBR273C,9599
YGR054W,9599
YHR061C,9599
YPL241C,9599
YOR301W,9599
YER129W,9599
YKL185W,9599
YNR016C,9599
YOR261C,9599
YJR002W,9599
YCR073C,9599
YJL048C,9599
YIL013C,9599
YLR119W,9599
YIL017C,9599
YLR453C,9599
YCR040W,9599
YNL154C,9599
YHR111W,9599
YLR285W,9599
YDR470C,9599
YMR161W,9599
YPR010C,9599
YGR113W,9599
YKL095W,9599
YAL009W,9599
YGR083C,9599
YDR108W,9599
YDR485C,9599
YBR004C,9599
YKL108W,9599
YLL009C,9599
YOR334W,9599
YJL011C,9599
YOR160W,9599
YOR151C,9599
YNL232W,9599
YLR175W,9599
YDR189W,9599
YGR245C,9599
YPR031W,9599
YDL080C,9599
YKL082C,9599
YDR492W,9599
YJL111W,9599
YPL227C,9599
YJL143W,9599
YFL039C,9599
YML033W,9599
YER142C,9599
YMR232W,9599
YPR167C,9599
YGL061C,9599
YPL275W,9599
YMR220W,9599
YIL010W,9599
YBL088C,9599
YCR075C,9599
YNR027W,9599
YPL169C,9599
YOR130C,9599
YER051W,9599
YGR241C,9599
YOR060C,9599
YJR027W,9599
YPR137C-A,9599
YGR230W,9599
YGL113W,9599
YNL186W,9599
YDL088C,9599
YDR163W,9599
YMR106C,9599
YBR083W,9599
YDL149W,9599
YKR055W,9599
YKL007W,9599
YDL083C,9599
YBR091C,9599
YBR020W,9599
YGR128C,9599
YOR386W,9599
YCR063W,9599
YGR074W,9599
YKR035W-A,9599
YJR013W,9599
YPL089C,9599
YHR031C,9599
YBR010W,9599
YMR188C,9599
YPR001W,9599
YPR018W,9599
YDR311W,9599
YDR265W,9599
YPL078C,9599
YOR330C,9599
YOR367W,9599
YPL267W,9599
YCL027W,9599
YJR042W,9599
YPL022W,9599
YOR335C,9599
YOR308C,9599
YDR298C,9599
YIL073C,9599
YPR139C,9599
YER049W,9599
YGR046W,9599
YOR290C,9599
YPR140W,9599
YLR350W,9599
YDR126W,9599
YPR032W,9599
YDR447C,9599
YNL172W,9599
YMR070W,9599
YNL025C,9599
YOL021C,9599
YLR229C,9599
YJR026W,9599
YPR105C,9599
YLR418C,9599
YLR227W-A,9599
YBL003C,9599
YPL274W,9599
YKL008C,9599
YGR218W,9599
YDR110W,9599
YML092C,9599
YPR073C,9599
YDR037W,9599
YAL030W,9599
YLR459W,9599
YDR150W,9599
YDL005C,9599
YJL021C,9599
YLR265C,9599
YNL268W,9599
YNR008W,9599
YPL174C,9599
YMR025W,9599
YFL016C,9599
YDL108W,9599
YOR106W,9599
YMR260C,9599
YHR166C,9599
YJL085W,9599
YDR507C,9599
YML029W,9599
YLR011W,9599
YPR141C,9599
YER024W,9599
YBR117C,9599
YMR198W,9599
YPR088C,9599
YGL195W,9599
YDR236C,9599
YLR103C,9599
YPR108W,9599
YDL003W,9599
YOR237W,9599
YLR200W,9599
YDR532C,9599
YHR039C-A,9599
YGL163C,9599
YER014C-A,9599
YCL059C,9599
YGL089C,9599
YKL165C,9599
YIL160C,9599
YDL212W,9599
YDR059C,9599
YER056C,9599
YOR305W,9599
YER036C,9599
YEL042W,9599
YGR142W,9599
YDR245W,9599
YGL127C,9599
YGL119W,9599
YBR030W,9599
YKL041W,9599
YHR089C,9599
YDR494W,9599
YGR281W,9599
YNL065W,9599
YLR157C-B,9599
YLR165C,9599
YOR304W,9599
YDR098C-A,9599
YHR116W,9599
YJL002C,9599
YDR294C,9599
YBR290W,9599
YKR046C,9599
YOR236W,9599
YJL187C,9599
YPL257W-A,9599
YBR035C,9599
YMR216C,9599
YLR134W,9599
YIL002C,9599
YPR095C,9599
YGR161W-A,9599
YGL180W,9599
YKL195W,9599
YOL088C,9599
YPL164C,9599
YNL101W,9599
YNL192W,9599
YIL105C,9599
YLR219W,9599
YPL235W,9599
YPL117C,9599
YGR141W,9599
YKL119C,9599
YNL055C,9599
YER106W,9599
YPL057C,9599
YDL028C,9599
YPL119C,9599
YPR019W,9599
YJL124C,9599
YKL166C,9599
YOR127W,9599
YJR126C,9599
YBL034C,9599
YFL018W-A,9599
YDR382W,9599
YMR140W,9599
YEL029C,9599
YBR130C,9599
YNL094W,9599
YGR163W,9599
YJL019W,9599
YDL185W,9599
YCR072C,9599
YLR014C,9599
YKL145W,9599
YBL039C,9599
YKR067W,9599
YPR103W,9599
YDR130C,9599
YLR249W,9599
YBR121C,9599
YNR030W,9599
YGL115W,9599
YPR133C,9599
YNL299W,9599
YDR398W,9599
YNL283C,9599
YLR398C,9599
YPR083W,9599
YLR206W,9599
YDR469W,9599
YOR348C,9599
YHR204W,9599
YKL048C,9599
YOL071W,9599
YKL081W,9599
YOR033C,9599
YNL227C,9599
YMR042W,9599
YLR106C,9599
YNL008C,9599
YCR093W,9599
YDL051W,9599
YER137C-A,9599
YNL333W,9599
YPL083C,9599
YNL012W,9599
YDR175C,9599
YLR163C,9599
YBR012W-B,9599
YOL103W-A,9599
YLR201C,9599
YNR032C-A,9599
YNL291C,9599
YNR032W,9599
YGR010W,9599
YLR085C,9599
YDR081C,9599
YPR009W,9599
YPL094C,9599
YMR096W,9599
YKR029C,9599
YLL027W,9599
YHR060W,9599
YDR140W,9599
YDR228C,9599
YLR372W,9599
YPR110C,9599
YBR048W,9599
YBR132C,9599
YJR156C,9599
YGR161W-B,9599
YLR346C,9599
YAL055W,9599
YHR163W,9599
YMR268C,9599
YML085C,9599
YDR490C,9599
YLR005W,9599
YDR170W-A,9599
YPL149W,9599
YML099C,9599
YOR172W,9599
YOR217W,9599
YPL058C,9599
YNL064C,9599
YBL042C,9599
YDL232W,9599
YDL074C,9599
YFR027W,9599
YDR240C,9599
YNR056C,9599
YMR298W,9599
YMR075W,9599
YJR022W,9599
YNL111C,9599
YOR212W,9599
YDR052C,9599
YGL240W,9599
YGR221C,9599
YLL004W,9599
YDR168W,9599
YDR011W,9599
YOR294W,9599
YGL065C,9599
YPL016W,9599
YLR340W,9599
YHL012W,9599
YMR190C,9599
YMR088C,9599
YDL040C,9599
YIL029C,9599
YDR017C,9599
YLL019C,9599
YNL107W,9599
YGL005C,9599
YCL040W,9599
YMR299C,9599
YOL042W,9599
YKR081C,9599
YGL073W,9599
YPL053C,9599
YBR058C,9599
YOL100W,9599
YBR258C,9599
YMR059W,9599
YKL056C,9599
YCR083W,9599
YBL014C,9599
YPL051W,9599
YPR135W,9599
YMR264W,9599
YHR135C,9599
YGR121C,9599
YKL196C,9599
YFR013W,9599
YBR240C,9599
YCL005W-A,9599
YLR141W,9599
YJL127C,9599
YBR214W,9599
YNR033W,9599
YOR117W,9599
YBL101W-A,9599
YDR365W-A,9599
YLR442C,9599
YKR001C,9599
YOR080W,9599
YDL224C,9599
YBR068C,9599
YML081C-A,9599
YLR409C,9599
YBR293W,9599
YGR296W,9599
YER112W,9599
YNR026C,9599
YDR002W,9599
YGL003C,9599
YGR225W,9599
YCR065W,9599
YDL181W,9599
YDR054C,9599
YER174C,9599
YJL063C,9599
YOR129C,9599
YJL047C,9599
YOR287C,9599
YKL017C,9599
YNL117W,9599
YDL225W,9599
YDR103W,9599
YOR168W,9599
YCR071C,9599
YMR038C,9599
YCR027C,9599
YLR074C,9599
YJR119C,9599
YPL037C,9599
YNL246W,9599
YKL140W,9599
YKL114C,9599
YCL038C,9599
YLR304C,9599
YLR023C,9599
YNL078W,9599
YMR089C,9599
