Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,ST Diff,SPELL Diff,MEFIT Diff,bioPIXIE Diff
YML007W,-1,-1,2.176565227907396,1.299679810552773,991,684,599.0,327,263,307,392.0,664,728
YGR142W,-1,-1,2.176216238819643,1.4324630915831573,992,2969,4399.0,2130,1154,-1977,-3407.0,-1138,-162
YBR173C,-1,-1,2.1759823064604205,1.5155406498921444,993,751,460.0,676,885,242,533.0,317,108
YJL044C,-1,-1,2.1742694828949287,1.3254963718557922,994,3879,2077.0,2926,3520,-2885,-1083.0,-1932,-2526
YEL052W,-1,-1,2.1739787472757746,1.2328766311642367,995,4839,114.0,282,180,-3844,881.0,713,815
YBR101C,-1,-1,2.1734827156373844,1.4732594735878515,996,3903,3092.0,1008,859,-2907,-2096.0,-12,137
YLR449W,-1,-1,2.1734736923039137,1.4401706342146872,997,1030,5151.0,5440,5186,-33,-4154.0,-4443,-4189
YOR059C,-1,-1,2.1730620941805268,1.2226736614346616,998,5908,1131.0,2524,4339,-4910,-133.0,-1526,-3341
YMR067C,-1,-1,2.172533119866948,1.4867030059279887,999,5286,502.0,186,70,-4287,497.0,813,929
YMR282C,-1,-1,2.1723782985867146,1.3194731649864266,1000,5812,435.0,163,197,-4812,565.0,837,803
YKL057C,0,-1,2.172004601577977,1.615285914447165,1001,1802,267.0,1415,5199,-801,734.0,-414,-4198
YOL151W,-1,-1,2.1712244936895226,1.2881304698844147,1002,228,3074.0,5149,5754,774,-2072.0,-4147,-4752
YLR132C,-1,-1,2.17032871935182,1.6297824475952343,1003,1074,769.0,1091,916,-71,234.0,-88,87
YJL054W,1,1,2.1703272906026085,1.4326934356469772,1004,31,233.0,46,26,973,771.0,958,978
YDR002W,-1,-1,2.168950811575005,1.5809450190701035,1005,2678,2380.0,1812,4335,-1673,-1375.0,-807,-3330
YHR116W,-1,1,2.1683665991364838,1.3571505396230927,1006,5770,307.0,431,1389,-4764,699.0,575,-383
YML078W,-1,-1,2.1678779176520018,1.415232569799132,1007,314,257.0,263,300,693,750.0,744,707
YOR086C,-1,-1,2.167569565402712,1.3168288398092054,1008,5273,1004.0,2476,2871,-4265,4.0,-1468,-1863
YNL084C,-1,-1,2.1665216344826947,1.2765889687633838,1009,178,160.0,600,1216,831,849.0,409,-207
YAL036C,0,-1,2.1663709937366185,1.6242978761851867,1010,1083,4836.0,4480,2174,-73,-3826.0,-3470,-1164
YHR168W,-1,-1,2.165668107792289,1.2898959431821397,1011,836,1378.0,1372,1356,175,-367.0,-361,-345
YOL095C,1,1,2.1643074987801962,1.4899757846293191,1012,14,3920.0,2373,3210,998,-2908.0,-1361,-2198
YJR009C,-1,-1,2.163926730791252,1.66201088573381,1013,4001,4021.0,2240,1469,-2988,-3008.0,-1227,-456
YBR145W,-1,-1,2.163261330502476,1.90576540100386,1014,4086,3971.0,4149,4226,-3072,-2957.0,-3135,-3212
YDR049W,0,-1,2.163164910910551,1.6589369485269059,1015,4765,2399.0,4481,3899,-3750,-1384.0,-3466,-2884
YGR121C,-1,-1,2.1631430377681817,1.372192584124241,1016,1164,3149.0,5271,5458,-148,-2133.0,-4255,-4442
YNR002C,-1,-1,2.1627667884894475,1.1336485612137257,1017,407,4426.0,4905,3004,610,-3409.0,-3888,-1987
YMR271C,-1,-1,2.1627082873782713,1.4146663623182767,1018,478,3332.0,3217,1601,540,-2314.0,-2199,-583
YPL132W,-1,-1,2.162141821832357,1.4899481555346643,1019,5709,96.0,2,1611,-4690,923.0,1017,-592
YPR173C,-1,-1,2.162092478644705,1.6349755357842966,1020,1495,1189.0,3106,2674,-475,-169.0,-2086,-1654
YKR084C,0,-1,2.1616327934591713,1.7204134211357285,1021,2508,652.0,2260,2844,-1487,369.0,-1239,-1823
YDR216W,-1,-1,2.161039594058951,1.2612111517271054,1022,336,4057.0,2306,1436,686,-3035.0,-1284,-414
YBL058W,-1,-1,2.160693683087112,1.202242627099761,1023,381,255.0,637,1241,642,768.0,386,-218
YDL176W,0,-1,2.16058760787734,1.754339514396757,1024,4370,3844.0,4635,4083,-3346,-2820.0,-3611,-3059
YMR085W,0,-1,2.159724016880204,1.517624120158294,1025,4382,5310.0,3372,3391,-3357,-4285.0,-2347,-2366
YOR211C,1,1,2.1577857272353715,1.2768193218409964,1026,4,2025.0,183,148,1022,-999.0,843,878
YNL201C,0,-1,2.1574902111318655,1.7156009623551272,1027,1570,4025.0,5626,5463,-543,-2998.0,-4599,-4436
YDR222W,-1,-1,2.1574159383238434,2.013028985759427,1028,6080,4271.0,5596,5189,-5052,-3243.0,-4568,-4161
YJR016C,-1,-1,2.157052106263038,1.6107583838644222,1029,507,4756.0,2036,740,522,-3727.0,-1007,289
YMR156C,-1,-1,2.156788640705768,1.5307354063971779,1030,884,2529.0,4343,2692,146,-1499.0,-3313,-1662
YDR248C,-1,-1,2.156547297929932,1.3864718008522252,1031,6017,1487.0,1953,2433,-4986,-456.0,-922,-1402
YLL019C,-1,-1,2.156478746543209,1.2926256738630424,1032,256,1631.0,4652,4616,776,-599.0,-3620,-3584
YDR202C,-1,-1,2.1563566598126633,1.0743433028018814,1033,610,1765.0,2822,1967,423,-732.0,-1789,-934
YDR370C,0,-1,2.155873773429922,1.724546967303851,1034,4793,3263.0,3459,2153,-3759,-2229.0,-2425,-1119
YJR116W,0,-1,2.155585438682291,2.114120688059193,1035,5567,3268.0,1622,958,-4532,-2233.0,-587,77
YDR424C,-1,-1,2.15403135118638,1.3994358480637121,1036,3426,3190.0,399,604,-2390,-2154.0,637,432
YCR096C,-1,-1,2.1534182082214754,1.3613551751882895,1037,4517,4334.0,4614,4807,-3480,-3297.0,-3577,-3770
YMR280C,-1,-1,2.1530538719749734,1.3568768242480118,1038,1527,4593.0,4838,3000,-489,-3555.0,-3800,-1962
YPR102C,-1,-1,2.1507792594301667,1.5038447415969307,1039,955,4722.0,3908,5706,84,-3683.0,-2869,-4667
YOL008W,-1,-1,2.1502593768214036,1.5988825316163986,1040,1722,824.0,911,1379,-682,216.0,129,-339
YBR302C,-1,-1,2.149819713130504,1.3143866522294179,1041,4368,3199.0,3841,3949,-3327,-2158.0,-2800,-2908
YLR332W,-1,-1,2.1483553024399247,1.5899714879219113,1042,2942,3433.0,1291,1119,-1900,-2391.0,-249,-77
YNL289W,-1,-1,2.148337621197194,1.0023587988367246,1043,1267,969.0,2140,4022,-224,74.0,-1097,-2979
YKL224C,0,-1,2.1465886890174386,1.9881485700427897,1044,5116,3831.0,4256,3968,-4072,-2787.0,-3212,-2924
YNL032W,-1,-1,2.14558971534946,1.5147096988114097,1045,1318,1386.0,736,847,-273,-341.0,309,198
YMR149W,-1,-1,2.1452852768745427,1.5121116609847,1046,1394,690.0,920,1320,-348,356.0,126,-274
YCL064C,-1,-1,2.1445151978579466,1.4460654046009886,1047,3714,1704.0,882,404,-2667,-657.0,165,643
YNL180C,-1,-1,2.144224698895109,1.4190825360474368,1048,1645,2405.0,2382,2038,-597,-1357.0,-1334,-990
YLR170C,-1,-1,2.144037548742608,1.2769673660821752,1049,1574,647.0,1462,2165,-525,402.0,-413,-1116
YCR024C,-1,-1,2.1437392278524214,1.3955351407901646,1050,1286,196.0,297,432,-236,854.0,753,618
YDL019C,-1,-1,2.1434407730413945,1.5702756677366516,1051,1009,1590.0,2786,1804,42,-539.0,-1735,-753
YDR515W,-1,-1,2.141017592595723,1.501179403056093,1052,677,1418.0,1307,2216,375,-366.0,-255,-1164
YOR386W,-1,-1,2.1388885705525467,1.2896684851425015,1053,939,3209.0,3501,2157,114,-2156.0,-2448,-1104
YGR044C,-1,-1,2.1378919464385437,1.170318800369846,1054,1282,3000.0,1661,1081,-228,-1946.0,-607,-27
YOR363C,-1,-1,2.137776049043604,1.5029464480795787,1055,2019,3191.0,3922,2377,-964,-2136.0,-2867,-1322
YOR316C,-1,-1,2.135710995220496,1.5331651231123498,1056,1557,795.0,3570,5236,-501,261.0,-2514,-4180
YBR217W,-1,1,2.1355773792295403,1.5774662655711864,1057,2897,2283.0,703,738,-1840,-1226.0,354,319
YEL034W,-1,-1,2.1351449653773966,1.451534040030276,1058,3247,3696.0,733,589,-2189,-2638.0,325,469
YBL102W,-1,-1,2.1351005889609187,1.240231358678932,1059,1210,389.0,652,889,-151,670.0,407,170
YLR053C,0,-1,2.1347360578951187,1.8012115406209048,1060,5089,5098.0,3152,2947,-4029,-4038.0,-2092,-1887
YDR054C,-1,-1,2.1345798952984594,1.324785027163979,1061,1915,477.0,3261,5343,-854,584.0,-2200,-4282
YIL088C,-1,-1,2.133104075036363,1.4181958095596368,1062,871,616.0,1373,1552,191,446.0,-311,-490
YJL124C,-1,-1,2.1325137735216204,1.4032621329311794,1063,297,319.0,807,3021,766,744.0,256,-1958
YNL030W,-1,-1,2.131548839236448,1.2045127254200447,1064,500,2626.0,1395,5543,564,-1562.0,-331,-4479
YJL167W,-1,-1,2.131455479736278,1.6048603801249168,1065,835,606.0,401,539,230,459.0,664,526
YMR197C,-1,-1,2.1308077500385796,1.0443100223461903,1066,200,785.0,1609,1759,866,281.0,-543,-693
YKL207W,0,-1,2.1301421469334,1.4588867821387739,1067,6093,1232.0,518,397,-5026,-165.0,549,670
YPL172C,-1,-1,2.130133393371177,1.4986782125853055,1068,4822,54.0,45,81,-3754,1014.0,1023,987
YPR157W,0,-1,2.126935753692499,2.0062044519148996,1069,5605,5337.0,4603,4198,-4536,-4268.0,-3534,-3129
YBR054W,-1,-1,2.1260064155934097,1.5409767332045756,1070,4622,4504.0,5714,5161,-3552,-3434.0,-4644,-4091
YNL178W,-1,-1,2.1249256333905064,1.3599280266740899,1071,1383,4893.0,1679,5619,-312,-3822.0,-608,-4548
YDL018C,-1,-1,2.1235951986498462,1.1999319320035913,1072,350,268.0,801,4723,722,804.0,271,-3651
YEL060C,-1,-1,2.1216680651787154,1.2350637286341346,1073,250,3568.0,2035,1345,823,-2495.0,-962,-272
YNL306W,-1,-1,2.121448697845736,1.3890929437698742,1074,5237,48.0,134,139,-4163,1026.0,940,935
YLL026W,-1,-1,2.120805070384177,1.1802494436117608,1075,76,4111.0,2838,1571,999,-3036.0,-1763,-496
YMR304W,-1,-1,2.1195879972980407,1.1886671898687151,1076,423,1002.0,3112,3040,653,74.0,-2036,-1964
YOR157C,-1,-1,2.1187943039004673,1.4598191396294855,1077,252,360.0,1605,3759,825,717.0,-528,-2682
YDR486C,-1,-1,2.1183211821728123,1.2373184837331692,1078,227,691.0,1315,1524,851,387.0,-237,-446
YKL130C,-1,-1,2.1171468532014037,1.529185836159577,1079,1474,976.0,1968,2715,-395,103.0,-889,-1636
YGL089C,-1,-1,2.1170567247102006,1.7939470817163166,1080,4147,5160.0,4984,4689,-3067,-4080.0,-3904,-3609
YJL222W,0,-1,2.1162405586885122,1.51660547714488,1081,3663,3808.0,4500,3827,-2582,-2727.0,-3419,-2746
YNL098C,-1,-1,2.1159555692515686,1.390170340790476,1082,1040,809.0,1350,3614,42,273.0,-268,-2532
YGR222W,-1,-1,2.1158964352871843,1.5052855709180912,1083,707,398.0,445,517,376,685.0,638,566
YLR258W,-1,-1,2.114813115269303,1.1224003465112047,1084,246,1705.0,5127,5287,838,-621.0,-4043,-4203
YGR258C,-1,-1,2.1146582874976945,1.2257198085551182,1085,1969,3254.0,5041,3985,-884,-2169.0,-3956,-2900
YHR021C,-1,-1,2.1106658436045675,1.70339623896454,1086,1104,5052.0,3586,5168,-18,-3966.0,-2500,-4082
YKL051W,-1,-1,2.1105851399416693,1.4460517123698466,1087,3662,3815.0,5049,3019,-2575,-2728.0,-3962,-1932
YOR232W,1,1,2.1104703736519386,1.238712101979159,1088,5969,110.0,387,1404,-4881,978.0,701,-316
YLL014W,-1,-1,2.1091022015644048,1.3746673779671983,1089,4567,2190.0,2098,4142,-3478,-1101.0,-1009,-3053
YOL107W,-1,-1,2.1085974156499625,1.522551444582984,1090,5564,3088.0,5566,5686,-4474,-1998.0,-4476,-4596
YIL065C,1,1,2.108037593255857,1.4344745882038386,1091,38,1351.0,230,223,1053,-260.0,861,868
YJL171C,-1,-1,2.106836597295757,1.5949957870100007,1092,5045,2811.0,4395,4357,-3953,-1719.0,-3303,-3265
YHR076W,-1,-1,2.1066533324871948,1.3604448988425306,1093,5959,355.0,1140,3487,-4866,738.0,-47,-2394
YMR030W,-1,-1,2.106198916624406,1.1953407252144528,1094,951,3382.0,5485,5359,143,-2288.0,-4391,-4265
YPL147W,-1,-1,2.105794598889387,1.0671614381864774,1095,2035,4288.0,3338,3251,-940,-3193.0,-2243,-2156
YPL113C,-1,-1,2.10548514821483,1.2766980826353003,1096,619,2206.0,2785,3082,477,-1110.0,-1689,-1986
YBL075C,-1,-1,2.105206348135799,1.4346634037297332,1097,108,4255.0,1716,1334,989,-3158.0,-619,-237
YPR080W,-1,-1,2.104649330394532,1.3823532557170208,1098,2051,4377.0,4663,3880,-953,-3279.0,-3565,-2782
YIL034C,-1,-1,2.1045587699481114,1.3172364239382472,1099,4359,971.0,104,32,-3260,128.0,995,1067
YDR179W-A,0,-1,2.1045166189799054,1.8228683960301746,1100,4808,5043.0,3288,3378,-3708,-3943.0,-2188,-2278
YEL009C,-1,-1,2.1044607624456195,1.1521901619248156,1101,2628,3573.0,3870,4541,-1527,-2472.0,-2769,-3440
YGR213C,0,-1,2.1036906804064075,1.6344785904697565,1102,3201,5243.0,3768,3677,-2099,-4141.0,-2666,-2575
YOR120W,-1,-1,2.103639097538537,1.0139236939119025,1103,197,2754.0,5273,5406,906,-1651.0,-4170,-4303
YKR052C,-1,-1,2.1027702898857834,1.1674106594091271,1104,4293,2788.0,2014,1626,-3189,-1684.0,-910,-522
YJL106W,-1,-1,2.1022310927956402,1.3587523548725067,1105,3175,5191.0,5247,4762,-2070,-4086.0,-4142,-3657
YPR008W,-1,-1,2.101688080049025,1.4236110750324782,1106,1798,1877.0,924,802,-692,-771.0,182,304
YMR022W,-1,-1,2.100094865070667,1.3230226474245417,1107,894,675.0,2112,4428,213,432.0,-1005,-3321
YKR093W,-1,-1,2.0989336908577445,1.3251904169897089,1108,2559,2179.0,2546,1848,-1451,-1071.0,-1438,-740
YAL003W,-1,-1,2.0989076946666856,1.4533544619784566,1109,3476,3832.0,4566,4743,-2367,-2723.0,-3457,-3634
YOR275C,-1,-1,2.0982656699276254,1.0728326708794738,1110,526,637.0,2384,3881,584,473.0,-1274,-2771
YOL047C,0,-1,2.09763610429928,1.5808572539150911,1111,5466,5355.0,3631,3560,-4355,-4244.0,-2520,-2449
YHR104W,-1,-1,2.0971610870011554,1.174405587397,1112,110,2982.0,4570,4279,1002,-1870.0,-3458,-3167
YDR037W,-1,-1,2.096600648539955,1.392846629157868,1113,1669,4625.0,5445,4917,-556,-3512.0,-4332,-3804
YKL168C,-1,-1,2.0964191480801846,1.063153994174092,1114,4690,483.0,1693,2167,-3576,631.0,-579,-1053
YIL117C,-1,-1,2.095494741183555,1.7447845608356705,1115,529,4997.0,2142,1862,586,-3882.0,-1027,-747
YJL082W,-1,-1,2.094822704713948,1.608648810087631,1116,4960,3768.0,3465,2056,-3844,-2652.0,-2349,-940
YLR134W,-1,-1,2.094386522462982,1.487201678723178,1117,2789,2200.0,1793,1426,-1672,-1083.0,-676,-309
YOR142W,-1,-1,2.093840237193836,1.2766267318183926,1118,4803,248.0,370,257,-3685,870.0,748,861
YKR094C,-1,-1,2.092047814123645,1.3543000174270343,1119,477,4514.0,4883,5534,642,-3395.0,-3764,-4415
YPL181W,-1,-1,2.092002256433229,1.1819322670511763,1120,1672,3024.0,4296,4614,-552,-1904.0,-3176,-3494
YER019C-A,-1,-1,2.091458907116673,1.3660384955750242,1121,1005,4096.0,1948,4852,116,-2975.0,-827,-3731
YMR025W,-1,-1,2.0909273697364474,1.2758304785811327,1122,2829,1541.0,3390,4438,-1707,-419.0,-2268,-3316
YOL040C,-1,-1,2.0906072070900197,1.3038837504949443,1123,353,4765.0,4092,5398,770,-3642.0,-2969,-4275
YOR165W,0,-1,2.0905749143999137,1.3287275640190441,1124,347,189.0,715,1636,777,935.0,409,-512
YBR026C,-1,-1,2.089903563930246,1.1284506561172991,1125,80,894.0,1032,663,1045,231.0,93,462
YJL159W,-1,-1,2.0896511009174907,1.50990263865597,1126,418,3667.0,1958,1977,708,-2541.0,-832,-851
YOL116W,-1,-1,2.0868658869343246,1.4536308017919748,1127,998,1736.0,2906,4149,129,-609.0,-1779,-3022
YOL009C,1,1,2.0858994474311072,1.3214514713392724,1128,70,536.0,94,49,1058,592.0,1034,1079
YNR037C,-1,-1,2.085541607555515,1.1775203585266518,1129,4947,161.0,485,1962,-3818,968.0,644,-833
YDR099W,-1,-1,2.085438855260075,1.3819980698847554,1130,363,792.0,2417,4431,767,338.0,-1287,-3301
YBL092W,-1,-1,2.084961779638679,1.4623488070280697,1131,1243,4943.0,3229,4733,-112,-3812.0,-2098,-3602
YDR394W,-1,-1,2.08432589317421,1.1535788290075604,1132,1094,275.0,1182,2688,38,857.0,-50,-1556
YOR096W,-1,-1,2.084018055461124,1.4717338664423543,1133,1004,4603.0,2453,5635,129,-3470.0,-1320,-4502
YFR048W,0,-1,2.0835978879766195,1.7686599631429587,1134,2204,2712.0,2881,3357,-1070,-1578.0,-1747,-2223
YHL009C,-1,-1,2.0829576310216487,1.3227159134399666,1135,3232,2839.0,2978,1838,-2097,-1704.0,-1843,-703
YHR011W,-1,-1,2.0826135877363696,1.4313799134584857,1136,4286,533.0,306,414,-3150,603.0,830,722
YDL239C,1,1,2.082437240401517,1.4173983923755549,1137,3600,4906.0,4409,1730,-2463,-3769.0,-3272,-593
YDL217C,1,1,2.0815663505234046,1.4973668429131775,1138,25,3058.0,235,152,1113,-1920.0,903,986
YDL149W,-1,1,2.0800492997297986,1.3440512329183756,1139,1522,3967.0,4543,3977,-383,-2828.0,-3404,-2838
YML042W,-1,-1,2.0798214227407277,1.2756384827147063,1140,584,3249.0,5233,4095,556,-2109.0,-4093,-2955
YBR189W,-1,-1,2.078937894123757,1.3791269882310002,1141,1084,4886.0,2869,5726,57,-3745.0,-1728,-4585
YDR333C,0,-1,2.0785471446098325,1.668454893563988,1142,4480,3395.0,4486,2199,-3338,-2253.0,-3344,-1057
YBR273C,-1,-1,2.078273099875022,1.148609685059351,1143,1047,622.0,826,788,96,521.0,317,355
YGL011C,-1,-1,2.0781559588577223,1.3288725895240034,1144,580,418.0,1359,3631,564,726.0,-215,-2487
YIL148W,-1,-1,2.0771025949364117,1.4016271459124157,1145,1543,4945.0,3912,5295,-398,-3800.0,-2767,-4150
YOR179C,-1,-1,2.076576966134285,1.3511792182880449,1146,1105,1743.0,2474,3513,41,-597.0,-1328,-2367
YGR078C,-1,-1,2.076088819585874,1.6584518202432863,1147,1398,2104.0,503,652,-251,-957.0,644,495
YNL229C,-1,-1,2.076023259752257,1.5884936257321711,1148,2722,136.0,1100,3485,-1574,1012.0,48,-2337
YDR440W,-1,-1,2.0756696191376554,1.6995901643081692,1149,2479,4547.0,5390,4583,-1330,-3398.0,-4241,-3434
YDL072C,-1,-1,2.075203349557287,0.9637247936468618,1150,4820,1972.0,1377,1222,-3670,-822.0,-227,-72
YMR166C,-1,-1,2.0751138972620407,1.4750712329014994,1151,384,787.0,365,164,767,364.0,786,987
YIR021W,-1,1,2.074894116265688,1.3761581391447941,1152,269,132.0,181,178,883,1020.0,971,974
YER074W,-1,-1,2.0743816305554197,1.3686468750076477,1153,790,4859.0,3684,5086,363,-3706.0,-2531,-3933
YOL126C,-1,-1,2.0738115257131837,1.029082857146021,1154,1828,3108.0,974,883,-674,-1954.0,180,271
YGR214W,-1,-1,2.0734967141228164,1.4560774816997144,1155,1089,5012.0,4871,5758,66,-3857.0,-3716,-4603
YOL076W,1,1,2.0730292565986783,1.418774323520164,1156,35,2806.0,148,38,1121,-1650.0,1008,1118
YOR357C,-1,-1,2.0721442549528475,1.4114095529416266,1157,1523,701.0,492,910,-366,456.0,665,247
YLL055W,-1,-1,2.0718415499090432,1.5525276241750998,1158,5949,4248.0,4135,3413,-4791,-3090.0,-2977,-2255
YPL103C,-1,-1,2.0715048604695028,1.4482146578015644,1159,4658,199.0,849,3901,-3499,960.0,310,-2742
YDR229W,-1,-1,2.0714846543833882,0.9438208000530592,1160,415,933.0,2907,5166,745,227.0,-1747,-4006
YGL141W,-1,-1,2.0704162814124616,1.536051338896069,1161,1411,4282.0,3081,2251,-250,-3121.0,-1920,-1090
YGL189C,-1,-1,2.070030104034318,1.740032754244046,1162,2756,4828.0,2902,5167,-1594,-3666.0,-1740,-4005
YOR350C,0,-1,2.069999321190986,1.6176350494448835,1163,4980,2948.0,827,329,-3817,-1785.0,336,834
YPL046C,-1,-1,2.067379545665787,1.3926064797524367,1164,1715,2444.0,1963,2026,-551,-1280.0,-799,-862
YPR027C,0,-1,2.0671015289015404,1.5261811644373606,1165,4277,4137.0,3107,2783,-3112,-2972.0,-1942,-1618
YPR183W,-1,-1,2.066550467698695,1.4899880633766625,1166,4576,1839.0,606,741,-3410,-673.0,560,425
YNL334C,0,-1,2.065932362334814,1.7752098620898116,1167,4046,3391.0,3603,3937,-2879,-2224.0,-2436,-2770
YER042W,-1,-1,2.065811630137666,1.4271681642841245,1168,3581,3061.0,1543,4778,-2413,-1893.0,-375,-3610
YCL055W,-1,-1,2.065151636025863,1.5205302026327299,1169,3811,2817.0,5457,5526,-2642,-1648.0,-4288,-4357
YLR133W,-1,-1,2.0648507810682952,1.3275251584692753,1170,294,803.0,2553,4710,876,367.0,-1383,-3540
YMR235C,-1,-1,2.0645793060699624,1.3747339905847715,1171,1752,1602.0,2276,3298,-581,-431.0,-1105,-2127
YKL103C,-1,-1,2.0644272238819186,1.2355100458905106,1172,540,2863.0,3584,2087,632,-1691.0,-2412,-915
YGL121C,-1,-1,2.063793924575794,1.3724192217375957,1173,2685,4490.0,5585,5361,-1512,-3317.0,-4412,-4188
YOR347C,-1,-1,2.0623586820271202,1.3908749957379376,1174,1641,1845.0,3260,1709,-467,-671.0,-2086,-535
YLR019W,-1,-1,2.0620093094017693,1.513827889339101,1175,2981,1966.0,3702,4036,-1806,-791.0,-2527,-2861
YMR095C,0,-1,2.061809028537866,1.9310386804733626,1176,3759,5392.0,1677,1418,-2583,-4216.0,-501,-242
YBR128C,-1,-1,2.060917605997292,1.3259297443326452,1177,1666,4299.0,4116,4054,-489,-3122.0,-2939,-2877
YGL066W,0,-1,2.060777812973111,1.6951034676865953,1178,3736,3273.0,5531,5570,-2558,-2095.0,-4353,-4392
YBR212W,1,1,2.060624929022289,1.3636598422817894,1179,22,3062.0,1581,1392,1157,-1883.0,-402,-213
YKL056C,-1,-1,2.0596603611093793,1.2618932940575183,1180,2907,4362.0,1550,1794,-1727,-3182.0,-370,-614
YGL190C,-1,-1,2.0592729238692873,1.6177455767940894,1181,3491,1270.0,4249,4800,-2310,-89.0,-3068,-3619
YBL080C,-1,-1,2.059143344665359,1.1311424137790111,1182,5,2922.0,444,406,1177,-1740.0,738,776
YDL142C,1,1,2.0587547576266854,0.9997203950867046,1183,69,781.0,1376,1232,1114,402.0,-193,-49
YMR081C,-1,-1,2.058539644787144,1.286132648456086,1184,534,4418.0,5351,5498,650,-3234.0,-4167,-4314
YHL047C,-1,-1,2.0581206657929334,1.54752258580474,1185,2539,5212.0,5486,5063,-1354,-4027.0,-4301,-3878
YKL058W,-1,-1,2.0575916155012783,1.3042449153873383,1186,1856,561.0,479,1041,-670,625.0,707,145
YGR023W,-1,-1,2.057241105212423,1.2714550992212947,1187,750,3413.0,4404,3971,437,-2226.0,-3217,-2784
YLR414C,-1,-1,2.0568786625622097,1.6751053143439365,1188,4664,3949.0,5647,5225,-3476,-2761.0,-4459,-4037
YLR063W,0,-1,2.055899577594535,1.7254013449113665,1189,5616,5054.0,3958,2652,-4427,-3865.0,-2769,-1463
YJR095W,-1,-1,2.055352857726777,1.5175784422066272,1190,4035,4998.0,1487,1386,-2845,-3808.0,-297,-196
YIL151C,0,-1,2.054698726039625,1.6646765780151258,1191,5797,4196.0,2983,3229,-4606,-3005.0,-1792,-2038
YGR021W,0,0,2.053960203321394,1.6557260153886915,1192,5643,620.0,251,232,-4451,572.0,941,960
YKL142W,0,0,2.0534032602866965,1.6060101326187946,1193,5552,1689.0,1688,1761,-4359,-496.0,-495,-568
YDR460W,-1,-1,2.052262570329769,1.594082667427236,1194,1415,1505.0,3059,3779,-221,-311.0,-1865,-2585
YBR220C,0,-1,2.0518109753371,1.7308375757721695,1195,5610,2924.0,693,566,-4415,-1729.0,502,629
YHR027C,-1,-1,2.05128372085844,1.5491422914413744,1196,659,1580.0,4468,5400,537,-384.0,-3272,-4204
YLR037C,-1,-1,2.0504495498060646,1.5923359633746956,1197,5070,3527.0,4171,3689,-3873,-2330.0,-2974,-2492
YDL061C,-1,-1,2.049739373167475,1.3525290995286292,1198,3162,4904.0,2316,5468,-1964,-3706.0,-1118,-4270
YBR143C,0,-1,2.0496752274384398,1.5548548942525162,1199,1420,4182.0,605,717,-221,-2983.0,594,482
YDL078C,-1,-1,2.0493725030543564,1.2428543269259558,1200,527,131.0,1101,3755,673,1069.0,99,-2555
YMR170C,-1,-1,2.047970029452961,1.299577783059711,1201,189,4001.0,5497,4906,1012,-2800.0,-4296,-3705
YDL044C,-1,-1,2.0478982802279697,1.1976169950293523,1202,2199,1044.0,636,436,-997,158.0,566,766
YGR124W,-1,-1,2.0472590866314615,1.484201443797575,1203,2880,2720.0,4729,3016,-1677,-1517.0,-3526,-1813
YNL125C,-1,-1,2.0458613082008092,1.422563419939599,1204,501,1957.0,4319,4177,703,-753.0,-3115,-2973
YKL042W,-1,-1,2.04581783667296,1.3439655233281889,1205,846,3530.0,4286,4452,359,-2325.0,-3081,-3247
YJL193W,0,-1,2.045329430413817,1.660196213035165,1206,4333,1756.0,4283,5175,-3127,-550.0,-3077,-3969
YCR024C-A,-1,-1,2.045114851651524,1.480166938754438,1207,3756,4240.0,3327,2195,-2549,-3033.0,-2120,-988
YLR352W,-1,-1,2.043998660062423,1.6073858312515625,1208,5662,1200.0,976,754,-4454,8.0,232,454
YHR005C-A,1,1,2.0433294459463593,1.0806702812066689,1209,797,4980.0,143,52,412,-3771.0,1066,1157
YGL075C,0,-1,2.043324025035529,1.6511721393751393,1210,3108,4969.0,3271,3377,-1898,-3759.0,-2061,-2167
YDR393W,1,1,2.0428772533457438,1.299766872702449,1211,13,1380.0,440,1032,1198,-169.0,771,179
YML073C,-1,-1,2.041582028978242,1.4157163531738888,1212,1813,5144.0,4247,5657,-601,-3932.0,-3035,-4445
YGR020C,-1,-1,2.040383692551962,1.3838625649311616,1213,504,2646.0,3008,2291,709,-1433.0,-1795,-1078
YOR289W,0,0,2.0400316397586984,1.6725700385068367,1214,5369,2543.0,4467,4188,-4155,-1329.0,-3253,-2974
YML004C,-1,-1,2.039037174450423,1.1317637907572922,1215,290,1005.0,2388,2736,925,210.0,-1173,-1521
YIL004C,-1,-1,2.0389556034864067,1.519448561631359,1216,1233,913.0,843,2841,-17,303.0,373,-1625
YDL066W,-1,-1,2.038535060996781,1.3947454049847983,1217,2650,755.0,1154,685,-1433,462.0,63,532
YDR043C,-1,-1,2.037960574365483,1.214779204280302,1218,1103,4402.0,4990,3294,115,-3184.0,-3772,-2076
YJR122W,0,0,2.037503070103194,1.7083894097780634,1219,4490,42.0,73,176,-3271,1177.0,1146,1043
YPL123C,-1,-1,2.037242357535455,0.955947373833976,1220,405,2737.0,5004,3714,815,-1517.0,-3784,-2494
YHL044W,-1,-1,2.0370218549592947,1.4306855996974774,1221,4390,4546.0,3167,3369,-3169,-3325.0,-1946,-2148
