Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank
YMR186W,-1,-1,1,3.183318316222665,3.5665932728939316,1389,1766,3617,2971.0,2064,1561
YOL154W,0,0,-1,3.1824692008113433,3.451469275535531,1390,3534,4593,4162.0,4001,4050
YBR014C,-1,-1,-1,3.182390090680408,2.6150666859348313,1391,1384,5726,757.0,797,4234
YIL050W,-1,-1,-1,3.181704696780907,2.8149572139008536,1392,628,1046,836.0,1025,954
YML131W,-1,0,-1,3.1808457312112797,2.0525881256442164,1393,1374,775,3769.0,4479,3011
YHR136C,-1,-1,-1,3.1804257702684686,3.489074104275608,1394,2447,4072,4976.0,5423,5014
YFR048W,0,-1,-1,3.179773369770564,3.187146502564618,1395,1134,2204,2712.0,2881,3357
YPL091W,-1,-1,1,3.178787152165781,3.1395642929011425,1396,1909,759,241.0,769,1198
YNL183C,-1,-1,-1,3.174618809255297,2.4808316730454263,1397,521,171,133.0,1196,4411
YNL263C,0,0,-1,3.1734559432475153,2.657969487969389,1398,1355,2300,321.0,1791,4588
YBR297W,0,-1,-1,3.172464766366753,2.6953305706602095,1399,3035,2873,3899.0,5208,5478
YGL189C,0,-1,-1,3.172430037024492,2.812599743469643,1400,1162,2756,4828.0,2902,5167
YOR231W,-1,-1,-1,3.1722073953844117,2.8645398349171454,1401,4229,1594,2129.0,4061,4675
YDR468C,0,-1,-1,3.1711815190529395,2.711897947040681,1402,1914,520,1124.0,2824,3314
YOR003W,0,0,-1,3.1711091769044986,2.5785167124941437,1403,1581,361,3138.0,3885,3686
YOL008W,-1,-1,1,3.1707079268679648,3.0652223684986697,1404,1040,1722,824.0,911,1379
YBR201W,-1,-1,-1,3.1705489226444037,2.511624238213738,1405,2378,1241,2398.0,1834,1291
YGL104C,0,-1,1,3.170484014346214,2.860069403081703,1406,341,693,2066.0,3968,4674
YER039C,-1,-1,-1,3.1702674966372415,2.493593788043461,1407,3699,5299,3623.0,4371,4455
YOL007C,0,0,-1,3.1690288777658324,3.205411758162279,1408,3015,5463,3657.0,3644,3939
YJR155W,0,0,-1,3.1690203062074627,2.82756045869452,1409,2382,703,4599.0,5737,5542
YMR139W,-1,-1,-1,3.1673287853687824,2.5139232243039134,1410,526,122,524.0,2576,3862
YKL140W,-1,-1,-1,3.1671014495060117,2.8087873197823674,1411,3227,1418,770.0,1579,1526
YGL023C,0,0,1,3.166055351495743,3.1848062453678527,1412,4960,3058,3561.0,3720,4037
YER091C,0,0,-1,3.166000700371708,2.968997054576586,1413,780,3109,4320.0,3879,1991
YNR007C,-1,1,-1,3.1647182130617297,2.0241592999503943,1414,1991,656,2078.0,2743,1768
YDR378C,-1,-1,-1,3.1646648358977485,2.7440976272315956,1415,1986,1649,2290.0,906,1342
YPR194C,0,-1,-1,3.1642684661699625,3.8175678696127515,1416,4081,3244,4751.0,5406,4959
YGR197C,0,-1,-1,3.163908089393984,2.7684314300767214,1417,1336,2951,3896.0,4271,3694
YIR036C,0,0,-1,3.163356098452371,2.9964995790676126,1418,468,5534,1504.0,2201,2127
YHR143W,-1,-1,-1,3.161506419410249,2.714647469802042,1419,5238,3641,3865.0,969,422
YPL214C,0,0,-1,3.1612364423132226,2.9671339160459818,1420,1678,1198,303.0,1424,2888
YPR109W,0,0,-1,3.160078193434698,3.016208078560417,1421,66,5925,115.0,583,3327
YIL099W,-1,0,-1,3.1596124181133542,2.251262133392782,1422,2413,566,5158.0,3861,2648
YAL025C,-1,-1,-1,3.159329601033719,2.295154206958897,1423,5005,1611,5030.0,5063,5781
YMR169C,0,0,-1,3.159129929399776,2.921908240730382,1424,585,453,4887.0,5058,3480
YHR113W,0,0,-1,3.1577139245401957,2.43102020242303,1425,527,159,643.0,2016,2406
YLR303W,0,0,-1,3.1559284914753394,3.6421257727938317,1426,153,4010,4231.0,4821,4323
YFR015C,0,0,1,3.1530258312464476,2.9408645716183726,1427,1876,3257,3897.0,5226,4121
YDR104C,-1,-1,-1,3.1521571583733587,2.654095568728773,1428,1260,2136,3461.0,2844,1507
YNL268W,-1,-1,1,3.1513427768103375,2.650032598926694,1429,2960,2486,2259.0,5006,4881
YNL293W,-1,-1,-1,3.149310439289687,2.5280380819689756,1430,3265,456,2871.0,3578,3051
YGL259W,0,0,-1,3.148734971791684,2.8445900380816185,1431,1261,4270,5174.0,4860,4089
YNL002C,-1,-1,-1,3.148729030600565,2.1309159689507333,1432,5314,233,5078.0,5402,4222
YPL131W,-1,-1,-1,3.147361071345335,2.8127323096759977,1433,1856,878,4910.0,5009,5750
YDR429C,-1,-1,-1,3.146220580367985,2.725009699551201,1434,4298,730,3975.0,2870,2303
YML023C,-1,-1,-1,3.1446896472020063,2.982541537564036,1435,4072,3328,2630.0,4312,4178
YNL287W,0,0,-1,3.144211581456447,2.7117908058089286,1436,1647,1908,380.0,2018,5029
YPL092W,-1,-1,-1,3.1440080463172433,3.550377867943618,1437,2218,3121,3777.0,3590,3878
YDR072C,-1,-1,-1,3.143805530613768,3.2050890442099735,1438,1708,3115,2653.0,996,1159
YGL077C,-1,-1,-1,3.1435800064466672,3.0860810988978784,1439,3739,1958,2222.0,3317,5445
YPL023C,0,0,-1,3.1432460821317343,2.9588327938097674,1440,2093,2210,1655.0,2931,3226
YOL120C,0,-1,-1,3.142046621459687,2.671383912656725,1441,1671,2205,4570.0,2760,5422
YLR053C,0,-1,-1,3.1406927181932027,3.0299972037490317,1442,1060,5089,5098.0,3152,2947
YDR341C,-1,-1,1,3.140391100309566,2.8720388174193987,1443,1653,2404,4758.0,5577,5221
YBR078W,0,0,1,3.139668553443012,3.042098134685127,1444,3708,3959,3186.0,471,551
YMR309C,-1,-1,-1,3.1391338056432985,2.242114006951197,1445,3519,385,4236.0,4713,3478
YDR163W,-1,-1,-1,3.139053632042365,2.5232160085454938,1446,2019,3488,3212.0,5067,5378
YBR205W,-1,-1,-1,3.1384697637470538,2.742992098631028,1447,4272,546,1113.0,460,715
YDR331W,-1,-1,-1,3.137960729886315,2.99760850902274,1448,4516,3118,2069.0,3170,4153
YJL048C,-1,-1,-1,3.1377236037375686,2.6394143805269312,1449,187,616,3097.0,418,535
YIL043C,0,-1,1,3.134587864586693,3.204176766375663,1451,4691,1626,2804.0,1915,1613
YMR316W,-1,-1,-1,3.1342607217277596,3.007953826847138,1452,2346,4006,5092.0,3647,3398
YJR125C,-1,-1,-1,3.134118683190046,2.605519734777742,1453,845,128,139.0,935,1687
YHR170W,-1,-1,-1,3.1335093795717834,2.4681463843314617,1454,2084,713,5015.0,5607,5786
YKL144C,-1,-1,-1,3.1327900269074354,2.5235525388454203,1455,4203,461,3090.0,4008,5239
YOR171C,-1,-1,-1,3.129228031385445,2.885027930032465,1456,2205,2107,911.0,2202,3910
YFR039C,0,-1,-1,3.1290471678722405,2.8423353552287325,1457,450,5682,1548.0,2420,3075
YDL031W,-1,-1,-1,3.1257994943214746,2.1521770704027134,1458,5432,2193,4442.0,5612,5502
YDR352W,-1,-1,-1,3.125701506159263,3.0877255845646894,1459,4260,5447,2567.0,4618,4806
YMR150C,1,1,1,3.1245264537677078,2.703864551983898,1460,3393,5999,148.0,629,1574
YLR209C,0,0,-1,3.1228323316502715,3.112600702731683,1461,2689,2289,391.0,1139,3194
YIL018W,0,-1,-1,3.122699415344678,2.729551767060848,1462,1580,2230,5403.0,3425,3468
YGL115W,-1,-1,-1,3.1216194920554132,2.308777562857318,1463,922,167,47.0,203,1330
YCR015C,0,-1,-1,3.1207762594351514,3.2189481528828923,1464,192,5283,3115.0,3105,3364
YGL012W,-1,-1,-1,3.1201882975365587,3.0236029357129004,1465,4642,1099,1315.0,3687,5132
YDR358W,-1,-1,-1,3.119880225844012,2.057445603563331,1466,274,147,2557.0,1850,2176
YLR020C,-1,-1,-1,3.1193531159155383,2.545199233991284,1467,3956,559,2016.0,4528,3828
YKL222C,0,-1,-1,3.1192277548555842,2.922111637203321,1468,3172,5588,2476.0,3414,3117
YNL075W,-1,-1,-1,3.1189829921294114,2.5285737118715526,1469,3610,243,4748.0,5319,5742
YLR027C,0,0,-1,3.1175672119249125,3.145889470999082,1470,2823,1427,2085.0,423,490
YGR143W,-1,-1,-1,3.1171059742302236,2.277585547146267,1471,3372,1776,3371.0,1542,1458
YDR039C,-1,-1,1,3.1170578088589056,3.0418210980235973,1472,2991,3627,4876.0,5724,5322
YOR321W,-1,-1,-1,3.11665250762494,3.1148638741873698,1473,2063,2983,2109.0,1532,956
YOR165W,0,0,-1,3.1157760021393885,2.652043412279951,1474,1124,347,189.0,715,1636
YCR024C-A,-1,0,-1,3.1157407154758534,2.851456841316224,1475,1207,3756,4240.0,3327,2195
YOL113W,-1,-1,-1,3.1150891328464727,2.9199982219494998,1476,2709,547,2662.0,4259,2095
YLR046C,0,0,-1,3.113309249817254,2.7917606527708796,1477,155,5768,1900.0,1054,941
YPL258C,0,0,-1,3.113107618636,2.1764035670547814,1478,2702,3077,2913.0,3186,3782
YNL244C,-1,-1,-1,3.112599681772872,2.8898487967820987,1479,2244,761,3662.0,1584,1920
YPR165W,-1,-1,1,3.111859380306598,2.9601876923589883,1480,1956,1329,1026.0,1493,2404
YPL249C-A,0,-1,-1,3.111857381409514,3.5378682497490566,1481,3705,150,5570.0,1854,691
YNR020C,0,1,1,3.1114827157137634,2.6437402964414995,1482,979,330,816.0,388,966
YKL191W,-1,-1,-1,3.110712531619443,2.600971588448334,1483,2112,1109,4246.0,4186,2390
YJL089W,-1,-1,-1,3.1106688553344704,2.9908210781464315,1484,1559,1789,5371.0,4704,4284
YHR141C,0,-1,-1,3.110403621468894,2.5223210972929375,1485,2048,2705,5400.0,3909,5449
YAL030W,-1,-1,-1,3.11007072598099,2.6310608461266205,1486,1727,1073,1282.0,1024,1096
YGR027C,0,-1,-1,3.11003565074441,2.2949653383601425,1487,1670,940,4908.0,4562,5347
YIL009C-A,0,0,-1,3.1099441850970604,3.26917854164691,1488,2483,1113,4917.0,1110,684
YLR061W,0,-1,-1,3.1097030191498245,2.582570010039269,1489,2460,920,4973.0,3956,5564
YPR010C,-1,-1,-1,3.109449023168958,2.2159842978356235,1490,5483,873,4774.0,5618,5315
YNR043W,-1,-1,-1,3.1087168844160207,2.483201915549342,1491,1335,388,1574.0,694,579
YNL289W,-1,-1,-1,3.1073421189884938,2.6714892563882473,1492,1043,1267,969.0,2140,4022
YLR286C,0,0,-1,3.10677492306261,2.849575703910328,1493,5070,3347,3116.0,1465,1079
YPR026W,0,-1,-1,3.106349666853865,2.327365924369818,1494,1257,1107,3403.0,5002,3295
YOR125C,0,0,1,3.1049979352308603,2.5671468191230113,1495,887,445,497.0,757,1396
YPR021C,-1,-1,1,3.104843055773638,3.0858070849525014,1496,445,523,562.0,403,757
YMR184W,-1,-1,-1,3.1036633809437295,2.86178926077415,1498,1534,1589,1409.0,1707,1253
YDL225W,-1,-1,-1,3.102908834190426,2.9081372422052487,1499,2555,2616,504.0,1329,1719
YDR349C,0,0,-1,3.102697887998855,2.5681698268231417,1500,2620,5846,3806.0,4425,2857
YBL075C,-1,-1,-1,3.1023174272682854,2.882112565973577,1501,1097,108,4255.0,1716,1334
YCR002C,-1,-1,-1,3.100254442698941,2.962761140877552,1502,2279,1702,574.0,1186,1537
YOR066W,-1,-1,-1,3.099558645692057,2.519645128281218,1503,3410,4397,2951.0,1346,1085
YOR329C,-1,-1,-1,3.0977655796412225,2.8263786219136677,1504,1642,444,732.0,881,1034
YHL047C,-1,-1,-1,3.0963030954499446,3.276119785519618,1505,1185,2539,5212.0,5486,5063
YMR142C,0,-1,-1,3.095620966243173,2.5803391143794006,1506,2585,1127,4967.0,4140,5198
YDL058W,0,0,-1,3.0954950416159486,2.99561805488899,1507,3585,1940,2829.0,4775,2868
YOR310C,-1,-1,-1,3.094685765172907,2.1291833753804195,1508,1430,472,4802.0,5571,5673
YPL050C,-1,-1,-1,3.0931910664780053,2.6197127012057204,1509,2013,4723,944.0,274,504
YNL214W,-1,-1,-1,3.0927829883412685,3.057729411002466,1510,292,544,1543.0,1073,3486
YIL052C,0,-1,-1,3.0923501516798297,2.5498819416671306,1511,1433,983,5069.0,2740,5163
YDR139C,-1,-1,-1,3.0915104771802526,2.1721413546817985,1512,2831,2272,3355.0,2627,3181
YDR261C,0,0,-1,3.091348724540122,2.8013275231363943,1513,4535,1783,1990.0,1625,1860
YAL034C,0,-1,-1,3.0913344053272716,2.996659961831986,1514,55,5853,3240.0,4366,3427
YCR017C,-1,-1,-1,3.090451497339203,3.480500165703533,1515,4253,3979,3543.0,3355,2792
YPL015C,-1,-1,-1,3.089683631044662,3.1038383456156042,1516,591,365,1821.0,2984,2246
YHR028C,0,0,-1,3.089664937850244,2.7184081388710855,1517,1292,515,2441.0,2440,1600
YDL191W,0,-1,-1,3.0894985434537876,2.35157707983796,1518,1594,1520,5219.0,3517,5665
YBR106W,-1,-1,1,3.0891841109284384,2.7854041326416823,1519,2713,254,3533.0,917,837
YNL159C,-1,-1,-1,3.0887519698478503,2.0342091857614544,1520,2174,531,912.0,1437,1385
YGL249W,-1,-1,1,3.088624745250462,2.8606334597442844,1521,5223,4073,5469.0,4805,3152
YOR194C,-1,-1,-1,3.0881752384280015,2.8658383481742544,1522,1387,1891,1868.0,4421,5565
YKL099C,-1,-1,-1,3.0872981254301384,2.2408883574011313,1523,3523,1457,4961.0,5270,4498
YOR298C-A,-1,-1,1,3.0872521578908683,2.972034448466862,1524,1775,654,5577.0,4199,3819
YOL031C,0,0,-1,3.0867028184636625,3.232966166270658,1525,3215,3732,926.0,1044,853
YDR174W,-1,-1,-1,3.086614163157469,2.387251407814645,1526,1229,881,980.0,2139,2843
YPL088W,0,0,-1,3.0862006098924284,2.940653894029535,1527,3508,2399,2953.0,2158,1373
YFR021W,0,1,-1,3.0858901462512103,3.1525613989390098,1528,1990,2891,3287.0,4412,4548
YJR091C,-1,-1,1,3.083832385832678,2.7879960477727073,1529,4074,1994,2443.0,570,912
YHR073W,-1,-1,-1,3.0827108246837547,3.096778101398637,1530,1915,2343,2708.0,1868,1593
YGR277C,0,0,-1,3.0821962924952993,2.736021392807856,1531,914,3330,745.0,1470,1890
YJL072C,-1,-1,-1,3.0816580845924193,3.0367876423912583,1532,1658,2569,914.0,2025,1744
YOR181W,-1,-1,-1,3.0816022584181346,3.7093485673568956,1533,5100,3017,2694.0,106,2
YMR053C,0,0,-1,3.0794388784352176,2.793735097718112,1534,1696,1528,2029.0,4318,2987
YPR122W,-1,-1,-1,3.0793695628286124,2.619453691358454,1535,4501,3870,3467.0,5429,5358
YPL207W,-1,-1,-1,3.0793092373067035,2.5857416398578246,1536,2833,5367,2431.0,4106,4867
YKL119C,-1,-1,-1,3.078482466186592,2.570794922019368,1537,4117,2368,1806.0,1969,1602
YHR076W,0,-1,1,3.0781084199151594,2.8973351280389243,1538,1093,5959,355.0,1140,3487
YMR133W,-1,-1,-1,3.07807109063257,2.839426633740201,1539,2400,3447,5374.0,4456,1792
YPR188C,-1,-1,-1,3.0754257460643433,3.2129607598577614,1540,2425,1893,910.0,910,1341
YOL049W,-1,0,-1,3.074681762895898,2.494899803826231,1541,732,259,228.0,764,2104
YCR068W,-1,-1,-1,3.074283143538915,3.0176002565937976,1542,3032,3803,5235.0,982,1158
YOR076C,-1,-1,-1,3.0742027975485,2.491490468423082,1543,2606,853,1747.0,3948,2072
YNL238W,0,0,-1,3.073422740676446,2.9880839573661424,1544,4430,3293,1136.0,2837,1866
YLR174W,-1,-1,1,3.0733197581268357,2.787007121682743,1545,448,604,3881.0,4544,1926
YML070W,0,0,-1,3.071748312183483,2.7558037427030193,1546,644,428,1609.0,3264,1752
YBL006C,-1,-1,-1,3.0710852210393207,2.973219711425304,1547,1471,1644,1565.0,313,441
YCL008C,-1,-1,-1,3.0699783132640186,2.9160739197667582,1548,2224,3980,3871.0,577,659
YGL002W,0,0,1,3.068936093303258,2.7878032272411164,1549,699,1580,522.0,1084,3330
YDR498C,0,0,-1,3.0677701955783867,3.2296942382375904,1550,1776,1538,1334.0,2525,3773
YHR053C,0,-1,-1,3.067579728936007,3.065787150960209,1551,434,3789,4890.0,4391,4074
YNL320W,0,0,1,3.066919603212151,2.8116371955816484,1552,86,4363,645.0,1282,1478
YML072C,0,-1,1,3.0660000959199345,2.7811137023406607,1553,1979,5424,578.0,2166,2169
YGR023W,0,-1,-1,3.0658315580762077,2.7339326515638462,1554,1187,750,3413.0,4404,3971
YNL051W,0,0,-1,3.0656171764085394,2.4926054653894494,1555,511,126,68.0,524,4771
YPL269W,-1,-1,-1,3.0640093375465827,3.0869315981100947,1556,983,3860,3693.0,201,291
YKL002W,-1,-1,-1,3.0633078978179458,2.3625946864521046,1557,3363,860,1134.0,889,2066
YIL165C,0,1,-1,3.0632517982028915,2.977878053262378,1558,57,5138,4405.0,4630,2838
YOR292C,0,0,-1,3.06077895665954,2.731222953669264,1559,594,6035,2181.0,3314,4156
YFR029W,0,0,-1,3.060465592913285,2.5246285182837656,1560,1510,1069,3096.0,522,881
YHR110W,0,0,-1,3.059388302400441,2.522835901468128,1561,1610,352,945.0,1554,3495
YHR142W,-1,-1,-1,3.0588146469550224,3.4875781357611753,1562,4978,2791,2683.0,326,241
YKR001C,-1,-1,1,3.057702195858527,2.582617265464621,1563,2075,508,203.0,936,2861
YMR173W,-1,-1,-1,3.0557152484348435,3.0788063150251577,1564,338,960,4095.0,5051,2415
YLR461W,0,0,-1,3.0556627804647665,2.920739899048408,1565,378,5661,4732.0,4063,3958
YPR167C,0,0,-1,3.0552403769807186,2.7684477509519785,1566,2625,3570,3770.0,4875,4401
YIR041W,0,0,-1,3.0531261559285805,2.8648935197961993,1567,75,2413,4583.0,4136,4055
YPR009W,-1,-1,-1,3.051715627401889,2.6406099870419686,1568,1619,3966,2865.0,5177,4894
YNL275W,-1,-1,-1,3.05167899432475,3.1208682922339963,1569,3477,2684,1446.0,1499,2889
YPL106C,-1,-1,-1,3.051452908687249,2.9948553594748595,1570,1241,2370,2998.0,2745,2002
YNL217W,0,0,-1,3.050904252928888,2.7198240276810184,1571,4493,5271,3118.0,3869,5171
YGR250C,0,-1,-1,3.0495232678726762,2.677911200005649,1572,102,4890,3937.0,3443,1726
YGR097W,-1,-1,-1,3.0488512594096675,2.9010178960684665,1573,1423,4112,4276.0,4187,2984
YGL045W,-1,-1,-1,3.047795578748166,2.8061784899103723,1574,2453,3231,4408.0,3659,1878
YKL041W,-1,-1,-1,3.0461172841177016,2.482356320277924,1575,1409,1628,1638.0,2552,1883
YLR025W,-1,-1,-1,3.045994914398936,2.156392509859815,1576,2151,1486,1538.0,4710,5328
YLR191W,-1,-1,-1,3.0453416074285964,2.9049573608662107,1577,1789,2063,628.0,1589,2869
YJL031C,0,0,-1,3.0444704081840857,2.6834506963325317,1578,2482,563,901.0,2013,4020
YER071C,0,-1,-1,3.043388972025432,3.3385582954451225,1579,1269,4439,2334.0,753,1489
YPL030W,-1,-1,-1,3.0432623169736233,2.198442776915508,1580,3249,5323,4353.0,4781,3434
YDR214W,-1,-1,-1,3.0430523635384565,3.0497835730636735,1581,518,2130,1399.0,1369,1194
YGR123C,-1,-1,-1,3.042726614071938,2.1805227745925957,1582,5259,2477,4006.0,3321,4436
YJL155C,0,0,-1,3.0412554416113986,2.3917867350053124,1583,832,120,2753.0,3087,1721
YPR097W,0,0,1,3.0393685653002676,2.8676863958553565,1584,5242,4823,1627.0,2492,1582
YPR200C,0,0,-1,3.0390476670093878,3.1804668476622924,1585,2242,4067,5284.0,2764,2756
YPL165C,0,0,-1,3.038734158891404,2.2705722127930232,1586,828,5382,5229.0,3381,1725
YPR094W,-1,-1,-1,3.038253279012477,2.8681378069944845,1587,2029,1926,3250.0,2097,3765
YIL176C,0,0,-1,3.0371984183609846,3.053511399518729,1588,262,4777,4761.0,3815,3803
YDR033W,-1,0,1,3.0370676620991643,2.8988660235449366,1589,3298,6010,4318.0,5498,4418
YGL215W,0,-1,-1,3.0365909806447116,2.8995697728726784,1590,804,2524,2855.0,5017,5180
YKR013W,0,-1,-1,3.036309942335426,2.5673205532575585,1591,1910,5262,3305.0,3854,3570
YML052W,-1,-1,1,3.035871326923371,2.878084023032617,1592,2674,1063,2442.0,697,762
YKR100C,0,0,-1,3.035512315655897,3.19746005238783,1593,3735,3584,2401.0,4517,4100
YEL003W,-1,-1,-1,3.034666570717703,2.5518588068739,1594,1470,674,2890.0,267,234
YEL072W,0,-1,-1,3.0331279499802046,3.023427650926266,1595,101,4899,3238.0,5182,4223
YDR315C,-1,-1,-1,3.0329546718272624,2.4566687932463926,1596,905,1014,2386.0,4243,2880
YLR128W,-1,0,-1,3.0326303166900566,2.842634967384596,1597,590,1759,1793.0,2855,4028
YJR075W,0,-1,-1,3.032124393179031,2.3718198269578807,1598,4776,2733,999.0,283,183
YOR086C,0,-1,1,3.032121758350355,2.6017687672422953,1599,1008,5273,1004.0,2476,2871
YLR359W,0,0,-1,3.031421645315821,3.191539218928171,1600,4398,2110,3683.0,5465,4826
YLL055W,-1,-1,-1,3.0304009514654466,2.5373511647775913,1601,1158,5949,4248.0,4135,3413
YLR388W,0,-1,-1,3.030379368248814,2.280030854092946,1602,1324,1986,4351.0,2269,5233
YIL076W,-1,-1,-1,3.0296314692425867,2.9207939934663316,1603,2273,2766,3850.0,922,1002
YPL231W,-1,-1,1,3.0290261340176987,3.177726964486044,1605,1628,2944,4882.0,3254,1918
YOR182C,0,-1,-1,3.0286994636237266,2.7782735381765438,1606,1404,1991,4528.0,3472,4862
YHL024W,-1,-1,-1,3.0285799457819875,2.7171763550381405,1607,874,944,4738.0,4577,4082
YKL033W-A,0,0,-1,3.027947506504858,3.21451053720524,1608,1383,5754,5582.0,4166,3280
YOL121C,-1,-1,-1,3.027487081057297,2.719513117550386,1609,4389,1897,5431.0,3959,5076
YDR504C,0,0,-1,3.0272541515930684,2.239512892215074,1610,1463,6087,1764.0,3109,3654
YNL078W,-1,-1,-1,3.0263644536276777,3.25698686370427,1611,2685,2910,4087.0,3216,1980
YHR148W,-1,-1,-1,3.0252986665882036,2.515815474611931,1612,3246,158,4883.0,5520,5693
YGL261C,0,0,-1,3.0247007940343753,2.9460861904972386,1613,122,5913,4075.0,4455,3826
YDL015C,-1,-1,1,3.024401903687837,3.242995948827994,1614,1838,2180,1075.0,2323,5592
YPL224C,-1,-1,1,3.0240320309907376,2.3566325602306644,1615,633,634,1141.0,2028,1595
YDR350C,0,-1,1,3.023051881683087,2.4605928663725005,1616,4179,1166,837.0,2129,3644
YPL255W,-1,-1,-1,3.022396480207315,2.68325184925316,1617,4419,819,2939.0,5165,5762
YOR099W,-1,-1,-1,3.022231673766039,2.9028510429830754,1618,1756,3797,1827.0,1510,1369
YBR070C,-1,-1,-1,3.021742866870886,2.88456046983594,1619,4648,2869,2471.0,3373,5506
YPR013C,0,-1,-1,3.021364582512907,3.2137477867576414,1620,332,5226,3286.0,5323,5010
YGL028C,0,0,-1,3.01822864224097,3.0225436777127817,1621,4859,2807,3893.0,1853,1083
YER036C,-1,-1,-1,3.017932573656836,2.284171434665146,1622,5225,3645,5001.0,4746,3455
YOR087W,-1,-1,-1,3.0160787114483156,2.913569479406874,1623,2381,448,2086.0,301,492
YNL118C,-1,-1,-1,3.0154434537994645,2.566000569362894,1624,1725,2601,719.0,2541,2191
YDR353W,-1,-1,1,3.015307978063286,2.343520404629048,1625,369,2513,1663.0,4518,5625
YJR074W,0,0,-1,3.0151444716367894,2.8650174497198124,1626,37,644,950.0,2741,5334
YEL049W,0,0,-1,3.0151187499126273,2.9828780297337523,1627,517,5042,5099.0,3188,3237
YGL196W,0,0,-1,3.0143176605423054,2.6149019531071063,1628,1729,5830,1101.0,1752,1554
YLR264W,0,-1,-1,3.0142471715361774,2.436265426784277,1629,2931,2721,4500.0,3525,3256
YNL181W,0,0,-1,3.0142114405146616,2.724539709208255,1630,4149,4528,146.0,625,3751
YDL154W,-1,-1,-1,3.013806858462488,3.0534849681745344,1631,653,2909,4458.0,2262,1449
YKL063C,0,0,-1,3.0135465285735217,2.6894929499144387,1632,2489,4348,731.0,804,3752
YER082C,-1,-1,-1,3.0126715953166254,2.3673289181711192,1633,3001,2639,4392.0,5386,5555
YFL037W,-1,-1,-1,3.0120762300170107,3.144979807704269,1634,2334,2742,1439.0,589,875
YPL220W,0,-1,-1,3.011619780324177,2.533950021486218,1635,2468,2165,4752.0,3872,5426
YJR135W-A,1,1,1,3.0112146231942547,2.6450114842388466,1636,2150,2,5593.0,237,136
YPR124W,-1,-1,-1,3.010903373717548,2.86057932642405,1637,1804,2111,762.0,1306,3896
YGR131W,0,0,-1,3.010411150084284,3.384217266252489,1638,244,5928,5051.0,2923,2932
YPL242C,-1,-1,-1,3.009447718808751,2.6040947396661935,1639,1558,1803,2394.0,1030,990
YMR294W,0,-1,-1,3.008844127644322,2.6444002745194335,1640,77,1847,2057.0,942,927
YGR260W,0,-1,1,3.007534752527397,3.0117667741957743,1641,4599,3867,1616.0,2297,2906
YEL015W,-1,-1,-1,3.0072622379499996,2.6425449813435797,1642,1951,1170,214.0,925,1841
YOR047C,-1,-1,-1,3.0059962275320897,2.59313297134219,1643,3486,1632,2882.0,5042,4385
YCR023C,-1,0,-1,3.0058220000324134,2.8008618864038053,1644,4903,5151,1132.0,1726,3637
YHL031C,0,0,-1,3.0054825406945396,2.8270045587478085,1645,1249,1577,1530.0,2324,5034
YJL186W,-1,-1,-1,3.004736422154004,3.1136041411606086,1646,4468,2550,1983.0,2416,2069
YFL052W,0,-1,-1,3.0004954861845086,2.5599865265850084,1647,2990,4526,5352.0,5765,5529
YMR194W,0,-1,-1,2.998958555881135,2.5136806167664965,1648,3606,218,5114.0,2454,4653
YMR274C,0,-1,-1,2.9983492686363036,2.864617997863054,1649,2152,386,1902.0,3136,3622
YIL134W,-1,-1,1,2.9980351070533255,2.895786837811657,1650,2083,1258,384.0,711,1549
YOR090C,-1,-1,1,2.997660778373658,2.809314496503116,1651,2299,633,655.0,1803,1643
YER024W,0,-1,-1,2.996264859320161,2.7353871477989538,1652,131,1683,3448.0,3080,2357
YGR194C,0,0,-1,2.9961031523650283,1.4386194127169103,1653,1660,121,1054.0,2068,1766
YBR041W,-1,-1,-1,2.9926267633002674,2.5410699829574988,1654,2115,2519,1082.0,1295,946
YOR167C,0,-1,-1,2.9911795906097947,2.4067186106588068,1655,2688,2420,4584.0,1994,4240
YML116W,0,-1,-1,2.990476594981319,2.788771636683107,1656,1937,3305,4213.0,5198,4975
YPL113C,0,0,-1,2.9891312493535573,2.8644376300830308,1657,1096,619,2206.0,2785,3082
YGL147C,0,-1,-1,2.988483654524752,2.3453101082171868,1658,1962,1561,5077.0,4324,5326
YMR110C,0,-1,1,2.988052971861855,1.706071398398889,1659,1950,5774,700.0,3252,4921
YKR009C,-1,-1,-1,2.987928783599131,2.701459245168808,1660,1467,1920,3336.0,4836,3596
YKL124W,-1,-1,-1,2.987482960174184,1.9310183935178058,1661,3432,2863,3812.0,4495,2835
YGL145W,0,0,-1,2.9873886300239736,2.9618531441873106,1662,2432,1713,3388.0,5094,4815
YLR397C,0,-1,-1,2.9871883125540744,2.199667012744736,1663,1554,1295,4345.0,4488,1969
YJL222W,0,0,-1,2.987141949687889,2.667780312640314,1664,1081,3663,3808.0,4500,3827
YHR099W,-1,-1,-1,2.986752661937725,2.5883242526198256,1665,978,1850,4247.0,4520,3319
YPR029C,0,-1,-1,2.9860737320191846,2.560869879725829,1666,2327,2059,274.0,1197,1739
YPL264C,0,0,-1,2.9858160879083737,2.6416761042053123,1667,379,6029,3270.0,1402,1397
